System ID,System Name,School ID,School Name,Grade Cluster,2015,2016.0,2017.0,2018.0,2019.0,15 to 16,16 to 17,18 to 19,YoY Average,Average is positive?,Average score,CCRPI Score Data Availability (years),Applicable 25th Percentile,Average Score is in Top 75%?,CCRPI Scores Qualify Under Option C?,2019 BTO Designation
633,Cobb County,184,McCleskey Middle School,M,83.1,82.8,82.5,83.0,81.0,-0.003610108303249,-0.003623188405797,-0.0240963855421687,-0.0104432274170716,No,82.48,2015-2019,65.54,Yes,No,Within Expected Range
633,Cobb County,185,Garrison Mill Elementary School,E,93.5,95.3,96.8,91.9,95.3,0.0192513368983957,0.0157397691500525,0.0369967355821544,0.0239959472102009,Yes,94.56,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,187,Keheley Elementary School,E,82.6,86.1,88.7,78.1,72.2,0.0423728813559322,0.0301974448315913,-0.0755441741357233,-0.0009912826493999,No,81.54,2015-2019,66.04,Yes,No,Below Expected Range
633,Cobb County,188,Pope High School,H,94.2,99.4,92.9,91.5,91.6,0.0552016985138005,-0.0653923541247485,0.0010928961748633,-0.0030325864786949,No,93.92,2015-2019,67.97,Yes,No,Within Expected Range
633,Cobb County,189,Baker Elementary School,E,86.3,83.0,93.7,78.9,82.6,-0.0382387022016222,0.128915662650602,0.0468948035487958,0.0458572546659254,Yes,84.9,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,190,Dowell Elementary School,E,74.6,65.9,75.9,67.5,75.0,-0.116621983914209,0.151745068285281,0.111111111111111,0.0487447318273943,Yes,71.78,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,191,Varner Elementary School,E,75.9,74.4,89.7,72.1,74.7,-0.0197628458498024,0.205645161290323,0.0360610263522886,0.0739811139309363,Yes,77.36,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,192,Harrison High School,H,92.0,98.6,98.4,94.0,96.3,0.0717391304347825,-0.0020283975659228,0.0244680851063829,0.0313929393250809,Yes,95.86,2015-2019,67.97,Yes,Yes,Beating the Odds
633,Cobb County,194,Hayes Elementary School,E,69.8,79.5,81.1,69.4,73.8,0.138968481375358,0.0201257861635219,0.063400576368876,0.0741649479692521,Yes,74.72,2015-2019,66.04,Yes,Yes,Below Expected Range
633,Cobb County,197,Vaughan Elementary School,E,85.9,88.3,88.9,80.1,89.2,0.0279394644935971,0.0067950169875425,0.113607990012485,0.0494474904978747,Yes,86.48,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,198,Chalker Elementary School,E,81.9,79.1,84.7,80.3,87.9,-0.0341880341880343,0.0707964601769913,0.0946450809464509,0.0437511689784693,Yes,82.78,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,199,Nickajack Elementary School,E,79.4,79.7,84.1,74.8,81.7,0.0037783375314861,0.0552070263488079,0.0922459893048129,0.0504104510617023,Yes,79.94,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,202,Lindley Middle School,M,60.8,61.3,65.0,65.5,63.9,0.0082236842105263,0.0603588907014682,-0.0244274809160306,0.0147183646653213,Yes,63.3,2015-2019,65.54,No,No,Below Expected Range
633,Cobb County,203,Kemp Elementary School,E,90.7,91.0,97.4,93.5,95.8,0.0033076074972436,0.0703296703296704,0.0245989304812834,0.0327454027693991,Yes,93.68,2015-2019,66.04,Yes,Yes,Beating the Odds
633,Cobb County,204,Pitner Elementary School,E,73.2,76.8,77.2,79.1,81.7,0.0491803278688524,0.0052083333333334,0.0328697850821746,0.0290861487614535,Yes,77.6,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,207,Austell Elementary School,E,66.1,56.2,76.7,74.0,65.1,-0.149773071104387,0.364768683274021,-0.12027027027027,0.0315751139664546,Yes,67.62,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,209,Allatoona High School,H,90.6,93.7,95.3,89.7,91.8,0.034216335540839,0.0170757737459978,0.0234113712374581,0.024901160174765,Yes,92.22,2015-2019,67.97,Yes,Yes,Beating the Odds
633,Cobb County,214,Smyrna Elementary School,E,58.1,59.9,72.7,70.8,74.7,0.0309810671256454,0.213689482470785,0.055084745762712,0.0999184317863807,Yes,67.24,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,273,Kincaid Elementary School,E,87.2,90.8,89.9,70.8,92.2,0.0412844036697247,-0.0099118942731276,0.30225988700565,0.111210798800749,Yes,86.18,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,275,Dodgen Middle School,M,98.4,99.6,101.0,91.8,95.3,0.0121951219512194,0.0140562248995985,0.0381263616557734,0.0214592361688638,Yes,97.22,2015-2019,65.54,Yes,Yes,Within Expected Range
633,Cobb County,278,Mount Bethel Elementary School,E,94.2,95.0,96.4,95.6,95.6,0.0084925690021231,0.0147368421052632,0.0,0.0077431370357954,Yes,95.36,2015-2019,66.04,Yes,Yes,Below Expected Range
633,Cobb County,280,Pine Mountain Middle School,M,73.3,74.4,79.0,69.4,79.4,0.0150068212824012,0.0618279569892472,0.144092219020173,0.0736423324306071,Yes,75.1,2015-2019,65.54,Yes,Yes,Within Expected Range
633,Cobb County,281,Dickerson Middle School,M,94.7,98.7,103.0,90.9,94.3,0.0422386483632524,0.0435663627152989,0.0374037403740373,0.0410695838175295,Yes,96.32,2015-2019,65.54,Yes,Yes,Within Expected Range
633,Cobb County,287,Lewis Elementary School,E,72.3,84.0,79.3,84.6,78.4,0.161825726141079,-0.055952380952381,-0.0732860520094561,0.0108624310597473,Yes,79.72,2015-2019,66.04,Yes,Yes,Below Expected Range
633,Cobb County,288,Mountain View Elementary School,E,83.2,91.9,99.7,91.9,98.6,0.104567307692308,0.0848748639825897,0.0729053318824808,0.0874491678524594,Yes,93.06,2015-2019,66.04,Yes,Yes,Beating the Odds
633,Cobb County,289,Addison Elementary School,E,84.4,88.0,93.3,83.2,88.7,0.0426540284360189,0.0602272727272727,0.0661057692307692,0.0563290234646869,Yes,87.52,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,290,Campbell Middle School,M,69.4,76.5,74.7,71.1,72.1,0.102305475504323,-0.0235294117647058,0.0140646976090014,0.0309469204495394,Yes,72.76,2015-2019,65.54,Yes,Yes,Within Expected Range
633,Cobb County,291,Shallowford Falls Elementary School,E,86.8,89.0,88.0,83.7,94.7,0.0253456221198157,-0.0112359550561798,0.13142174432497,0.0485104704628687,Yes,88.44,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,292,Ford Elementary School,E,90.1,87.4,95.4,81.0,92.2,-0.029966703662597,0.091533180778032,0.138271604938272,0.0666126940179022,Yes,89.22,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,294,Smitha Middle School,M,67.9,71.5,70.6,72.6,79.8,0.0530191458026509,-0.0125874125874127,0.0991735537190083,0.0465350956447488,Yes,72.48,2015-2019,65.54,Yes,Yes,Beating the Odds
633,Cobb County,297,Frey Elementary School,E,80.8,74.7,81.9,89.8,87.7,-0.0754950495049504,0.0963855421686747,-0.0233853006681514,-0.0008316026681423,No,82.98,2015-2019,66.04,Yes,No,Within Expected Range
633,Cobb County,298,Cheatham Hill Elementary School,E,74.3,80.5,82.9,81.3,84.2,0.0834454912516824,0.0298136645962734,0.0356703567035671,0.0496431708505076,Yes,80.64,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,299,Durham Middle School,M,81.6,89.1,94.1,84.5,87.9,0.0919117647058824,0.0561167227833895,0.0402366863905326,0.0627550579599348,Yes,87.44,2015-2019,65.54,Yes,Yes,Below Expected Range
633,Cobb County,302,Acworth Intermediate School,E,76.4,72.4,75.4,77.4,75.8,-0.0523560209424084,0.0414364640883978,-0.0206718346253231,-0.0105304638264446,No,75.48,2015-2019,66.04,Yes,No,Below Expected Range
633,Cobb County,304,Kennesaw Charter School,E,74.9,70.1,76.7,72.2,77.2,-0.0640854472630175,0.0941512125534951,0.0692520775623269,0.0331059476176015,Yes,74.22,2015-2019,66.04,Yes,Yes,Below Expected Range
633,Cobb County,304,Kennesaw Charter School,M,55.3,,,,,,,,,,,,,No,,Below Expected Range
633,Cobb County,307,Riverside Primary School,E,,,,66.9,61.4,,,-0.0822122571001496,-0.0822122571001496,No,64.15,2018-2019,65.75,No,No,Below Expected Range
633,Cobb County,309,Lindley 6th Grade Academy,M,78.2,74.0,72.3,63.4,77.0,-0.0537084398976982,-0.022972972972973,0.214511041009464,0.0459432093795975,Yes,72.98,2015-2019,65.54,Yes,Yes,Beating the Odds
633,Cobb County,373,Sprayberry High School,H,80.9,88.7,86.7,83.9,83.0,0.0964153275648949,-0.0225479143179256,-0.0107270560190704,0.021046785742633,Yes,84.64,2015-2019,67.97,Yes,Yes,Within Expected Range
633,Cobb County,375,Murdock Elementary School,E,91.7,94.1,100.3,92.0,96.4,0.0261723009814612,0.0658873538788523,0.0478260869565218,0.0466285806056118,Yes,94.9,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,378,Rocky Mount Elementary School,E,86.9,92.4,97.4,82.7,84.6,0.0632911392405063,0.0541125541125541,0.022974607013301,0.0467927667887871,Yes,88.8,2015-2019,66.04,Yes,Yes,Below Expected Range
633,Cobb County,381,Lassiter High School,H,98.7,100.6,99.9,95.8,96.2,0.0192502532928064,-0.0069582504970177,0.0041753653444677,0.0054891227134187,Yes,98.24,2015-2019,67.97,Yes,Yes,Beating the Odds
633,Cobb County,388,Davis Elementary School,E,81.5,85.1,87.5,86.7,83.0,0.0441717791411042,0.028202115158637,-0.0426758938869666,0.0098993334709248,Yes,84.76,2015-2019,66.04,Yes,Yes,Below Expected Range
633,Cobb County,389,Simpson Middle School,M,87.6,86.7,89.9,94.7,95.9,-0.0102739726027396,0.0369088811995387,0.0126715945089757,0.0131021677019249,Yes,90.96,2015-2019,65.54,Yes,Yes,Beating the Odds
633,Cobb County,391,Nicholson Elementary School,E,75.2,77.3,88.5,73.9,71.5,0.0279255319148935,0.144890038809832,-0.0324763193504737,0.0467797504580839,Yes,77.28,2015-2019,66.04,Yes,Yes,Below Expected Range
633,Cobb County,394,Hightower Trail Middle School,M,96.5,97.6,100.5,91.8,96.4,0.0113989637305699,0.0297131147540984,0.0501089324618737,0.0304070036488474,Yes,96.56,2015-2019,65.54,Yes,Yes,Beating the Odds
633,Cobb County,397,Green Acres Elementary School,E,55.0,49.7,67.1,52.4,74.3,-0.0963636363636363,0.35010060362173,0.41793893129771,0.223891966185268,Yes,59.7,2015-2019,66.04,No,No,Within Expected Range
633,Cobb County,398,Sanders Elementary School,E,63.0,56.6,69.2,69.8,77.4,-0.101587301587302,0.222614840989399,0.108882521489971,0.0766366869640231,Yes,67.2,2015-2019,66.04,Yes,Yes,Beating the Odds
633,Cobb County,399,Blackwell Elementary School,E,79.4,79.4,86.2,76.7,77.0,0.0,0.0856423173803526,0.0039113428943937,0.0298512200915821,Yes,79.74,2015-2019,66.04,Yes,Yes,Below Expected Range
633,Cobb County,402,Hendricks Elementary School,E,71.1,72.8,65.2,72.3,79.6,0.0239099859353024,-0.104395604395604,0.100968188105118,0.0068275232149385,Yes,72.2,2015-2019,66.04,Yes,Yes,Beating the Odds
633,Cobb County,404,Kennesaw Elementary School,E,,,,57.1,85.7,,,0.500875656742557,0.500875656742557,Yes,71.4,2018-2019,65.75,Yes,Yes,Within Expected Range
633,Cobb County,407,Barber Middle School,M,71.5,70.3,78.6,75.8,84.9,-0.0167832167832168,0.118065433854908,0.120052770448549,0.0737783291734132,Yes,76.22,2015-2019,65.54,Yes,Yes,Within Expected Range
633,Cobb County,475,Tapp Middle School,M,79.2,78.2,81.7,75.5,78.5,-0.0126262626262626,0.0447570332480818,0.0397350993377483,0.0239552899865225,Yes,78.62,2015-2019,65.54,Yes,Yes,Beating the Odds
633,Cobb County,478,Sope Creek Elementary School,E,95.5,94.2,100.3,92.2,94.5,-0.0136125654450261,0.0647558386411889,0.0249457700650759,0.0253630144204129,Yes,95.34,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,489,Powder Springs Elementary School,E,66.4,64.9,70.3,61.9,77.3,-0.0225903614457831,0.0832049306625576,0.248788368336026,0.1031343125176,Yes,68.16,2015-2019,66.04,Yes,Yes,Beating the Odds
633,Cobb County,491,Timber Ridge Elementary School,E,92.7,94.7,100.5,93.3,99.3,0.0215749730312837,0.0612460401267159,0.0643086816720257,0.0490432316100084,Yes,96.1,2015-2019,66.04,Yes,Yes,Beating the Odds
633,Cobb County,499,Lost Mountain Middle School,M,87.2,87.2,93.9,85.0,90.8,0.0,0.0768348623853211,0.068235294117647,0.0483567188343227,Yes,88.82,2015-2019,65.54,Yes,Yes,Within Expected Range
633,Cobb County,502,Cooper Middle School,M,63.2,71.3,79.4,78.2,84.9,0.128164556962025,0.113604488078542,0.0856777493606138,0.10914893146706,Yes,75.4,2015-2019,65.54,Yes,Yes,Beating the Odds
633,Cobb County,504,Big Shanty Elementary School,E,79.6,77.3,76.0,73.0,79.6,-0.028894472361809,-0.0168175937904269,0.0904109589041095,0.0148996309172912,Yes,77.1,2015-2019,66.04,Yes,Yes,Below Expected Range
633,Cobb County,507,McClure Middle School,M,87.4,90.7,87.0,90.7,88.1,0.0377574370709382,-0.0407938257993385,-0.0286659316427785,-0.0105674401237263,No,88.78,2015-2019,65.54,Yes,No,Within Expected Range
633,Cobb County,592,Bryant Elementary School,E,64.1,68.9,69.9,59.5,69.6,0.074882995319813,0.0145137880986938,0.169747899159664,0.0863815608593902,Yes,66.4,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,602,Palmer Middle School,M,78.6,81.3,89.1,83.6,85.9,0.034351145038168,0.0959409594095941,0.0275119617224882,0.0526013553900834,Yes,83.7,2015-2019,65.54,Yes,Yes,Beating the Odds
633,Cobb County,607,Lovinggood Middle School,M,81.3,83.8,87.5,79.6,82.4,0.030750307503075,0.0441527446300716,0.0351758793969851,0.0366929771767106,Yes,82.92,2015-2019,65.54,Yes,Yes,Below Expected Range
633,Cobb County,707,Hillgrove High School,H,94.7,96.2,98.6,91.8,94.3,0.0158394931362196,0.0249480249480249,0.0272331154684096,0.0226735445175514,Yes,95.12,2015-2019,67.97,Yes,Yes,Beating the Odds
633,Cobb County,807,Devereux Ackerman Academy,E,,,,,,,,,,,,,,No,,
633,Cobb County,807,Devereux Ackerman Academy,H,36.9,40.7,49.0,27.9,30.0,0.102981029810298,0.203931203931204,0.0752688172043011,0.127393683648601,Yes,36.9,2015-2019,67.97,No,No,
633,Cobb County,807,Devereux Ackerman Academy,M,,,,,,,,,,,,,,No,,
633,Cobb County,808,Cobb Horizon High School,H,,,,,49.1,,,,,,,,,No,,Within Expected Range
633,Cobb County,1052,Belmont Hills Elementary School,E,53.7,54.1,59.8,63.6,74.9,0.0074487895716945,0.10536044362292,0.177672955974843,0.0968273963898193,Yes,61.22,2015-2019,66.04,No,No,Within Expected Range
633,Cobb County,1054,Campbell High School,H,66.2,77.5,77.1,76.1,77.1,0.170694864048338,-0.0051612903225807,0.0131406044678055,0.0595580593978544,Yes,74.8,2015-2019,67.97,Yes,Yes,Within Expected Range
633,Cobb County,1056,East Cobb Middle School,M,77.9,75.6,79.2,67.1,82.7,-0.0295250320924263,0.0476190476190477,0.232488822652757,0.0835276127264596,Yes,76.5,2015-2019,65.54,Yes,Yes,Beating the Odds
633,Cobb County,1060,Garrett Middle School,M,64.2,59.6,70.5,60.0,74.6,-0.0716510903426792,0.182885906040268,0.243333333333333,0.118189383010308,Yes,65.78,2015-2019,65.54,Yes,Yes,Beating the Odds
633,Cobb County,1064,McEachern High School,H,79.7,88.3,87.0,75.2,81.5,0.107904642409034,-0.014722536806342,0.0837765957446808,0.0589862337824575,Yes,82.34,2015-2019,67.97,Yes,Yes,Beating the Odds
633,Cobb County,1066,Norton Park Elementary School,E,57.8,61.1,69.2,64.0,80.2,0.0570934256055364,0.132569558101473,0.253125,0.147595994569003,Yes,66.46,2015-2019,66.04,Yes,Yes,Beating the Odds
633,Cobb County,1067,Powers Ferry Elementary School,E,62.6,57.8,72.3,65.0,75.3,-0.0766773162939298,0.250865051903114,0.158461538461538,0.110883091356908,Yes,66.6,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,1069,Wheeler High School,H,82.0,88.6,90.3,87.8,88.8,0.0804878048780487,0.0191873589164786,0.0113895216400911,0.0370215618115395,Yes,87.5,2015-2019,67.97,Yes,Yes,Beating the Odds
633,Cobb County,2050,Argyle Elementary School,E,60.3,64.1,69.8,70.9,79.3,0.0630182421227197,0.0889235569422777,0.118476727785613,0.0901395089502036,Yes,68.88,2015-2019,66.04,Yes,Yes,Beating the Odds
633,Cobb County,2056,North Cobb High School,H,81.7,89.0,86.2,79.8,84.6,0.0893512851897184,-0.0314606741573033,0.0601503759398496,0.0393469956574216,Yes,84.26,2015-2019,67.97,Yes,Yes,Within Expected Range
633,Cobb County,2062,King Springs Elementary School,E,83.8,88.0,83.5,79.5,74.6,0.0501193317422435,-0.0511363636363636,-0.0616352201257862,-0.0208840840066355,No,81.88,2015-2019,66.04,Yes,No,Below Expected Range
633,Cobb County,2066,Osborne High School,H,70.2,67.5,67.2,65.5,63.6,-0.0384615384615385,-0.0044444444444444,-0.0290076335877862,-0.023971205497923,No,66.8,2015-2019,67.97,No,No,Within Expected Range
633,Cobb County,2560,Griffin Middle School,M,74.4,71.9,73.8,71.0,78.5,-0.0336021505376344,0.0264255910987481,0.105633802816901,0.0328190811260051,Yes,73.92,2015-2019,65.54,Yes,Yes,Beating the Odds
633,Cobb County,3054,Clay Elementary School,E,59.2,65.9,71.7,70.5,74.8,0.113175675675676,0.0880121396054628,0.0609929078014184,0.0873935743608523,Yes,68.42,2015-2019,66.04,Yes,Yes,Beating the Odds
633,Cobb County,3056,South Cobb High School,H,67.8,73.2,74.9,75.3,80.4,0.0796460176991151,0.023224043715847,0.0677290836653388,0.0568663816934336,Yes,74.32,2015-2019,67.97,Yes,Yes,Beating the Odds
633,Cobb County,3058,Fair Oaks Elementary School,E,60.8,59.2,71.7,56.4,70.2,-0.0263157894736841,0.211148648648649,0.24468085106383,0.143171236746265,Yes,63.66,2015-2019,66.04,No,No,Within Expected Range
633,Cobb County,3060,Harmony-Leland Elementary School,E,73.2,75.9,81.0,67.0,73.5,0.0368852459016394,0.067193675889328,0.0970149253731343,0.0670312823880339,Yes,74.12,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,3062,LaBelle Elementary School,E,67.8,65.2,78.2,70.6,78.2,-0.0383480825958701,0.199386503067485,0.107648725212465,0.0895623818946931,Yes,72.0,2015-2019,66.04,Yes,Yes,Beating the Odds
633,Cobb County,3064,Milford Elementary School,E,59.8,59.4,67.6,69.1,85.6,-0.0066889632107023,0.138047138047138,0.238784370477569,0.123380848438001,Yes,68.3,2015-2019,66.04,Yes,Yes,Beating the Odds
633,Cobb County,3067,Russell Elementary School,E,62.8,63.1,72.8,72.3,71.4,0.0047770700636943,0.153724247226624,-0.0124481327800829,0.0486843948367453,Yes,68.48,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,3556,Compton Elementary School,E,63.4,60.4,68.7,64.3,78.3,-0.0473186119873817,0.137417218543046,0.217729393468118,0.102609333341261,Yes,67.02,2015-2019,66.04,Yes,Yes,Beating the Odds
633,Cobb County,4050,Awtrey Middle School,M,76.0,74.2,76.5,79.3,76.6,-0.0236842105263158,0.0309973045822102,-0.034047919293821,-0.0089116084126421,No,76.52,2015-2019,65.54,Yes,No,Below Expected Range
633,Cobb County,4056,Daniell Middle School,M,79.0,80.0,77.9,66.0,86.3,0.0126582278481013,-0.0262499999999999,0.307575757575758,0.097994661807953,Yes,77.84,2015-2019,65.54,Yes,Yes,Beating the Odds
633,Cobb County,4066,Pebblebrook High School,H,64.1,63.0,68.7,69.9,69.6,-0.017160686427457,0.0904761904761905,-0.0042918454935623,0.023007886185057,Yes,67.06,2015-2019,67.97,No,No,Within Expected Range
633,Cobb County,4068,Teasley Elementary School,E,77.7,83.7,87.8,71.2,82.3,0.0772200772200772,0.048984468339307,0.155898876404494,0.0940344739879595,Yes,80.54,2015-2019,66.04,Yes,Yes,Below Expected Range
633,Cobb County,4560,Hollydale Elementary School,E,69.7,62.0,71.7,65.3,74.1,-0.110473457675753,0.156451612903226,0.134762633996937,0.0602469297414699,Yes,68.56,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,5050,Bells Ferry Elementary School,E,82.3,81.8,89.3,80.9,86.3,-0.0060753341433778,0.0916870415647922,0.0667490729295425,0.0507869267836523,Yes,84.12,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,5052,Brumby Elementary School,E,66.5,60.7,67.8,63.0,68.9,-0.0872180451127819,0.116968698517298,0.0936507936507937,0.0411338156851033,Yes,65.38,2015-2019,66.04,No,No,Below Expected Range
633,Cobb County,5056,Due West Elementary School,E,84.2,83.5,93.9,90.5,92.6,-0.008313539192399,0.124550898203593,0.0232044198895027,0.0464805929668988,Yes,88.94,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,5058,Floyd Middle School,M,67.4,66.0,67.1,71.5,71.9,-0.0207715133531158,0.0166666666666666,0.0055944055944056,0.0004965196359854,Yes,68.78,2015-2019,65.54,Yes,Yes,Within Expected Range
633,Cobb County,5067,Sedalia Park Elementary School,E,74.3,69.0,68.9,71.0,76.5,-0.0713324360699865,-0.0014492753623187,0.0774647887323944,0.0015610257666963,Yes,71.94,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,5068,Eastvalley Elementary School,E,86.7,87.7,93.5,73.9,81.8,0.0115340253748558,0.0661345496009122,0.106901217861976,0.0615232642792478,Yes,84.72,2015-2019,66.04,Yes,Yes,Below Expected Range
633,Cobb County,ALL,All Schools,E,76.8,74.7,79.7,76.1,85.4,-0.0273437499999999,0.0669344042838019,0.122207621550591,0.0539327586114645,Yes,78.54,2015-2019,66.04,Yes,Yes,
633,Cobb County,ALL,All Schools,H,83.3,87.6,86.5,85.4,87.2,0.0516206482593037,-0.0125570776255707,0.0210772833723653,0.0200469513353661,Yes,86.0,2015-2019,67.97,Yes,Yes,
633,Cobb County,ALL,All Schools,M,78.8,79.4,81.4,78.6,86.2,0.0076142131979696,0.0251889168765743,0.0966921119592877,0.0431650806779439,Yes,80.88,2015-2019,65.54,Yes,Yes,
634,Coffee County,100,Indian Creek Elementary,E,83.2,85.0,83.6,74.5,79.9,0.0216346153846154,-0.0164705882352942,0.0724832214765101,0.0258824162086104,Yes,81.24,2015-2019,66.04,Yes,Yes,Within Expected Range
634,Coffee County,102,Ambrose Elementary School ,E,72.6,80.8,57.2,78.7,84.4,0.112947658402204,-0.292079207920792,0.0724269377382465,-0.0355682039267805,No,74.74,2015-2019,66.04,Yes,No,
634,Coffee County,108,Coffee Middle School,M,71.4,75.3,79.1,67.1,75.4,0.0546218487394957,0.050464807436919,0.123695976154993,0.0762608774438025,Yes,73.66,2015-2019,65.54,Yes,Yes,Beating the Odds
634,Coffee County,114,Wiregrass Regional College and Career Academy,H,52.4,56.7,66.2,66.7,74.6,0.0820610687022902,0.167548500881834,0.118440779610195,0.12268344973144,Yes,63.32,2015-2019,67.97,No,No,Within Expected Range
634,Coffee County,182,Satilla Elementary School,E,73.4,74.9,76.1,52.1,74.7,0.0204359673024523,0.0160213618157542,0.433781190019194,0.1567461730458,Yes,70.24,2015-2019,66.04,Yes,Yes,Beating the Odds
634,Coffee County,191,Broxton-Mary Hayes Elementary,E,88.9,87.3,89.1,64.4,73.0,-0.0179977502812149,0.0206185567010309,0.133540372670807,0.0453870596968744,Yes,80.54,2015-2019,66.04,Yes,Yes,Beating the Odds
634,Coffee County,191,Broxton-Mary Hayes Elementary,M,,,73.1,77.7,65.3,,,-0.15958815958816,-0.15958815958816,No,71.5,2018-2019,65.75,Yes,No,Beating the Odds
634,Coffee County,195,Coffee County High School,H,67.7,67.8,70.8,73.4,74.1,0.001477104874446,0.0442477876106195,0.0095367847411442,0.0184205590754032,Yes,70.76,2015-2019,67.97,Yes,Yes,Within Expected Range
634,Coffee County,282,Eastside Elementary School,E,90.7,84.7,78.3,67.4,75.3,-0.0661521499448732,-0.0755608028335302,0.117210682492581,-0.0081674234286073,No,79.28,2015-2019,66.04,Yes,No,Beating the Odds
634,Coffee County,291,Nicholls Elementary School,E,82.7,78.6,58.2,68.4,85.8,-0.0495767835550182,-0.259541984732824,0.254385964912281,-0.018244267791854,No,74.74,2015-2019,66.04,Yes,No,Beating the Odds
634,Coffee County,308,George Washington Carver Freshman Campus,H,76.0,74.3,74.8,66.9,78.6,-0.0223684210526316,0.0067294751009421,0.174887892376681,0.053082982141664,Yes,74.12,2015-2019,67.97,Yes,Yes,Within Expected Range
634,Coffee County,3052,West Green Elementary School,E,83.0,75.2,78.2,74.6,73.6,-0.0939759036144578,0.0398936170212766,-0.0134048257372654,-0.0224957041101489,No,76.92,2015-2019,66.04,Yes,No,Within Expected Range
634,Coffee County,5050,Westside Elementary School,E,85.0,84.6,84.2,68.6,68.5,-0.0047058823529412,-0.0047281323877067,-0.0014577259475217,-0.0036305802293899,No,78.18,2015-2019,66.04,Yes,No,Within Expected Range
634,Coffee County,ALL,All Schools,E,83.2,80.7,76.8,67.9,77.5,-0.0300480769230769,-0.0483271375464685,0.141384388807069,0.0210030581125079,Yes,77.22,2015-2019,66.04,Yes,Yes,
634,Coffee County,ALL,All Schools,H,72.0,72.0,72.6,73.2,77.7,0.0,0.0083333333333332,0.0614754098360656,0.0232695810564663,Yes,73.5,2015-2019,67.97,Yes,Yes,
634,Coffee County,ALL,All Schools,M,70.9,73.8,77.2,67.7,74.6,0.0409026798307474,0.0460704607046071,0.10192023633678,0.0629644589573781,Yes,72.84,2015-2019,65.54,Yes,Yes,
635,Colquitt County,111,Willie J. Williams Middle School,M,66.9,64.1,58.7,66.7,68.1,-0.0418535127055308,-0.0842433697347893,0.0209895052473762,-0.035035792397648,No,64.9,2015-2019,65.54,No,No,Below Expected Range
635,Colquitt County,112,Colquitt County Achievement Center,H,41.9,,35.1,23.0,28.2,,,0.226086956521739,0.226086956521739,Yes,25.6,2018-2019,65.975,No,No,Below Expected Range
635,Colquitt County,112,Colquitt County Achievement Center,M,,,,,,,,,,,,,,No,,Below Expected Range
635,Colquitt County,178,Doerun Elementary School,E,59.7,54.0,68.2,63.5,56.5,-0.0954773869346734,0.262962962962963,-0.110236220472441,0.0190831185186162,Yes,60.38,2015-2019,66.04,No,No,Below Expected Range
635,Colquitt County,187,Odom Elementary School,E,67.5,62.1,55.7,64.5,75.8,-0.08,-0.103059581320451,0.175193798449612,-0.0026219276236128,No,65.12,2015-2019,66.04,No,No,Beating the Odds
635,Colquitt County,278,Norman Park Elementary School,E,69.8,65.5,76.2,70.7,71.5,-0.0616045845272206,0.163358778625954,0.0113154172560113,0.0376898704515816,Yes,70.74,2015-2019,66.04,Yes,Yes,Within Expected Range
635,Colquitt County,1554,Colquitt County High School,H,85.7,76.3,76.8,67.1,64.5,-0.109684947491249,0.0065530799475753,-0.0387481371087928,-0.0472933348841553,No,74.08,2015-2019,67.97,Yes,No,Below Expected Range
635,Colquitt County,2052,Funston Elementary School,E,58.6,66.9,77.8,60.1,73.4,0.141638225255973,0.162929745889387,0.221297836938436,0.175288602694599,Yes,67.36,2015-2019,66.04,Yes,Yes,Within Expected Range
635,Colquitt County,2056,Wright Elementary School,E,84.1,74.6,65.2,73.5,71.4,-0.112960760998811,-0.126005361930295,-0.0285714285714285,-0.0891791838335114,No,73.76,2015-2019,66.04,Yes,No,Below Expected Range
