System ID,System Name,School ID,School Name,Grade Cluster,2015,2016.0,2017.0,2018.0,2019.0,15 to 16,16 to 17,18 to 19,YoY Average,Average is positive?,Average score,CCRPI Score Data Availability (years),Applicable 25th Percentile,Average Score is in Top 75%?,CCRPI Scores Qualify Under Option C?,2019 BTO Designation
703,Montgomery County,107,Montgomery County Elementary School,E,69.8,57.9,53.1,60.0,70.9,-0.170487106017192,-0.082901554404145,0.181666666666667,-0.0239073312515568,No,62.34,2015-2019,66.04,No,No,Within Expected Range
703,Montgomery County,114,Montgomery Academy,E,42.1,50.0,,,,0.187648456057007,,,0.187648456057007,Yes,46.05,2015-2016,63.7,No,No,
703,Montgomery County,114,Montgomery Academy,H,57.0,55.7,,,,-0.0228070175438596,,,-0.0228070175438596,No,56.35,2015-2016,67.4,No,No,
703,Montgomery County,114,Montgomery Academy,M,40.6,51.4,,,,0.266009852216749,,,0.266009852216749,Yes,46.0,2015-2016,63.4625,No,No,
703,Montgomery County,201,Montgomery County High School,H,54.6,64.1,72.2,68.7,78.8,0.173992673992674,0.126365054602184,0.147016011644833,0.149124580079897,Yes,67.68,2015-2019,67.97,No,No,Beating the Odds
703,Montgomery County,ALL,All Schools,E,64.3,54.8,52.6,60.0,70.9,-0.147744945567652,-0.0401459854014598,0.181666666666667,-0.0020747547674815,No,60.52,2015-2019,66.04,No,No,
703,Montgomery County,ALL,All Schools,H,51.3,57.0,68.1,68.7,75.0,0.111111111111111,0.194736842105263,0.0917030567685589,0.132517003328311,Yes,64.02,2015-2019,67.97,No,No,
703,Montgomery County,ALL,All Schools,M,58.9,66.9,71.7,76.1,85.4,0.135823429541596,0.0717488789237668,0.122207621550591,0.109926643338651,Yes,71.8,2015-2019,65.54,Yes,Yes,
704,Morgan County,191,Morgan County Elementary School,E,80.2,79.4,83.4,83.6,72.0,-0.0099750623441396,0.0503778337531486,-0.138755980861244,-0.032784403150745,No,79.72,2015-2019,66.04,Yes,No,Below Expected Range
704,Morgan County,1050,Morgan County High School,H,71.3,70.5,85.0,72.1,80.2,-0.0112201963534361,0.205673758865248,0.112343966712899,0.102265843074904,Yes,75.82,2015-2019,67.97,Yes,Yes,Within Expected Range
704,Morgan County,3050,Morgan County Primary School,E,,,,71.8,76.2,,,0.0612813370473538,0.0612813370473538,Yes,74.0,2018-2019,65.75,Yes,Yes,Within Expected Range
704,Morgan County,5050,Morgan County Middle School,M,64.7,69.9,74.3,85.8,83.6,0.080370942812983,0.0629470672389126,-0.0256410256410257,0.03922566147029,Yes,75.66,2015-2019,65.54,Yes,Yes,Beating the Odds
704,Morgan County,ALL,All Schools,E,79.4,77.7,82.3,83.6,72.5,-0.0214105793450882,0.0592020592020591,-0.132775119617225,-0.031661213253418,No,79.1,2015-2019,66.04,Yes,No,
704,Morgan County,ALL,All Schools,H,70.8,70.0,84.0,72.1,80.2,-0.0112994350282485,0.2,0.112343966712899,0.100348177228217,Yes,75.42,2015-2019,67.97,Yes,Yes,
704,Morgan County,ALL,All Schools,M,63.7,68.9,73.3,85.8,83.6,0.0816326530612245,0.0638606676342524,-0.0256410256410257,0.0399507650181504,Yes,75.06,2015-2019,65.54,Yes,Yes,
705,Murray County,104,Woodlawn Elementary School,E,86.5,77.5,81.0,67.9,65.2,-0.104046242774566,0.0451612903225806,-0.0397643593519883,-0.032883103934658,No,75.62,2015-2019,66.04,Yes,No,Below Expected Range
705,Murray County,104,Woodlawn Elementary School,M,72.4,90.6,77.1,54.6,65.9,0.251381215469613,-0.149006622516556,0.206959706959707,0.103111433304255,Yes,72.12,2015-2019,65.54,Yes,Yes,Below Expected Range
705,Murray County,108,Pleasant Valley Innovative School,H,50.2,34.5,54.6,50.4,39.8,-0.312749003984064,0.582608695652174,-0.21031746031746,0.0198474104502166,Yes,45.9,2015-2019,67.97,No,No,Within Expected Range
705,Murray County,108,Pleasant Valley Innovative School,M,,14.7,,,,,,,,,,,,No,,Within Expected Range
705,Murray County,112,North Murray High School,H,77.1,76.8,77.8,71.3,72.2,-0.0038910505836575,0.0130208333333333,0.0126227208976158,0.0072508345490971,Yes,75.04,2015-2019,67.97,Yes,Yes,Within Expected Range
705,Murray County,190,Murray County High School,H,82.2,82.4,83.1,70.7,75.2,0.0024330900243309,0.0084951456310678,0.0636492220650636,0.0248591525734875,Yes,78.72,2015-2019,67.97,Yes,Yes,Beating the Odds
705,Murray County,195,Coker Elementary School,E,73.4,61.6,66.6,76.5,56.6,-0.160762942779292,0.0811688311688311,-0.260130718954248,-0.113241610188236,No,66.94,2015-2019,66.04,Yes,No,Below Expected Range
705,Murray County,195,Coker Elementary School,M,71.9,78.7,66.9,59.3,67.5,0.0945757997218358,-0.149936467598475,0.138279932546374,0.0276397548899117,Yes,68.86,2015-2019,65.54,Yes,Yes,Below Expected Range
705,Murray County,198,Eton Elementary School,E,74.8,77.5,76.5,72.3,52.7,0.036096256684492,-0.0129032258064516,-0.271092669432918,-0.082633212851626,No,70.76,2015-2019,66.04,Yes,No,Below Expected Range
705,Murray County,198,Eton Elementary School,M,89.5,91.8,90.1,68.6,87.3,0.0256983240223463,-0.0185185185185186,0.272594752186589,0.0932581858968056,Yes,85.46,2015-2019,65.54,Yes,Yes,Below Expected Range
705,Murray County,204,Bagley Middle School,M,70.8,74.3,83.1,66.7,71.5,0.0494350282485876,0.118438761776581,0.0719640179910045,0.0799459360053911,Yes,73.28,2015-2019,65.54,Yes,Yes,Within Expected Range
705,Murray County,1050,Chatsworth Elementary School,E,80.6,80.8,70.3,65.2,63.5,0.0024813895781638,-0.129950495049505,-0.0260736196319019,-0.0511809083677477,No,72.08,2015-2019,66.04,Yes,No,Below Expected Range
705,Murray County,1050,Chatsworth Elementary School,M,74.7,86.8,72.5,67.5,54.0,0.1619812583668,-0.164746543778802,-0.2,-0.0675884284706671,No,71.1,2015-2019,65.54,Yes,No,Below Expected Range
705,Murray County,1052,Spring Place Elementary School,E,71.1,75.3,67.8,63.8,70.4,0.059071729957806,-0.099601593625498,0.103448275862069,0.0209728040647923,Yes,69.68,2015-2019,66.04,Yes,Yes,Within Expected Range
705,Murray County,1052,Spring Place Elementary School,M,53.9,61.2,89.2,76.6,62.3,0.13543599257885,0.457516339869281,-0.18668407310705,0.135422753113694,Yes,68.64,2015-2019,65.54,Yes,Yes,Within Expected Range
705,Murray County,4050,Gladden Middle School,M,67.9,80.8,81.2,73.9,70.2,0.189985272459499,0.004950495049505,-0.0500676589986469,0.0482893695034524,Yes,74.8,2015-2019,65.54,Yes,Yes,Within Expected Range
705,Murray County,5050,Northwest Elementary School,E,76.9,85.1,79.6,78.2,61.7,0.106631989596879,-0.0646298472385429,-0.210997442455243,-0.056331766698969,No,76.3,2015-2019,66.04,Yes,No,Below Expected Range
705,Murray County,5050,Northwest Elementary School,M,62.1,65.5,56.1,69.0,51.0,0.0547504025764895,-0.143511450381679,-0.260869565217391,-0.116543537674194,No,60.74,2015-2019,65.54,No,No,Below Expected Range
705,Murray County,ALL,All Schools,E,76.2,73.4,72.7,67.9,62.6,-0.0367454068241469,-0.0095367847411444,-0.0780559646539029,-0.0414460520730648,No,70.56,2015-2019,66.04,Yes,No,
705,Murray County,ALL,All Schools,H,73.3,73.9,74.0,71.6,73.4,0.0081855388813098,0.0013531799729363,0.0251396648044694,0.0115594612195719,Yes,73.24,2015-2019,67.97,Yes,Yes,
705,Murray County,ALL,All Schools,M,67.9,76.2,78.2,70.4,68.2,0.122238586156112,0.026246719160105,-0.03125,0.0390784351054056,Yes,72.18,2015-2019,65.54,Yes,Yes,
706,Muscogee County,100,Midland Middle School,M,64.4,61.5,73.7,73.1,78.0,-0.0450310559006212,0.198373983739837,0.0670314637482901,0.0734581305291688,Yes,70.14,2015-2019,65.54,Yes,Yes,Beating the Odds
706,Muscogee County,102,Fox Elementary School,E,55.6,63.8,67.6,56.7,61.1,0.147482014388489,0.0595611285266457,0.0776014109347442,0.0948815179499597,Yes,60.96,2015-2019,66.04,No,No,Beating the Odds
706,Muscogee County,104,North Columbus Elementary,E,81.4,83.9,73.6,75.9,80.9,0.0307125307125307,-0.122765196662694,0.0658761528326746,-0.0087255043724961,No,79.14,2015-2019,66.04,Yes,No,Below Expected Range
706,Muscogee County,108,Eagle Ridge Academy,E,76.0,85.7,82.5,77.8,88.5,0.127631578947368,-0.0373395565927655,0.137532133676093,0.0759413853435652,Yes,82.1,2015-2019,66.04,Yes,Yes,Beating the Odds
706,Muscogee County,112,Early College Academy of Columbus at Waverly Terrace,H,83.5,97.3,93.9,89.6,84.7,0.165269461077844,-0.0349434737923946,-0.0546874999999999,0.0252128290951499,Yes,89.8,2015-2019,67.97,Yes,Yes,Beating the Odds
706,Muscogee County,115,Aaron Cohn Middle School,M,87.5,88.0,86.0,79.8,93.8,0.0057142857142857,-0.0227272727272727,0.175438596491228,0.052808536492747,Yes,87.02,2015-2019,65.54,Yes,Yes,Beating the Odds
706,Muscogee County,178,Fort Middle School,M,62.0,70.0,68.5,64.0,62.2,0.129032258064516,-0.0214285714285714,-0.028125,0.0264928955453149,Yes,65.34,2015-2019,65.54,No,No,Below Expected Range
706,Muscogee County,191,Hannan Elementary ,E,77.5,80.5,79.6,69.7,65.8,0.0387096774193548,-0.0111801242236026,-0.0559540889526543,-0.0094748452523006,No,74.62,2015-2019,66.04,Yes,No,
706,Muscogee County,192,Brewer Elementary School,E,52.0,50.7,47.3,50.7,54.0,-0.0249999999999999,-0.067061143984221,0.0650887573964497,-0.0089907955292571,No,50.94,2015-2019,66.04,No,No,Within Expected Range
706,Muscogee County,196,Blackmon Road Middle School,M,88.9,85.4,85.0,79.5,89.7,-0.0393700787401575,-0.0046838407494145,0.128301886792453,0.0280826557676269,Yes,85.7,2015-2019,65.54,Yes,Yes,Beating the Odds
706,Muscogee County,200,"Martin Luther King, Jr. Elementary School",E,51.4,47.8,51.8,45.8,65.9,-0.0700389105058366,0.0836820083682009,0.438864628820961,0.150835908894442,Yes,52.54,2015-2019,66.04,No,No,Beating the Odds
706,Muscogee County,203,Northside High School,H,90.6,87.1,89.3,79.8,86.1,-0.0386313465783665,0.0252583237657865,0.0789473684210526,0.0218581152028242,Yes,86.58,2015-2019,67.97,Yes,Yes,Beating the Odds
706,Muscogee County,204,Veterans Memorial Middle School,M,80.3,74.6,81.6,85.7,80.8,-0.0709838107098381,0.0938337801608579,-0.0571761960326722,-0.0114420755272175,No,80.6,2015-2019,65.54,Yes,No,Within Expected Range
706,Muscogee County,215,Dorothy Height Elementary School,E,54.6,46.8,45.3,47.0,61.6,-0.142857142857143,-0.0320512820512821,0.31063829787234,0.0452432909879718,Yes,51.06,2015-2019,66.04,No,No,Beating the Odds
706,Muscogee County,278,Shaw High School,H,76.1,72.8,75.4,72.7,69.3,-0.0433639947437582,0.0357142857142858,-0.0467675378266851,-0.0181390822853858,No,73.26,2015-2019,67.97,Yes,No,Below Expected Range
706,Muscogee County,296,Downtown Elementary Magnet Academy,E,55.5,76.9,70.2,76.0,81.3,0.385585585585586,-0.0871261378413524,0.0697368421052631,0.122732096616499,Yes,71.98,2015-2019,66.04,Yes,Yes,Beating the Odds
706,Muscogee County,300,Baker Middle School,M,52.4,52.8,51.8,58.1,47.8,0.0076335877862595,-0.0189393939393939,-0.177280550774527,-0.0628621189758871,No,52.58,2015-2019,65.54,No,No,Below Expected Range
706,Muscogee County,301,East Columbus Magnet Academy,M,59.7,55.5,53.1,62.9,60.5,-0.0703517587939699,-0.0432432432432432,-0.0381558028616852,-0.0505836016329661,No,58.34,2015-2019,65.54,No,No,Within Expected Range
706,Muscogee County,378,Spencer High School,H,63.8,61.7,61.8,61.8,62.6,-0.0329153605015673,0.0016207455429496,0.0129449838187703,-0.0061165437132824,No,62.34,2015-2019,67.97,No,No,Within Expected Range
706,Muscogee County,401,Double Churches Middle School,M,71.0,73.4,64.8,64.1,60.0,0.0338028169014085,-0.11716621253406,-0.06396255850234,-0.0491086513783305,No,66.66,2015-2019,65.54,Yes,No,Below Expected Range
706,Muscogee County,501,Midland Academy,E,70.4,80.7,75.5,75.6,80.7,0.146306818181818,-0.0644361833952912,0.0674603174603176,0.0497769840822815,Yes,76.58,2015-2019,66.04,Yes,Yes,Within Expected Range
706,Muscogee County,502,Rainey McCullers School of the Arts,H,,,,74.9,87.4,,,0.166889185580774,0.166889185580774,Yes,81.15,2018-2019,65.975,Yes,Yes,Beating the Odds
706,Muscogee County,502,Rainey McCullers School of the Arts,M,,,,78.3,94.8,,,0.210727969348659,0.210727969348659,Yes,86.55,2018-2019,65.75,Yes,Yes,Beating the Odds
706,Muscogee County,1058,Dimon Elementary ,E,71.4,67.8,71.7,67.0,57.7,-0.050420168067227,0.0575221238938054,-0.138805970149254,-0.0439013381075584,No,67.12,2015-2019,66.04,Yes,No,
706,Muscogee County,1062,Georgetown Elementary School,E,63.0,59.5,55.4,56.6,58.4,-0.0555555555555556,-0.0689075630252101,0.0318021201413427,-0.0308869994798077,No,58.58,2015-2019,66.04,No,No,Below Expected Range
706,Muscogee County,1064,Kendrick High School,H,64.8,62.7,66.9,56.3,60.8,-0.0324074074074073,0.0669856459330144,0.0799289520426288,0.0381690635227453,Yes,62.3,2015-2019,67.97,No,No,Below Expected Range
706,Muscogee County,1066,Reese Road Leadership Academy,E,79.8,68.8,72.4,61.3,67.3,-0.137844611528822,0.052325581395349,0.0978792822185971,0.0041200840283746,Yes,69.92,2015-2019,66.04,Yes,Yes,Below Expected Range
706,Muscogee County,2050,Arnold Middle School,M,62.1,66.0,64.8,55.0,66.7,0.0628019323671497,-0.0181818181818182,0.212727272727273,0.0857824623042014,Yes,62.92,2015-2019,65.54,No,No,Within Expected Range
706,Muscogee County,2052,Blanchard Elementary School,E,74.4,65.3,67.7,73.9,72.8,-0.122311827956989,0.0367534456355284,-0.0148849797023005,-0.0334811206745871,No,70.82,2015-2019,66.04,Yes,No,Below Expected Range
706,Muscogee County,2054,Clubview Elementary School,E,79.1,80.2,80.2,83.3,85.2,0.0139064475347662,0.0,0.0228091236494599,0.0122385237280754,Yes,81.6,2015-2019,66.04,Yes,Yes,Beating the Odds
706,Muscogee County,2058,Double Churches Elementary School,E,74.4,77.4,66.5,86.1,67.0,0.0403225806451613,-0.140826873385013,-0.221835075493612,-0.107446456077821,No,74.28,2015-2019,66.04,Yes,No,Below Expected Range
706,Muscogee County,2062,Hardaway High School,H,80.5,81.7,78.7,69.9,69.7,0.0149068322981367,-0.0367197062423501,-0.0028612303290415,-0.0082247014244183,No,76.1,2015-2019,67.97,Yes,No,Within Expected Range
706,Muscogee County,2064,Key Elementary School,E,63.0,65.2,63.5,63.4,66.3,0.034920634920635,-0.0260736196319019,0.0457413249211356,0.0181961134032896,Yes,64.28,2015-2019,66.04,No,No,Beating the Odds
706,Muscogee County,2066,Richards Middle School,M,67.0,67.5,70.8,79.2,78.1,0.0074626865671641,0.0488888888888889,-0.013888888888889,0.0141542288557213,Yes,72.52,2015-2019,65.54,Yes,Yes,Beating the Odds
706,Muscogee County,2067,Rothschild Leadership Academy School,H,,,,,,,,,,,,,,No,,Within Expected Range
706,Muscogee County,2067,Rothschild Leadership Academy School,M,49.5,52.9,53.6,44.3,57.1,0.0686868686868687,0.0132325141776938,0.288939051918736,0.1236194782611,Yes,51.48,2015-2019,65.54,No,No,Within Expected Range
706,Muscogee County,3054,Columbus High School,H,98.0,102.4,99.8,96.5,95.0,0.0448979591836735,-0.0253906250000001,-0.0155440414507772,0.001321097577632,Yes,98.34,2015-2019,67.97,Yes,Yes,Within Expected Range
706,Muscogee County,3056,Britt David Elementary Computer Magnet Academy,E,104.4,105.1,106.0,96.5,95.4,0.0067049808429117,0.0085632730732636,-0.0113989637305699,0.0012897633952018,Yes,101.48,2015-2019,66.04,Yes,Yes,Within Expected Range
706,Muscogee County,3060,Forrest Road Elementary School,E,50.8,58.6,70.5,69.3,70.0,0.153543307086614,0.203071672354949,0.0101010101010101,0.122238663180858,Yes,63.84,2015-2019,66.04,No,No,Beating the Odds
706,Muscogee County,3066,Rigdon Road Elementary School,E,63.6,58.0,59.9,70.7,55.1,-0.0880503144654088,0.0327586206896552,-0.220650636492221,-0.0919807767559914,No,61.46,2015-2019,66.04,No,No,Below Expected Range
706,Muscogee County,3068,St. Marys Video and Communication Technology,E,59.5,64.6,62.0,73.4,51.9,0.0857142857142856,-0.0402476780185758,-0.29291553133515,-0.08248297454648,No,62.28,2015-2019,66.04,No,No,Below Expected Range
706,Muscogee County,3069,Waddell Elementary School,E,58.1,64.1,77.7,69.6,73.9,0.103270223752151,0.21216848673947,0.0617816091954025,0.125740106562341,Yes,68.68,2015-2019,66.04,Yes,Yes,Beating the Odds
706,Muscogee County,4056,Davis Elementary School,E,52.1,52.1,57.8,51.5,64.3,0.0,0.109404990403071,0.248543689320388,0.119316226574486,Yes,55.56,2015-2019,66.04,No,No,Beating the Odds
706,Muscogee County,4058,Lonnie Jackson Academy,E,57.0,61.9,52.7,69.1,76.9,0.0859649122807017,-0.148626817447496,0.11287988422576,0.0167393263529886,Yes,63.52,2015-2019,66.04,No,No,Beating the Odds
706,Muscogee County,4062,Johnson Elementary School,E,78.4,74.4,83.8,67.1,78.8,-0.0510204081632653,0.126344086021505,0.174366616989568,0.0832300982826026,Yes,76.5,2015-2019,66.04,Yes,Yes,Beating the Odds
706,Muscogee County,4064,Mathews Elementary School,E,78.3,91.3,77.9,86.1,93.6,0.16602809706258,-0.146768893756846,0.0871080139372822,0.0354557390810055,Yes,85.44,2015-2019,66.04,Yes,Yes,Beating the Odds
706,Muscogee County,4065,Allen Elementary School,E,70.9,70.5,66.2,65.4,66.0,-0.0056417489421721,-0.0609929078014184,0.0091743119266054,-0.0191534482723284,No,67.8,2015-2019,66.04,Yes,No,Below Expected Range
706,Muscogee County,4066,River Road Elementary School,E,68.3,81.4,71.6,60.6,70.9,0.191800878477306,-0.120393120393121,0.16996699669967,0.0804582515946185,Yes,70.56,2015-2019,66.04,Yes,Yes,Within Expected Range
706,Muscogee County,4067,South Columbus Elementary School,E,54.4,59.7,49.4,73.0,70.6,0.0974264705882354,-0.172529313232831,-0.0328767123287672,-0.0359931849911209,No,61.42,2015-2019,66.04,No,No,Beating the Odds
706,Muscogee County,4070,Wynnton Elementary School,E,60.1,64.6,73.4,63.7,76.9,0.0748752079866887,0.136222910216718,0.207221350078493,0.139439822760633,Yes,67.74,2015-2019,66.04,Yes,Yes,Beating the Odds
706,Muscogee County,5052,Carver High School,H,67.9,68.3,74.0,71.8,72.4,0.0058910162002944,0.0834553440702782,0.0083565459610029,0.0325676354105252,Yes,70.88,2015-2019,67.97,Yes,Yes,Beating the Odds
706,Muscogee County,5056,Dawson Elementary School,E,51.5,62.9,66.0,52.1,64.8,0.221359223300971,0.0492845786963434,0.243761996161228,0.171468599386181,Yes,59.46,2015-2019,66.04,No,No,Within Expected Range
706,Muscogee County,5058,Eddy Middle School,M,48.3,57.0,59.0,63.7,57.0,0.180124223602485,0.0350877192982456,-0.105180533751962,0.0366771363829226,Yes,57.0,2015-2019,65.54,No,No,Within Expected Range
706,Muscogee County,5060,Gentian Elementary School,E,81.5,87.0,87.6,75.2,71.5,0.0674846625766871,0.0068965517241378,-0.0492021276595745,0.0083930288804168,Yes,80.56,2015-2019,66.04,Yes,Yes,Within Expected Range
706,Muscogee County,5062,Jordan Vocational High School,H,75.4,76.4,67.7,58.4,64.3,0.013262599469496,-0.113874345549738,0.101027397260274,0.0001385503933439,Yes,68.44,2015-2019,67.97,Yes,Yes,Within Expected Range
706,Muscogee County,5069,Wesley Heights Elementary School,E,62.9,54.7,54.0,64.4,54.0,-0.130365659777424,-0.0127970749542962,-0.161490683229814,-0.101551139320511,No,58.0,2015-2019,66.04,No,No,Below Expected Range
706,Muscogee County,ALL,All Schools,E,66.2,67.8,67.5,72.8,73.0,0.0241691842900301,-0.0044247787610619,0.0027472527472527,0.007497219425407,Yes,69.46,2015-2019,66.04,Yes,Yes,
706,Muscogee County,ALL,All Schools,H,76.7,76.6,77.3,72.6,77.1,-0.001303780964798,0.0091383812010444,0.0619834710743802,0.0232726904368755,Yes,76.06,2015-2019,67.97,Yes,Yes,
706,Muscogee County,ALL,All Schools,M,63.5,64.4,66.1,68.0,73.4,0.0141732283464568,0.0263975155279501,0.0794117647058824,0.0399941695267631,Yes,67.08,2015-2019,65.54,Yes,Yes,
707,Newton County,101,Veterans Memorial Middle School,M,64.6,66.2,62.5,63.5,70.1,0.0247678018575853,-0.0558912386706949,0.103937007874016,0.0242711903536353,Yes,65.38,2015-2019,65.54,No,No,Within Expected Range
707,Newton County,102,Oak Hill Elementary School,E,72.3,84.5,75.4,77.4,65.2,0.168741355463347,-0.107692307692308,-0.157622739018088,-0.0321912304156828,No,74.96,2015-2019,66.04,Yes,No,Below Expected Range
707,Newton County,106,Rocky Plains Elementary School,E,69.4,69.9,63.8,57.1,71.2,0.0072046109510086,-0.0872675250357655,0.246935201401051,0.055624095772098,Yes,66.28,2015-2019,66.04,Yes,Yes,Within Expected Range
707,Newton County,111,South Salem Elementary School,E,73.5,78.5,60.5,67.8,53.6,0.0680272108843538,-0.229299363057325,-0.209439528023599,-0.123570560065523,No,66.78,2015-2019,66.04,Yes,No,Below Expected Range
707,Newton County,114,Liberty Middle School,M,62.6,69.3,69.0,65.3,64.6,0.10702875399361,-0.0043290043290042,-0.0107197549770291,0.0306599982291922,Yes,66.16,2015-2019,65.54,Yes,Yes,Within Expected Range
707,Newton County,115,Live Oak Elementary,E,63.4,71.0,62.2,63.2,59.7,0.1198738170347,-0.123943661971831,-0.055379746835443,-0.0198165305908579,No,63.9,2015-2019,66.04,No,No,Below Expected Range
707,Newton County,117,Clements Middle School,M,72.4,71.3,66.2,67.3,60.0,-0.015193370165746,-0.0715287517531556,-0.108469539375929,-0.0650638870982768,No,67.44,2015-2019,65.54,Yes,No,Below Expected Range
707,Newton County,122,Flint Hill Elementary,E,72.1,73.9,63.0,67.9,58.9,0.0249653259361999,-0.147496617050068,-0.132547864506627,-0.0850263852068318,No,67.16,2015-2019,66.04,Yes,No,Below Expected Range
707,Newton County,123,Newton County Theme School at Ficquett,E,75.7,83.7,76.4,93.0,84.4,0.105680317040951,-0.0872162485065711,-0.0924731182795698,-0.0246696832483966,No,82.64,2015-2019,66.04,Yes,No,Within Expected Range
707,Newton County,123,Newton County Theme School at Ficquett,M,89.6,90.6,96.8,93.3,93.6,0.0111607142857143,0.0684326710816777,0.0032154340836012,0.0276029398169978,Yes,92.78,2015-2019,65.54,Yes,Yes,Within Expected Range
707,Newton County,124,Fairview Elementary,E,66.5,62.3,67.6,64.8,80.9,-0.0631578947368422,0.0850722311396468,0.248456790123457,0.0901237088420872,Yes,68.42,2015-2019,66.04,Yes,Yes,Beating the Odds
707,Newton County,173,Newton High School,H,71.1,72.4,73.8,65.3,57.6,0.018284106891702,0.0193370165745855,-0.11791730474732,-0.0267653937603442,No,68.04,2015-2019,67.97,Yes,No,Below Expected Range
707,Newton County,196,Cousins Middle School,M,63.6,65.5,70.1,65.7,57.3,0.029874213836478,0.0702290076335877,-0.127853881278539,-0.0092502199361577,No,64.44,2015-2019,65.54,No,No,Below Expected Range
707,Newton County,198,Middle Ridge Elementary School,E,66.9,65.2,60.8,80.0,52.6,-0.0254110612855008,-0.0674846625766872,-0.3425,-0.145131907954063,No,65.1,2015-2019,66.04,No,No,Below Expected Range
707,Newton County,206,Alcovy High School,H,73.1,81.5,77.4,64.2,69.1,0.114911080711354,-0.0503067484662576,0.0763239875389407,0.0469761065946792,Yes,73.06,2015-2019,67.97,Yes,Yes,Below Expected Range
707,Newton County,295,Eastside High School,H,85.9,90.5,91.4,80.5,78.9,0.0535506402793946,0.0099447513812155,-0.0198757763975155,0.0145398717543649,Yes,85.44,2015-2019,67.97,Yes,Yes,Within Expected Range
707,Newton County,298,West Newton Elementary School,E,69.5,61.8,60.9,67.7,77.2,-0.110791366906475,-0.0145631067961165,0.140324963072378,0.0049901631232622,Yes,67.42,2015-2019,66.04,Yes,Yes,Beating the Odds
707,Newton County,398,Indian Creek Middle School,M,61.1,68.2,65.8,56.1,51.2,0.11620294599018,-0.0351906158357772,-0.0873440285204991,-0.002110566122032,No,60.48,2015-2019,65.54,No,No,Below Expected Range
707,Newton County,1050,East Newton Elementary School,E,77.4,82.9,82.0,79.4,72.4,0.0710594315245478,-0.0108564535585043,-0.0881612090680101,-0.0093194103673221,No,78.82,2015-2019,66.04,Yes,No,Below Expected Range
707,Newton County,3050,Livingston Elementary School,E,58.6,60.1,63.8,65.9,64.1,0.0255972696245734,0.0615640599001663,-0.0273141122913507,0.0199490724111297,Yes,62.5,2015-2019,66.04,No,No,Within Expected Range
707,Newton County,4050,Mansfield Elementary School,E,72.0,67.0,80.7,84.2,73.9,-0.0694444444444445,0.204477611940299,-0.122327790973872,0.0042351255073274,Yes,75.56,2015-2019,66.04,Yes,Yes,Within Expected Range
707,Newton County,4550,Heard-Mixon Elementary School,E,59.2,64.8,76.6,70.1,64.6,0.0945945945945945,0.182098765432099,-0.0784593437945792,0.0660780054107047,Yes,67.06,2015-2019,66.04,Yes,Yes,Below Expected Range
707,Newton County,5050,Porterdale Elementary School,E,68.5,61.0,61.3,56.0,52.2,-0.109489051094891,0.0049180327868852,-0.0678571428571428,-0.0574760537217161,No,59.8,2015-2019,66.04,No,No,Below Expected Range
707,Newton County,ALL,All Schools,E,68.7,68.7,63.8,75.0,63.7,0.0,-0.0713245997088793,-0.150666666666667,-0.0739970887918486,No,67.98,2015-2019,66.04,Yes,No,
707,Newton County,ALL,All Schools,H,74.8,79.1,78.5,69.6,64.7,0.0574866310160428,-0.0075853350189632,-0.0704022988505746,-0.0068336676178317,No,73.34,2015-2019,67.97,Yes,No,
707,Newton County,ALL,All Schools,M,65.4,67.6,68.2,64.1,63.4,0.0336391437308867,0.0088757396449705,-0.0109204368174726,0.0105314821861282,Yes,65.74,2015-2019,65.54,Yes,Yes,
708,Oconee County,103,Rocky Branch Elementary School,E,91.2,94.9,85.6,87.9,94.1,0.0405701754385965,-0.0979978925184406,0.0705346985210465,0.0043689938137341,Yes,90.74,2015-2019,66.04,Yes,Yes,Beating the Odds
708,Oconee County,105,North Oconee High School,H,95.5,98.3,100.6,94.1,95.9,0.0293193717277487,0.0233977619532045,0.0191285866099895,0.0239485734303142,Yes,96.88,2015-2019,67.97,Yes,Yes,Beating the Odds
708,Oconee County,110,High Shoals Elementary School,E,92.2,92.3,91.6,81.0,97.5,0.0010845986984815,-0.0075839653304442,0.203703703703704,0.0657347790239137,Yes,90.92,2015-2019,66.04,Yes,Yes,Beating the Odds
708,Oconee County,188,Oconee County Primary School,E,,,,83.7,88.0,,,0.051373954599761,0.051373954599761,Yes,85.85,2018-2019,65.75,Yes,Yes,Within Expected Range
708,Oconee County,193,Oconee County Middle School,M,80.0,84.1,84.3,81.1,92.1,0.0512499999999999,0.0023781212841855,0.135635018495684,0.0630877132599566,Yes,84.32,2015-2019,65.54,Yes,Yes,Beating the Odds
708,Oconee County,197,Malcom Bridge Elementary School,E,93.8,98.6,97.8,90.9,98.4,0.0511727078891258,-0.0081135902636916,0.0825082508250825,0.0418557894835055,Yes,95.9,2015-2019,66.04,Yes,Yes,Beating the Odds
708,Oconee County,198,Malcom Bridge Middle School,M,86.8,89.9,93.3,87.5,92.4,0.0357142857142858,0.0378197997775305,0.0560000000000001,0.0431780284972721,Yes,89.98,2015-2019,65.54,Yes,Yes,Beating the Odds
708,Oconee County,293,Oconee County High School,H,92.1,98.7,93.2,93.7,90.6,0.0716612377850164,-0.0557244174265451,-0.033084311632871,-0.0057158304247998,No,93.66,2015-2019,67.97,Yes,No,Beating the Odds
708,Oconee County,294,Dove Creek Elementary School,E,,,,,88.8,,,,,,,,,No,,Within Expected Range
