ID_NUMBER,ACTIVITY_LOCATION,YRMONTH,VIO_FLAG,SNC_FLAG
GAD003480530,GA,200003,Y,N
GAD003480530,GA,200004,Y,N
GAD003480530,GA,200005,Y,N
GAD003480530,GA,200105,Y,N
GAD003480530,GA,200106,Y,N
GAD003480530,GA,200107,Y,N
GAD003480530,GA,200307,Y,N
GAD003480530,GA,200308,Y,N
GAD003480530,GA,200309,Y,N
GAD003480530,GA,200310,Y,N
GAD003480530,GA,200311,Y,N
GAD003480530,GA,200408,Y,N
GAD003480530,GA,200409,Y,N
GAD003480530,GA,200410,Y,N
GAD003480530,GA,200507,Y,N
GAD003480530,GA,200508,Y,N
GAD003480530,GA,200607,Y,N
GAD003480530,GA,200704,Y,N
GAD003480530,GA,200705,Y,N
GAD003480530,GA,200706,Y,N
GAD003480530,GA,200709,Y,N
GAD003480530,GA,200710,Y,N
GAD003480530,GA,200807,Y,N
GAD003480530,GA,200808,Y,N
GAD003480530,GA,200809,Y,N
GAD003480530,GA,200811,Y,N
GAD003480530,GA,200812,Y,N
GAD003480530,GA,200908,Y,Y
GAD003480530,GA,200909,Y,Y
GAD003480530,GA,200910,Y,Y
GAD003480530,GA,200911,Y,Y
GAD003480530,GA,200912,Y,Y
GAD003480530,GA,201001,Y,Y
GAD003480530,GA,201002,Y,Y
GAD003480530,GA,201003,Y,Y
GAD003480530,GA,201004,Y,Y
GAD003480530,GA,201008,Y,N
GAD003480530,GA,201009,Y,N
GAD003480530,GA,201010,Y,N
GAD003480530,GA,201011,Y,N
GAD003480530,GA,201012,Y,N
GAD003480530,GA,201104,Y,N
GAD003480530,GA,201105,Y,N
GAD003480530,GA,201106,Y,N
GAD003480530,GA,201107,Y,N
GAD003480530,GA,201108,Y,N
GAD003480530,GA,201109,Y,N
GAD003480530,GA,201112,Y,N
GAD003480530,GA,201203,Y,N
GAD003480530,GA,201204,Y,N
GAD003480530,GA,201205,Y,N
GAD003480530,GA,201206,Y,N
GAD003480530,GA,201207,Y,N
GAD003480530,GA,201208,Y,N
GAD003480530,GA,201209,Y,N
GAD003480530,GA,201210,Y,N
GAD003480530,GA,201308,Y,N
GAD003480530,GA,201309,Y,N
GAD003480530,GA,201310,Y,N
GAD003480530,GA,201407,Y,N
GAD003480530,GA,201408,Y,N
GAD003480530,GA,201503,Y,N
GAD003480530,GA,201504,Y,N
GAD003480530,GA,201505,Y,N
GAD003480530,GA,201506,Y,N
GAD003480530,GA,201511,Y,N
GAD003480530,GA,201512,Y,N
GAD003480530,GA,201601,Y,N
GAD003480530,GA,201602,Y,N
GAD003480530,GA,201611,Y,N
GAD003480530,GA,201612,Y,N
GAD003480530,GA,201701,Y,N
GAD003480530,GA,201702,Y,N
GAD003480530,GA,201703,Y,N
GAD003480530,GA,201704,Y,N
GAD003480530,GA,201705,Y,N
GAD003480530,GA,202206,Y,N
GAD003480530,GA,202207,Y,N
GAD003480530,GA,202208,Y,N
GAD003480530,GA,202209,Y,N
GAD003480530,GA,202210,Y,N
GAD003480530,GA,202211,Y,N
GAD003480530,GA,202212,Y,N
GAD003484607,GA,199004,Y,N
GAD003484607,GA,199005,Y,N
GAD003484607,GA,199105,Y,N
GAD003484607,GA,199106,Y,N
GAD003484607,GA,199107,Y,N
GAD003484607,GA,199108,Y,N
GAD003484607,GA,199109,Y,N
GAD003484607,GA,199110,Y,N
GAD003484607,GA,199111,Y,N
GAD003484607,GA,199112,Y,N
GAD003484607,GA,199201,Y,N
GAD003484607,GA,199202,Y,N
GAD003484607,GA,199203,Y,N
GAD003484607,GA,199204,Y,N
GAD003484607,GA,199205,Y,N
GAD003484607,GA,199206,Y,N
GAD003484607,GA,199207,Y,N
GAD003484607,GA,199208,Y,N
GAD003484607,GA,199209,Y,N
GAD003484607,GA,199210,Y,N
GAD003484607,GA,199211,Y,N
GAD003484607,GA,199212,Y,N
GAD003484607,GA,199301,Y,N
GAD003484607,GA,199302,Y,N
GAD003484607,GA,199303,Y,N
GAD003484607,GA,199304,Y,N
GAD003484607,GA,199305,Y,N
GAD003484607,GA,199306,Y,N
GAD003484607,GA,199605,Y,N
GAD003484607,GA,199606,Y,N
GAD003484607,GA,199607,Y,N
GAD003484607,GA,199708,Y,N
GAD003484607,GA,199709,Y,N
GAD003484607,GA,199710,Y,N
GAD003484607,GA,199711,Y,N
GAD003484607,GA,199808,Y,N
GAD003484607,GA,199809,Y,N
GAD003484607,GA,199810,Y,N
GAD003486297,GA,199212,Y,N
GAD003486297,GA,199301,Y,N
GAD003913159,GA,200205,Y,N
GAD003913159,GA,200206,Y,N
GAD003913159,GA,200207,Y,N
GAD003913159,GA,200208,Y,N
GAD003981446,GA,198503,Y,N
GAD003981446,GA,198504,Y,N
GAD003981446,GA,198505,Y,N
GAD003981446,GA,198705,Y,N
GAD003981446,GA,198706,Y,N
GAD003981446,GA,198707,Y,N
GAD003981446,GA,198708,Y,N
GAD003981446,GA,198709,Y,N
GAD003981446,GA,198710,Y,N
GAD003981446,GA,198711,Y,N
GAD003981446,GA,198712,Y,N
GAD003981446,GA,198801,Y,N
GAD003981446,GA,198802,Y,N
GAD003981446,GA,198803,Y,N
GAD003981446,GA,198804,Y,N
GAD003981446,GA,199901,Y,N
GAD003981446,GA,199902,Y,N
GAD003981446,GA,199903,Y,N
GAD003981446,GA,199904,Y,N
GAD004058384,GA,198401,Y,N
GAD004058384,GA,198402,Y,N
GAD004058384,GA,198403,Y,N
GAD004058384,GA,198404,Y,N
GAD004058384,GA,198405,Y,N
GAD004058384,GA,198406,Y,N
GAD004058384,GA,198407,Y,N
GAD004058384,GA,198408,Y,N
GAD004058384,GA,198409,Y,N
GAD004058384,GA,198410,Y,N
GAD004058384,GA,198411,Y,N
GAD004058384,GA,198412,Y,N
GAD004058384,GA,198501,Y,N
GAD004058384,GA,198502,Y,N
GAD004058384,GA,198503,Y,N
GAD004058384,GA,198504,Y,N
GAD004058384,GA,198505,Y,N
GAD004058384,GA,198506,Y,N
GAD004058384,GA,198507,Y,N
GAD004058384,GA,198508,Y,N
GAD004058384,GA,198509,Y,N
GAD004058442,GA,200009,Y,N
GAD004058442,GA,200010,Y,N
GAD004060968,GA,198501,Y,N
GAD004060968,GA,198502,Y,N
GAD004060968,GA,198503,Y,N
GAD004060968,GA,198712,Y,N
GAD004060968,GA,198801,Y,N
GAD004060968,GA,199411,Y,N
GAD004060968,GA,199412,Y,N
GAD004060968,GA,199501,Y,N
GAD004060968,GA,199502,Y,N
GAD004060968,GA,199503,Y,N
GAD004060968,GA,199504,Y,N
GAD004060968,GA,199505,Y,N
GAD004060968,GA,199905,Y,N
GAD004060968,GA,199906,Y,N
GAD004060968,GA,200109,Y,N
GAD004060968,GA,200110,Y,N
GAD004060968,GA,200111,Y,N
GAD004060968,GA,200209,Y,N
GAD004060968,GA,200210,Y,N
GAD004060968,GA,200211,Y,N
GAD004060968,GA,200212,Y,N
GAD004060968,GA,200301,Y,N
GAD004060968,GA,200503,Y,N
GAD004060968,GA,200804,Y,Y
GAD004060968,GA,200805,Y,Y
GAD004060968,GA,200806,Y,Y
GAD004060968,GA,200807,Y,Y
GAD004060968,GA,200808,Y,Y
GAD004060968,GA,200809,Y,Y
GAD004060968,GA,200810,Y,Y
GAD004060968,GA,200811,Y,Y
GAD004060968,GA,200812,Y,Y
GAD004060968,GA,200901,Y,Y
GAD004060968,GA,200902,Y,Y
GAD004060968,GA,200903,Y,Y
GAD004060968,GA,201311,Y,N
GAD004060968,GA,201312,Y,N
GAD004060968,GA,201401,Y,N
GAD004060968,GA,201402,Y,Y
GAD004060968,GA,201403,Y,Y
GAD004060968,GA,201404,Y,Y
GAD004060968,GA,201405,Y,N
GAD004060968,GA,201905,Y,Y
GAD004060968,GA,201906,Y,Y
GAD004060968,GA,201907,Y,Y
GAD004060968,GA,201908,Y,Y
GAD004060968,GA,201909,Y,Y
GAD004060968,GA,201910,Y,Y
GAD004060968,GA,201911,Y,Y
GAD004060968,GA,201912,Y,Y
GAD004060968,GA,202001,Y,Y
GAD004060968,GA,202002,Y,N
GAD004060968,GA,202003,Y,N
GAD004065520,GA,198104,Y,N
GAD004065520,GA,198105,Y,N
GAD004065520,GA,198106,Y,N
GAD004065520,GA,198107,Y,N
GAD000222083,GA,198509,Y,N
GAD000222083,GA,198510,Y,N
GAD000222083,GA,198511,Y,N
GAD000222083,GA,198512,Y,N
GAD000222083,GA,198601,Y,N
GAD000222083,GA,198602,Y,N
GAD000222083,GA,198603,Y,N
GAD000222083,GA,198604,Y,N
GAD000222083,GA,198605,Y,N
GAD000222083,GA,198606,Y,N
GAD000222083,GA,198607,Y,N
GAD000222083,GA,198608,Y,N
GAD000222083,GA,198609,Y,N
GAD000222083,GA,198610,Y,N
GAD000222083,GA,198611,Y,N
GAD000222083,GA,198612,Y,N
GAD000222083,GA,198701,Y,N
GAD000222083,GA,198702,Y,N
GAD000222083,GA,198703,Y,N
GAD000222083,GA,198704,Y,N
GAD000222083,GA,198705,Y,N
GAD000222083,GA,199102,Y,N
GAD000222083,GA,199103,Y,N
GAD000222083,GA,199108,Y,N
GAD000222083,GA,199109,Y,N
GAD000222083,GA,199110,Y,N
GAD000222083,GA,199111,Y,N
GAD000222083,GA,199205,Y,N
GAD000222083,GA,199206,Y,N
GAD000222083,GA,199304,Y,N
GAD000222083,GA,199305,Y,N
GAD000222083,GA,199306,Y,N
GAD000222083,GA,199307,Y,N
GAD000222083,GA,199308,Y,N
GAD000222083,GA,199309,Y,N
GAD000222083,GA,199310,Y,N
GAD000222083,GA,199311,Y,N
GAD000222083,GA,199312,Y,N
GAD000222083,GA,199401,Y,N
GAD000222083,GA,199402,Y,N
GAD000222083,GA,199403,Y,N
GAD000222083,GA,199408,Y,N
GAD000222083,GA,199409,Y,N
GAD000222083,GA,199410,Y,N
GAD000222083,GA,199411,Y,N
GAD000222083,GA,199412,Y,N
GAD000222083,GA,199501,Y,N
GAD000222083,GA,199502,Y,N
GAD000222083,GA,199503,Y,N
GAD000222083,GA,199504,Y,N
GAD000222083,GA,199505,Y,N
GAD000222083,GA,199506,Y,N
GAD000222083,GA,199507,Y,N
GAD000222083,GA,199508,Y,N
GAD000222083,GA,199509,Y,N
GAD000222083,GA,199510,Y,N
GAD000222083,GA,199511,Y,N
GAD000222083,GA,199512,Y,N
GAD000222083,GA,199601,Y,N
GAD000222083,GA,199602,Y,N
GAD000222083,GA,199609,Y,N
GAD000222083,GA,199610,Y,N
GAD000222083,GA,199611,Y,N
GAD000222083,GA,199705,Y,N
GAD000222083,GA,199706,Y,N
GAD000222083,GA,199707,Y,N
GAD000222083,GA,199709,Y,N
GAD000222083,GA,199710,Y,N
GAD000222083,GA,199711,Y,N
GAD000222083,GA,199712,Y,N
GAD000222083,GA,199802,Y,N
GAD000222083,GA,199803,Y,N
GAD000222083,GA,199804,Y,N
GAD000222083,GA,199805,Y,N
GAD000222083,GA,199806,Y,N
GAD000222083,GA,199907,Y,N
GAD000222083,GA,199908,Y,N
GAD000222083,GA,201501,Y,N
GAD000222083,GA,201502,Y,N
GAD000222083,GA,201503,Y,N
GAD000222083,GA,201805,Y,N
GAD000222083,GA,201806,Y,N
GAD000222083,GA,202112,Y,N
GAD000222083,GA,202201,Y,N
GAD000222083,GA,202202,Y,N
GAD000222091,GA,200002,Y,N
GAD000222091,GA,200003,Y,N
GAD000222091,GA,200004,Y,N
GAD000222091,GA,200005,Y,N
GAD000222091,GA,200006,Y,N
GAD000222091,GA,200206,Y,N
GAD000222091,GA,200207,Y,N
GAD000222091,GA,200208,Y,N
GAD000226431,GA,198703,Y,N
GAD000226431,GA,198704,Y,N
GAD000226431,GA,198705,Y,N
GAD000226431,GA,198706,Y,N
GAD000226431,GA,198707,Y,N
GAD000226431,GA,198710,Y,N
GAD000226431,GA,198711,Y,N
GAD000226431,GA,198712,Y,N
GAD000226431,GA,198801,Y,N
GAD000226431,GA,198802,Y,N
GAD000226431,GA,198912,Y,N
GAD000226431,GA,199001,Y,N
GAD000226431,GA,199002,Y,N
GAD000226431,GA,199003,Y,N
GAD000226431,GA,199107,Y,N
GAD000226431,GA,199108,Y,N
GAD000226431,GA,199109,Y,N
GAD000226431,GA,199110,Y,N
GAD000226431,GA,199112,Y,N
GAD000226431,GA,199201,Y,N
GAD000226431,GA,199301,Y,N
GAD000226431,GA,199302,Y,N
GAD000226431,GA,199611,Y,N
GAD000226431,GA,199612,Y,N
GAD000226431,GA,200006,Y,N
GAD000226431,GA,200007,Y,N
GAD000226431,GA,200008,Y,N
GAD000226431,GA,200505,Y,N
GAD000226431,GA,200506,Y,N
GAD000226431,GA,200507,Y,N
GAD000226431,GA,200508,Y,N
GAD000226431,GA,201103,Y,N
GAD000226431,GA,201104,Y,N
GAD000226431,GA,202407,Y,N
GAD000226431,GA,202408,Y,N
GAD000226431,GA,202409,Y,N
GAD000226431,GA,202410,Y,N
GAD000226431,GA,202411,Y,N
GAD000226431,GA,202412,Y,N
GAD000226431,GA,202501,Y,N
GAD000226431,GA,202502,Y,N
GAD000226431,GA,202503,Y,N
GAD000226431,GA,202504,Y,N
GAD000226571,GA,198409,Y,N
GAD000226571,GA,198410,Y,N
GAD000226571,GA,198411,Y,N
GAD000226571,GA,198412,Y,N
GAD000226571,GA,198501,Y,N
GAD000226571,GA,200505,Y,N
GAD000226571,GA,200506,Y,N
GAD000465138,GA,198407,Y,N
GAD000465138,GA,198408,Y,N
GAD000465138,GA,198409,Y,N
GAD000465138,GA,198410,Y,N
GAD000465138,GA,198411,Y,N
GAD000465138,GA,198412,Y,N
GAD000465138,GA,198501,Y,N
GAD000603522,GA,200205,Y,N
GAD000603522,GA,200206,Y,N
GAD000603522,GA,200207,Y,N
GAD000603522,GA,200208,Y,N
GAD000603597,GA,199407,Y,N
GAD000603597,GA,199408,Y,N
GAD000603597,GA,199409,Y,N
GAD000603597,GA,199607,Y,N
GAD000603597,GA,199608,Y,N
GAD000608000,GA,198410,Y,N
GAD000608000,GA,198411,Y,N
GAD000608000,GA,198412,Y,N
GAD000608000,GA,198501,Y,N
GAD000608000,GA,198502,Y,N
GAD000608000,GA,198503,Y,N
GAD000608000,GA,201105,Y,N
GAD000608000,GA,201106,Y,N
GAD000608000,GA,201107,Y,N
GAD000609800,GA,199003,Y,N
GAD000609800,GA,199004,Y,N
GAD000609800,GA,199005,Y,N
GAD000609800,GA,199505,Y,N
GAD000609800,GA,199506,Y,N
GAD000609800,GA,199507,Y,N
GAD000609800,GA,199508,Y,N
GAD000609800,GA,199509,Y,N
GAD000609800,GA,199510,Y,N
GAD000609800,GA,199511,Y,N
GAD000609800,GA,199512,Y,N
GAD000609800,GA,199601,Y,N
GAD000609800,GA,199602,Y,N
GAD000609800,GA,199603,Y,N
GAD000609818,GA,199403,Y,N
GAD000609818,GA,199404,Y,N
GAD000609818,GA,199405,Y,N
GAD000609818,GA,199406,Y,N
GAD000609818,GA,200110,Y,N
GAD000609818,GA,200111,Y,N
GAD000609818,GA,200112,Y,N
GAD000609826,GA,199307,Y,N
GAD000609826,GA,199308,Y,N
GAD000609826,GA,199309,Y,N
GAD000609826,GA,199310,Y,N
GAD000609875,GA,199406,Y,N
GAD000609875,GA,199407,Y,N
GAD000609875,GA,199408,Y,N
GAD000609875,GA,199409,Y,N
GAD000609875,GA,199410,Y,N
GAD000609875,GA,199411,Y,N
GAD000609875,GA,199412,Y,N
GAD000609875,GA,199501,Y,N
GAD000609875,GA,199502,Y,N
GAD000609875,GA,199503,Y,N
GAD000609875,GA,199504,Y,N
GAD000609875,GA,199505,Y,N
GAD000609875,GA,199506,Y,N
GAD000609875,GA,199507,Y,N
GAD000609875,GA,199508,Y,N
GAD000609875,GA,199509,Y,N
GAD000609875,GA,199510,Y,N
GAD000609875,GA,199511,Y,N
GAD000609875,GA,199512,Y,N
GAD000609875,GA,199601,Y,N
GAD000609875,GA,199602,Y,N
GAD000609875,GA,199603,Y,N
GAD000609875,GA,199604,Y,N
GAD000609875,GA,199605,Y,N
GAD000609875,GA,199606,Y,N
GAD000609875,GA,199607,Y,N
GAD000609875,GA,199911,Y,N
GAD000609875,GA,199912,Y,N
GAD000609883,GA,199406,Y,N
GAD000609883,GA,199407,Y,N
GAD000609883,GA,199408,Y,N
GAD000609883,GA,199409,Y,N
GAD000609883,GA,199410,Y,N
GAD003266962,GA,198602,Y,N
GAD003266962,GA,198603,Y,N
GAD003266962,GA,198604,Y,N
GAD003266962,GA,198605,Y,N
GAD003266962,GA,198606,Y,N
GAD003266962,GA,198607,Y,N
GAD003266962,GA,198608,Y,N
GAD003266962,GA,198609,Y,N
GAD003266962,GA,198610,Y,N
GAD003266962,GA,198611,Y,N
GAD003266962,GA,198612,Y,N
GAD003266962,GA,198703,Y,N
GAD003266962,GA,198704,Y,N
GAD003266962,GA,198705,Y,N
GAD003266962,GA,198706,Y,N
GAD003266962,GA,198707,Y,N
GAD003266962,GA,198708,Y,N
GAD003266962,GA,198709,Y,N
GAD003266962,GA,198710,Y,N
GAD003266962,GA,198711,Y,N
GAD003266962,GA,198712,Y,N
GAD003266962,GA,198804,Y,N
GAD003266962,GA,198806,Y,N
GAD003266962,GA,198807,Y,N
GAD003266962,GA,198808,Y,N
GAD003266962,GA,198809,Y,N
GAD003266962,GA,198810,Y,N
GAD003266962,GA,198811,Y,N
GAD003266962,GA,198911,Y,N
GAD003266962,GA,198912,Y,N
GAD003266962,GA,199001,Y,N
GAD003266962,GA,199002,Y,N
GAD003266962,GA,199003,Y,N
GAD003266962,GA,199004,Y,N
GAD003266962,GA,199005,Y,N
GAD003266962,GA,199006,Y,N
GAD003266962,GA,199007,Y,N
GAD003266962,GA,199008,Y,N
GAD003266962,GA,199009,Y,N
GAD003266962,GA,199010,Y,N
GAD003266962,GA,199407,Y,N
GAD003266962,GA,199408,Y,N
GAD003266962,GA,200002,Y,Y
GAD003266962,GA,200003,Y,Y
GAD003266962,GA,200004,Y,Y
GAD003266962,GA,200005,Y,Y
GAD003266962,GA,200006,Y,Y
GAD003266962,GA,200007,Y,Y
GAD003266962,GA,200008,Y,Y
GAD003266962,GA,200009,Y,Y
GAD003266962,GA,200010,Y,Y
GAD003266962,GA,200011,Y,Y
GAD003267630,GA,199710,Y,N
GAD003267630,GA,199711,Y,N
GAD003267630,GA,199712,Y,N
GAD003268885,GA,198701,Y,N
GAD003268885,GA,198702,Y,N
GAD003268885,GA,198703,Y,N
GAD003268885,GA,198704,Y,N
GAD003268885,GA,198705,Y,N
GAD003268885,GA,198706,Y,N
GAD003268885,GA,198707,Y,N
GAD003268885,GA,198708,Y,N
GAD003268885,GA,198709,Y,N
GAD003268885,GA,198710,Y,N
GAD003268885,GA,198711,Y,N
GAD003268885,GA,198712,Y,N
GAD003268885,GA,198801,Y,N
GAD003268885,GA,198802,Y,N
GAD003268885,GA,198803,Y,N
GAD003268885,GA,198804,Y,N
GAD003268885,GA,198805,Y,N
GAD003268885,GA,198806,Y,N
GAD003268885,GA,198807,Y,N
GAD003268885,GA,198808,Y,N
GAD003268885,GA,198809,Y,N
GAD003268885,GA,198810,Y,N
GAD003268885,GA,198811,Y,N
GAD003268885,GA,198812,Y,N
GAD003268885,GA,198901,Y,N
GAD003268885,GA,198902,Y,N
GAD003268885,GA,198903,Y,N
GAD003268885,GA,198904,Y,N
GAD003268885,GA,198905,Y,N
GAD003268885,GA,198906,Y,N
GAD003268885,GA,198907,Y,N
GAD003268885,GA,198908,Y,N
GAD003268885,GA,198909,Y,N
GAD003268885,GA,198910,Y,N
GAD003268885,GA,198911,Y,N
GAD003268885,GA,198912,Y,N
GAD003268885,GA,199001,Y,N
GAD003268885,GA,199002,Y,N
GAD003268885,GA,199003,Y,N
GAD003268885,GA,199004,Y,N
GAD003268885,GA,199005,Y,N
GAD003268885,GA,199006,Y,N
GAD003268885,GA,199007,Y,N
GAD003268885,GA,199008,Y,N
GAD003268885,GA,199009,Y,N
GAD003268885,GA,199010,Y,N
GAD003268885,GA,199011,Y,N
GAD003268885,GA,199012,Y,N
GAD003268885,GA,199101,Y,N
GAD003268885,GA,199102,Y,N
GAD003268885,GA,199103,Y,N
GAD003268885,GA,199104,Y,N
GAD003268885,GA,199105,Y,N
GAD003268885,GA,199106,Y,N
GAD003268885,GA,199107,Y,N
GAD003268885,GA,199108,Y,N
GAD003268885,GA,199109,Y,N
GAD003268885,GA,199110,Y,N
GAD003268885,GA,199111,Y,N
GAD003268885,GA,199112,Y,N
GAD003268885,GA,199201,Y,N
GAD003268885,GA,199202,Y,N
GAD003268885,GA,199203,Y,N
GAD003268885,GA,199204,Y,N
GAD003268885,GA,199205,Y,N
GAD003268885,GA,199801,Y,N
GAD003268885,GA,199802,Y,N
GAD003268885,GA,199803,Y,N
GAD003268885,GA,199906,Y,N
GAD003268885,GA,200011,Y,N
GAD003268885,GA,200012,Y,N
GAD003268885,GA,200101,Y,N
GAD003268885,GA,200102,Y,N
GAD003269578,GA,198402,Y,N
GAD003269578,GA,198403,Y,N
GAD003269578,GA,198404,Y,N
GAD003269578,GA,198405,Y,N
GAD003269578,GA,198406,Y,N
GAD003269578,GA,198407,Y,N
GAD003269578,GA,198408,Y,N
GAD003269578,GA,198409,Y,N
GAD003269578,GA,198410,Y,N
GAD003269578,GA,198411,Y,N
GAD003269578,GA,198412,Y,N
GAD003269578,GA,198501,Y,N
GAD003269578,GA,198502,Y,N
GAD003269578,GA,198503,Y,N
GAD003270717,GA,200610,Y,N
GAD003270717,GA,200611,Y,N
GAD003270717,GA,200612,Y,N
GAD003270717,GA,200701,Y,N
GAD003270717,GA,200702,Y,N
GAD003271905,GA,199212,Y,N
GAD003271905,GA,199301,Y,N
GAD003271905,GA,199507,Y,Y
GAD003271905,GA,199508,Y,Y
GAD003271905,GA,199509,Y,Y
GAD003271905,GA,199510,Y,Y
GAD003271905,GA,199511,Y,Y
GAD003271905,GA,199512,Y,Y
GAD003271905,GA,199601,Y,Y
GAD003271905,GA,199602,Y,Y
GAD003271905,GA,199603,Y,Y
GAD003273224,GA,198401,Y,N
GAD003273224,GA,198402,Y,N
GAD003273224,GA,198404,Y,N
GAD003273224,GA,198405,Y,N
GAD003273224,GA,198406,Y,N
GAD003273224,GA,198809,Y,N
GAD003273224,GA,198810,Y,N
GAD003273224,GA,198811,Y,N
GAD003273224,GA,198812,Y,N
GAD003273224,GA,198901,Y,N
GAD003273224,GA,198902,Y,N
GAD003273224,GA,198903,Y,N
GAD003273224,GA,198904,Y,N
GAD003273224,GA,198905,Y,N
GAD003273224,GA,198906,Y,N
GAD003273224,GA,198907,Y,N
GAD003273224,GA,198908,Y,N
GAD003273224,GA,198909,Y,N
GAD003273224,GA,198910,Y,N
GAD003273224,GA,198911,Y,N
GAD003273224,GA,198912,Y,N
GAD003273224,GA,199001,Y,N
GAD003273224,GA,199002,Y,N
GAD003273224,GA,199003,Y,N
GAD003273224,GA,199004,Y,N
GAD003273224,GA,199005,Y,N
GAD003273224,GA,199006,Y,N
GAD003273224,GA,199007,Y,N
GAD003273224,GA,199008,Y,N
GAD003273224,GA,199009,Y,N
GAD003273224,GA,199010,Y,N
GAD003273224,GA,199011,Y,N
GAD003273224,GA,199012,Y,N
GAD003273224,GA,199101,Y,N
GAD003273224,GA,199102,Y,N
GAD003273224,GA,199103,Y,N
GAD003273224,GA,199104,Y,N
GAD003273224,GA,199105,Y,N
GAD003273224,GA,199106,Y,N
GAD003273224,GA,199107,Y,N
GAD003273224,GA,199108,Y,N
GAD003273224,GA,199109,Y,N
GAD003273224,GA,199110,Y,N
GAD003273224,GA,199111,Y,N
GAD003273224,GA,199112,Y,N
GAD003273224,GA,199201,Y,N
GAD003273224,GA,199202,Y,N
GAD003273224,GA,199206,Y,N
GAD003273224,GA,199207,Y,N
GAD003273224,GA,199303,Y,N
GAD003273224,GA,199304,Y,N
GAD003273224,GA,199305,Y,N
GAD003273224,GA,199306,Y,N
GAD003273224,GA,199405,Y,N
GAD003273224,GA,199406,Y,N
GAD003273224,GA,199407,Y,N
GAD003273224,GA,199408,Y,N
GAD003273224,GA,199409,Y,N
GAD003273224,GA,199410,Y,N
GAD003273224,GA,199411,Y,N
GAD003273224,GA,199412,Y,N
GAD003273224,GA,199501,Y,N
GAD003273224,GA,199504,Y,N
GAD003273224,GA,199505,Y,N
GAD003273224,GA,199506,Y,N
GAD003273224,GA,199507,Y,N
GAD003273224,GA,199508,Y,N
GAD003273224,GA,199509,Y,N
GAD004065520,GA,198108,Y,N
GAD004065520,GA,198109,Y,N
GAD004065520,GA,198111,Y,N
GAD004065520,GA,198112,Y,N
GAD004065520,GA,198201,Y,N
GAD004065520,GA,198202,Y,N
GAD004065520,GA,198203,Y,N
GAD004065520,GA,198204,Y,N
GAD004065520,GA,198205,Y,N
GAD004065520,GA,198206,Y,N
GAD004065520,GA,198207,Y,N
GAD004065520,GA,198208,Y,N
GAD004065520,GA,198209,Y,N
GAD004065520,GA,198210,Y,N
GAD004065520,GA,198211,Y,N
GAD004065520,GA,198212,Y,N
GAD004065520,GA,198301,Y,N
GAD004065520,GA,198302,Y,N
GAD004065520,GA,198303,Y,N
GAD004065520,GA,198304,Y,N
GAD004065520,GA,198305,Y,N
GAD004065520,GA,198306,Y,N
GAD004065520,GA,198307,Y,N
GAD004065520,GA,198308,Y,N
GAD004065520,GA,198309,Y,N
GAD004065520,GA,198310,Y,N
GAD004065520,GA,198311,Y,N
GAD004065520,GA,198312,Y,N
GAD004065520,GA,198401,Y,N
GAD004065520,GA,198402,Y,N
GAD004065520,GA,198403,Y,N
GAD004065520,GA,198404,Y,N
GAD004065520,GA,198405,Y,N
GAD004065520,GA,198406,Y,N
GAD004065520,GA,198407,Y,N
GAD004065520,GA,198408,Y,N
GAD004065520,GA,198409,Y,N
GAD004065520,GA,198410,Y,N
GAD004065520,GA,198411,Y,N
GAD004065520,GA,198412,Y,N
GAD004065520,GA,198501,Y,N
GAD004065520,GA,198502,Y,N
GAD004065520,GA,198505,Y,N
GAD004065520,GA,198506,Y,N
GAD004065520,GA,198507,Y,N
GAD004065520,GA,198508,Y,N
GAD004065520,GA,198509,Y,N
GAD004065520,GA,198510,Y,N
GAD004065520,GA,198511,Y,N
GAD004065520,GA,198606,Y,N
GAD004065520,GA,198607,Y,N
GAD004065520,GA,198608,Y,N
GAD004065520,GA,198609,Y,N
GAD004065520,GA,198610,Y,N
GAD004065520,GA,198611,Y,N
GAD004065520,GA,198612,Y,N
GAD004065520,GA,198701,Y,N
GAD004065520,GA,198702,Y,N
GAD004065520,GA,198703,Y,N
GAD004065520,GA,198704,Y,N
GAD004065520,GA,198705,Y,N
GAD004065520,GA,198706,Y,N
GAD004065520,GA,198707,Y,N
GAD004065520,GA,198708,Y,N
GAD004065520,GA,198709,Y,N
GAD004065520,GA,198710,Y,N
GAD004065520,GA,198711,Y,N
GAD004065520,GA,198803,Y,N
GAD004065520,GA,198804,Y,N
GAD004065520,GA,198805,Y,N
GAD004065520,GA,198806,Y,N
GAD004065520,GA,199001,Y,N
GAD004065520,GA,199002,Y,N
GAD004065520,GA,199003,Y,N
GAD004065520,GA,199004,Y,N
GAD004065520,GA,199005,Y,N
GAD004065520,GA,199008,Y,N
GAD004065520,GA,199009,Y,N
GAD004065520,GA,199010,Y,N
GAD004065520,GA,199011,Y,N
GAD004065520,GA,199012,Y,N
GAD004065520,GA,199101,Y,N
GAD004065520,GA,199102,Y,N
GAD004065520,GA,199103,Y,N
GAD004065520,GA,199109,Y,N
GAD004065520,GA,199110,Y,N
GAD004065520,GA,199111,Y,N
GAD004065520,GA,199203,Y,N
GAD004065520,GA,199204,Y,N
GAD004065520,GA,199205,Y,N
GAD004065520,GA,199206,Y,N
GAD004065520,GA,199207,Y,N
GAD004065520,GA,199208,Y,N
GAD004065520,GA,199209,Y,N
