2020 Census Tract,Environmental Health Index,Transit Access Index,Percent of Population Above the Poverty Level,Median Income,Jobs Proximity Index,GEOID,pool,above_median_Environmental Health Index,above_median_Transit Access Index,above_median_Percent of Population Above the Poverty Level,above_median_Median Income,above_median_Jobs Proximity Index
13063040530,0.4106972301814709,0.5674603174603174,92.0,56050.0,0.4912994748275437,13063040530,other metro,0,0,1,0,0
13063040531,0.23304680038204387,0.617656684666994,79.2,39485.0,0.6521538375617912,13063040531,other metro,0,1,0,0,1
13063040532,0.2569245463228272,0.589551628211422,88.8,57451.0,0.6505461209492138,13063040532,other metro,0,0,1,0,1
13063040533,0.29608404966571156,0.6089019800360007,87.1,51025.0,0.5399450310394553,13063040533,other metro,0,0,1,0,0
13063040534,0.3954154727793696,0.5659466535755195,90.5,50188.0,0.5623675003663519,13063040534,other metro,0,0,1,0,0
13063040535,0.3763132760267431,0.5120684012436589,81.0,62286.0,0.48883951049888863,13063040535,other metro,0,0,0,1,0
13063040536,0.3256924546322827,0.47790868924889546,58.8,54115.0,0.5305076270057251,13063040536,other metro,0,0,0,0,0
13063040537,0.4689589302769818,0.5092865324824087,95.0,63324.0,0.5038710193318243,13063040537,other metro,1,0,1,1,0
13063040538,0.4202483285577841,0.5777695958108329,80.8,52719.0,0.4967420587736654,13063040538,other metro,0,0,0,0,0
13063040606,0.30945558739255014,0.5129275077728686,85.7,48042.0,0.5414504971904026,13063040606,other metro,0,0,0,0,0
13063040609,0.17860553963705822,0.5971199476354114,97.1,75233.0,0.602594732036774,13063040609,other metro,0,0,1,1,1
13063040614,0.3104106972301815,0.5333415153002782,98.4,104010.0,0.5655838581989042,13063040614,other metro,0,0,1,1,0
13063040615,0.2473734479465138,0.585747013582065,92.9,57109.0,0.5715475660855949,13063040615,other metro,0,0,1,0,0
13063040617,0.23782234957020057,0.5506872852233676,74.1,35726.0,0.5201112720962399,13063040617,other metro,0,0,0,0,0
13063040623,0.5071633237822349,0.5129275077728686,87.3,50693.0,0.4780937188905722,13063040623,other metro,1,0,1,0,0
13063040624,0.47755491881566375,0.5599738177057765,70.0,61316.0,0.47068233934624093,13063040624,other metro,1,0,0,1,0
13063040625,0.3772683858643744,0.6145066273932254,91.3,70377.0,0.5153362013985402,13063040625,other metro,0,1,1,1,0
13063040626,0.5358166189111748,0.5245459008345605,87.9,68132.0,0.48043475489878984,13063040626,other metro,1,0,1,1,0
13063040627,0.29608404966571156,0.5599738177057765,85.4,72648.0,0.6128301817290635,13063040627,other metro,0,0,0,1,1
13063040628,0.43361986628462273,0.4957862870234004,95.0,102292.0,0.5590081840019568,13063040628,other metro,1,0,1,1,0
13063040629,0.2397325692454633,0.6269432171494027,76.0,42031.0,0.5575231453242749,13063040629,other metro,0,1,0,0,0
13063040630,0.1518624641833811,0.692848960890198,76.6,45049.0,0.6068769117932591,13063040630,other metro,0,1,0,0,1
13063040631,0.4250238777459408,0.5174684994272623,94.0,79958.0,0.5476443266081167,13063040631,other metro,0,0,1,1,0
13063040632,0.24164278892072583,0.5966290296187202,94.0,45812.0,0.5380359194725843,13063040632,other metro,0,0,1,0,0
13063040633,0.22158548233046796,0.4830633284241532,72.0,43530.0,0.5607546769721232,13063040633,other metro,0,0,0,0,0
13063040634,0.2607449856733524,0.692848960890198,57.3,24792.0,0.5982346794976483,13063040634,other metro,0,1,0,0,1
13063040635,0.17287488061127024,0.5915153002781868,80.3,43006.0,0.5188685051273122,13063040635,other metro,0,0,0,0,0
13063040636,0.6446991404011462,0.4736540664375716,82.5,103732.0,0.5476550076332185,13063040636,other metro,1,0,0,1,0
13063040637,0.5291308500477555,0.4557764686630666,80.8,55274.0,0.5131705539206047,13063040637,other metro,1,0,0,0,0
13063040638,0.673352435530086,0.5595647193585338,91.3,72487.0,0.5214881373897622,13063040638,other metro,1,0,1,1,0
13063040639,0.6599808978032473,0.4380216003927344,96.2,93563.0,0.514899942561114,13063040639,other metro,1,0,1,1,0
13063980000,0.8460908718788375,,,,0.7390149559679212,13063980000,other metro,1,0,0,0,1
13065970100,0.673352435530086,0.5056046473572247,69.0,45952.0,0.5835670836524901,13065970100,rural,1,0,0,0,1
13065970200,0.7000955109837631,0.5013091147111766,73.4,51950.0,0.587000884443379,13065970200,other metro,1,0,0,0,0
13067030104,0.40305635148042024,0.6260841106201931,78.6,53675.0,0.5742093140056581,13067030104,atlanta metro,1,1,0,0,0
13067030107,0.4785100286532951,0.5310096547209948,96.7,117973.0,0.553196567639456,13067030107,atlanta metro,1,0,1,1,0
13067030108,0.4288443170964661,0.5462281132384226,96.4,79401.0,0.5590230099452393,13067030108,atlanta metro,1,0,1,1,0
13067030109,0.437440305635148,0.5352642775323188,92.3,78618.0,0.5693525585450058,13067030109,atlanta metro,1,0,1,1,0
13067030110,0.393505253104107,0.5331369661266567,96.6,83147.0,0.5778977452019453,13067030110,atlanta metro,1,0,1,1,0
13067030111,0.4154727793696275,0.5823105874652266,95.8,76047.0,0.559360599429156,13067030111,atlanta metro,1,0,1,0,0
13067030112,0.45463228271251194,0.6422025855015545,94.3,67997.0,0.5446002988041704,13067030112,atlanta metro,1,1,1,0,0
13067030113,0.5023877745940784,0.541728031418753,91.2,75398.0,0.5426874321400672,13067030113,atlanta metro,1,0,0,0,0
13067030220,0.40210124164278893,0.5402143675339552,89.4,79817.0,0.6720352600877691,13067030220,atlanta metro,1,0,0,1,1
13067030233,0.40210124164278893,0.5561282932416953,97.1,106694.0,0.5784994023100214,13067030233,atlanta metro,1,0,1,1,0
13067030235,0.49570200573065903,0.5587056128293242,84.5,113563.0,0.5572471028300341,13067030235,atlanta metro,1,0,0,1,0
13067030236,0.6714422158548232,0.4583946980854197,93.7,161477.0,0.5272218801594971,13067030236,atlanta metro,1,0,1,1,0
13067030240,0.39732569245463223,0.492963508427426,97.9,93323.0,0.5734214101849816,13067030240,atlanta metro,1,0,1,1,0
13067030241,0.4813753581661891,0.5355097365406644,89.7,120870.0,0.5582609215781856,13067030241,atlanta metro,1,0,0,1,0
13067030242,0.3734479465138491,0.5668466699394534,90.0,100417.0,0.5771502542717083,13067030242,atlanta metro,1,0,0,1,0
13067030243,0.3667621776504298,0.5831696939944363,86.6,80822.0,0.6082177241954861,13067030243,atlanta metro,1,0,0,1,0
13067030244,0.5062082139446036,0.48654066437571586,99.2,128333.0,0.546649714113624,13067030244,atlanta metro,1,0,1,1,0
13067030245,0.504297994269341,0.49189985272459497,97.7,108750.0,0.5635673057058671,13067030245,atlanta metro,1,0,1,1,0
13067030246,0.3438395415472779,0.6462935689739814,75.2,57827.0,0.6440662527677242,13067030246,atlanta metro,1,1,0,0,1
13067030247,0.36103151862464183,0.6660121093110783,84.3,53038.0,0.6563023938931505,13067030247,atlanta metro,1,1,0,0,1
13067030248,0.34765998089780326,0.7216494845360825,82.2,70232.0,0.688294012042903,13067030248,atlanta metro,1,1,0,0,1
13067030249,0.32473734479465144,0.5391098019963999,82.4,57309.0,0.6186165423102722,13067030249,atlanta metro,1,0,0,0,0
13067030250,0.44603629417382995,0.5039273441335297,97.7,121189.0,0.5969844219337841,13067030250,atlanta metro,1,0,1,1,0
13067030251,0.3982808022922636,0.5597692685321551,94.6,113333.0,0.5955455513589646,13067030251,atlanta metro,1,0,1,1,0
13067030252,0.5253104106972302,0.5097365406643757,99.6,145574.0,0.5553517943393711,13067030252,atlanta metro,1,0,1,1,0
13067030253,0.4574976122254059,0.5086319751268205,97.9,105921.0,0.5499467688812013,13067030253,atlanta metro,1,0,1,1,0
13067030254,0.5167144221585482,0.551178203240059,94.4,70402.0,0.5335567798020121,13067030254,atlanta metro,1,0,1,0,0
13067030255,0.41260744985673353,0.5979790541646212,82.3,67596.0,0.5963944109144388,13067030255,atlanta metro,1,0,0,0,0
13067030256,0.33142311365807064,0.5939289805269187,97.6,163995.0,0.662970307082789,13067030256,atlanta metro,1,0,1,1,1
13067030257,0.2521489971346705,0.6005154639175257,99.2,66964.0,0.6720303067023089,13067030257,atlanta metro,0,1,1,0,1
13067030258,0.32951289398280803,0.6172884961544756,90.3,74524.0,0.723066293141803,13067030258,atlanta metro,1,1,0,0,1
13067030259,0.4154727793696275,0.5754377352315496,79.6,82740.0,0.6266045408873172,13067030259,atlanta metro,1,0,0,1,0
13067030260,0.33333333333333337,0.6014154802814596,92.0,78833.0,0.5561799694491594,13067030260,atlanta metro,1,1,1,1,0
13067030261,0.48519579751671443,0.5254050073637702,97.0,129701.0,0.5760814388625055,13067030261,atlanta metro,1,0,1,1,0
13067030262,0.4250238777459408,0.5425871379479626,100.0,135000.0,0.5864926680321433,13067030262,atlanta metro,1,0,1,1,0
13067030263,0.4813753581661891,0.5683603338242513,84.6,94117.0,0.5725366535479737,13067030263,atlanta metro,1,0,0,1,0
13067030264,0.4966571155682904,0.5853379152348224,99.4,152750.0,0.5613179780522425,13067030264,atlanta metro,1,0,1,1,0
13067030265,0.4517669531996179,0.5097365406643757,100.0,161503.0,0.5743886959289162,13067030265,atlanta metro,1,0,1,1,0
13067030266,0.5816618911174785,0.551178203240059,100.0,106575.0,0.5236185950736234,13067030266,atlanta metro,1,0,1,1,0
13067030267,0.5348615090735435,0.5380870561282932,99.3,150962.0,0.5359602973515211,13067030267,atlanta metro,1,0,1,1,0
13067030268,0.5033428844317096,0.4863361152020946,100.0,128672.0,0.5440827306032373,13067030268,atlanta metro,1,0,1,1,0
13067030269,0.48233046800382046,0.5228276877761413,91.9,96211.0,0.5381117590635016,13067030269,atlanta metro,1,0,1,1,0
13067030270,0.43170964660936006,0.46420389461626577,96.0,90745.0,0.5551266855636683,13067030270,atlanta metro,1,0,1,1,0
13067030271,0.5071633237822349,0.5312142038946163,96.3,119111.0,0.5512839126597563,13067030271,atlanta metro,1,0,1,1,0
13067030272,0.47086914995224455,0.5741695303550973,88.8,95556.0,0.5730765035112881,13067030272,atlanta metro,1,0,0,1,0
13067030273,0.48424068767908307,0.580387825233186,92.9,118269.0,0.6092620805002157,13067030273,atlanta metro,1,0,1,1,0
13067030274,0.4670487106017192,0.5614874815905744,88.6,86848.0,0.5882931592744159,13067030274,atlanta metro,1,0,0,1,0
13067030275,0.38968481375358166,0.6194158075601375,72.9,70264.0,0.6500373309085256,13067030275,atlanta metro,1,1,0,0,1
13067030276,0.5835721107927412,0.45475372279495996,99.4,135526.0,0.5304812022939005,13067030276,atlanta metro,1,0,1,1,0
13067030277,0.6389684813753582,0.42791687121584027,94.4,127868.0,0.5152392025638223,13067030277,atlanta metro,1,0,1,1,0
13067030278,0.35339063992359127,0.6561528391425299,87.0,77607.0,0.6558126806315331,13067030278,atlanta metro,1,1,0,0,1
13067030319,0.39923591212989495,0.6127884143348061,92.4,107652.0,0.6464386716829408,13067030319,atlanta metro,1,1,1,1,1
13067030322,0.43457497612225404,0.5254050073637702,97.3,120125.0,0.568918239494028,13067030322,atlanta metro,1,0,1,1,0
13067030324,0.4794651384909265,0.5423825887743413,98.9,117708.0,0.5735160135815704,13067030324,atlanta metro,1,0,1,1,0
13067030326,0.4479465138490927,0.5269186712485682,97.4,157321.0,0.5779997295788332,13067030326,atlanta metro,1,0,1,1,0
13067030327,0.44603629417382995,0.5531009654720995,86.9,120417.0,0.5801880387012249,13067030327,atlanta metro,1,0,0,1,0
13067030329,0.3304680038204394,0.5657830142366225,98.9,121953.0,0.59634807064054,13067030329,atlanta metro,1,0,1,1,0
13067030331,0.5023877745940784,0.5451644575355916,98.5,152813.0,0.6053477015032694,13067030331,atlanta metro,1,0,1,1,0
13067030332,0.43361986628462273,0.5807969235804287,99.4,116750.0,0.6089209424100063,13067030332,atlanta metro,1,0,1,1,0
13067030334,0.4106972301814709,0.6048519063982981,91.4,106389.0,0.6405484277818154,13067030334,atlanta metro,1,1,1,1,1
13067030335,0.5128939828080229,0.5780150548191785,94.8,159286.0,0.6124620553679245,13067030335,atlanta metro,1,0,1,1,0
13067030337,0.47277936962750716,0.5996972672230404,97.2,168868.0,0.6370852802606911,13067030337,atlanta metro,1,0,1,1,1
13067030340,0.4278892072588348,0.5294959908361969,99.6,150855.0,0.5624612735096117,13067030340,atlanta metro,1,0,1,1,0
13067030341,0.47564469914040114,0.504581901489118,94.1,133013.0,0.5781995660425617,13067030341,atlanta metro,1,0,1,1,0
13067030342,0.4422158548233047,0.5410734740631647,97.6,148029.0,0.5814962880501768,13067030342,atlanta metro,1,0,1,1,0
13067030343,0.49570200573065903,0.5322778595974472,99.0,160769.0,0.607678357427935,13067030343,atlanta metro,1,0,1,1,0
13067030344,0.22158548233046796,0.7007854688267059,91.8,50927.0,0.7454194667267146,13067030344,atlanta metro,0,1,1,0,1
13067030345,0.25310410697230173,0.6949762722958599,94.0,78458.0,0.7459965682091338,13067030345,atlanta metro,0,1,1,0,1
13067030346,0.4106972301814709,0.6048519063982981,88.4,75156.0,0.5851761543259759,13067030346,atlanta metro,1,1,0,0,0
13067030347,0.46227316141356256,0.5846833578792341,97.2,101389.0,0.5861683159333957,13067030347,atlanta metro,1,0,1,1,0
13067030348,0.4049665711556829,0.5346506300114547,92.6,111932.0,0.6359083174514342,13067030348,atlanta metro,1,0,1,1,1
13067030349,0.34097421203438394,0.5537555228276878,90.7,66269.0,0.6690154397313396,13067030349,atlanta metro,1,0,0,0,1
13067030350,0.38968481375358166,0.5209049255441007,89.5,108363.0,0.5787969350667909,13067030350,atlanta metro,1,0,0,1,0
13067030351,0.42406876790830944,0.6134429716903943,96.3,210126.0,0.6588142541489836,13067030351,atlanta metro,1,1,1,1,1
13067030352,0.4173829990448901,0.6291114383897889,93.2,124688.0,0.6823445132081284,13067030352,atlanta metro,1,1,1,1,1
13067030353,0.3390639923591213,0.6722304041891671,95.1,84792.0,0.74195792981084,13067030353,atlanta metro,1,1,1,1,1
13067030354,0.4154727793696275,0.6078383243331696,97.5,110833.0,0.709679795048556,13067030354,atlanta metro,1,1,1,1,1
13067030355,0.2034383954154728,0.7033627884143347,89.7,84013.0,0.7852390909857894,13067030355,atlanta metro,0,1,0,1,1
13067030356,0.2808022922636103,0.699271804941908,93.9,89747.0,0.8061245995958154,13067030356,atlanta metro,0,1,1,1,1
13067030357,0.4880611270296084,0.5513827524136803,100.0,148750.0,0.5829231869962586,13067030357,atlanta metro,1,0,1,1,0
13067030358,0.3228271251193887,0.6037882506954673,95.7,115625.0,0.6107105397012971,13067030358,atlanta metro,1,1,1,1,0
13067030359,0.48233046800382046,0.6018654884634266,95.4,151557.0,0.5828194838952424,13067030359,atlanta metro,1,1,1,1,0
13067030360,0.4517669531996179,0.5996972672230404,91.4,170536.0,0.5809380327120609,13067030360,atlanta metro,1,0,1,1,0
13067030361,0.37058261700095513,0.5977745049909998,91.7,95682.0,0.6088421824245821,13067030361,atlanta metro,1,0,1,1,0
13067030362,0.4231136580706781,0.5786696121747668,95.6,99869.0,0.5933657264589688,13067030362,atlanta metro,1,0,1,1,0
13067030363,0.5033428844317096,0.6250613647520864,94.2,78864.0,0.5689408302098372,13067030363,atlanta metro,1,1,1,1,0
13067030364,0.4746895893027698,0.5597692685321551,98.1,95000.0,0.5753718664391788,13067030364,atlanta metro,1,0,1,1,0
13067030365,0.42120343839541546,0.6398707249222713,95.4,152738.0,0.6390444317743188,13067030365,atlanta metro,1,1,1,1,1
13067030366,0.4068767908309456,0.5614874815905744,99.3,201553.0,0.6243916861917365,13067030366,atlanta metro,1,0,1,1,0
13067030367,0.39446036294173825,0.509941089837997,99.3,195417.0,0.5687822195684166,13067030367,atlanta metro,1,0,1,1,0
13067030368,0.4269340974212034,0.516813942071674,97.9,141167.0,0.5789486519452549,13067030368,atlanta metro,1,0,1,1,0
13067030369,0.44412607449856734,0.5786696121747668,99.6,184598.0,0.6107902235991204,13067030369,atlanta metro,1,0,1,1,0
13067030370,0.46609360076408785,0.5513827524136803,100.0,209044.0,0.6128120897402175,13067030370,atlanta metro,1,0,1,1,0
13067030405,0.15568290353390635,0.6256341024382261,85.6,61295.0,0.7144970889632801,13067030405,atlanta metro,0,1,0,0,1
13067030407,0.22158548233046796,0.6419980363279332,90.0,89167.0,0.6679607287256012,13067030407,atlanta metro,0,1,0,1,1
13067030408,0.2922636103151863,0.6484208803796433,98.2,97448.0,0.6829984174480878,13067030408,atlanta metro,1,1,1,1,1
13067030409,0.35816618911174786,0.5934789723449517,98.2,119110.0,0.6313582206804423,13067030409,atlanta metro,1,0,1,1,0
13067030410,0.17382999044890168,0.5805514645720832,90.9,64613.0,0.6513114460414074,13067030410,atlanta metro,0,0,0,0,1
13067030411,0.12607449856733524,0.6533300605465553,83.7,42866.0,0.6694052884668664,13067030411,atlanta metro,0,1,0,0,1
13067030412,0.18624641833810887,0.6930535100638193,69.6,46813.0,0.7475388283530068,13067030412,atlanta metro,0,1,0,0,1
13067030413,0.22349570200573066,0.6477254131893306,74.2,52022.0,0.7568700342899567,13067030413,atlanta metro,0,1,0,0,1
13067030414,0.1489971346704871,0.6520209458353787,69.7,40527.0,0.7046315139478826,13067030414,atlanta metro,0,1,0,0,1
13067030505,0.1537726838586438,0.6902716413025691,82.5,55431.0,0.6725381364393114,13067030505,atlanta metro,0,1,0,0,1
13067030506,0.14135625596943643,0.5977335951562756,79.5,65188.0,0.6754519331019962,13067030506,atlanta metro,0,0,0,0,1
13067030507,0.2827125119388729,0.6138929798723614,91.2,118836.0,0.6481585415353643,13067030507,atlanta metro,0,1,0,1,1
13067030508,0.13753581661891118,0.6437162493863524,87.7,78773.0,0.6552598241157428,13067030508,atlanta metro,0,1,0,1,1
13067030509,0.2788920725883477,0.567705776468663,97.4,126972.0,0.6153873832462996,13067030509,atlanta metro,0,0,1,1,0
13067030510,0.274116523400191,0.6041973490427098,93.3,115693.0,0.641667585887859,13067030510,atlanta metro,0,1,1,1,1
13067030511,0.12034383954154727,0.6299705449189985,90.6,95434.0,0.7125036627198335,13067030511,atlanta metro,0,1,0,1,1
13067030602,0.11652340019102202,0.6406889216167566,96.5,100455.0,0.6475868293489576,13067030602,atlanta metro,0,1,1,1,1
13067030603,0.21680993314231142,0.6245704467353952,92.3,85882.0,0.68474574696823,13067030603,atlanta metro,0,1,1,1,1
13067030604,0.26838586437440304,0.6325069546719031,82.7,52050.0,0.7090922979665238,13067030604,atlanta metro,0,1,0,0,1
13067030700,0.07258834765998085,0.7160448371788578,75.7,45583.0,0.6911069359659429,13067030700,atlanta metro,0,1,0,0,1
13067030800,0.08500477554918821,0.6829896907216495,86.7,63638.0,0.6811553619213719,13067030800,atlanta metro,0,1,0,0,1
13067030906,0.28844317096466093,0.6241613483881525,86.3,84547.0,0.6058271263522531,13067030906,atlanta metro,1,1,0,1,0
13067030907,0.22445081184336194,0.543405334642448,97.2,105614.0,0.6275267403713037,13067030907,atlanta metro,0,0,1,1,0
13067030908,0.3667621776504298,0.5971199476354114,88.3,68898.0,0.569822249573349,13067030908,atlanta metro,1,0,0,0,0
13067030909,0.27984718242597895,0.5357142857142857,90.1,72224.0,0.5713357161301177,13067030909,atlanta metro,0,0,0,0,0
13067030910,0.2540592168099332,0.6147111765668467,81.2,52112.0,0.6260219386323627,13067030910,atlanta metro,0,1,0,0,0
13067030911,0.27316141356255974,0.6142611683848798,77.5,51482.0,0.5822615452455074,13067030911,atlanta metro,0,1,0,0,0
13067030912,0.09646609360076414,0.6552937326133202,85.6,54364.0,0.6711155539215651,13067030912,atlanta metro,0,1,0,0,1
13067031001,0.1489971346704871,0.6587301587301587,80.5,51458.0,0.6758555559231326,13067031001,atlanta metro,0,1,0,0,1
13067031004,0.2340019102196753,0.6692439862542955,87.4,46116.0,0.5983187331615101,13067031004,atlanta metro,0,1,0,0,0
13067031005,0.2445081184336198,0.5395598101783668,89.1,77784.0,0.5807608785032883,13067031005,atlanta metro,0,0,0,0,0
13067031006,0.20630372492836677,0.6464981181476026,93.2,49800.0,0.5951053495994905,13067031006,atlanta metro,0,1,1,0,0
13067031007,0.23877745940783185,0.6466617574864998,85.2,43923.0,0.5824447497540114,13067031007,atlanta metro,0,1,0,0,0
13067031101,0.1642788920725883,0.6166339387988873,76.8,60797.0,0.6351029334907679,13067031101,atlanta metro,0,1,0,0,1
13067031110,0.17000955109837626,0.6372524954999181,91.9,80670.0,0.627559910145886,13067031110,atlanta metro,0,1,1,1,0
13067031111,0.2397325692454633,0.6383161512027491,95.6,92000.0,0.6770114380076238,13067031111,atlanta metro,0,1,1,1,1
13067031112,0.22827125119388736,0.6209294714449354,95.9,110203.0,0.6681004475175937,13067031112,atlanta metro,0,1,1,1,1
13067031113,0.1614135625596943,0.6329160530191458,78.7,53063.0,0.7135264068141307,13067031113,atlanta metro,0,1,0,0,1
13067031114,0.25501432664756446,0.6698576337751596,87.2,59953.0,0.7348845556580542,13067031114,atlanta metro,0,1,0,0,1
13067031115,0.2989493791786056,0.5956062837506136,91.1,79681.0,0.5950927029469881,13067031115,atlanta metro,1,0,0,1,0
13067031116,0.22445081184336194,0.5674603174603174,91.8,55938.0,0.5901325374278453,13067031116,atlanta metro,0,0,1,0,0
13067031117,0.2989493791786056,0.5954017345769923,96.8,117079.0,0.6074107152794433,13067031117,atlanta metro,1,0,1,1,0
13067031118,0.2034383954154728,0.6131975126820488,96.2,96392.0,0.6386612548377939,13067031118,atlanta metro,0,1,1,1,1
13067031119,0.2932187201528176,0.5457781050564556,92.7,56607.0,0.5908725673856136,13067031119,atlanta metro,1,0,1,0,0
13067031120,0.3008595988538682,0.538046146293569,92.8,87083.0,0.5985359196805107,13067031120,atlanta metro,1,0,1,1,0
13067031121,0.2693409742120344,0.6844624447717231,90.0,61697.0,0.6845715616783208,13067031121,atlanta metro,0,1,0,0,1
13067031122,0.22349570200573066,0.6346751759122893,94.9,99063.0,0.6537202048064784,13067031122,atlanta metro,0,1,1,1,1
13067031207,0.2617000955109837,0.7200949108165603,98.6,87971.0,0.7644849972011221,13067031207,atlanta metro,0,1,1,1,1
13067031209,0.20439350525310404,0.6368433971526755,97.0,171111.0,0.7008846023373866,13067031209,atlanta metro,0,1,1,1,1
13067031212,0.2655205348615091,0.6482163312060218,99.7,208828.0,0.7323602208148162,13067031212,atlanta metro,0,1,1,1,1
13067031213,0.12320916905444126,0.6288659793814433,88.0,78953.0,0.6904600544829715,13067031213,atlanta metro,0,1,0,1,1
13067031214,0.09742120343839542,0.6713712976599574,96.4,93750.0,0.6758712165319709,13067031214,atlanta metro,0,1,1,1,1
13067031215,0.17382999044890168,0.6516118474881362,98.6,136164.0,0.6953194491485672,13067031215,atlanta metro,0,1,1,1,1
13067031216,0.2636103151862464,0.7190312551137293,96.4,84234.0,0.7060685501975725,13067031216,atlanta metro,0,1,1,1,1
13067031217,0.22063037249283668,0.6720258550155458,92.3,66269.0,0.7738393630992985,13067031217,atlanta metro,0,1,1,0,1
13067031218,0.23113658070678134,0.6962853870070365,95.9,94086.0,0.6675406148171061,13067031218,atlanta metro,0,1,1,1,1
13067031219,0.31136580706781275,0.6805760104729177,95.3,74688.0,0.7586247149523032,13067031219,atlanta metro,1,1,1,0,1
13067031220,0.15472779369627507,0.6784486990672558,88.1,65806.0,0.7005262964452809,13067031220,atlanta metro,0,1,0,0,1
13067031221,0.17191977077363896,0.6116838487972508,83.9,82258.0,0.6417808211622252,13067031221,atlanta metro,0,1,0,1,1
13067031306,0.3027698185291308,0.5562919325805923,92.6,69942.0,0.5876170315671435,13067031306,atlanta metro,1,0,1,0,0
13067031308,0.30468003820439354,0.5320324005891016,89.5,58171.0,0.6101220100023907,13067031308,atlanta metro,1,0,0,0,0
13067031314,0.17287488061127024,0.5818605792832596,98.0,118482.0,0.6699697879387977,13067031314,atlanta metro,0,0,1,1,1
13067031315,0.27698185291308497,0.511004745540828,98.1,146845.0,0.6541635907231472,13067031315,atlanta metro,0,0,1,1,1
13067031316,0.19102196752626557,0.5825151366388479,89.2,114423.0,0.6527333825993133,13067031316,atlanta metro,0,0,0,1,1
13067031317,0.1977077363896848,0.5835787923416789,94.1,52708.0,0.6312468493400264,13067031317,atlanta metro,0,0,1,0,0
13067031318,0.22254059216809938,0.5642284405171003,59.0,32827.0,0.6385362451489927,13067031318,atlanta metro,0,0,0,0,1
13067031319,0.22636103151862463,0.6166339387988873,75.1,42698.0,0.4911783107838728,13067031319,atlanta metro,0,1,0,0,0
13067031320,0.21872015281757395,0.6514072983145148,87.4,45268.0,0.6532680905419017,13067031320,atlanta metro,0,1,0,0,1
13067031321,0.20916905444126074,0.6698985436098839,86.7,47414.0,0.6450703137120146,13067031321,atlanta metro,0,1,0,0,1
13067031322,0.2941738299904489,0.5807969235804287,92.4,64288.0,0.6203044335176922,13067031322,atlanta metro,1,0,1,0,0
13067031323,0.3008595988538682,0.586810669284896,98.0,56972.0,0.6044333169355862,13067031323,atlanta metro,1,0,1,0,0
13067031324,0.27698185291308497,0.6014154802814596,85.0,64294.0,0.6108730225748812,13067031324,atlanta metro,0,1,0,0,0
13067031325,0.28653295128939826,0.5470872197676322,96.6,119500.0,0.5931256494914436,13067031325,atlanta metro,1,0,1,1,0
13067031409,0.27984718242597895,0.5616920307641957,93.3,64077.0,0.579578813535609,13067031409,atlanta metro,0,0,1,0,0
13067031410,0.39923591212989495,0.5827196858124692,90.3,115073.0,0.5828072688612023,13067031410,atlanta metro,1,0,0,1,0
13067031411,0.30945558739255014,0.579937817051219,84.3,61846.0,0.5918950973986111,13067031411,atlanta metro,1,0,0,0,0
13067031412,0.30945558739255014,0.6419571264932089,82.8,58359.0,0.5642859679889216,13067031412,atlanta metro,1,1,0,0,0
13067031413,0.3209169054441261,0.5798969072164948,87.2,47389.0,0.6123437912570519,13067031413,atlanta metro,1,0,0,0,0
13067031414,0.33810888252148996,0.5771559482899689,93.4,94487.0,0.5962977088427119,13067031414,atlanta metro,1,0,1,1,0
13067031415,0.2617000955109837,0.614915725740468,73.3,56522.0,0.5788661536533227,13067031415,atlanta metro,0,1,0,0,0
13067031416,0.43361986628462273,0.5479463262968418,93.0,73341.0,0.5721840840565445,13067031416,atlanta metro,1,0,1,0,0
13067031417,0.2636103151862464,0.6230976926853216,98.3,53586.0,0.5911212611902031,13067031417,atlanta metro,0,1,1,0,0
13067031506,0.3438395415472779,0.5344051710031091,85.8,69167.0,0.5448279464291221,13067031506,atlanta metro,1,0,0,0,0
13067031507,0.35148042024832854,0.5636147929962363,94.7,80565.0,0.5581051729240815,13067031507,atlanta metro,1,0,1,1,0
13067031510,0.4087870105062082,0.5271232204221895,92.5,72521.0,0.5434936453688459,13067031510,atlanta metro,1,0,1,0,0
13067031511,0.43457497612225404,0.5573964981181476,92.2,92410.0,0.547698140769395,13067031511,atlanta metro,1,0,1,1,0
13067031512,0.3858643744030563,0.5380870561282932,83.1,68211.0,0.558470562961195,13067031512,atlanta metro,1,0,0,0,0
13067031513,0.35148042024832854,0.5221731304205531,95.4,86793.0,0.5520444705701311,13067031513,atlanta metro,1,0,1,1,0
13067031514,0.38777459407831905,0.5672966781214204,98.3,100142.0,0.5339832040054053,13067031514,atlanta metro,1,0,1,1,0
13067031515,0.4202483285577841,0.5468826705940107,97.9,119327.0,0.47717288403445474,13067031515,atlanta metro,1,0,1,1,0
13067031516,0.4890162368672397,0.46076746849942724,93.0,78370.0,0.5204604501035597,13067031516,atlanta metro,1,0,1,0,0
13067031517,0.37153772683858644,0.5256095565373916,95.4,113148.0,0.5521440155051347,13067031517,atlanta metro,1,0,1,1,0
13067031518,0.39255014326647564,0.5092865324824087,81.6,52386.0,0.5474005261835525,13067031518,atlanta metro,1,0,0,0,0
13069010100,0.7258834765998089,0.5285550646375389,80.1,39778.0,0.6477186831033606,13069010100,rural,1,0,0,0,1
13069010200,0.7211079274116524,0.5371461299296351,90.7,48679.0,0.6338197843171745,13069010200,other metro,1,0,1,0,1
