2020 Census Tract,Environmental Health Index,Transit Access Index,Percent of Population Above the Poverty Level,Median Income,Jobs Proximity Index,GEOID,pool,above_median_Environmental Health Index,above_median_Transit Access Index,above_median_Percent of Population Above the Poverty Level,above_median_Median Income,above_median_Jobs Proximity Index
13027960600,0.7545367717287488,0.47807232858779247,86.4,44725.0,0.6164202092028596,13027960600,other metro,1,0,0,0,1
13029920101,0.7354345749761223,0.47025855015545737,85.9,52480.0,0.5648296418118287,13029920101,other metro,1,0,0,0,0
13029920103,0.8108882521489972,0.5282277859597447,87.7,56130.0,0.5788347706136917,13029920103,other metro,1,0,1,0,0
13029920104,0.7784145176695321,0.5114956635575192,98.7,80286.0,0.5715857387210524,13029920104,other metro,1,0,1,1,0
13029920301,0.6590257879656161,0.5604647357224677,85.2,71146.0,0.5697350771966673,13029920301,other metro,1,0,0,1,0
13029920303,0.5998089780324738,0.5666421207658321,85.2,68710.0,0.5548679021898384,13029920303,rural,0,1,0,1,0
13029920305,0.6580706781279848,0.5615283914252986,94.1,122028.0,0.5512368519304218,13029920305,other metro,1,0,1,1,0
13029920307,0.7411652340019103,0.4844542628047782,96.8,138438.0,0.5715212973239461,13029920307,other metro,1,0,1,1,0
13029920308,0.6953199617956065,0.5393961708394698,93.5,91168.0,0.5749219159623931,13029920308,other metro,1,0,1,1,0
13029980000,0.9967253376995496,,,,0.5867246156467525,13029980000,other metro,1,0,0,0,0
13031110100,0.8233046800382043,0.4917771232204221,85.2,53542.0,0.6040598784152781,13031110100,other metro,1,0,0,0,1
13031110201,0.7736389684813754,0.520332187857961,91.2,51404.0,0.620065047425224,13031110201,other metro,1,0,1,0,1
13031110202,0.6790830945558739,0.5929062346588119,84.1,58407.0,0.5999214165596685,13031110202,other metro,1,0,0,0,1
13031110301,0.7879656160458453,0.5332187857961054,86.6,66181.0,0.6680320678042881,13031110301,other metro,1,0,1,1,1
13031110302,0.7067812798471825,0.6199885452462772,93.7,72478.0,0.6605363364947938,13031110302,other metro,1,1,1,1,1
13031110401,0.6236867239732569,0.6577074128620519,68.7,30558.0,0.6702124422105523,13031110401,other metro,1,1,0,0,1
13031110405,0.6800382043935052,0.6628620520373097,53.6,33804.0,0.6759771763126057,13031110405,other metro,1,1,0,0,1
13031110406,0.6876790830945558,0.7373588610702013,46.4,37670.0,0.6865858106707774,13031110406,other metro,1,1,0,0,1
13031110407,0.6532951289398281,0.7527818687612502,48.2,26250.0,0.73907565102339,13031110407,other metro,1,1,0,0,1
13031110408,0.6857688634192932,0.7433726067746687,51.6,32642.0,0.6943886333192981,13031110408,other metro,1,1,0,0,1
13031110500,0.5931232091690545,0.6446162657502864,70.7,48825.0,0.6474054717135912,13031110500,other metro,1,1,0,0,1
13031110602,0.7191977077363897,0.6087792505318278,60.0,38825.0,0.5568343098365445,13031110602,rural,1,1,0,0,0
13031110603,0.7564469914040115,0.6098429062346589,94.7,64211.0,0.6958442299148504,13031110603,other metro,1,1,1,1,1
13031110604,0.8127984718242598,0.6091883488790705,73.2,33125.0,0.5765219435578067,13031110604,other metro,1,1,0,0,0
13031110701,0.789875835721108,0.5227049582719685,76.9,57272.0,0.5904390403528857,13031110701,other metro,1,0,0,0,0
13031110702,0.8003820439350525,0.5735967926689576,82.0,75483.0,0.6054217541364446,13031110702,other metro,1,0,0,1,1
13031110703,0.836676217765043,0.501227295041728,91.4,78333.0,0.5567320202810551,13031110703,other metro,1,0,1,1,0
13031110800,0.7526265520534862,0.5570692194403534,78.7,53864.0,0.6308905826339711,13031110800,other metro,1,0,0,0,1
13031110901,0.8223495702005731,0.418548519063983,83.3,72667.0,0.5479147162553127,13031110901,other metro,1,0,0,1,0
13031110902,0.7936962750716332,0.5078955981017836,87.1,56471.0,0.531810639661077,13031110902,other metro,1,0,1,0,0
13033950101,0.7182425978987584,0.5128047782686957,93.2,56291.0,0.6161369440700544,13033950101,other metro,1,0,1,0,1
13033950102,0.6743075453677172,0.5160366552119129,92.7,73558.0,0.5873115061685277,13033950102,other metro,1,0,1,1,0
13033950200,0.7526265520534862,0.43998527245949925,87.1,52986.0,0.5681492202953013,13033950200,other metro,1,0,1,0,0
13033950400,0.6026743075453678,0.6190885288823433,77.3,34688.0,0.5891022194221144,13033950400,rural,0,1,0,0,1
13033950500,0.66189111747851,0.61675666830306,85.4,49950.0,0.6334820886867898,13033950500,rural,0,1,0,0,1
13033950700,0.7402101241642789,0.584969726722304,80.7,46974.0,0.661201710835691,13033950700,rural,1,1,0,0,1
13033950900,0.8233046800382043,0.5153820978563246,77.0,42378.0,0.5967640130478531,13033950900,other metro,1,0,0,0,0
13035150101,0.4785100286532951,0.47794959908361967,84.9,83163.0,0.5479841487249737,13035150101,other metro,1,0,0,1,0
13035150102,0.4498567335243553,0.5441008018327607,88.1,62939.0,0.5835000191492525,13035150102,other metro,1,0,1,1,0
13035150201,0.39255014326647564,0.6763622974963182,67.1,41708.0,0.5627609533206546,13035150201,other metro,0,1,0,0,0
13035150202,0.49283667621776506,0.6098019963999346,91.5,43548.0,0.5753827802416348,13035150202,other metro,1,1,1,0,0
13035150300,0.5214899713467048,0.5144411716576666,79.7,58351.0,0.5728290544350056,13035150300,other metro,1,0,0,0,0
13037950100,0.8319006685768863,0.5272459499263623,86.4,51875.0,0.6056891501837142,13037950100,other metro,1,0,0,0,1
13037950200,0.8490926456542501,0.517591228931435,68.2,42843.0,0.6063043499716124,13037950200,rural,1,0,0,0,1
13039010100,0.7287488061127029,0.4872361315660284,88.0,54569.0,0.5255847153173131,13039010100,other metro,1,0,1,0,0
13039010201,0.7316141356255969,0.5778514154802814,83.6,42045.0,0.46375559449843445,13039010201,other metro,1,0,0,0,0
13039010202,0.7459407831900668,0.5001227295041728,92.7,81473.0,0.5366229063998988,13039010202,other metro,1,0,1,1,0
13039010302,0.6561604584527221,0.5705285550646375,73.2,43829.0,0.5264359250636755,13039010302,rural,0,1,0,0,0
13039010303,0.6275071633237822,0.5767468499427262,90.8,54758.0,0.5152881718866836,13039010303,other metro,1,0,1,0,0
13039010304,0.6361031518624641,0.6343069873997709,84.7,60520.0,0.5513591607394278,13039010304,other metro,1,1,0,1,0
13039010305,0.6752626552053487,0.5615283914252986,91.2,68764.0,0.5030560689230185,13039010305,other metro,1,0,1,1,0
13039010403,0.7182425978987584,0.5297414498445426,92.7,93672.0,0.5873414915588594,13039010403,other metro,1,0,1,1,0
13039010404,0.6322827125119388,0.6504254622811323,73.3,55145.0,0.544907339115289,13039010404,other metro,1,1,0,0,0
13039010405,0.7125119388729705,0.6291523482245132,88.7,63451.0,0.5182709404753806,13039010405,other metro,1,1,1,1,0
13039010406,0.7268385864374404,0.631116020291278,95.5,87829.0,0.4901570301811766,13039010406,other metro,1,1,1,1,0
13039010407,0.7096466093600765,0.5731058746522664,96.1,80185.0,0.5889481525447346,13039010407,other metro,1,0,1,1,0
13039010500,0.7335243553008596,0.722794959908362,86.2,50875.0,0.5499531395373283,13039010500,other metro,1,1,0,0,0
13039010602,0.7707736389684814,0.6087792505318278,96.0,86500.0,0.5838794549286254,13039010602,other metro,1,0,1,1,0
13039010603,0.66189111747851,0.6987399770904925,62.8,52798.0,0.5993485644077392,13039010603,other metro,1,1,0,0,1
13039010604,0.6657115568290353,0.6297659957453772,61.2,32095.0,0.6107436329888682,13039010604,other metro,1,1,0,0,1
13039990000,1.0,,,,0.521828067303742,13039990000,other metro,1,0,0,0,0
13043950100,0.8223495702005731,0.5337097038127965,68.7,29693.0,0.5871272608462412,13043950100,rural,1,0,0,0,1
13043950200,0.7831900668576885,0.510554737358861,91.1,51765.0,0.625065035388964,13043950200,other metro,1,0,1,0,1
13043950300,0.8319006685768863,0.4261577483226967,67.4,55069.0,0.605337727485058,13043950300,other metro,1,0,0,0,1
13045910101,0.4469914040114613,0.5893879888725249,93.9,62766.0,0.5549650866388982,13045910101,rural,0,1,1,1,0
13045910103,0.600764087870105,0.5408689248895435,90.1,80245.0,0.56826873840084,13045910103,other metro,1,0,1,1,0
13045910105,0.5711556829035339,0.5063001145475372,94.5,67378.0,0.5715949631798319,13045910105,other metro,1,0,1,1,0
13045910106,0.5386819484240688,0.5975290459826542,71.0,48483.0,0.5416877692560598,13045910106,other metro,1,0,0,0,0
13045910201,0.6485195797516714,0.5119047619047619,97.9,81947.0,0.5527081182235823,13045910201,other metro,1,0,1,1,0
13045910202,0.5854823304680038,0.5292914416625757,96.1,76891.0,0.5775638540449861,13045910202,other metro,1,0,1,1,0
13045910203,0.6475644699140402,0.4246849942726232,80.7,67901.0,0.5740724789946513,13045910203,other metro,1,0,0,1,0
