System ID,System Name,School ID,School Name,Grade Cluster,2015,2016,2017,2018,2019,15 to 16,16 to 17,18 to 19,YoY Average,Average is positive?,Average score,CCRPI Score Data Availability (years),Applicable 25th Percentile,Average Score is in Top 75%?,CCRPI Scores Qualify Under Option C?,2019 BTO Designation
629,Clarke County,196,Coile Middle School,M,65,63,64,59.8,66.3,-0.030769231,0.015873016,0.108695652,0.031266479,Yes,63.62,2015-2019,65.54,No,No,Within Expected Range
629,Clarke County,205,Gaines Elementary School,E,59.8,57.2,56.8,52,47.7,-0.043478261,-0.006993007,-0.082692308,-0.044387859,No,54.7,2015-2019,66.04,No,No,Below Expected Range
629,Clarke County,291,Howard B. Stroud Elementary School,E,61.6,62.6,69.4,53.5,59,0.016233766,0.108626198,0.102803738,0.075887901,Yes,61.22,2015-2019,66.04,No,No,Within Expected Range
629,Clarke County,296,Burney-Harris-Lyons Middle School,M,60.7,60,69.7,65.1,64.6,-0.011532125,0.161666667,-0.007680492,0.047484683,Yes,64.02,2015-2019,65.54,No,No,Below Expected Range
629,Clarke County,391,Whit Davis Road Elementary School,E,60.2,67.3,86.7,60.1,70,0.117940199,0.288261516,0.164725458,0.190309058,Yes,68.86,2015-2019,66.04,Yes,Yes,Within Expected Range
629,Clarke County,1058,Clarke Middle School,M,71.2,71,65.7,65.4,63,-0.002808989,-0.074647887,-0.036697248,-0.038051375,No,67.26,2015-2019,65.54,Yes,No,Below Expected Range
629,Clarke County,1062,Whitehead Road Elementary School,E,70.5,70,74.1,65.4,62,-0.007092199,0.058571429,-0.051987768,-0.000169513,No,68.4,2015-2019,66.04,Yes,No,Below Expected Range
629,Clarke County,2056,Barnett Shoals Elementary School,E,80,68.3,72.5,66.9,71.2,-0.14625,0.061493411,0.064275037,-0.006827184,No,71.78,2015-2019,66.04,Yes,No,Within Expected Range
629,Clarke County,2062,Winterville Elementary School,E,60.3,52.9,58.5,67.7,62.9,-0.122719735,0.105860113,-0.070901034,-0.029253552,No,60.46,2015-2019,66.04,No,No,Below Expected Range
629,Clarke County,3056,Barrow Elementary School,E,75.9,81.9,88.1,69.4,70.1,0.079051383,0.075702076,0.010086455,0.054946638,Yes,77.08,2015-2019,66.04,Yes,Yes,Below Expected Range
629,Clarke County,3058,Fowler Drive Elementary School,E,63.4,58.4,56.7,64.9,55.2,-0.078864353,-0.029109589,-0.149460709,-0.08581155,No,59.72,2015-2019,66.04,No,No,Below Expected Range
629,Clarke County,4060,Oglethorpe Avenue Elementary School,E,58.6,71.8,64.9,80.5,66.9,0.225255973,-0.096100279,-0.168944099,-0.013262802,No,68.54,2015-2019,66.04,Yes,No,Within Expected Range
629,Clarke County,5056,Chase Street Elementary School,E,92.2,94.2,89.5,85.4,81.8,0.021691974,-0.049893843,-0.042154567,-0.023452145,No,88.62,2015-2019,66.04,Yes,No,Beating the Odds
629,Clarke County,5058,Hilsman Middle School,M,70.3,66.8,70.5,59.5,59.3,-0.049786629,0.055389222,-0.003361345,0.000747083,Yes,65.28,2015-2019,65.54,No,No,Below Expected Range
629,Clarke County,5556,Clarke Central High School,H,65.2,79.1,79.5,68.6,71.4,0.213190184,0.00505689,0.040816327,0.086354467,Yes,72.76,2015-2019,67.97,Yes,Yes,Within Expected Range
629,Clarke County,ALL,All Schools,E,67.2,65.9,67.9,66.9,66.4,-0.019345238,0.030349014,-0.007473842,0.001176645,Yes,66.86,2015-2019,66.04,Yes,Yes,
629,Clarke County,ALL,All Schools,H,62.7,64.3,72.5,65.2,68.9,0.025518341,0.127527216,0.056748466,0.069931341,Yes,66.72,2015-2019,67.97,No,No,
629,Clarke County,ALL,All Schools,M,63.5,63.1,67.1,62.8,61.7,-0.006299213,0.063391442,-0.017515924,0.013192102,Yes,63.64,2015-2019,65.54,No,No,
630,Clay County,104,Clay County Middle School,M,53.8,54.8,51,64.9,76.5,0.018587361,-0.069343066,0.178736518,0.042660271,Yes,60.2,2015-2019,65.54,No,No,Beating the Odds
630,Clay County,114,Clay County Academies,H,45.6,,,,,,,,,,,,,No,,
630,Clay County,204,Clay County Elementary,E,55.1,63.6,50,50.3,63.3,0.154264973,-0.213836478,0.258449304,0.0662926,Yes,56.46,2015-2019,66.04,No,No,Within Expected Range
630,Clay County,ALL,All Schools,E,54.1,63.1,49,50.3,63.3,0.166358595,-0.223454834,0.258449304,0.067117689,Yes,55.96,2015-2019,66.04,No,No,
630,Clay County,ALL,All Schools,H,45.6,,,,,,,,,,,,,No,,
630,Clay County,ALL,All Schools,M,53.8,54.3,50,64.9,76.5,0.00929368,-0.079189687,0.178736518,0.03628017,Yes,59.9,2015-2019,65.54,No,No,
631,Clayton County,100,M. D. Roberts Middle School,M,71.7,84.3,84.8,73.3,68.3,0.175732218,0.005931198,-0.068212824,0.037816864,Yes,76.48,2015-2019,65.54,Yes,Yes,Below Expected Range
631,Clayton County,103,Callaway Elementary School,E,58,59.8,68.6,71.2,73.4,0.031034483,0.147157191,0.030898876,0.06969685,Yes,66.2,2015-2019,66.04,Yes,Yes,Beating the Odds
631,Clayton County,104,Mundy's Mill High School,H,65,68.9,64.3,65.2,66,0.06,-0.066763425,0.012269939,0.001835504,Yes,65.88,2015-2019,67.97,No,No,Within Expected Range
631,Clayton County,105,Thurgood Marshall Elementary School,E,67.2,70.7,76.5,73.5,76.2,0.052083333,0.082036775,0.036734694,0.056951601,Yes,72.82,2015-2019,66.04,Yes,Yes,Beating the Odds
631,Clayton County,106,Jonesboro Middle School,M,57.6,54.9,64.4,54.6,47.3,-0.046875,0.173041894,-0.133699634,-0.002510913,No,55.76,2015-2019,65.54,No,No,Below Expected Range
631,Clayton County,107,Sequoyah Middle School,M,58.9,59.3,65,54.5,66.8,0.006791171,0.096121417,0.225688073,0.109533554,Yes,60.9,2015-2019,65.54,No,No,Beating the Odds
631,Clayton County,109,Mount Zion Primary,E,,,,46.6,68.8,,,0.47639485,0.47639485,Yes,57.7,2018-2019,65.75,No,No,Within Expected Range
631,Clayton County,114,Elite Scholars Academy School,H,100.5,90.2,104.2,94,94.9,-0.102487562,0.155210643,0.009574468,0.02076585,Yes,96.76,2015-2019,67.97,Yes,Yes,Within Expected Range
631,Clayton County,114,Elite Scholars Academy School,M,93.8,99.7,100.1,98,91,0.062899787,0.004012036,-0.071428571,-0.001505583,No,96.52,2015-2019,65.54,Yes,No,Within Expected Range
631,Clayton County,115,Charles R. Drew High School,H,62.3,63.2,60.1,59.9,59.9,0.014446228,-0.049050633,0,-0.011534802,No,61.08,2015-2019,67.97,No,No,Within Expected Range
631,Clayton County,116,Eddie White Academy,E,62,53.5,64.4,65.7,,-0.137096774,0.203738318,,0.033320772,Yes,59.96666667,2015-2017,64.66666667,No,No,Below Expected Range
631,Clayton County,116,Eddie White Middle School,M,67.7,66.7,70.9,53.7,61.8,-0.014771049,0.062968516,0.150837989,0.066345152,Yes,64.16,2015-2019,65.54,No,No,
631,Clayton County,117,Morrow Middle School,M,67.7,71,71.9,66.5,61.4,0.048744461,0.012676056,-0.076691729,-0.005090404,No,67.7,2015-2019,65.54,Yes,No,Below Expected Range
631,Clayton County,173,Kilpatrick Elementary School,E,63.7,67.6,67.5,61.2,60.1,0.06122449,-0.00147929,-0.017973856,0.013923781,Yes,64.02,2015-2019,66.04,No,No,Within Expected Range
631,Clayton County,174,Mundys Mill Middle School,M,55.9,64.2,63.2,61.1,60.8,0.148479428,-0.015576324,-0.004909984,0.042664373,Yes,61.04,2015-2019,65.54,No,No,Below Expected Range
631,Clayton County,175,Brown Elementary School,E,65.6,62.7,69.7,53.5,67.4,-0.044207317,0.111642743,0.259813084,0.109082837,Yes,63.78,2015-2019,66.04,No,No,Within Expected Range
631,Clayton County,176,Mount Zion Elementary School,E,71.6,76.3,71.3,59.1,61.3,0.065642458,-0.065530799,0.037225042,0.012445567,Yes,67.92,2015-2019,66.04,Yes,Yes,Below Expected Range
631,Clayton County,177,Adamson Middle School,M,61.3,61.7,69.8,58.5,63.3,0.006525285,0.131280389,0.082051282,0.073285652,Yes,62.92,2015-2019,65.54,No,No,Below Expected Range
631,Clayton County,181,Pointe South Elementary School,E,57.5,58,67.9,65.6,55.8,0.008695652,0.170689655,-0.149390244,0.009998354,Yes,60.96,2015-2019,66.04,No,No,Below Expected Range
631,Clayton County,190,Lovejoy High School,H,69.9,64.9,61.7,65.2,64.5,-0.071530758,-0.049306626,-0.010736196,-0.04385786,No,65.24,2015-2019,67.97,No,No,Below Expected Range
631,Clayton County,191,Lovejoy Middle School,M,57.3,56.4,57.2,54.6,66.9,-0.015706806,0.014184397,0.225274725,0.074584105,Yes,58.48,2015-2019,65.54,No,No,Within Expected Range
631,Clayton County,195,River's Edge Elementary School,E,61.3,65.7,77.5,72.6,72.4,0.07177814,0.179604262,-0.002754821,0.08287586,Yes,69.9,2015-2019,66.04,Yes,Yes,Within Expected Range
631,Clayton County,197,Kendrick Middle School,M,67.9,65.3,71.2,73.1,57,-0.038291605,0.090352221,-0.220246238,-0.056061874,No,66.9,2015-2019,65.54,Yes,No,Below Expected Range
631,Clayton County,199,Hawthorne Elementary School,E,69.2,61.1,71.8,75.8,63.8,-0.117052023,0.17512275,-0.158311346,-0.03341354,No,68.34,2015-2019,66.04,Yes,No,Within Expected Range
631,Clayton County,200,Roberta T. Smith Elementary School,E,65.7,65.7,72.3,81.8,69.2,0,0.100456621,-0.15403423,-0.017859203,No,70.94,2015-2019,66.04,Yes,No,Within Expected Range
631,Clayton County,203,Harper Elementary School,E,58.3,60.6,75.2,65.4,71.9,0.039451115,0.240924092,0.099388379,0.126587862,Yes,66.28,2015-2019,66.04,Yes,Yes,Beating the Odds
631,Clayton County,204,"Martin Luther King, Jr. Elementary School",E,44.6,50.5,65.1,64.2,64.6,0.132286996,0.289108911,0.00623053,0.142542145,Yes,57.8,2015-2019,66.04,No,No,Within Expected Range
631,Clayton County,205,Kemp Primary,E,,,,46.9,71.8,,,0.530916844,0.530916844,Yes,59.35,2018-2019,65.75,No,No,Within Expected Range
631,Clayton County,207,Rex Mill Middle School,M,68.1,64.7,68.6,64.1,56.2,-0.049926579,0.060278207,-0.12324493,-0.0376311,No,64.34,2015-2019,65.54,No,No,Below Expected Range
631,Clayton County,215,Martha Ellen Stilwell School for the Performing Arts,H,93.1,100.5,98.2,82.9,91.4,0.079484425,-0.022885572,0.102533172,0.053044009,Yes,93.22,2015-2019,67.97,Yes,Yes,Beating the Odds
631,Clayton County,276,Oliver Elementary School,E,63.5,57.8,63,66.8,71.6,-0.08976378,0.089965398,0.071856287,0.024019302,Yes,64.54,2015-2019,66.04,No,No,Within Expected Range
631,Clayton County,277,Pointe South Middle School,M,55.9,59.6,59.9,54.6,59.6,0.066189624,0.005033557,0.091575092,0.054266091,Yes,57.92,2015-2019,65.54,No,No,Within Expected Range
631,Clayton County,290,Mount Zion High School,H,66.7,61.7,58.8,63.6,65.9,-0.074962519,-0.047001621,0.036163522,-0.028600206,No,63.34,2015-2019,67.97,No,No,Within Expected Range
631,Clayton County,295,Lake Ridge Elementary School,E,51.7,59.3,60.6,69.8,64.7,0.147001934,0.021922428,-0.073065903,0.03195282,Yes,61.22,2015-2019,66.04,No,No,Within Expected Range
631,Clayton County,304,James Jackson Elementary School,E,68.4,69,74.4,60.7,54.7,0.00877193,0.07826087,-0.098846787,-0.003937996,No,65.44,2015-2019,66.04,No,No,Below Expected Range
631,Clayton County,305,Kemp Elem School,E,62.6,68.5,75.9,65.8,64.9,0.094249201,0.108029197,-0.013677812,0.062866862,Yes,67.54,2015-2019,66.04,Yes,Yes,Within Expected Range
631,Clayton County,307,Unidos Dual Language School,E,55.2,55.5,71.2,84.2,70.6,0.005434783,0.282882883,-0.16152019,0.042265825,Yes,67.34,2015-2019,66.04,Yes,Yes,Below Expected Range
631,Clayton County,307,Unidos Dual Language School,M,65.5,59.8,68.5,,,-0.087022901,0.14548495,,0.029231025,Yes,64.6,2015-2017,64.66666667,No,No,Below Expected Range
631,Clayton County,377,Riverdale High School,H,72.2,76.3,71.7,71.1,65.9,0.056786704,-0.060288336,-0.073136428,-0.02554602,No,71.44,2015-2019,67.97,Yes,No,Beating the Odds
631,Clayton County,378,Perry Career Academy - Eula Wilburn Ponds Perry Center for Learning,H,,,,29.9,33.2,,,0.110367893,0.110367893,Yes,31.55,2018-2019,65.975,No,No,Below Expected Range
631,Clayton County,378,Perry Career Academy - Eula Wilburn Ponds Perry Center for Learning,M,,,,,,,,,,,,,,No,,Below Expected Range
631,Clayton County,379,Eddie White Elementary School,E,,,,,69.3,,,,,,,,,No,,Beating the Odds
631,Clayton County,380,Kay R Pace Elementary School of the Arts,E,,,,,79.2,,,,,,,,,No,,Within Expected Range
631,Clayton County,1050,Anderson Elementary School,E,70.3,60.5,55.2,63.8,64.4,-0.13940256,-0.087603306,0.009404389,-0.072533826,No,62.84,2015-2019,66.04,No,No,Within Expected Range
631,Clayton County,1052,East Clayton Elementary School,E,67.8,72.3,72.2,59.5,70.3,0.066371681,-0.001383126,0.181512605,0.082167054,Yes,68.42,2015-2019,66.04,Yes,Yes,Within Expected Range
631,Clayton County,1054,Forest Park High School,H,62.9,59.6,60.7,61.6,61.3,-0.052464229,0.018456376,-0.00487013,-0.012959328,No,61.22,2015-2019,67.97,No,No,Below Expected Range
631,Clayton County,1056,Jonesboro High School,H,68.4,70.7,68.8,68.3,66.2,0.033625731,-0.026874116,-0.030746706,-0.007998364,No,68.48,2015-2019,67.97,Yes,No,Within Expected Range
631,Clayton County,1058,Lee Street Elementary School,E,56.9,49.4,60.5,65.3,50.6,-0.131810193,0.224696356,-0.225114855,-0.044076231,No,56.54,2015-2019,66.04,No,No,Below Expected Range
631,Clayton County,1060,Northcutt Elementary School,E,60.2,56.8,61.4,52.9,44.3,-0.056478405,0.080985915,-0.162570888,-0.046021126,No,55.12,2015-2019,66.04,No,No,Below Expected Range
631,Clayton County,1062,Tara Elementary School,E,68,53.8,67.6,64.7,65.4,-0.208823529,0.256505576,0.010819165,0.019500404,Yes,63.9,2015-2019,66.04,No,No,Beating the Odds
631,Clayton County,1550,Arnold Elementary School,E,78.3,82.6,82.9,83.7,67.1,0.054916986,0.003631961,-0.19832736,-0.046592804,No,78.92,2015-2019,66.04,Yes,No,Below Expected Range
631,Clayton County,2052,North Clayton High School,H,61.5,58.8,53.6,58.3,61.2,-0.043902439,-0.088435374,0.04974271,-0.027531701,No,58.68,2015-2019,67.97,No,No,Within Expected Range
631,Clayton County,2054,Forest Park Middle School,M,57.6,56.9,59.4,64.5,53.1,-0.012152778,0.043936731,-0.176744186,-0.048320078,No,58.3,2015-2019,65.54,No,No,Below Expected Range
631,Clayton County,2058,Morrow Elementary School,E,77.5,75.6,80.5,73.5,67.8,-0.024516129,0.064814815,-0.07755102,-0.012417445,No,74.98,2015-2019,66.04,Yes,No,Below Expected Range
631,Clayton County,2060,Riverdale Elementary School,E,66.5,67.9,66,65,60.4,0.021052632,-0.027982327,-0.070769231,-0.025899642,No,65.16,2015-2019,66.04,No,No,Within Expected Range
631,Clayton County,2062,West Clayton Elementary School,E,51.4,49.6,69,54.6,62.3,-0.035019455,0.391129032,0.141025641,0.165711739,Yes,57.38,2015-2019,66.04,No,No,Within Expected Range
631,Clayton County,2554,Fountain Elementary School,E,60.9,64.1,75.5,70.3,54.5,0.052545156,0.177847114,-0.224751067,0.001880401,Yes,65.06,2015-2019,66.04,No,No,Below Expected Range
631,Clayton County,3050,Babb Middle School,M,70.5,73.6,76.3,68.4,64.9,0.043971631,0.036684783,-0.051169591,0.009828941,Yes,70.74,2015-2019,65.54,Yes,Yes,Within Expected Range
631,Clayton County,3052,North Clayton Middle School,M,63.9,68.6,68.7,65,63.6,0.073552426,0.001457726,-0.021538462,0.017823897,Yes,65.96,2015-2019,65.54,Yes,Yes,Within Expected Range
631,Clayton County,3054,Haynie Elementary School,E,63.5,64.6,73.6,74.9,54.9,0.017322835,0.139318885,-0.267022697,-0.036793659,No,66.3,2015-2019,66.04,Yes,No,Below Expected Range
631,Clayton County,3060,Riverdale Middle School,M,65.6,60.2,69.4,63.1,57.5,-0.082317073,0.15282392,-0.088748019,-0.006080391,No,63.16,2015-2019,65.54,No,No,Below Expected Range
631,Clayton County,4050,Church Street Elementary School,E,60.5,68.6,72.3,76.5,57.1,0.133884298,0.05393586,-0.253594771,-0.021924871,No,67,2015-2019,66.04,Yes,No,Below Expected Range
631,Clayton County,4056,Lake City Elementary School,E,73.6,78.9,72.4,83.9,74.3,0.07201087,-0.082382763,-0.114421931,-0.041597941,No,76.62,2015-2019,66.04,Yes,No,Within Expected Range
631,Clayton County,4058,Morrow High School,H,72.1,66,72,67.7,62.9,-0.084604716,0.090909091,-0.070901034,-0.02153222,No,68.14,2015-2019,67.97,Yes,No,Below Expected Range
631,Clayton County,4060,Suder Elementary School,E,72.3,58.9,69.2,53.3,72.4,-0.185338866,0.174872666,0.358348968,0.115960923,Yes,65.22,2015-2019,66.04,No,No,Beating the Odds
631,Clayton County,5052,Edmonds Elementary School,E,58.1,51.1,70.8,68.3,70.7,-0.120481928,0.385518591,0.035139092,0.100058585,Yes,63.8,2015-2019,66.04,No,No,Beating the Odds
631,Clayton County,5054,Huie Elementary School,E,71.2,54.2,63.7,60.2,45.1,-0.238764045,0.175276753,-0.250830565,-0.104772619,No,58.88,2015-2019,66.04,No,No,Below Expected Range
631,Clayton County,5056,William M. McGarrah Elementary School,E,76.2,76.6,71.9,76.5,70.4,0.005249344,-0.061357702,-0.079738562,-0.045282307,No,74.32,2015-2019,66.04,Yes,No,Within Expected Range
631,Clayton County,5060,Swint Elementary School,E,66.7,64.2,69.8,70.5,74.1,-0.037481259,0.087227414,0.05106383,0.033603328,Yes,69.06,2015-2019,66.04,Yes,Yes,Beating the Odds
631,Clayton County,ALL,All Schools,E,62.6,62.7,68.2,68,63.5,0.001597444,0.087719298,-0.066176471,0.007713424,Yes,65,2015-2019,66.04,No,No,
631,Clayton County,ALL,All Schools,H,68,65,64.3,62.3,60.9,-0.044117647,-0.010769231,-0.02247191,-0.025786263,No,64.1,2015-2019,67.97,No,No,
631,Clayton County,ALL,All Schools,M,62,63.5,67.3,62.3,61.9,0.024193548,0.05984252,-0.006420546,0.025871841,Yes,63.4,2015-2019,65.54,No,No,
632,Clinch County,101,Clinch County Elementary School,E,57.7,55.8,72.2,80.2,68.2,-0.032928943,0.29390681,-0.149625935,0.037117311,Yes,66.82,2015-2019,66.04,Yes,Yes,Within Expected Range
632,Clinch County,201,Clinch County Middle School,E,58.2,55.7,51.5,45.4,63.4,-0.042955326,-0.07540395,0.396475771,0.092705498,Yes,54.84,2015-2019,66.04,No,No,Below Expected Range
632,Clinch County,201,Clinch County Middle School,M,61.3,65.3,70.3,58.8,64.6,0.065252855,0.076569678,0.098639456,0.080153996,Yes,64.06,2015-2019,65.54,No,No,Below Expected Range
632,Clinch County,1050,Clinch County High School,H,77.1,75.7,79.1,62.7,81,-0.018158236,0.044914135,0.291866029,0.106207309,Yes,75.12,2015-2019,67.97,Yes,Yes,Beating the Odds
632,Clinch County,1050,Clinch County High School,M,58.8,57.8,63.1,70.8,78.4,-0.017006803,0.091695502,0.107344633,0.060677777,Yes,65.78,2015-2019,65.54,Yes,Yes,Beating the Odds
632,Clinch County,ALL,All Schools,E,57.1,54,59,65,66.3,-0.054290718,0.092592593,0.02,0.019433958,Yes,60.28,2015-2019,66.04,No,No,
632,Clinch County,ALL,All Schools,H,77.1,75.7,78.6,62.7,81,-0.018158236,0.038309115,0.291866029,0.104005636,Yes,75.02,2015-2019,67.97,Yes,Yes,
632,Clinch County,ALL,All Schools,M,59.7,62.6,66.4,65,71.4,0.048576214,0.060702875,0.098461538,0.069246876,Yes,65.02,2015-2019,65.54,No,No,
633,Cobb County,101,Kennesaw Mountain High School,H,90.1,91.7,91.1,86.6,91.6,0.017758047,-0.006543075,0.057736721,0.022983897,Yes,90.22,2015-2019,67.97,Yes,Yes,Beating the Odds
633,Cobb County,102,Riverside Intermediate School,E,51.3,59.5,65.6,62.6,66.7,0.159844055,0.102521008,0.065495208,0.109286757,Yes,61.14,2015-2019,66.04,No,No,Within Expected Range
633,Cobb County,103,Kell High School,H,81.8,92.2,85.8,80.4,79.8,0.127139364,-0.069414317,-0.007462687,0.01675412,Yes,84,2015-2019,67.97,Yes,Yes,Within Expected Range
633,Cobb County,104,Bullard Elementary School,E,75.1,78.9,86.1,87.5,82.4,0.050599201,0.091254753,-0.058285714,0.02785608,Yes,82,2015-2019,66.04,Yes,Yes,Below Expected Range
633,Cobb County,107,McCall Primary School,E,,,,71.6,82.1,,,0.146648045,0.146648045,Yes,76.85,2018-2019,65.75,Yes,Yes,Within Expected Range
633,Cobb County,109,Pickett's Mill Elementary,E,84.6,84.6,85.7,90.1,91.4,0,0.013002364,0.014428413,0.009143592,Yes,87.28,2015-2019,66.04,Yes,Yes,Beating the Odds
633,Cobb County,110,International Academy of Smyrna,E,73.4,56.4,62.4,,,-0.231607629,0.106382979,,-0.062612325,No,64.06666667,2015-2017,64.66666667,No,No,
633,Cobb County,110,International Academy of Smyrna,M,71.5,61,68.3,,,-0.146853147,0.119672131,,-0.013590508,No,66.93333333,2015-2017,64.66666667,Yes,No,
633,Cobb County,114,East Side Elementary School,E,93.3,91.8,96.3,89.5,93.1,-0.01607717,0.049019608,0.040223464,0.024388634,Yes,92.8,2015-2019,66.04,Yes,Yes,Below Expected Range
633,Cobb County,117,Clarkdale Elementary School,E,71.3,73.2,79,76.4,77.8,0.026647966,0.079234973,0.018324607,0.041402515,Yes,75.54,2015-2019,66.04,Yes,Yes,Beating the Odds
633,Cobb County,118,Mableton Elementary School,E,54,53.7,65.5,71,75.5,-0.005555556,0.219739292,0.063380282,0.092521339,Yes,63.94,2015-2019,66.04,No,No,Within Expected Range
633,Cobb County,173,Birney Elementary School,E,70.5,60.8,63.5,57.2,73.7,-0.137588652,0.044407895,0.288461538,0.065093594,Yes,65.14,2015-2019,66.04,No,No,Within Expected Range
633,Cobb County,175,Walton High School,H,96.8,102.2,101,96.3,96.3,0.055785124,-0.011741683,0,0.014681147,Yes,98.52,2015-2019,67.97,Yes,Yes,Beating the Odds
633,Cobb County,178,Mabry Middle School,M,92.2,91.3,91.3,84.7,91.7,-0.009761388,0,0.082644628,0.024294413,Yes,90.24,2015-2019,65.54,Yes,Yes,Within Expected Range
633,Cobb County,180,Still Elementary School,E,85.8,89.9,91.4,71.2,80.5,0.047785548,0.016685206,0.130617978,0.065029577,Yes,83.76,2015-2019,66.04,Yes,Yes,Below Expected Range
633,Cobb County,181,Tritt Elementary School,E,89.1,90.8,96.8,84.7,90.2,0.019079686,0.066079295,0.064935065,0.050031349,Yes,90.32,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,184,McCleskey Middle School,M,83.1,82.8,82.5,83,81,-0.003610108,-0.003623188,-0.024096386,-0.010443227,No,82.48,2015-2019,65.54,Yes,No,Within Expected Range
633,Cobb County,185,Garrison Mill Elementary School,E,93.5,95.3,96.8,91.9,95.3,0.019251337,0.015739769,0.036996736,0.023995947,Yes,94.56,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,187,Keheley Elementary School,E,82.6,86.1,88.7,78.1,72.2,0.042372881,0.030197445,-0.075544174,-0.000991283,No,81.54,2015-2019,66.04,Yes,No,Below Expected Range
633,Cobb County,188,Pope High School,H,94.2,99.4,92.9,91.5,91.6,0.055201699,-0.065392354,0.001092896,-0.003032586,No,93.92,2015-2019,67.97,Yes,No,Within Expected Range
633,Cobb County,189,Baker Elementary School,E,86.3,83,93.7,78.9,82.6,-0.038238702,0.128915663,0.046894804,0.045857255,Yes,84.9,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,190,Dowell Elementary School,E,74.6,65.9,75.9,67.5,75,-0.116621984,0.151745068,0.111111111,0.048744732,Yes,71.78,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,191,Varner Elementary School,E,75.9,74.4,89.7,72.1,74.7,-0.019762846,0.205645161,0.036061026,0.073981114,Yes,77.36,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,192,Harrison High School,H,92,98.6,98.4,94,96.3,0.07173913,-0.002028398,0.024468085,0.031392939,Yes,95.86,2015-2019,67.97,Yes,Yes,Beating the Odds
633,Cobb County,194,Hayes Elementary School,E,69.8,79.5,81.1,69.4,73.8,0.138968481,0.020125786,0.063400576,0.074164948,Yes,74.72,2015-2019,66.04,Yes,Yes,Below Expected Range
633,Cobb County,197,Vaughan Elementary School,E,85.9,88.3,88.9,80.1,89.2,0.027939464,0.006795017,0.11360799,0.04944749,Yes,86.48,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,198,Chalker Elementary School,E,81.9,79.1,84.7,80.3,87.9,-0.034188034,0.07079646,0.094645081,0.043751169,Yes,82.78,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,199,Nickajack Elementary School,E,79.4,79.7,84.1,74.8,81.7,0.003778338,0.055207026,0.092245989,0.050410451,Yes,79.94,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,202,Lindley Middle School,M,60.8,61.3,65,65.5,63.9,0.008223684,0.060358891,-0.024427481,0.014718365,Yes,63.3,2015-2019,65.54,No,No,Below Expected Range
633,Cobb County,203,Kemp Elementary School,E,90.7,91,97.4,93.5,95.8,0.003307607,0.07032967,0.02459893,0.032745403,Yes,93.68,2015-2019,66.04,Yes,Yes,Beating the Odds
633,Cobb County,204,Pitner Elementary School,E,73.2,76.8,77.2,79.1,81.7,0.049180328,0.005208333,0.032869785,0.029086149,Yes,77.6,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,207,Austell Elementary School,E,66.1,56.2,76.7,74,65.1,-0.149773071,0.364768683,-0.12027027,0.031575114,Yes,67.62,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,209,Allatoona High School,H,90.6,93.7,95.3,89.7,91.8,0.034216336,0.017075774,0.023411371,0.02490116,Yes,92.22,2015-2019,67.97,Yes,Yes,Beating the Odds
633,Cobb County,214,Smyrna Elementary School,E,58.1,59.9,72.7,70.8,74.7,0.030981067,0.213689482,0.055084746,0.099918432,Yes,67.24,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,273,Kincaid Elementary School,E,87.2,90.8,89.9,70.8,92.2,0.041284404,-0.009911894,0.302259887,0.111210799,Yes,86.18,2015-2019,66.04,Yes,Yes,Within Expected Range
633,Cobb County,275,Dodgen Middle School,M,98.4,99.6,101,91.8,95.3,0.012195122,0.014056225,0.038126362,0.021459236,Yes,97.22,2015-2019,65.54,Yes,Yes,Within Expected Range
633,Cobb County,278,Mount Bethel Elementary School,E,94.2,95,96.4,95.6,95.6,0.008492569,0.014736842,0,0.007743137,Yes,95.36,2015-2019,66.04,Yes,Yes,Below Expected Range
633,Cobb County,280,Pine Mountain Middle School,M,73.3,74.4,79,69.4,79.4,0.015006821,0.061827957,0.144092219,0.073642332,Yes,75.1,2015-2019,65.54,Yes,Yes,Within Expected Range
633,Cobb County,281,Dickerson Middle School,M,94.7,98.7,103,90.9,94.3,0.042238648,0.043566363,0.03740374,0.041069584,Yes,96.32,2015-2019,65.54,Yes,Yes,Within Expected Range
633,Cobb County,287,Lewis Elementary School,E,72.3,84,79.3,84.6,78.4,0.161825726,-0.055952381,-0.073286052,0.010862431,Yes,79.72,2015-2019,66.04,Yes,Yes,Below Expected Range
633,Cobb County,288,Mountain View Elementary School,E,83.2,91.9,99.7,91.9,98.6,0.104567308,0.084874864,0.072905332,0.087449168,Yes,93.06,2015-2019,66.04,Yes,Yes,Beating the Odds
