System ID,System Name,School ID,School Name,Grade Cluster,2015,2016,2017,2018,2019,15 to 16,16 to 17,18 to 19,YoY Average,Average is positive?,Average score,CCRPI Score Data Availability (years),Applicable 25th Percentile,Average Score is in Top 75%?,CCRPI Scores Qualify Under Option C?,2019 BTO Designation
672,Harris County,290,New Mountain Hill Elementary School,E,73.4,84.4,82.4,88.5,70.4,0.14986376,-0.023696682,-0.204519774,-0.026117565,No,79.82,2015-2019,66.04,Yes,No,Below Expected Range
672,Harris County,299,Harris County High School,H,81.6,85.5,84.4,76.2,80.9,0.047794118,-0.012865497,0.06167979,0.032202804,Yes,81.72,2015-2019,67.97,Yes,Yes,Within Expected Range
672,Harris County,399,Harris County Carver Middle School,M,75.7,82.3,79.9,78.4,75.7,0.087186262,-0.029161604,-0.034438776,0.007861961,Yes,78.4,2015-2019,65.54,Yes,Yes,Below Expected Range
672,Harris County,ALL,All Schools,E,79.4,80.2,79.1,72.4,76.8,0.010075567,-0.013715711,0.060773481,0.019044446,Yes,77.58,2015-2019,66.04,Yes,Yes,
672,Harris County,ALL,All Schools,H,81.1,85.5,83.9,76.2,80.9,0.054254007,-0.01871345,0.06167979,0.032406782,Yes,81.52,2015-2019,67.97,Yes,Yes,
672,Harris County,ALL,All Schools,M,76.3,83.4,79.4,77.4,78.7,0.093053735,-0.047961631,0.016795866,0.020629323,Yes,79.04,2015-2019,65.54,Yes,Yes,
673,Hart County,102,North Hart Elementary School,E,68.2,75.6,80.4,73.9,79.1,0.108504399,0.063492063,0.070365359,0.080787274,Yes,75.44,2015-2019,66.04,Yes,Yes,Within Expected Range
673,Hart County,191,Hart County Middle School,M,63.4,62.6,69.1,74.2,72.8,-0.012618297,0.103833866,-0.018867925,0.024115882,Yes,68.42,2015-2019,65.54,Yes,Yes,Within Expected Range
673,Hart County,202,South Hart Elementary School,E,72.8,72.5,71.4,73,79.6,-0.004120879,-0.015172414,0.090410959,0.023705889,Yes,73.86,2015-2019,66.04,Yes,Yes,Within Expected Range
673,Hart County,3050,Hart County High School,H,75.5,68.2,70.5,70.4,74,-0.096688742,0.03372434,0.051136364,-0.003942679,No,71.72,2015-2019,67.97,Yes,No,Below Expected Range
673,Hart County,5050,Hartwell Elementary School,E,87.2,80.6,82.5,73.6,72.3,-0.075688073,0.023573201,-0.017663043,-0.023259305,No,79.24,2015-2019,66.04,Yes,No,Within Expected Range
673,Hart County,ALL,All Schools,E,74.9,73,77,73.2,77.8,-0.025367156,0.054794521,0.06284153,0.030756298,Yes,75.18,2015-2019,66.04,Yes,Yes,
673,Hart County,ALL,All Schools,H,75,67.7,70,70.4,74,-0.097333333,0.033973412,0.051136364,-0.004074519,No,71.42,2015-2019,67.97,Yes,No,
673,Hart County,ALL,All Schools,M,63.4,62.1,68.1,74.2,72.8,-0.020504732,0.096618357,-0.018867925,0.0190819,Yes,68.12,2015-2019,65.54,Yes,Yes,
674,Heard County,102,Heard County Middle School,M,90.2,92.4,95.9,90.1,82.1,0.024390244,0.037878788,-0.088790233,-0.0088404,No,90.14,2015-2019,65.54,Yes,No,Within Expected Range
674,Heard County,106,Heard Elementary School,E,80.2,77.6,86.5,76,73.9,-0.032418953,0.114690722,-0.027631579,0.018213397,Yes,78.84,2015-2019,66.04,Yes,Yes,Within Expected Range
674,Heard County,110,Heard County High School,H,84.4,84.7,79.4,74.2,76,0.003554502,-0.06257379,0.02425876,-0.011586842,No,79.74,2015-2019,67.97,Yes,No,Within Expected Range
674,Heard County,1050,Centralhatchee Elementary School,E,94.1,92.5,91.8,68,78.6,-0.017003188,-0.007567568,0.155882353,0.043770532,Yes,85,2015-2019,66.04,Yes,Yes,Within Expected Range
674,Heard County,2050,Ephesus Elementary School,E,94.3,98,94,91.4,61.5,0.039236479,-0.040816327,-0.327133479,-0.109571109,No,87.84,2015-2019,66.04,Yes,No,Below Expected Range
674,Heard County,ALL,All Schools,E,84.2,88,87,76.9,71.6,0.045130641,-0.011363636,-0.068920676,-0.01171789,No,81.54,2015-2019,66.04,Yes,No,
674,Heard County,ALL,All Schools,H,84.4,84.7,78.9,74.2,76,0.003554502,-0.068476978,0.02425876,-0.013554572,No,79.64,2015-2019,67.97,Yes,No,
674,Heard County,ALL,All Schools,M,90.2,92.4,95.4,90.1,82.1,0.024390244,0.032467532,-0.088790233,-0.010644152,No,90.04,2015-2019,65.54,Yes,No,
675,Henry County,100,Ola Elementary School,E,84.7,66.1,83.6,72,86.4,-0.219598583,0.264750378,0.2,0.081717265,Yes,78.56,2015-2019,66.04,Yes,Yes,Within Expected Range
675,Henry County,101,Union Grove High,H,85.5,91.7,90.2,80.1,90,0.07251462,-0.016357688,0.123595506,0.059917479,Yes,87.5,2015-2019,67.97,Yes,Yes,Beating the Odds
675,Henry County,104,Luella High School,H,66.5,71.3,77.2,66.3,76.2,0.072180451,0.082748948,0.149321267,0.101416889,Yes,71.5,2015-2019,67.97,Yes,Yes,Within Expected Range
675,Henry County,105,Dutchtown High,H,69.5,75.6,70.8,69.3,79.9,0.087769784,-0.063492063,0.152958153,0.059078625,Yes,73.02,2015-2019,67.97,Yes,Yes,Within Expected Range
675,Henry County,106,Luella Elementary School,E,76.1,66,72,59,84.1,-0.132720105,0.090909091,0.425423729,0.127870905,Yes,71.44,2015-2019,66.04,Yes,Yes,Beating the Odds
675,Henry County,107,Dutchtown Elementary School,E,77.8,74.7,72.9,69.6,77.6,-0.039845758,-0.024096386,0.114942529,0.017000128,Yes,74.52,2015-2019,66.04,Yes,Yes,Within Expected Range
675,Henry County,108,Woodland Elementary School,E,63.7,66.2,68.6,64.2,62.4,0.039246468,0.036253776,-0.028037383,0.015820954,Yes,65.02,2015-2019,66.04,No,No,Below Expected Range
675,Henry County,191,Cotton Indian Elementary School,E,55.8,52.3,59.9,65.8,68.4,-0.062724014,0.145315488,0.039513678,0.040701717,Yes,60.44,2015-2019,66.04,No,No,Within Expected Range
675,Henry County,194,Wesley Lakes Elementary School,E,65.7,66.1,61.6,64.4,60.3,0.00608828,-0.068078669,-0.063664596,-0.041884995,No,63.62,2015-2019,66.04,No,No,Below Expected Range
675,Henry County,195,Patrick Henry High School,H,45.2,,,,,,,,,,,,,No,,
675,Henry County,195,Patrick Henry High School,M,,,,,,,,,,,,,,No,,
675,Henry County,196,Pate's Creek Elementary School,E,75.8,66.2,68.8,74.2,65,-0.126649077,0.039274924,-0.123989218,-0.070454457,No,70,2015-2019,66.04,Yes,No,Below Expected Range
675,Henry County,197,Pleasant Grove Elementary School,E,68.1,65.1,71.5,65.8,78.6,-0.044052863,0.098310292,0.194528875,0.082928768,Yes,69.82,2015-2019,66.04,Yes,Yes,Beating the Odds
675,Henry County,200,Mount Carmel Elementary School,E,72.9,59.2,68.3,71.4,78.5,-0.187928669,0.153716216,0.099439776,0.021742441,Yes,70.06,2015-2019,66.04,Yes,Yes,Beating the Odds
675,Henry County,203,East Lake Elementary,E,87.1,82.2,82.7,76.9,91.3,-0.056257176,0.006082725,0.187256177,0.045693909,Yes,84.04,2015-2019,66.04,Yes,Yes,Beating the Odds
675,Henry County,206,Dutchtown Middle School,M,79.4,81.5,76.5,71.2,72,0.026448363,-0.061349693,0.011235955,-0.007888458,No,76.12,2015-2019,65.54,Yes,No,Below Expected Range
675,Henry County,207,Timber Ridge Elementary School,E,78.9,78.7,85.5,81.3,85.4,-0.002534854,0.086404066,0.050430504,0.044766572,Yes,81.96,2015-2019,66.04,Yes,Yes,Within Expected Range
675,Henry County,208,Walnut Creek Elementary,E,65.4,68.4,50.4,55.9,69.7,0.04587156,-0.263157895,0.24686941,0.009861025,Yes,61.96,2015-2019,66.04,No,No,Within Expected Range
675,Henry County,209,Bethlehem Elementary School,E,69.1,61.5,69.5,67.2,66.9,-0.109985528,0.130081301,-0.004464286,0.005210496,Yes,66.84,2015-2019,66.04,Yes,Yes,Below Expected Range
675,Henry County,211,Rocky Creek Elementary,E,79.7,83.2,74.4,73.4,88.2,0.04391468,-0.105769231,0.201634877,0.046593442,Yes,79.78,2015-2019,66.04,Yes,Yes,Beating the Odds
675,Henry County,213,Locust Grove Middle,M,55.9,69.5,61.9,54.7,80,0.243291592,-0.109352518,0.462522852,0.198820642,Yes,64.4,2015-2019,65.54,No,No,Beating the Odds
675,Henry County,214,Locust Grove High,H,73.5,73.1,73.4,67.6,71.5,-0.005442177,0.004103967,0.057692308,0.018784699,Yes,71.82,2015-2019,67.97,Yes,Yes,Below Expected Range
675,Henry County,215,Hampton Middle School,M,54.4,58.6,62.7,63.7,69.1,0.077205882,0.06996587,0.08477237,0.077314708,Yes,61.7,2015-2019,65.54,No,No,Within Expected Range
675,Henry County,291,Oakland Elementary School,E,61.5,60.5,56.7,60.4,71.3,-0.016260163,-0.062809917,0.180463576,0.033797832,Yes,62.08,2015-2019,66.04,No,No,Beating the Odds
675,Henry County,294,Austin Road Elementary School,E,66.1,73.1,69.8,61.5,77.7,0.105900151,-0.045143639,0.263414634,0.108057049,Yes,69.64,2015-2019,66.04,Yes,Yes,Beating the Odds
675,Henry County,295,Stockbridge High School,H,72.9,72.1,73.6,63,73.6,-0.010973937,0.020804438,0.168253968,0.05936149,Yes,71.04,2015-2019,67.97,Yes,Yes,Beating the Odds
675,Henry County,297,Hickory Flat Elementary School,E,82.3,71.5,77,68.7,80.1,-0.131227217,0.076923077,0.165938865,0.037211575,Yes,75.92,2015-2019,66.04,Yes,Yes,Beating the Odds
675,Henry County,303,Unity Grove Elementary School,E,70.4,64.5,64.2,70.5,84.2,-0.083806818,-0.004651163,0.194326241,0.03528942,Yes,70.76,2015-2019,66.04,Yes,Yes,Beating the Odds
675,Henry County,307,Ola High School,H,81.7,85.5,87.1,79,87.1,0.046511628,0.01871345,0.102531646,0.055918908,Yes,84.08,2015-2019,67.97,Yes,Yes,Within Expected Range
675,Henry County,308,Woodland Middle School,M,75.7,75.9,71.5,63.8,80,0.002642008,-0.057971014,0.253918495,0.066196496,Yes,73.38,2015-2019,65.54,Yes,Yes,Beating the Odds
675,Henry County,315,Hampton High School,H,62.8,62.9,70,66.8,67.3,0.001592357,0.112877583,0.00748503,0.040651657,Yes,65.96,2015-2019,67.97,No,No,Below Expected Range
675,Henry County,391,Eagle's Landing High School,H,73.4,70.4,74.1,63.7,68.4,-0.040871935,0.052556818,0.073783359,0.028489414,Yes,70,2015-2019,67.97,Yes,Yes,Below Expected Range
675,Henry County,394,Eagle's Landing Middle School,M,66.9,71.2,67.4,61.4,70.9,0.064275037,-0.053370787,0.154723127,0.055209126,Yes,67.56,2015-2019,65.54,Yes,Yes,Within Expected Range
675,Henry County,397,Austin Road Middle School,M,63.6,66.9,69.1,66.5,66.4,0.051886792,0.032884903,-0.001503759,0.027755979,Yes,66.5,2015-2019,65.54,Yes,Yes,Below Expected Range
675,Henry County,403,Red Oak Elementary School,E,75.1,73,67.3,62.8,61.9,-0.027962716,-0.078082192,-0.01433121,-0.040125373,No,68.02,2015-2019,66.04,Yes,No,Below Expected Range
675,Henry County,407,New Hope Elementary,E,80.9,82.5,76.4,64,81.3,0.019777503,-0.073939394,0.2703125,0.072050203,Yes,77.02,2015-2019,66.04,Yes,Yes,Within Expected Range
675,Henry County,408,Woodland High School,H,68.9,74.8,82.4,69.9,80.4,0.08563135,0.101604278,0.150214592,0.112483407,Yes,75.28,2015-2019,67.97,Yes,Yes,Beating the Odds
675,Henry County,409,Tussahaw Elementary,E,65.1,66.1,56.9,60.3,69.5,0.015360983,-0.139183056,0.152570481,0.009582803,Yes,63.58,2015-2019,66.04,No,No,Within Expected Range
675,Henry County,503,Flippen Elementary School,E,64.2,67.3,70.8,45.8,73.5,0.048286604,0.052005944,0.604803493,0.235032014,Yes,64.32,2015-2019,66.04,No,No,Within Expected Range
675,Henry County,507,Ola Middle School,M,79.1,84.5,85.1,78.2,75.7,0.068268015,0.007100592,-0.031969309,0.014466432,Yes,80.52,2015-2019,65.54,Yes,Yes,Below Expected Range
675,Henry County,509,Rock Spring Elementary,E,85.1,86.9,74.6,59,82.7,0.021151586,-0.141542002,0.401694915,0.093768166,Yes,77.66,2015-2019,66.04,Yes,Yes,Within Expected Range
675,Henry County,603,Luella Middle School,M,60.9,67.8,66.3,53.8,71.3,0.113300493,-0.022123894,0.32527881,0.13881847,Yes,64.02,2015-2019,65.54,No,No,Within Expected Range
675,Henry County,703,Union Grove Middle,M,82.9,86.5,83.4,78.5,76.2,0.043425814,-0.03583815,-0.029299363,-0.007237233,No,81.5,2015-2019,65.54,Yes,No,Below Expected Range
675,Henry County,803,McDonough Elementary School,E,65.5,,,,,,,,,,,,,No,,
675,Henry County,804,EXCEL Academy,H,,38.9,50.2,42.7,23.2,,0.290488432,-0.456674473,-0.083093021,No,38.75,2016-2019,67.725,No,No,Within Expected Range
675,Henry County,804,EXCEL Academy,M,,,,,,,,,,,,,,No,,Within Expected Range
675,Henry County,1050,Fairview Elementary School,E,70.2,62.5,71.2,68.5,83.9,-0.10968661,0.1392,0.224817518,0.08477697,Yes,71.26,2015-2019,66.04,Yes,Yes,Beating the Odds
675,Henry County,2050,Hampton Elementary School,E,61.3,63.7,67.4,63.4,71.1,0.039151713,0.058084772,0.121451104,0.072895863,Yes,65.38,2015-2019,66.04,No,No,Within Expected Range
675,Henry County,2552,Smith-Barnes Elementary School,E,59.3,60.1,63.2,57,69.9,0.013490725,0.051580699,0.226315789,0.097129071,Yes,61.9,2015-2019,66.04,No,No,Within Expected Range
675,Henry County,3050,Henry County High School,H,71.8,68.9,68.6,64.9,65.9,-0.040389972,-0.004354136,0.01540832,-0.009778596,No,68.02,2015-2019,67.97,Yes,No,Below Expected Range
675,Henry County,3052,Stockbridge Elementary School,E,,,,39.8,70.9,,,0.781407035,0.781407035,Yes,55.35,2018-2019,65.75,No,No,Within Expected Range
675,Henry County,4050,Henry County Middle School,M,52.5,50.4,57.1,50.1,68.6,-0.04,0.132936508,0.369261477,0.154065995,Yes,55.74,2015-2019,65.54,No,No,Within Expected Range
675,Henry County,5050,Locust Grove Elementary School,E,67,65.5,63.6,59.5,65.9,-0.02238806,-0.029007634,0.107563025,0.018722444,Yes,64.3,2015-2019,66.04,No,No,Below Expected Range
675,Henry County,5052,Stockbridge Middle School,M,64.8,69.2,61.3,49.7,68.8,0.067901235,-0.11416185,0.384305835,0.11268174,Yes,62.76,2015-2019,65.54,No,No,Within Expected Range
675,Henry County,ALL,All Schools,E,75.3,67.6,68.1,64.2,79.8,-0.102257636,0.00739645,0.242990654,0.049376489,Yes,71,2015-2019,66.04,Yes,Yes,
675,Henry County,ALL,All Schools,H,73.4,74.5,76,69.6,77.5,0.014986376,0.020134228,0.113505747,0.049542117,Yes,74.2,2015-2019,67.97,Yes,Yes,
675,Henry County,ALL,All Schools,M,66.4,70.8,69.9,64.3,72.9,0.06626506,-0.012711864,0.133748056,0.062433751,Yes,68.86,2015-2019,65.54,Yes,Yes,
676,Houston County,100,Eagle Springs Elementary,E,75.6,73.6,79,68.6,83.4,-0.026455026,0.073369565,0.21574344,0.08755266,Yes,76.04,2015-2019,66.04,Yes,Yes,Within Expected Range
676,Houston County,102,C. B. Watson Primary School,E,,,,58,55.8,,,-0.037931034,-0.037931034,No,56.9,2018-2019,65.75,No,No,Below Expected Range
676,Houston County,103,Lake Joy Primary School,E,,,,82.5,91.2,,,0.105454545,0.105454545,Yes,86.85,2018-2019,65.75,Yes,Yes,Within Expected Range
676,Houston County,104,David A. Perdue Primary ,E,,,,75.8,61.6,,,-0.187335092,-0.187335092,No,68.7,2018-2019,65.75,Yes,No,
676,Houston County,105,Huntington Middle School,M,70.6,72.5,76,70,81.7,0.026912181,0.048275862,0.167142857,0.080776967,Yes,74.16,2015-2019,65.54,Yes,Yes,Beating the Odds
676,Houston County,108,Mossy Creek Middle School,M,80.1,84.1,82.2,87.2,87.2,0.049937578,-0.022592152,0,0.009115142,Yes,84.16,2015-2019,65.54,Yes,Yes,Beating the Odds
676,Houston County,111,Veterans High School,H,87.9,89.1,94.6,83.6,86.5,0.013651877,0.061728395,0.034688995,0.036689756,Yes,88.34,2015-2019,67.97,Yes,Yes,Within Expected Range
676,Houston County,116,Houston County Crossroads Center,H,47.3,49.3,59.7,46.9,55.1,0.042283298,0.210953347,0.174840085,0.142692243,Yes,51.66,2015-2019,67.97,No,No,Beating the Odds
676,Houston County,116,Houston County Crossroads Center,M,60.3,43.7,,33.9,,-0.275290216,,,-0.275290216,No,52,2015-2016,63.4625,No,No,Beating the Odds
676,Houston County,117,Langston Road Elementary School,E,77.6,89.7,87.4,74.8,85.5,0.155927835,-0.025641026,0.143048128,0.091111646,Yes,83,2015-2019,66.04,Yes,Yes,Within Expected Range
676,Houston County,175,Pearl Stephens Elementary School,E,59.9,61.9,70,69.3,66.3,0.033388982,0.13085622,-0.043290043,0.040318386,Yes,65.48,2015-2019,66.04,No,No,Within Expected Range
676,Houston County,191,Northside Elementary School,E,85.6,78.5,75.2,77.2,78.6,-0.082943925,-0.042038217,0.018134715,-0.035615809,No,79.02,2015-2019,66.04,Yes,No,Beating the Odds
676,Houston County,192,Houston County High School,H,89.7,86.8,97,92.5,94.6,-0.032329989,0.117511521,0.022702703,0.035961412,Yes,92.12,2015-2019,67.97,Yes,Yes,Beating the Odds
676,Houston County,194,Perdue Elementary School,E,76.2,78.5,77.2,74.2,89.5,0.030183727,-0.01656051,0.206199461,0.073274226,Yes,79.12,2015-2019,66.04,Yes,Yes,Beating the Odds
676,Houston County,195,Quail Run Elementary School,E,82.2,87.4,90.3,87.5,88,0.063260341,0.033180778,0.005714286,0.034051801,Yes,87.08,2015-2019,66.04,Yes,Yes,Beating the Odds
676,Houston County,196,Feagin Mill Middle School,M,83.5,89.2,88.3,78.1,86.9,0.068263473,-0.010089686,0.112676056,0.056949948,Yes,85.2,2015-2019,65.54,Yes,Yes,Beating the Odds
676,Houston County,199,Matthew Arthur Elementary School,E,81.1,81.4,89.5,78.9,93,0.003699137,0.0995086,0.178707224,0.093971654,Yes,84.78,2015-2019,66.04,Yes,Yes,Beating the Odds
676,Houston County,200,Perry Middle School,M,76.4,73.5,76.7,78.1,78.6,-0.037958115,0.043537415,0.006402049,0.003993783,Yes,76.66,2015-2019,65.54,Yes,Yes,Within Expected Range
676,Houston County,204,Thomson Middle School,M,70.1,82.7,75,79.3,74.3,0.179743224,-0.093107618,-0.063051702,0.007861301,Yes,76.28,2015-2019,65.54,Yes,Yes,Within Expected Range
676,Houston County,208,Lake Joy Elementary School,E,85.2,84.7,86.1,80,95.5,-0.005868545,0.016528926,0.19375,0.068136794,Yes,86.3,2015-2019,66.04,Yes,Yes,Beating the Odds
676,Houston County,296,Bonaire Middle School,M,82,82.4,82.3,85.5,83.4,0.004878049,-0.001213592,-0.024561404,-0.006965649,No,83.12,2015-2019,65.54,Yes,No,Within Expected Range
676,Houston County,300,Houston County Career Academy,H,70.2,,,,,,,,,,,,,No,,
676,Houston County,309,Hilltop Elementary School,E,80.7,84.4,79.8,82.5,82.6,0.045848823,-0.05450237,0.001212121,-0.002480475,No,82,2015-2019,66.04,Yes,No,Within Expected Range
676,Houston County,1050,Bonaire Elementary School,E,79.9,80.8,76.8,81.5,79.2,0.01126408,-0.04950495,-0.028220859,-0.02215391,No,79.64,2015-2019,66.04,Yes,No,Below Expected Range
676,Houston County,1052,Northside Middle School,M,69.9,66,64.9,76.8,68.6,-0.055793991,-0.016666667,-0.106770833,-0.05974383,No,69.24,2015-2019,65.54,Yes,No,Within Expected Range
676,Houston County,1054,Perry High School,H,75.6,78,86.5,77.4,82.1,0.031746032,0.108974359,0.060723514,0.067147968,Yes,79.92,2015-2019,67.97,Yes,Yes,Within Expected Range
676,Houston County,2050,Centerville Elementary School,E,87.6,78.8,85,67.8,79.4,-0.100456621,0.078680203,0.171091445,0.049771676,Yes,79.72,2015-2019,66.04,Yes,Yes,Beating the Odds
676,Houston County,2052,Northside High School,H,71.1,72.6,80.2,70,69.9,0.021097046,0.104683196,-0.001428571,0.041450557,Yes,72.76,2015-2019,67.97,Yes,Yes,Within Expected Range
676,Houston County,2054,Morningside Elementary School,E,72.5,78.9,72.5,69.1,83.9,0.088275862,-0.081115336,0.214182344,0.073780957,Yes,75.38,2015-2019,66.04,Yes,Yes,Beating the Odds
676,Houston County,2058,Westside Elementary School,E,76.7,69.2,61.4,58.4,66.9,-0.097783572,-0.112716763,0.145547945,-0.021650797,No,66.52,2015-2019,66.04,Yes,No,Beating the Odds
676,Houston County,3052,Parkwood Elementary School,E,70.5,69.3,55.2,60.2,74.2,-0.017021277,-0.203463203,0.23255814,0.004024553,Yes,65.88,2015-2019,66.04,No,No,Beating the Odds
676,Houston County,3056,Tucker Elementary School,E,72.3,63.9,82.5,72.4,84.4,-0.116182573,0.291079812,0.165745856,0.113547699,Yes,75.1,2015-2019,66.04,Yes,Yes,Beating the Odds
676,Houston County,3550,Kings Chapel Elementary School,E,71.2,73.4,92.2,78.4,92.9,0.030898876,0.25613079,0.18494898,0.157326215,Yes,81.62,2015-2019,66.04,Yes,Yes,Beating the Odds
676,Houston County,4050,Lindsey Elementary School,E,64.4,65.7,65.1,65.8,67.6,0.020186335,-0.00913242,0.027355623,0.012803179,Yes,65.72,2015-2019,66.04,No,No,Beating the Odds
676,Houston County,4054,Russell Elementary School,E,79.4,86.2,83.7,76.4,72.5,0.085642317,-0.02900232,-0.05104712,0.001864292,Yes,79.64,2015-2019,66.04,Yes,Yes,Within Expected Range
676,Houston County,4056,Warner Robins High School,H,66.1,71.4,73.8,65.3,68.4,0.080181543,0.033613445,0.047473201,0.053756063,Yes,69,2015-2019,67.97,Yes,Yes,Within Expected Range
676,Houston County,5050,Miller Elementary School,E,67.6,68.5,76,63.7,70.3,0.013313609,0.109489051,0.103610675,0.075471112,Yes,69.22,2015-2019,66.04,Yes,Yes,Within Expected Range
676,Houston County,5054,Shirley Hills Elementary School,E,81.9,83.4,80.7,60.4,80.1,0.018315018,-0.032374101,0.32615894,0.104033286,Yes,77.3,2015-2019,66.04,Yes,Yes,Beating the Odds
676,Houston County,5056,Warner Robins Middle School,M,71.1,74.9,78.3,69.4,78.1,0.053445851,0.045393858,0.125360231,0.074733313,Yes,74.36,2015-2019,65.54,Yes,Yes,Beating the Odds
676,Houston County,ALL,All Schools,E,79.1,79.9,79.5,73,85.5,0.01011378,-0.005006258,0.171232877,0.058780133,Yes,79.4,2015-2019,66.04,Yes,Yes,
676,Houston County,ALL,All Schools,H,77.9,79.7,85.4,77.9,80.7,0.023106547,0.071518193,0.035943517,0.043522752,Yes,80.32,2015-2019,67.97,Yes,Yes,
676,Houston County,ALL,All Schools,M,74.7,76.3,76.5,81.9,81.4,0.021419009,0.002621232,-0.006105006,0.005978412,Yes,78.16,2015-2019,65.54,Yes,Yes,
677,Irwin County,173,Irwin County Middle School,M,60.6,64.1,64.9,66.4,65.6,0.057755776,0.012480499,-0.012048193,0.019396027,Yes,64.32,2015-2019,65.54,No,No,Below Expected Range
677,Irwin County,188,Irwin County Elementary School,E,65.9,68.6,78.8,72.2,79.4,0.040971168,0.148688047,0.099722992,0.096460736,Yes,72.98,2015-2019,66.04,Yes,Yes,Beating the Odds
677,Irwin County,2050,Irwin County High School,H,78.6,68,83.8,74.6,77.9,-0.134860051,0.232352941,0.044235925,0.047242938,Yes,76.58,2015-2019,67.97,Yes,Yes,Beating the Odds
677,Irwin County,ALL,All Schools,E,65.9,68.6,78.8,72.2,79.4,0.040971168,0.148688047,0.099722992,0.096460736,Yes,72.98,2015-2019,66.04,Yes,Yes,
677,Irwin County,ALL,All Schools,H,78.6,67.5,83.3,74.6,77.9,-0.141221374,0.234074074,0.044235925,0.045696208,Yes,76.38,2015-2019,67.97,Yes,Yes,
677,Irwin County,ALL,All Schools,M,60.6,63.6,63.9,66.4,65.6,0.04950495,0.004716981,-0.012048193,0.014057913,Yes,64.02,2015-2019,65.54,No,No,
678,Jackson County,101,West Jackson Elementary School,E,72.2,79,78.5,79.5,76.8,0.094182825,-0.006329114,-0.033962264,0.017963816,Yes,77.2,2015-2019,66.04,Yes,Yes,Below Expected Range
678,Jackson County,104,East Jackson Elementary School,E,73.7,82.8,85,80.3,84.9,0.123473541,0.026570048,0.057285181,0.06910959,Yes,81.34,2015-2019,66.04,Yes,Yes,Beating the Odds
678,Jackson County,107,East Jackson Comprehensive High School,H,80.6,85.8,92,83.7,87.2,0.064516129,0.072261072,0.04181601,0.05953107,Yes,85.86,2015-2019,67.97,Yes,Yes,Within Expected Range
678,Jackson County,107,East Jackson Comprehensive High School,M,,,,76.4,62.9,,,-0.176701571,-0.176701571,No,69.65,2018-2019,65.75,Yes,No,Within Expected Range
678,Jackson County,191,Jackson County Comprehensive High School,H,83.8,81.7,85.3,82.9,84.2,-0.025059666,0.044063647,0.015681544,0.011561842,Yes,83.58,2015-2019,67.97,Yes,Yes,
678,Jackson County,197,East Jackson Middle School,M,67.9,73.7,64.2,72.5,75.5,0.085419735,-0.12890095,0.04137931,-0.000700635,No,70.76,2015-2019,65.54,Yes,No,Within Expected Range
678,Jackson County,209,Gum Springs Elementary School,E,82.8,81.7,76.4,88.8,80.3,-0.013285024,-0.064871481,-0.095720721,-0.057959075,No,82,2015-2019,66.04,Yes,No,Below Expected Range
678,Jackson County,280,West Jackson Primary,E,,,,,,,,,,,,,,No,,
678,Jackson County,297,West Jackson Middle School,M,72.1,79.2,79.2,74.9,80.4,0.098474341,0,0.073431242,0.057301861,Yes,77.16,2015-2019,65.54,Yes,Yes,Within Expected Range
678,Jackson County,1050,Benton Elementary School,E,71.3,83.9,78.5,,,0.176718093,-0.064362336,,0.056177878,Yes,77.9,2015-2017,64.66666667,Yes,Yes,
678,Jackson County,2550,Maysville Elementary School,E,51.3,71,58.3,74.3,74.2,0.384015595,-0.178873239,-0.001345895,0.067932153,Yes,65.82,2015-2019,66.04,No,No,Within Expected Range
678,Jackson County,3050,North Jackson Elementary School,E,77.5,81.9,75.8,85.6,67.6,0.056774194,-0.074481074,-0.210280374,-0.075995752,No,77.68,2015-2019,66.04,Yes,No,Below Expected Range
678,Jackson County,4050,South Jackson Elementary School,E,74.5,76,70.7,78.3,71.7,0.020134228,-0.069736842,-0.084291188,-0.044631267,No,74.24,2015-2019,66.04,Yes,No,Below Expected Range
678,Jackson County,ALL,All Schools,E,74.5,80,75.8,85.2,75.8,0.073825503,-0.0525,-0.110328638,-0.029667712,No,78.26,2015-2019,66.04,Yes,No,
678,Jackson County,ALL,All Schools,H,82.4,83,87.4,83.2,87.5,0.007281553,0.053012048,0.051682692,0.037325431,Yes,84.7,2015-2019,67.97,Yes,Yes,
678,Jackson County,ALL,All Schools,M,68.5,75,71,73.7,75.4,0.094890511,-0.053333333,0.023066486,0.021541221,Yes,72.72,2015-2019,65.54,Yes,Yes,
679,Jasper County,100,Washington Park Elementary School,E,76.1,61.5,70.9,67.1,74.8,-0.191852825,0.152845528,0.114754098,0.025248934,Yes,70.08,2015-2019,66.04,Yes,Yes,Within Expected Range
679,Jasper County,108,Jasper County High School,H,74.9,69.9,75.2,75.2,77.7,-0.066755674,0.075822604,0.033244681,0.01410387,Yes,74.58,2015-2019,67.97,Yes,Yes,Beating the Odds
679,Jasper County,195,Jasper County Primary School,E,,,,50.9,69.9,,,0.373280943,0.373280943,Yes,60.4,2018-2019,65.75,No,No,Below Expected Range
679,Jasper County,201,Jasper County Middle School,M,63.8,62.8,75.1,74.9,71.8,-0.015673981,0.195859873,-0.041388518,0.046265791,Yes,69.68,2015-2019,65.54,Yes,Yes,Within Expected Range
679,Jasper County,ALL,All Schools,E,74.9,60,69.4,67.1,74.7,-0.198931909,0.156666667,0.113263785,0.023666181,Yes,69.22,2015-2019,66.04,Yes,Yes,
