2020 Census Tract,% of rental units occupied by 80% AMI and below with Severe Housing Problems,avg_pop_yoy_growth_2018_2021,avg_emp_growth_2020_2022
13067030335,0.0000000000000,0.007743845,0.0395
13067030337,1.0000000000000,0.007743845,0.0395
13067030340,0.0000000000000,0.007743845,0.0395
13067030341,0.0000000000000,0.007743845,0.0395
13067030342,-,0.007743845,0.0395
13067030343,-,0.007743845,0.0395
13067030344,0.4577114427861,0.007743845,0.0395
13067030345,0.4522292993631,0.007743845,0.0395
13067030346,0.4347826086957,0.007743845,0.0395
13067030347,0.0250000000000,0.007743845,0.0395
13067030348,0.5000000000000,0.007743845,0.0395
13067030349,0.3597560975610,0.007743845,0.0395
13067030350,0.0000000000000,0.007743845,0.0395
13067030351,-,0.007743845,0.0395
13067030352,1.0000000000000,0.007743845,0.0395
13067030353,0.2325581395349,0.007743845,0.0395
13067030354,0.1666666666667,0.007743845,0.0395
13067030355,0.5522388059701,0.007743845,0.0395
13067030356,0.3577235772358,0.007743845,0.0395
13067030357,-,0.007743845,0.0395
13067030358,0.6666666666667,0.007743845,0.0395
13067030359,0.5000000000000,0.007743845,0.0395
13067030360,-,0.007743845,0.0395
13067030361,0.8888888888889,0.007743845,0.0395
13067030362,-,0.007743845,0.0395
13067030363,0.0000000000000,0.007743845,0.0395
13067030364,1.0000000000000,0.007743845,0.0395
13067030365,0.0000000000000,0.007743845,0.0395
13067030366,1.0000000000000,0.007743845,0.0395
13067030367,0.7000000000000,0.007743845,0.0395
13067030368,0.4444444444444,0.007743845,0.0395
13067030369,-,0.007743845,0.0395
13067030370,0.0000000000000,0.007743845,0.0395
13067030405,0.3333333333333,0.007743845,0.0395
13067030407,0.3432835820896,0.007743845,0.0395
13067030408,0.4242424242424,0.007743845,0.0395
13067030409,0.7500000000000,0.007743845,0.0395
13067030410,0.2654320987654,0.007743845,0.0395
13067030411,0.3645833333333,0.007743845,0.0395
13067030412,0.3695652173913,0.007743845,0.0395
13067030413,0.4395161290323,0.007743845,0.0395
13067030414,0.3386243386243,0.007743845,0.0395
13067030505,0.3826086956522,0.007743845,0.0395
13067030506,0.5703125000000,0.007743845,0.0395
13067030507,0.4454545454545,0.007743845,0.0395
13067030508,0.2391304347826,0.007743845,0.0395
13067030509,-,0.007743845,0.0395
13067030510,0.0425531914894,0.007743845,0.0395
13067030511,0.2641509433962,0.007743845,0.0395
13067030602,0.6263736263736,0.007743845,0.0395
13067030603,0.3178807947020,0.007743845,0.0395
13067030604,0.6046511627907,0.007743845,0.0395
13067030700,0.3214285714286,0.007743845,0.0395
13067030800,0.4126984126984,0.007743845,0.0395
13067030906,0.5483870967742,0.007743845,0.0395
13067030907,0.2405063291139,0.007743845,0.0395
13067030908,0.3200000000000,0.007743845,0.0395
13067030909,1.0000000000000,0.007743845,0.0395
13067030910,0.4700000000000,0.007743845,0.0395
13067030911,0.4676258992806,0.007743845,0.0395
13067030912,0.4512195121951,0.007743845,0.0395
13067031001,0.3879781420765,0.007743845,0.0395
13067031004,0.2783505154639,0.007743845,0.0395
13067031005,0.3823529411765,0.007743845,0.0395
13067031006,0.5744680851064,0.007743845,0.0395
13067031007,0.4338842975207,0.007743845,0.0395
13067031101,0.4245283018868,0.007743845,0.0395
13067031110,0.5813953488372,0.007743845,0.0395
13067031111,0.3272727272727,0.007743845,0.0395
13067031112,0.7011494252874,0.007743845,0.0395
13067031113,0.3157894736842,0.007743845,0.0395
13067031114,0.4336917562724,0.007743845,0.0395
13067031115,0.2857142857143,0.007743845,0.0395
13067031116,0.4380952380952,0.007743845,0.0395
13067031117,0.0784313725490,0.007743845,0.0395
13067031118,0.7341772151899,0.007743845,0.0395
13067031119,0.2352941176471,0.007743845,0.0395
13067031120,0.0714285714286,0.007743845,0.0395
13067031121,0.0781250000000,0.007743845,0.0395
13067031122,0.3513513513514,0.007743845,0.0395
13067031207,0.5060240963855,0.007743845,0.0395
13067031209,0.0000000000000,0.007743845,0.0395
13067031212,-,0.007743845,0.0395
13067031213,0.2698412698413,0.007743845,0.0395
13067031214,0.3924050632911,0.007743845,0.0395
13067031215,0.4186046511628,0.007743845,0.0395
13067031216,0.7916666666667,0.007743845,0.0395
13067031217,0.6363636363636,0.007743845,0.0395
13067031218,0.2352941176471,0.007743845,0.0395
13067031219,0.6206896551724,0.007743845,0.0395
13067031220,0.0606060606061,0.007743845,0.0395
13067031221,0.6250000000000,0.007743845,0.0395
13067031306,0.4459459459459,0.007743845,0.0395
13067031308,0.2368421052632,0.007743845,0.0395
13067031314,0.4102564102564,0.007743845,0.0395
13067031315,0.4285714285714,0.007743845,0.0395
13067031316,0.4814814814815,0.007743845,0.0395
13067031317,0.1206896551724,0.007743845,0.0395
13067031318,0.5944954128440,0.007743845,0.0395
13067031319,0.4256410256410,0.007743845,0.0395
13067031320,0.2232142857143,0.007743845,0.0395
13067031321,0.2631578947368,0.007743845,0.0395
13067031322,0.2857142857143,0.007743845,0.0395
13067031323,0.4666666666667,0.007743845,0.0395
13067031324,0.8823529411765,0.007743845,0.0395
13067031325,-,0.007743845,0.0395
13067031409,0.2653061224490,0.007743845,0.0395
13067031410,0.7346938775510,0.007743845,0.0395
13067031411,0.4821428571429,0.007743845,0.0395
13067031412,0.3826086956522,0.007743845,0.0395
13067031413,0.1956521739130,0.007743845,0.0395
13067031414,0.0000000000000,0.007743845,0.0395
13067031415,0.8285714285714,0.007743845,0.0395
13067031416,0.1724137931034,0.007743845,0.0395
13067031417,0.1956521739130,0.007743845,0.0395
13067031506,0.4615384615385,0.007743845,0.0395
13067031507,0.1702127659574,0.007743845,0.0395
13067031510,0.2162162162162,0.007743845,0.0395
13067031511,0.3255813953488,0.007743845,0.0395
13067031512,0.1282051282051,0.007743845,0.0395
13067031513,0.4137931034483,0.007743845,0.0395
13067031514,0.3684210526316,0.007743845,0.0395
13067031515,0.1666666666667,0.007743845,0.0395
13067031516,0.1538461538462,0.007743845,0.0395
13067031517,0.8214285714286,0.007743845,0.0395
13067031518,1.0000000000000,0.007743845,0.0395
13069010100,0.2093023255814,0.000674933,0.0065
13069010200,0.0416666666667,0.000674933,0.0065
13069010301,0.2702702702703,0.000674933,0.0065
13069010302,0.3200000000000,0.000674933,0.0065
13069010401,0.3793103448276,0.000674933,0.0065
13069010402,0.4750000000000,0.000674933,0.0065
13069010500,0.3783783783784,0.000674933,0.0065
13069010600,0.0340425531915,0.000674933,0.0065
13069010701,0.3478260869565,0.000674933,0.0065
13069010702,0.7241379310345,0.000674933,0.0065
13069010801,0.3291139240506,0.000674933,0.0065
13069010802,0.1788079470199,0.000674933,0.0065
13071970101,0.2454545454545,0.001422876,0.0095
13071970102,0.0000000000000,0.001422876,0.0095
13071970200,0.1956521739130,0.001422876,0.0095
13071970301,0.2333333333333,0.001422876,0.0095
13071970302,0.0000000000000,0.001422876,0.0095
13071970400,0.1939393939394,0.001422876,0.0095
13071970500,0.3826086956522,0.001422876,0.0095
13071970601,0.4146341463415,0.001422876,0.0095
13071970602,0.3265306122449,0.001422876,0.0095
13071970702,0.5348837209302,0.001422876,0.0095
13071970703,0.2920353982301,0.001422876,0.0095
13071970704,0.1896551724138,0.001422876,0.0095
13071970800,0.1785714285714,0.001422876,0.0095
13071970901,0.3333333333333,0.001422876,0.0095
13071970902,0.1913439635535,0.001422876,0.0095
13073030103,0.5800000000000,0.015610083,0.009
13073030105,0.5096774193548,0.015610083,0.009
13073030106,0.3157894736842,0.015610083,0.009
13073030107,0.0000000000000,0.015610083,0.009
13073030108,0.6666666666667,0.015610083,0.009
13073030201,0.5094339622642,0.015610083,0.009
13073030202,0.4250000000000,0.015610083,0.009
13073030203,0.5121951219512,0.015610083,0.009
13073030304,0.1428571428571,0.015610083,0.009
13073030306,0.4000000000000,0.015610083,0.009
13073030307,0.2500000000000,0.015610083,0.009
13073030308,0.6363636363636,0.015610083,0.009
13073030310,0.0888888888889,0.015610083,0.009
13073030311,0.0000000000000,0.015610083,0.009
13073030312,0.3333333333333,0.015610083,0.009
13073030313,0.0892857142857,0.015610083,0.009
13073030401,0.0000000000000,0.015610083,0.009
13073030403,0.5810810810811,0.015610083,0.009
13073030404,0.1481481481481,0.015610083,0.009
13073030503,0.1707317073171,0.015610083,0.009
13073030504,0.6896551724138,0.015610083,0.009
13073030505,0.3645833333333,0.015610083,0.009
13073030507,0.5000000000000,0.015610083,0.009
13073030508,0.5000000000000,0.015610083,0.009
13073030603,0.5000000000000,0.015610083,0.009
13075960100,0.3200000000000,7.8986E-05,0.0145
13075960200,0.2686567164179,7.8986E-05,0.0145
13075960301,0.1948717948718,7.8986E-05,0.0145
13075960302,0.6351351351351,7.8986E-05,0.0145
13075960400,0.2528735632184,7.8986E-05,0.0145
13077170101,0.6428571428571,0.010427882,0.0395
13077170102,0.2903225806452,0.010427882,0.0395
13077170200,0.1520000000000,0.010427882,0.0395
13077170303,0.1000000000000,0.010427882,0.0395
13077170304,0.3333333333333,0.010427882,0.0395
13077170307,0.2171052631579,0.010427882,0.0395
13077170308,0.2931034482759,0.010427882,0.0395
13077170309,0.5340909090909,0.010427882,0.0395
13077170310,0.5609756097561,0.010427882,0.0395
13077170403,0.0000000000000,0.010427882,0.0395
13077170404,0.0000000000000,0.010427882,0.0395
13077170405,0.3783783783784,0.010427882,0.0395
13077170406,0.4000000000000,0.010427882,0.0395
13077170407,0.5714285714286,0.010427882,0.0395
13077170408,0.3600000000000,0.010427882,0.0395
13077170501,0.3061224489796,0.010427882,0.0395
13077170502,0.1562500000000,0.010427882,0.0395
13077170503,0.1500000000000,0.010427882,0.0395
13077170603,0.1363636363636,0.010427882,0.0395
13077170604,0.3523809523810,0.010427882,0.0395
13077170605,0.3828125000000,0.010427882,0.0395
13077170606,0.3620689655172,0.010427882,0.0395
13077170607,0.0000000000000,0.010427882,0.0395
13077170701,0.1956521739130,0.010427882,0.0395
13077170702,0.6363636363636,0.010427882,0.0395
13077170801,0.2653061224490,0.010427882,0.0395
13077170802,0.2344827586207,0.010427882,0.0395
13079070100,0.2246153846154,-0.0050164,0.0045
13079070201,0.2222222222222,-0.0050164,0.0045
13079070202,0.2564102564103,-0.0050164,0.0045
13081010100,0.5390070921986,-0.034330059,0.027
13081010201,0.4655172413793,-0.034330059,0.027
13081010202,0.3333333333333,-0.034330059,0.027
13081010300,0.5087719298246,-0.034330059,0.027
13081010400,0.5934959349594,-0.034330059,0.027
13081010500,0.0449438202247,-0.034330059,0.027
13083040102,0.1891891891892,0.001773331,0.022
13083040103,0.1454545454545,0.001773331,0.022
13083040104,0.1060606060606,0.001773331,0.022
13083040200,0.3589743589744,0.001773331,0.022
13083040300,0.2857142857143,0.001773331,0.022
13085970101,-,0.031694631,0.0395
13085970102,0.4307692307692,0.031694631,0.0395
13085970103,0.0000000000000,0.031694631,0.0395
13085970203,0.0000000000000,0.031694631,0.0395
13085970204,0.1250000000000,0.031694631,0.0395
13085970205,0.9285714285714,0.031694631,0.0395
13085970206,0.3288590604027,0.031694631,0.0395
13087970100,0.4941176470588,0.02743151,0.0285
13087970200,0.3902439024390,0.02743151,0.0285
13087970301,0.3800000000000,0.02743151,0.0285
13087970302,0.3666666666667,0.02743151,0.0285
13087970400,0.4485294117647,0.02743151,0.0285
13087970600,0.3333333333333,0.02743151,0.0285
13087970700,0.2343750000000,0.02743151,0.0285
13087970800,0.6176470588235,0.02743151,0.0285
13089020100,0.6250000000000,0.006882315,0.0395
13089020200,0.3333333333333,0.006882315,0.0395
13089020300,0.3571428571429,0.006882315,0.0395
13089020400,0.2083333333333,0.006882315,0.0395
13089020500,0.2463768115942,0.006882315,0.0395
13089020600,0.4600000000000,0.006882315,0.0395
13089020700,0.6227272727273,0.006882315,0.0395
13089020801,0.6875000000000,0.006882315,0.0395
13089020802,0.1935483870968,0.006882315,0.0395
13089020901,0.0545454545455,0.006882315,0.0395
13089020902,0.5217391304348,0.006882315,0.0395
13089021101,0.2028985507246,0.006882315,0.0395
13089021103,0.5849056603774,0.006882315,0.0395
13089021104,0.0000000000000,0.006882315,0.0395
13089021204,0.6666666666667,0.006882315,0.0395
13089021208,0.5066666666667,0.006882315,0.0395
13089021210,-,0.006882315,0.0395
13089021211,1.0000000000000,0.006882315,0.0395
13089021213,-,0.006882315,0.0395
13089021217,0.4571428571429,0.006882315,0.0395
13089021219,1.0000000000000,0.006882315,0.0395
13089021220,0.6956521739130,0.006882315,0.0395
13089021221,0.1818181818182,0.006882315,0.0395
13089021222,0.3030303030303,0.006882315,0.0395
13089021223,1.0000000000000,0.006882315,0.0395
13089021224,0.7238095238095,0.006882315,0.0395
13089021225,0.2169811320755,0.006882315,0.0395
13089021226,0.3085106382979,0.006882315,0.0395
13089021227,0.6185567010309,0.006882315,0.0395
13089021228,-,0.006882315,0.0395
13089021229,-,0.006882315,0.0395
13089021230,0.8867924528302,0.006882315,0.0395
13089021301,0.5657894736842,0.006882315,0.0395
13089021305,0.4728682170543,0.006882315,0.0395
13089021306,0.3986666666667,0.006882315,0.0395
13089021307,0.4909090909091,0.006882315,0.0395
13089021308,0.4571428571429,0.006882315,0.0395
13089021309,0.6615384615385,0.006882315,0.0395
13089021310,0.3252747252747,0.006882315,0.0395
13089021405,0.4062500000000,0.006882315,0.0395
13089021409,0.4033613445378,0.006882315,0.0395
13089021410,0.3356643356643,0.006882315,0.0395
13089021411,0.5428571428571,0.006882315,0.0395
13089021412,0.5882352941176,0.006882315,0.0395
13089021415,0.6315789473684,0.006882315,0.0395
13089021416,0.5641025641026,0.006882315,0.0395
13089021417,0.3894736842105,0.006882315,0.0395
13089021418,0.6363636363636,0.006882315,0.0395
13089021419,0.7101449275362,0.006882315,0.0395
13089021420,0.3000000000000,0.006882315,0.0395
13089021421,0.3823529411765,0.006882315,0.0395
13089021502,0.3703703703704,0.006882315,0.0395
13089021503,0.5948275862069,0.006882315,0.0395
13089021505,0.6559139784946,0.006882315,0.0395
13089021506,0.5151515151515,0.006882315,0.0395
13089021602,0.2173913043478,0.006882315,0.0395
13089021604,0.0000000000000,0.006882315,0.0395
13089021606,0.4891304347826,0.006882315,0.0395
13089021607,0.0551181102362,0.006882315,0.0395
13089021608,0.3267326732673,0.006882315,0.0395
13089021609,0.5217391304348,0.006882315,0.0395
13089021703,0.4705882352941,0.006882315,0.0395
13089021707,1.0000000000000,0.006882315,0.0395
13089021708,0.3560000000000,0.006882315,0.0395
13089021709,0.6176470588235,0.006882315,0.0395
13089021710,0.8000000000000,0.006882315,0.0395
13089021711,0.6222222222222,0.006882315,0.0395
13089021712,0.4444444444444,0.006882315,0.0395
13089021808,0.7058823529412,0.006882315,0.0395
13089021812,0.5063829787234,0.006882315,0.0395
13089021813,0.3040540540541,0.006882315,0.0395
13089021815,0.5302325581395,0.006882315,0.0395
13089021816,0.4000000000000,0.006882315,0.0395
13089021817,0.0000000000000,0.006882315,0.0395
13089021818,0.4883720930233,0.006882315,0.0395
13089021819,0.0000000000000,0.006882315,0.0395
13089021820,0.1710526315789,0.006882315,0.0395
13089021821,0.0000000000000,0.006882315,0.0395
13089021822,0.3125000000000,0.006882315,0.0395
13089021823,0.2333333333333,0.006882315,0.0395
13089021824,0.4590163934426,0.006882315,0.0395
13089021906,0.3245614035088,0.006882315,0.0395
13089021908,0.2072072072072,0.006882315,0.0395
13089021910,0.3918128654971,0.006882315,0.0395
13089021911,0.3734939759036,0.006882315,0.0395
13089021912,0.0000000000000,0.006882315,0.0395
13089021913,0.4379084967320,0.006882315,0.0395
13089021914,0.5923566878981,0.006882315,0.0395
13089021915,0.0000000000000,0.006882315,0.0395
13089021916,0.3175675675676,0.006882315,0.0395
13089021917,0.4496644295302,0.006882315,0.0395
13089022001,0.5079365079365,0.006882315,0.0395
13089022005,0.4363636363636,0.006882315,0.0395
13089022007,0.4383561643836,0.006882315,0.0395
13089022010,0.6562500000000,0.006882315,0.0395
13089022011,0.5767441860465,0.006882315,0.0395
13089022012,0.3898305084746,0.006882315,0.0395
13089022013,0.3493150684932,0.006882315,0.0395
13089022014,0.3457943925234,0.006882315,0.0395
13089022015,0.7677419354839,0.006882315,0.0395
13089022016,0.4000000000000,0.006882315,0.0395
13089022100,0.2727272727273,0.006882315,0.0395
13089022203,0.7058823529412,0.006882315,0.0395
13089022205,0.3176470588235,0.006882315,0.0395
13089022206,0.4000000000000,0.006882315,0.0395
13089022302,0.3333333333333,0.006882315,0.0395
13089022303,0.2777777777778,0.006882315,0.0395
13089022304,0.5578947368421,0.006882315,0.0395
13089022401,0.7460317460317,0.006882315,0.0395
13089022403,1.0000000000000,0.006882315,0.0395
13089022404,0.5043478260870,0.006882315,0.0395
13089022405,0.6600000000000,0.006882315,0.0395
13089022501,0.3269230769231,0.006882315,0.0395
13089022502,0.5000000000000,0.006882315,0.0395
13089022601,0.2878787878788,0.006882315,0.0395
13089022602,0.8333333333333,0.006882315,0.0395
13089022700,0.3888888888889,0.006882315,0.0395
13089022800,0.4782608695652,0.006882315,0.0395
13089022900,0.2325581395349,0.006882315,0.0395
13089023000,0.3200000000000,0.006882315,0.0395
13089023101,0.5652173913043,0.006882315,0.0395
13089023102,0.3464566929134,0.006882315,0.0395
13089023107,0.5256410256410,0.006882315,0.0395
13089023108,0.4034090909091,0.006882315,0.0395
13089023111,0.6756756756757,0.006882315,0.0395
13089023112,0.2789115646259,0.006882315,0.0395
13089023113,0.5151515151515,0.006882315,0.0395
13089023114,0.6478873239437,0.006882315,0.0395
13089023115,-,0.006882315,0.0395
13089023209,0.4285714285714,0.006882315,0.0395
13089023211,0.0967741935484,0.006882315,0.0395
13089023212,0.2727272727273,0.006882315,0.0395
13089023213,0.4690721649485,0.006882315,0.0395
13089023214,0.4469273743017,0.006882315,0.0395
13089023215,0.3750000000000,0.006882315,0.0395
13089023216,0.1938775510204,0.006882315,0.0395
13089023217,0.1896551724138,0.006882315,0.0395
13089023218,0.4285714285714,0.006882315,0.0395
13089023219,0.6451612903226,0.006882315,0.0395
13089023220,0.3750000000000,0.006882315,0.0395
13089023221,0.3974358974359,0.006882315,0.0395
13089023222,0.3231707317073,0.006882315,0.0395
13089023311,0.3750000000000,0.006882315,0.0395
13089023313,0.3770491803279,0.006882315,0.0395
13089023315,0.4687500000000,0.006882315,0.0395
13089023317,0.3450704225352,0.006882315,0.0395
13089023318,0.3125000000000,0.006882315,0.0395
13089023319,0.5652173913043,0.006882315,0.0395
13089023320,0.6875000000000,0.006882315,0.0395
13089023321,0.2697368421053,0.006882315,0.0395
13089023322,0.4883720930233,0.006882315,0.0395
13089023323,0.4629629629630,0.006882315,0.0395
13089023324,0.0000000000000,0.006882315,0.0395
13089023325,0.0000000000000,0.006882315,0.0395
13089023326,0.1500000000000,0.006882315,0.0395
13089023327,0.3191489361702,0.006882315,0.0395
13089023328,0.3423423423423,0.006882315,0.0395
13089023329,0.0000000000000,0.006882315,0.0395
13089023330,0.0000000000000,0.006882315,0.0395
13089023331,0.0625000000000,0.006882315,0.0395
13089023332,0.0689655172414,0.006882315,0.0395
13089023410,0.3235294117647,0.006882315,0.0395
13089023411,0.3500000000000,0.006882315,0.0395
13089023413,0.0000000000000,0.006882315,0.0395
13089023422,0.6129032258065,0.006882315,0.0395
13089023424,0.5476190476190,0.006882315,0.0395
13089023425,0.4385964912281,0.006882315,0.0395
13089023426,0.3275862068966,0.006882315,0.0395
13089023427,0.7857142857143,0.006882315,0.0395
13089023429,0.2831325301205,0.006882315,0.0395
13089023430,0.6149732620321,0.006882315,0.0395
13089023431,0.4347826086957,0.006882315,0.0395
13089023432,0.0000000000000,0.006882315,0.0395
13089023433,0.3780487804878,0.006882315,0.0395
13089023434,0.0000000000000,0.006882315,0.0395
13089023435,0.4060150375940,0.006882315,0.0395
13089023436,0.0000000000000,0.006882315,0.0395
13089023437,0.4090909090909,0.006882315,0.0395
13089023438,0.2989690721649,0.006882315,0.0395
13089023439,0.3388429752066,0.006882315,0.0395
13089023440,0.5658914728682,0.006882315,0.0395
13089023441,0.1777777777778,0.006882315,0.0395
13089023442,0.0689655172414,0.006882315,0.0395
13089023443,0.0000000000000,0.006882315,0.0395
13089023444,0.6176470588235,0.006882315,0.0395
13089023445,0.1515151515152,0.006882315,0.0395
13089023446,0.0862068965517,0.006882315,0.0395
13089023447,1.0000000000000,0.006882315,0.0395
13089023448,0.1643835616438,0.006882315,0.0395
13089023501,0.4884615384615,0.006882315,0.0395
13089023504,0.4166666666667,0.006882315,0.0395
13089023505,0.5535714285714,0.006882315,0.0395
13089023506,0.5470085470085,0.006882315,0.0395
13089023507,0.2333333333333,0.006882315,0.0395
13089023601,0.3260869565217,0.006882315,0.0395
13089023602,0.5714285714286,0.006882315,0.0395
13089023603,0.3200000000000,0.006882315,0.0395
13089023701,0.4545454545455,0.006882315,0.0395
13089023702,0.4459459459459,0.006882315,0.0395
13089023801,0.1578947368421,0.006882315,0.0395
13089023802,0.4680851063830,0.006882315,0.0395
13089023803,0.5422222222222,0.006882315,0.0395
13089980000,-,0.006882315,0.0395
13091960100,0.1454545454545,-0.013327641,0.0085
13091960200,0.6923076923077,-0.013327641,0.0085
13091960301,0.3478260869565,-0.013327641,0.0085
13091960302,0.2580645161290,-0.013327641,0.0085
13091960400,0.0926315789474,-0.013327641,0.0085
13091960500,0.3625000000000,-0.013327641,0.0085
13091960600,0.3225806451613,-0.013327641,0.0085
13093970100,0.2542372881356,-0.05779379,0.0045
13093970200,0.3461538461538,-0.05779379,0.0045
13093970300,0.4285714285714,-0.05779379,0.0045
13095000101,0.3783783783784,-0.015701236,0.0065
13095000102,0.4096385542169,-0.015701236,0.0065
13095000200,0.5187969924812,-0.015701236,0.0065
13095000400,0.7443609022556,-0.015701236,0.0065
13095000501,0.2068965517241,-0.015701236,0.0065
13095000502,0.6097560975610,-0.015701236,0.0065
13095000600,0.4537037037037,-0.015701236,0.0065
13095000700,0.6744186046512,-0.015701236,0.0065
13095000800,0.3857142857143,-0.015701236,0.0065
13095000900,0.4705882352941,-0.015701236,0.0065
13095001000,0.5243902439024,-0.015701236,0.0065
13095001100,0.4852941176471,-0.015701236,0.0065
13095001403,0.3958333333333,-0.015701236,0.0065
13095001500,0.6513761467890,-0.015701236,0.0065
13095010302,0.6323529411765,-0.015701236,0.0065
13095010401,0.8043478260870,-0.015701236,0.0065
13095010402,0.2647058823529,-0.015701236,0.0065
13095010403,0.1052631578947,-0.015701236,0.0065
13095010500,0.2380952380952,-0.015701236,0.0065
13095010601,0.5612244897959,-0.015701236,0.0065
13095010602,0.5066666666667,-0.015701236,0.0065
13095010701,0.4201834862385,-0.015701236,0.0065
13095010702,0.5434782608696,-0.015701236,0.0065
13095010900,0.7739130434783,-0.015701236,0.0065
13095011000,0.7307692307692,-0.015701236,0.0065
13095011200,0.4062500000000,-0.015701236,0.0065
13095011300,0.3283582089552,-0.015701236,0.0065
13095011400,0.3864406779661,-0.015701236,0.0065
13095011600,0.2000000000000,-0.015701236,0.0065
13097080104,0.5495867768595,0.003986393,0.0395
13097080105,0.5757575757576,0.003986393,0.0395
13097080106,0.3195876288660,0.003986393,0.0395
13097080107,0.1140684410646,0.003986393,0.0395
13097080201,0.5524691358025,0.003986393,0.0395
13097080203,0.3603603603604,0.003986393,0.0395
13097080204,0.3600000000000,0.003986393,0.0395
13097080303,0.3960396039604,0.003986393,0.0395
13097080304,0.2418032786885,0.003986393,0.0395
13097080305,0.2714285714286,0.003986393,0.0395
13097080306,0.2395833333333,0.003986393,0.0395
13097080307,0.1587301587302,0.003986393,0.0395
13097080403,0.5157894736842,0.003986393,0.0395
13097080405,0.0000000000000,0.003986393,0.0395
13097080406,0.0000000000000,0.003986393,0.0395
13097080407,0.5161290322581,0.003986393,0.0395
13097080408,0.3018867924528,0.003986393,0.0395
13097080505,0.2820512820513,0.003986393,0.0395
13097080506,0.4385964912281,0.003986393,0.0395
13097080507,0.1578947368421,0.003986393,0.0395
13097080508,0.5209302325581,0.003986393,0.0395
13097080509,0.4500000000000,0.003986393,0.0395
13097080512,0.6190476190476,0.003986393,0.0395
13097080513,1.0000000000000,0.003986393,0.0395
13097080514,0.0000000000000,0.003986393,0.0395
13097080515,0.8571428571429,0.003986393,0.0395
13097080602,0.2643678160920,0.003986393,0.0395
13097080605,0.5675675675676,0.003986393,0.0395
13097080606,0.3884892086331,0.003986393,0.0395
13097080607,0.0000000000000,0.003986393,0.0395
13097080608,0.9230769230769,0.003986393,0.0395
13099090100,0.3888888888889,0.015212016,0.011
13099090200,0.5647058823529,0.015212016,0.011
13099090300,0.1333333333333,0.015212016,0.011
13099090400,0.2333333333333,0.015212016,0.011
13099090500,0.2333333333333,0.015212016,0.011
13101880100,0.4000000000000,-0.025565701,0.003
13101880200,0.1707317073171,-0.025565701,0.003
13103030100,0.0000000000000,0.02634205,0.039
13103030204,0.3921568627451,0.02634205,0.039
13103030205,0.2156862745098,0.02634205,0.039
13103030206,0.0000000000000,0.02634205,0.039
13103030207,0.2857142857143,0.02634205,0.039
13103030208,0.0000000000000,0.02634205,0.039
13103030209,0.1500000000000,0.02634205,0.039
13103030301,0.4400000000000,0.02634205,0.039
13103030303,0.6610169491525,0.02634205,0.039
13103030306,0.2765957446809,0.02634205,0.039
13103030307,0.0410958904110,0.02634205,0.039
13103030308,0.2456140350877,0.02634205,0.039
13103030309,0.4102564102564,0.02634205,0.039
13103030401,0.4516129032258,0.02634205,0.039
13103030403,0.0869565217391,0.02634205,0.039
13103030404,-,0.02634205,0.039
13105000100,0.6046511627907,0.00419389,0.011
13105000200,0.1176470588235,0.00419389,0.011
13105000300,0.1428571428571,0.00419389,0.011
13105000400,0.4631578947368,0.00419389,0.011
13105000501,0.0000000000000,0.00419389,0.011
13105000502,0.3796296296296,0.00419389,0.011
13107970101,0.1034482758621,0.003552233,0.0225
13107970102,0.7120000000000,0.003552233,0.0225
13107970200,0.2403846153846,0.003552233,0.0225
13107970300,0.3727272727273,0.003552233,0.0225
13107970401,0.3339191564148,0.003552233,0.0225
13107970402,0.3333333333333,0.003552233,0.0225
13107970500,0.1052631578947,0.003552233,0.0225
13107970601,0.4363636363636,0.003552233,0.0225
13107970602,0.1333333333333,0.003552233,0.0225
13109970100,0.2910447761194,0.00106934,0.0145
13109970200,0.6666666666667,0.00106934,0.0145
13109970300,0.2619047619048,0.00106934,0.0145
13111050100,0.2083333333333,0.003822234,0.0455
13111050200,0.2555555555556,0.003822234,0.0455
13111050300,0.0000000000000,0.003822234,0.0455
13111050400,0.1948051948052,0.003822234,0.0455
13111050500,0.0000000000000,0.003822234,0.0455
13113140102,0.1034482758621,0.019055621,0.0395
13113140103,0.0000000000000,0.019055621,0.0395
13113140104,-,0.019055621,0.0395
13113140203,0.1200000000000,0.019055621,0.0395
13113140204,0.3898305084746,0.019055621,0.0395
13113140206,0.6571428571429,0.019055621,0.0395
13113140207,0.4929577464789,0.019055621,0.0395
13113140209,1.0000000000000,0.019055621,0.0395
13113140210,0.0000000000000,0.019055621,0.0395
13113140303,0.2187500000000,0.019055621,0.0395
13113140304,0.7826086956522,0.019055621,0.0395
13113140305,0.3448275862069,0.019055621,0.0395
13113140307,-,0.019055621,0.0395
13113140308,0.5000000000000,0.019055621,0.0395
13113140309,0.4770642201835,0.019055621,0.0395
13113140403,0.3454545454545,0.019055621,0.0395
13113140404,0.6493506493506,0.019055621,0.0395
13113140405,0.7142857142857,0.019055621,0.0395
13113140406,0.2982456140351,0.019055621,0.0395
13113140408,1.0000000000000,0.019055621,0.0395
13113140409,0.0000000000000,0.019055621,0.0395
13113140410,0.4059405940594,0.019055621,0.0395
13113140501,1.0000000000000,0.019055621,0.0395
13113140502,0.0540540540541,0.019055621,0.0395
13115000100,0.4242424242424,0.004749158,0.0225
13115000202,0.1944444444444,0.004749158,0.0225
13115000203,0.1702127659574,0.004749158,0.0225
