2020 Census Tract,% of rental units occupied by 80% AMI and below with Severe Housing Problems,avg_pop_yoy_growth_2018_2021,avg_emp_growth_2020_2022
13047030100,0.4352941176471,0.006394682,0.0185
13047030201,0.1818181818182,0.006394682,0.0185
13047030202,0.1875000000000,0.006394682,0.0185
13047030303,0.0000000000000,0.006394682,0.0185
13047030304,0.4166666666667,0.006394682,0.0185
13047030305,0.3333333333333,0.006394682,0.0185
13047030306,0.0930232558140,0.006394682,0.0185
13047030402,0.3541666666667,0.006394682,0.0185
13047030403,0.0000000000000,0.006394682,0.0185
13047030404,0.0000000000000,0.006394682,0.0185
13047030501,0.2619047619048,0.006394682,0.0185
13047030502,0.1489361702128,0.006394682,0.0185
13047030600,0.4155844155844,0.006394682,0.0185
13047030701,0.1285714285714,0.006394682,0.0185
13047030702,0.4108910891089,0.006394682,0.0185
13049010101,0.3636363636364,-0.014497134,0.0225
13049010102,0.3333333333333,-0.014497134,0.0225
13049010200,0.2307692307692,-0.014497134,0.0225
13051000601,0.3200000000000,0.00895764,0.0395
13051001100,0.3913043478261,0.00895764,0.0395
13051001200,0.4344262295082,0.00895764,0.0395
13051002000,0.5352112676056,0.00895764,0.0395
13051002100,0.4150943396226,0.00895764,0.0395
13051002200,0.3405797101449,0.00895764,0.0395
13051002300,0.4529411764706,0.00895764,0.0395
13051002600,0.5957446808511,0.00895764,0.0395
13051002700,0.7432432432432,0.00895764,0.0395
13051002800,0.4285714285714,0.00895764,0.0395
13051002900,0.1851851851852,0.00895764,0.0395
13051003000,0.4375000000000,0.00895764,0.0395
13051003301,0.2884615384615,0.00895764,0.0395
13051003302,0.1190476190476,0.00895764,0.0395
13051003400,0.3333333333333,0.00895764,0.0395
13051003501,0.1864406779661,0.00895764,0.0395
13051003502,0.4067796610169,0.00895764,0.0395
13051003601,0.4728682170543,0.00895764,0.0395
13051003602,0.3657142857143,0.00895764,0.0395
13051003700,0.2241379310345,0.00895764,0.0395
13051003800,0.1842105263158,0.00895764,0.0395
13051003900,0.2037735849057,0.00895764,0.0395
13051004001,0.5213675213675,0.00895764,0.0395
13051004002,0.2365591397849,0.00895764,0.0395
13051004100,0.6666666666667,0.00895764,0.0395
13051004207,0.5471698113208,0.00895764,0.0395
13051004208,0.4512195121951,0.00895764,0.0395
13051004209,0.3972602739726,0.00895764,0.0395
13051004210,0.3095238095238,0.00895764,0.0395
13051004211,0.5400000000000,0.00895764,0.0395
13051004212,0.2500000000000,0.00895764,0.0395
13051004300,0.3625000000000,0.00895764,0.0395
13051004400,0.4719101123596,0.00895764,0.0395
13051004500,0.4029850746269,0.00895764,0.0395
13051010102,0.4444444444444,0.00895764,0.0395
13051010200,0.5303030303030,0.00895764,0.0395
13051010502,0.2621951219512,0.00895764,0.0395
13051010503,0.4047619047619,0.00895764,0.0395
13051010504,0.4416666666667,0.00895764,0.0395
13051010601,0.1568627450980,0.00895764,0.0395
13051010603,0.4000000000000,0.00895764,0.0395
13051010701,-,0.00895764,0.0395
13051010702,0.2173913043478,0.00895764,0.0395
13051010703,0.7183098591549,0.00895764,0.0395
13051010704,0.9107142857143,0.00895764,0.0395
13051010705,-,0.00895764,0.0395
13051010706,1.0000000000000,0.00895764,0.0395
13051010707,-,0.00895764,0.0395
13051010801,0.3424657534247,0.00895764,0.0395
13051010806,0.1914893617021,0.00895764,0.0395
13051010807,0.8602150537634,0.00895764,0.0395
13051010810,0.6250000000000,0.00895764,0.0395
13051010811,0.4000000000000,0.00895764,0.0395
13051010812,-,0.00895764,0.0395
13051010813,0.6250000000000,0.00895764,0.0395
13051010814,0.4081632653061,0.00895764,0.0395
13051010815,0.2083333333333,0.00895764,0.0395
13051010816,0.5652173913043,0.00895764,0.0395
13051010817,1.0000000000000,0.00895764,0.0395
13051010818,0.4509803921569,0.00895764,0.0395
13051010819,0.4722222222222,0.00895764,0.0395
13051010820,0.3818181818182,0.00895764,0.0395
13051010821,0.0000000000000,0.00895764,0.0395
13051010901,0.4474226804124,0.00895764,0.0395
13051011004,0.2222222222222,0.00895764,0.0395
13051011005,1.0000000000000,0.00895764,0.0395
13051011006,0.4642857142857,0.00895764,0.0395
13051011007,0.0000000000000,0.00895764,0.0395
13051011008,0.6296296296296,0.00895764,0.0395
13051011104,0.1372549019608,0.00895764,0.0395
13051011107,0.2500000000000,0.00895764,0.0395
13051011108,1.0000000000000,0.00895764,0.0395
13051011110,0.0000000000000,0.00895764,0.0395
13051011111,0.5798319327731,0.00895764,0.0395
13051011112,0.5625000000000,0.00895764,0.0395
13051011113,0.0000000000000,0.00895764,0.0395
13051011114,0.4074074074074,0.00895764,0.0395
13051011115,0.2200000000000,0.00895764,0.0395
13051011200,0.4810810810811,0.00895764,0.0395
13051011300,0.5348837209302,0.00895764,0.0395
13051011400,0.2988505747126,0.00895764,0.0395
13051011500,0.0000000000000,0.00895764,0.0395
13051011600,0.2000000000000,0.00895764,0.0395
13051011700,0.3678160919540,0.00895764,0.0395
13051011800,0.2333333333333,0.00895764,0.0395
13051011900,0.3611111111111,0.00895764,0.0395
13051980000,-,0.00895764,0.0395
13051990000,-,0.00895764,0.0395
13053020100,0.2948717948718,-0.039080643,0.005
13053020201,0.0000000000000,-0.039080643,0.005
13053020203,0.4411764705882,-0.039080643,0.005
13053020205,0.3333333333333,-0.039080643,0.005
13053020206,-,-0.039080643,0.005
13055010100,0.1904761904762,0.001087651,-0.0065
13055010201,0.0857142857143,0.001087651,-0.0065
13055010202,0.3750000000000,0.001087651,-0.0065
13055010300,0.2926829268293,0.001087651,-0.0065
13055010401,0.0000000000000,0.001087651,-0.0065
13055010402,0.3560606060606,0.001087651,-0.0065
13055010501,0.1818181818182,0.001087651,-0.0065
13055010502,0.1145833333333,0.001087651,-0.0065
13055010600,0.0533333333333,0.001087651,-0.0065
13057090101,0.0869565217391,0.027160799,0.0395
13057090102,0.4000000000000,0.027160799,0.0395
13057090103,0.0769230769231,0.027160799,0.0395
13057090201,0.5135135135135,0.027160799,0.0395
13057090202,0.5210526315789,0.027160799,0.0395
13057090301,0.5769230769231,0.027160799,0.0395
13057090302,0.0000000000000,0.027160799,0.0395
13057090303,0.0000000000000,0.027160799,0.0395
13057090401,0.3224637681159,0.027160799,0.0395
13057090402,0.0816326530612,0.027160799,0.0395
13057090503,-,0.027160799,0.0395
13057090504,-,0.027160799,0.0395
13057090505,-,0.027160799,0.0395
13057090506,0.4545454545455,0.027160799,0.0395
13057090507,-,0.027160799,0.0395
13057090603,0.3714285714286,0.027160799,0.0395
13057090604,0.4366197183099,0.027160799,0.0395
13057090605,0.4351851851852,0.027160799,0.0395
13057090606,0.2575757575758,0.027160799,0.0395
13057090703,0.0892857142857,0.027160799,0.0395
13057090704,0.7323943661972,0.027160799,0.0395
13057090705,0.7358490566038,0.027160799,0.0395
13057090706,-,0.027160799,0.0395
13057090707,0.0000000000000,0.027160799,0.0395
13057090708,0.3711340206186,0.027160799,0.0395
13057090709,0.7500000000000,0.027160799,0.0395
13057090710,-,0.027160799,0.0395
13057090805,0.2777777777778,0.027160799,0.0395
13057090806,0.0000000000000,0.027160799,0.0395
13057090807,0.8333333333333,0.027160799,0.0395
13057090808,0.4285714285714,0.027160799,0.0395
13057090809,0.0000000000000,0.027160799,0.0395
13057090810,0.2142857142857,0.027160799,0.0395
13057090905,0.2777777777778,0.027160799,0.0395
13057090906,0.0615384615385,0.027160799,0.0395
13057090907,0.0882352941176,0.027160799,0.0395
13057090908,1.0000000000000,0.027160799,0.0395
13057090909,0.2733812949640,0.027160799,0.0395
13057090910,0.6097560975610,0.027160799,0.0395
13057090911,0.0000000000000,0.027160799,0.0395
13057090912,0.3333333333333,0.027160799,0.0395
13057091001,0.4295774647887,0.027160799,0.0395
13057091006,0.8000000000000,0.027160799,0.0395
13057091007,0.0000000000000,0.027160799,0.0395
13057091009,0.4915254237288,0.027160799,0.0395
13057091010,0.0000000000000,0.027160799,0.0395
13057091011,0.6910569105691,0.027160799,0.0395
13057091012,0.8113207547170,0.027160799,0.0395
13057091013,0.3285714285714,0.027160799,0.0395
13057091014,0.5503875968992,0.027160799,0.0395
13057091101,0.5405405405405,0.027160799,0.0395
13057091104,0.1500000000000,0.027160799,0.0395
13057091105,0.4878048780488,0.027160799,0.0395
13057091106,0.3448275862069,0.027160799,0.0395
13057091107,0.1875000000000,0.027160799,0.0395
13057091108,0.6000000000000,0.027160799,0.0395
13059000100,0.6745562130178,0.009524488,0.014
13059000401,0.5192307692308,0.009524488,0.014
13059000402,0.6524590163934,0.009524488,0.014
13059000600,0.3355263157895,0.009524488,0.014
13059000900,0.4482758620690,0.009524488,0.014
13059001200,0.5067567567568,0.009524488,0.014
13059001700,0.1529411764706,0.009524488,0.014
13059001800,0.3582089552239,0.009524488,0.014
13059001900,0.4054054054054,0.009524488,0.014
13059002000,0.3661971830986,0.009524488,0.014
13059002100,0.5298013245033,0.009524488,0.014
13059002200,0.6470588235294,0.009524488,0.014
13059030101,0.6393442622951,0.009524488,0.014
13059030102,0.5244755244755,0.009524488,0.014
13059030200,0.4042553191489,0.009524488,0.014
13059130300,0.4680851063830,0.009524488,0.014
13059130400,0.2844036697248,0.009524488,0.014
13059130500,0.5813953488372,0.009524488,0.014
13059130601,0.0197368421053,0.009524488,0.014
13059130602,0.3301886792453,0.009524488,0.014
13059130701,0.4594594594595,0.009524488,0.014
13059130702,0.5454545454545,0.009524488,0.014
13059140300,0.3625000000000,0.009524488,0.014
13059140400,0.3414634146341,0.009524488,0.014
13059140500,0.5912408759124,0.009524488,0.014
13059140600,0.2615384615385,0.009524488,0.014
13059150300,0.5084745762712,0.009524488,0.014
13059150400,0.5251141552511,0.009524488,0.014
13059150500,0.4637096774194,0.009524488,0.014
13059150600,0.3411214953271,0.009524488,0.014
13059150701,0.5047169811321,0.009524488,0.014
13059150702,0.1379310344828,0.009524488,0.014
13059150800,0.3278688524590,0.009524488,0.014
13059150900,0.5909090909091,0.009524488,0.014
13061960300,0.1346938775510,-0.013271713,-0.011
13063040202,0.3587628865979,0.018409548,0.039
13063040203,0.1973684210526,0.018409548,0.039
13063040204,0.3000000000000,0.018409548,0.039
13063040302,0.3933649289100,0.018409548,0.039
13063040306,0.1804511278195,0.018409548,0.039
13063040307,0.1688311688312,0.018409548,0.039
13063040308,0.4361702127660,0.018409548,0.039
13063040309,0.3826086956522,0.018409548,0.039
13063040310,0.6000000000000,0.018409548,0.039
13063040407,0.2461538461538,0.018409548,0.039
13063040409,0.3900000000000,0.018409548,0.039
13063040410,0.1216216216216,0.018409548,0.039
13063040414,0.3170731707317,0.018409548,0.039
13063040416,0.3902439024390,0.018409548,0.039
13063040417,0.4232081911263,0.018409548,0.039
13063040418,1.0000000000000,0.018409548,0.039
13063040419,0.4744897959184,0.018409548,0.039
13063040420,0.0909090909091,0.018409548,0.039
13063040421,0.5384615384615,0.018409548,0.039
13063040422,0.3828125000000,0.018409548,0.039
13063040423,0.2171428571429,0.018409548,0.039
13063040424,0.2758620689655,0.018409548,0.039
13063040425,0.3445378151261,0.018409548,0.039
13063040426,0.7377049180328,0.018409548,0.039
13063040427,0.1940298507463,0.018409548,0.039
13063040509,0.3582089552239,0.018409548,0.039
13063040510,0.5773195876289,0.018409548,0.039
13063040512,0.3986486486486,0.018409548,0.039
13063040513,0.3787878787879,0.018409548,0.039
13063040518,0.4049079754601,0.018409548,0.039
13063040519,0.3097560975610,0.018409548,0.039
13063040521,0.3296703296703,0.018409548,0.039
13063040522,0.4219653179191,0.018409548,0.039
13063040523,0.4684684684685,0.018409548,0.039
13063040525,0.4576271186441,0.018409548,0.039
13063040527,0.5000000000000,0.018409548,0.039
13063040528,0.4000000000000,0.018409548,0.039
13063040529,0.4561403508772,0.018409548,0.039
13063040530,0.3149606299213,0.018409548,0.039
13063040531,0.3282442748092,0.018409548,0.039
13063040532,0.1029411764706,0.018409548,0.039
13063040533,0.5038167938931,0.018409548,0.039
13063040534,0.5344827586207,0.018409548,0.039
13063040535,0.4590163934426,0.018409548,0.039
13063040536,0.1842105263158,0.018409548,0.039
13063040537,0.4833333333333,0.018409548,0.039
13063040538,0.3888888888889,0.018409548,0.039
13063040606,0.2916666666667,0.018409548,0.039
13063040609,0.6460176991150,0.018409548,0.039
13063040614,0.5555555555556,0.018409548,0.039
13063040615,0.1666666666667,0.018409548,0.039
13063040617,0.2785714285714,0.018409548,0.039
13063040623,0.5384615384615,0.018409548,0.039
13063040624,0.0000000000000,0.018409548,0.039
13063040625,0.4166666666667,0.018409548,0.039
13063040626,0.3574468085106,0.018409548,0.039
13063040627,0.3783783783784,0.018409548,0.039
13063040628,0.1666666666667,0.018409548,0.039
13063040629,0.4430379746835,0.018409548,0.039
13063040630,0.2947368421053,0.018409548,0.039
13063040631,0.4130434782609,0.018409548,0.039
13063040632,0.5428571428571,0.018409548,0.039
13063040633,0.5689655172414,0.018409548,0.039
13063040634,0.4300518134715,0.018409548,0.039
13063040635,0.1136363636364,0.018409548,0.039
13063040636,1.0000000000000,0.018409548,0.039
13063040637,0.3589743589744,0.018409548,0.039
13063040638,0.1562500000000,0.018409548,0.039
13063040639,0.0000000000000,0.018409548,0.039
13063980000,-,0.018409548,0.039
13065970100,0.3387096774194,-0.000249748,0.0155
13065970200,0.5084745762712,-0.000249748,0.0155
13067030104,0.3979591836735,0.007743845,0.0395
13067030107,0.2857142857143,0.007743845,0.0395
13067030108,0.0307692307692,0.007743845,0.0395
13067030109,0.0428571428571,0.007743845,0.0395
13067030110,0.3750000000000,0.007743845,0.0395
13067030111,0.8947368421053,0.007743845,0.0395
13067030112,0.4186046511628,0.007743845,0.0395
13067030113,0.1666666666667,0.007743845,0.0395
13067030220,0.1666666666667,0.007743845,0.0395
13067030233,0.2500000000000,0.007743845,0.0395
13067030235,0.1428571428571,0.007743845,0.0395
13067030236,0.0000000000000,0.007743845,0.0395
13067030240,0.6511627906977,0.007743845,0.0395
13067030241,0.0000000000000,0.007743845,0.0395
13067030242,0.3333333333333,0.007743845,0.0395
13067030243,0.7333333333333,0.007743845,0.0395
13067030244,0.0000000000000,0.007743845,0.0395
13067030245,-,0.007743845,0.0395
13067030246,0.2500000000000,0.007743845,0.0395
13067030247,0.4267515923567,0.007743845,0.0395
13067030248,0.7058823529412,0.007743845,0.0395
13067030249,0.6923076923077,0.007743845,0.0395
13067030250,0.0000000000000,0.007743845,0.0395
13067030251,0.0000000000000,0.007743845,0.0395
13067030252,1.0000000000000,0.007743845,0.0395
13067030253,0.2285714285714,0.007743845,0.0395
13067030254,0.0000000000000,0.007743845,0.0395
13067030255,0.4117647058824,0.007743845,0.0395
13067030256,-,0.007743845,0.0395
13067030257,0.5555555555556,0.007743845,0.0395
13067030258,0.3225806451613,0.007743845,0.0395
13067030259,0.1568627450980,0.007743845,0.0395
13067030260,0.8055555555556,0.007743845,0.0395
13067030261,0.0000000000000,0.007743845,0.0395
13067030262,-,0.007743845,0.0395
13067030263,0.5357142857143,0.007743845,0.0395
13067030264,0.0000000000000,0.007743845,0.0395
13067030265,0.0000000000000,0.007743845,0.0395
13067030266,-,0.007743845,0.0395
13067030267,1.0000000000000,0.007743845,0.0395
13067030268,-,0.007743845,0.0395
13067030269,0.0000000000000,0.007743845,0.0395
13067030270,-,0.007743845,0.0395
13067030271,1.0000000000000,0.007743845,0.0395
13067030272,0.1355932203390,0.007743845,0.0395
13067030273,0.0000000000000,0.007743845,0.0395
13067030274,0.6190476190476,0.007743845,0.0395
13067030275,0.5500000000000,0.007743845,0.0395
13067030276,1.0000000000000,0.007743845,0.0395
13067030277,-,0.007743845,0.0395
13067030278,0.4342105263158,0.007743845,0.0395
13067030319,0.3333333333333,0.007743845,0.0395
13067030322,0.5000000000000,0.007743845,0.0395
13067030324,0.0000000000000,0.007743845,0.0395
13067030326,0.0000000000000,0.007743845,0.0395
13067030327,0.1098039215686,0.007743845,0.0395
13067030329,0.5000000000000,0.007743845,0.0395
13067030331,0.0000000000000,0.007743845,0.0395
13067030332,0.6666666666667,0.007743845,0.0395
13067030334,0.5000000000000,0.007743845,0.0395
