2020 Census Tract,geoid_,County Name,% of rental units occupied by 80% AMI and below with Severe Housing Problems,Average: YoY Growth 2018-2021,Is 2021 greater than 2011?,Average change: 2020-2022
13121007703,,,51.2,,,
13121007705,,,29.757785467128027,,,
13121007707,,,58.82352941176471,,,
13121007708,,,28.24427480916031,,,
13121007709,,,88.67924528301887,,,
13121007710,,,68.12749003984064,,,
13121007711,,,35.064935064935064,,,
13121007805,,,18.446601941747574,,,
13121007806,,,33.14285714285714,,,
13121007807,,,53.278688524590166,,,
13121007808,,,42.99516908212561,,,
13121007809,,,73.01587301587301,,,
13121007810,,,20.952380952380953,,,
13121007900,,,28.30188679245283,,,
13121008000,,,58.38926174496645,,,
13121008103,,,24.390243902439025,,,
13121008104,,,30.46875,,,
13121008202,,,72.89719626168224,,,
13121008203,,,33.51955307,,,
13121008204,,,46.07843137254902,,,
13121008301,,,22.641509433962266,,,
13121008302,,,41.81818181818181,,,
13121008400,,,31.538461538461537,,,
13121008500,,,59.32203389830508,,,
13121008601,,,53.100775193798455,,,
13121008602,,,41.09589041,,,
13121008701,,,26.903553299492383,,,
13121008702,,,13.592233009708737,,,
13121008801,,,56.52173913043478,,,
13121008802,,,32.25806451612903,,,
13121008903,,,45.76271186440678,,,
13121008905,,,30,,,
13121008906,,,0,,,
13121008907,,,25.925925925925924,,,
13121008908,,,68.49315068,,,
13121008909,,,28.57142857142857,,,
13121009001,,,28.57142857142857,,,
13121009002,,,----------------------------------------------------------------------------------------------------,,,
13121009103,,,30.612244897959183,,,
13121009104,,,46.55172413793103,,,
13121009105,,,----------------------------------------------------------------------------------------------------,,,
13121009106,,,23.61111111111111,,,
13121009201,,,45.09803921568628,,,
13121009202,,,45,,,
13121009203,,,5.454545454545454,,,
13121009301,,,15.555555555555555,,,
13121009302,,,69.49152542372882,,,
13121009405,,,71.35135135135135,,,
13121009406,,,81.25,,,
13121009407,,,21.428571428571427,,,
13121009408,,,30.17241379310345,,,
13121009409,,,64.61538461538461,,,
13121009410,,,52.63157894736842,,,
13121009411,,,0,,,
13121009501,,,30,,,
13121009503,,,18.823529411764707,,,
13121009504,,,82.75862068965517,,,
13121009601,,,38.775510204081634,,,
13121009604,,,67.21311475409836,,,
13121009605,,,40.59405941,,,
13121009606,,,100,,,
13121009607,,,78.16091954022988,,,
13121009700,,,----------------------------------------------------------------------------------------------------,,,
13121009802,,,62.22222222222222,,,
13121009803,,,27.692307692307693,,,
13121009804,,,----------------------------------------------------------------------------------------------------,,,
13121009900,,,65.21739130434783,,,
13121010003,,,66.66666666666666,,,
13121010004,,,----------------------------------------------------------------------------------------------------,,,
13121010005,,,----------------------------------------------------------------------------------------------------,,,
13121010006,,,53.77358490566038,,,
13121010007,,,0,,,
13121010106,,,25.396825396825395,,,
13121010107,,,----------------------------------------------------------------------------------------------------,,,
13121010108,,,83.92857142857143,,,
13121010115,,,67.85714285714286,,,
13121010117,,,48.66666666666667,,,
13121010120,,,46.666666666666664,,,
13121010121,,,36.666666666666664,,,
13121010124,,,47.66355140186916,,,
13121010125,,,39.726027397260275,,,
13121010126,,,28.205128205128204,,,
13121010127,,,32.35294117647059,,,
13121010128,,,50,,,
13121010129,,,65,,,
13121010130,,,81.13207547169812,,,
13121010131,,,51.21951219512195,,,
13121010132,,,50.877192982456144,,,
13121010133,,,86.25,,,
13121010134,,,25.423728813559322,,,
13121010135,,,62.35294117647059,,,
13121010136,,,60,,,
13121010137,,,35.84905660377358,,,
13121010204,,,50,,,
13121010211,,,71.42857142857143,,,
13121010212,,,75.16339869281046,,,
13121010213,,,37.142857142857146,,,
13121010214,,,20.408163265306122,,,
13121010215,,,45.45454545454545,,,
13121010216,,,76.47058823529412,,,
13121010217,,,61.53846153846154,,,
13121010218,,,0,,,
13121010219,,,28.30188679245283,,,
13121010220,,,38.028169014084504,,,
13121010221,,,39.285714285714285,,,
13121010222,,,60,,,
13121010223,,,----------------------------------------------------------------------------------------------------,,,
13121010305,,,54.761904761904766,,,
13121010306,,,3.4782608695652173,,,
13121010307,,,21.73913043478261,,,
13121010308,,,100,,,
13121010309,,,74.41860465,,,
13121010310,,,----------------------------------------------------------------------------------------------------,,,
13121010311,,,100,,,
13121010312,,,42.30769230769231,,,
13121010313,,,29.87012987012987,,,
13121010314,,,0,,,
13121010315,,,0,,,
13121010401,,,32.967032967032964,,,
13121010402,,,66.66666666666666,,,
13121010508,,,40.909090909090914,,,
13121010517,,,78.72340425531915,,,
13121010518,,,57.692307692307686,,,
13121010519,,,33,,,
13121010520,,,31.746031746031743,,,
13121010521,,,37.03703703703704,,,
13121010522,,,49.707602339181285,,,
13121010523,,,18.181818181818183,,,
13121010524,,,9.6,,,
13121010525,,,23.497267759562842,,,
13121010526,,,57.77777777777777,,,
13121010527,,,48.275862068965516,,,
13121010528,,,63.59223300970874,,,
13121010529,,,49.09090909090909,,,
13121010530,,,38.59649122807017,,,
13121010531,,,100,,,
13121010532,,,100,,,
13121010533,,,64.42307692307693,,,
13121010534,,,48.41269841269841,,,
13121010535,,,0,,,
13121010536,,,27.27272727272727,,,
13121010537,,,45.45454545454545,,,
13121010538,,,31.69811320754717,,,
13121010539,,,62.79069767,,,
13121010540,,,0,,,
13121010601,,,31.70731707317073,,,
13121010603,,,35.84905660377358,,,
13121010604,,,55.02958579881657,,,
13121010801,,,22.727272727272727,,,
13121010802,,,32.89473684210527,,,
13121011000,,,38.095238095238095,,,
13121011100,,,40.98360655737705,,,
13121011202,,,38.970588235294116,,,
13121011203,,,48.93617021276596,,,
13121011204,,,48.214285714285715,,,
13121011301,,,53.191489361702125,,,
13121011306,,,46.666666666666664,,,
13121011307,,,43.79562043795621,,,
13121011308,,,21.59090909090909,,,
13121011309,,,54.86725663716814,,,
13121011310,,,26.339285714285715,,,
13121011416,,,0,,,
13121011417,,,80,,,
13121011419,,,48.275862068965516,,,
13121011421,,,46.043165467625904,,,
13121011422,,,17.24137931034483,,,
13121011423,,,93.75,,,
13121011424,,,35.714285714285715,,,
13121011426,,,53.84615384615385,,,
13121011428,,,0,,,
13121011429,,,23.333333333333332,,,
13121011430,,,24.519230769230766,,,
13121011431,,,39.02439024390244,,,
13121011432,,,35.13513513513514,,,
13121011433,,,----------------------------------------------------------------------------------------------------,,,
13121011434,,,0,,,
13121011435,,,62.857142857142854,,,
13121011436,,,----------------------------------------------------------------------------------------------------,,,
13121011437,,,54.285714285714285,,,
13121011438,,,30.097087378640776,,,
13121011439,,,73.33333333333333,,,
13121011440,,,23.809523809523807,,,
13121011441,,,85.71428571428571,,,
13121011442,,,76.31578947368422,,,
13121011443,,,68.88888888888889,,,
13121011444,,,0,,,
13121011445,,,62.5,,,
13121011446,,,----------------------------------------------------------------------------------------------------,,,
13121011505,,,----------------------------------------------------------------------------------------------------,,,
13121011507,,,----------------------------------------------------------------------------------------------------,,,
13121011508,,,----------------------------------------------------------------------------------------------------,,,
13121011509,,,100,,,
13121011510,,,----------------------------------------------------------------------------------------------------,,,
13121011511,,,0,,,
13121011512,,,13.793103448275861,,,
13121011513,,,0,,,
13121011514,,,0,,,
13121011515,,,----------------------------------------------------------------------------------------------------,,,
13121011612,,,----------------------------------------------------------------------------------------------------,,,
13121011618,,,75.67567567567568,,,
13121011624,,,----------------------------------------------------------------------------------------------------,,,
13121011627,,,29.82456140350877,,,
13121011628,,,36.11111111111111,,,
13121011629,,,----------------------------------------------------------------------------------------------------,,,
13121011630,,,33.33333333333333,,,
13121011631,,,23.809523809523807,,,
13121011632,,,65.71428571428571,,,
13121011633,,,0,,,
13121011634,,,76.19047619047619,,,
13121011635,,,100,,,
13121011636,,,45.94594594594595,,,
13121011637,,,100,,,
13121011638,,,19.35483870967742,,,
13121011639,,,57.14285714285714,,,
13121011640,,,56.00000000000001,,,
13121011641,,,----------------------------------------------------------------------------------------------------,,,
13121011642,,,100,,,
13121011643,,,47.56097561,,,
13121011644,,,35.714285714285715,,,
13121011645,,,100,,,
13121011646,,,44.94382022,,,
13121011647,,,56.12244897959183,,,
13121011648,,,0,,,
13121011649,,,40,,,
13121011650,,,60.526315789473685,,,
13121011651,,,75,,,
13121011652,,,48.148148148148145,,,
13121011653,,,----------------------------------------------------------------------------------------------------,,,
13121011654,,,44.44444444444444,,,
13121011655,,,55.55555555555556,,,
13121011656,,,----------------------------------------------------------------------------------------------------,,,
13121011657,,,----------------------------------------------------------------------------------------------------,,,
13121011658,,,48.717948717948715,,,
13121011659,,,39.39393939393939,,,
13121011660,,,78.72340425531915,,,
13121011661,,,----------------------------------------------------------------------------------------------------,,,
13121011801,,,25,,,
13121011802,,,44.73684210526316,,,
13121011901,,,51.60714285714286,,,
13121011902,,,47.72727272727273,,,
13121012000,,,59.48905109489051,,,
13121012300,,,13.286713286713287,,,
13121980000,,,----------------------------------------------------------------------------------------------------,,,
13123080100,,,10,,,
13123080200,,,44.06779661016949,,,
13123080301,,,26.923076923076923,,,
13123080302,,,25.233644859813083,,,
13123080401,,,0,,,
13123080402,,,31.25,,,
13123080403,,,20,,,
13123080500,,,16.32653061,,,
13125010100,,,37.5,,,
13127000101,,,55.55555555555556,,,
13127000103,,,33.33333333333333,,,
13127000104,,,11.428571428571429,,,
13127000201,,,25,,,
13127000202,,,86.66666666666667,,,
13127000301,,,0,,,
13127000302,,,33.33333333333333,,,
13127000303,,,----------------------------------------------------------------------------------------------------,,,
13127000403,,,23.448275862068964,,,
13127000405,,,32.142857142857146,,,
13127000406,,,0,,,
13127000407,,,37.93103448275862,,,
13127000408,,,21.428571428571427,,,
13127000409,,,71.42857142857143,,,
13127000501,,,33.78378378378378,,,
13127000503,,,40.76923076923077,,,
13127000504,,,45.33333333333333,,,
13127000601,,,14.87603305785124,,,
13127000602,,,0,,,
13127000701,,,21.875,,,
13127000702,,,47.183098591549296,,,
13127000800,,,25.38860103626943,,,
13127000900,,,47.59036144578313,,,
13127001001,,,20.833333333333336,,,
13127001002,,,19.047619047619047,,,
13127990000,,,----------------------------------------------------------------------------------------------------,,,
13129970101,,,0,,,
13129970102,,,1.7777777777777777,,,
13129970201,,,17.77777777777778,,,
13129970202,,,86.36363636363636,,,
13129970301,,,44.52554744525548,,,
13129970302,,,31.73076923076923,,,
13129970400,,,43.58974358974359,,,
13129970500,,,37.22222222222222,,,
13129970601,,,16.666666666666664,,,
13129970602,,,32.846715328467155,,,
13129970700,,,30.952380952380953,,,
13129970801,,,50,,,
13129970802,,,0,,,
13129970901,,,30,,,
13129970902,,,25.555555555555554,,,
13131950100,,,21.666666666666668,,,
13131950200,,,4.444444444444445,,,
13131950300,,,42.857142857142854,,,
13131950401,,,38.775510204081634,,,
13131950402,,,27.083333333333332,,,
13131950501,,,0,,,
13131950502,,,55.73770491803278,,,
13131950600,,,8,,,
13133950100,,,18.75,,,
13133950200,,,32.5,,,
13133950301,,,75,,,
13133950302,,,7.2727272727272725,,,
13133950304,,,8,,,
13133950305,,,36.27450980392157,,,
13133950400,,,45,,,
13133950500,,,8,,,
13135050105,,,40.4040404,,,
13135050110,,,89.0625,,,
13135050111,,,26.923076923076923,,,
13135050112,,,30.952380952380953,,,
13135050113,,,38.18181818181819,,,
13135050114,,,29.166666666666668,,,
13135050115,,,29.82456140350877,,,
13135050116,,,----------------------------------------------------------------------------------------------------,,,
13135050117,,,0,,,
13135050118,,,29.03225806451613,,,
13135050119,,,21.951219512195124,,,
13135050120,,,0,,,
13135050121,,,66.66666666666666,,,
13135050205,,,51.31578947368421,,,
13135050215,,,31.506849315068493,,,
13135050218,,,37.333333333333336,,,
13135050219,,,40.32258064516129,,,
13135050221,,,18.39080459770115,,,
13135050222,,,30.5,,,
13135050223,,,39.83739837398374,,,
13135050224,,,87.87878787878788,,,
13135050225,,,31.25,,,
13135050226,,,43.93939393939394,,,
13135050227,,,0,,,
13135050228,,,48.18181818181818,,,
13135050229,,,34.78260869565217,,,
13135050230,,,43,,,
13135050231,,,57.27272727272727,,,
13135050232,,,100,,,
13135050233,,,41.37931034482759,,,
13135050234,,,20.588235294117645,,,
13135050235,,,100,,,
13135050236,,,55.932203389830505,,,
13135050237,,,22.22222222222222,,,
13135050238,,,84.375,,,
13135050239,,,60,,,
13135050240,,,----------------------------------------------------------------------------------------------------,,,
13135050241,,,----------------------------------------------------------------------------------------------------,,,
13135050242,,,----------------------------------------------------------------------------------------------------,,,
13135050243,,,100,,,
13135050244,,,----------------------------------------------------------------------------------------------------,,,
13135050306,,,36.58536585365854,,,
13135050308,,,----------------------------------------------------------------------------------------------------,,,
13135050311,,,0,,,
13135050315,,,46.71280276816609,,,
13135050317,,,42.081447963800905,,,
13135050318,,,45.86466165413533,,,
13135050321,,,20,,,
13135050322,,,100,,,
13135050323,,,0,,,
13135050324,,,40.78947368421053,,,
13135050325,,,73.17073170731707,,,
13135050326,,,45.614035087719294,,,
13135050327,,,47.368421052631575,,,
13135050328,,,34.48275862068966,,,
13135050329,,,57.47126436781609,,,
13135050330,,,50,,,
13135050331,,,39.473684210526315,,,
13135050332,,,32.3943662,,,
13135050333,,,45.26315789473684,,,
13135050334,,,21.69811320754717,,,
13135050335,,,67.16417910447761,,,
13135050336,,,100,,,
13135050415,,,65.38461538461539,,,
13135050416,,,13.953488372093023,,,
13135050425,,,0,,,
13135050427,,,86.66666666666667,,,
13135050430,,,46.06741573033708,,,
13135050433,,,47.94520547945205,,,
13135050435,,,22.22222222222222,,,
13135050437,,,34.25925925925926,,,
13135050438,,,27.017543859649123,,,
13135050439,,,64.54545454545455,,,
13135050440,,,56.52173913043478,,,
13135050441,,,26.380368098159508,,,
13135050442,,,28.947368421052634,,,
13135050443,,,57.14285714285714,,,
13135050444,,,48.148148148148145,,,
13135050445,,,47.27272727272727,,,
13135050446,,,48.25174825174825,,,
13135050447,,,29.7029703,,,
13135050448,,,53.25443786982249,,,
13135050449,,,45.91836734693878,,,
13135050450,,,16,,,
13135050451,,,28.74251497005988,,,
13135050452,,,53.48837209302325,,,
13135050453,,,37.32394366197183,,,
13135050454,,,22.950819672131146,,,
13135050455,,,61.224489795918366,,,
13135050456,,,56.41025641025641,,,
13135050457,,,50,,,
13135050458,,,92.41379310344827,,,
13135050459,,,60,,,
13135050460,,,52.475247524752476,,,
13135050461,,,----------------------------------------------------------------------------------------------------,,,
13135050462,,,100,,,
13135050463,,,46.568627450980394,,,
13135050464,,,80,,,
13135050465,,,0,,,
13135050466,,,100,,,
13135050520,,,40.59405941,,,
13135050521,,,33.62068965517241,,,
13135050522,,,54.08163265306123,,,
13135050526,,,56.94444444444444,,,
13135050528,,,0,,,
13135050529,,,8.888888889,,,
13135050530,,,46.666666666666664,,,
13135050536,,,46.590909090909086,,,
13135050537,,,48.167539267015705,,,
13135050539,,,54.42176871,,,
13135050541,,,40.39215686,,,
13135050542,,,46.69117647058824,,,
13135050549,,,53.57142857142857,,,
13135050550,,,8.510638298,,,
13135050551,,,0,,,
13135050552,,,41.935483870967744,,,
13135050553,,,0,,,
13135050554,,,67.03296703296702,,,
13135050555,,,0,,,
13135050556,,,25.37313432835821,,,
13135050557,,,9.756097561,,,
13135050558,,,81.81818181818183,,,
13135050559,,,23.52941176470588,,,
13135050560,,,100,,,
13135050561,,,46.601941747572816,,,
13135050562,,,72.26277372262774,,,
13135050563,,,11.11111111111111,,,
13135050564,,,40.38461538461539,,,
13135050565,,,50,,,
13135050566,,,100,,,
13135050567,,,57.99999999999999,,,
13135050568,,,25,,,
13135050569,,,70.62937062937063,,,
13135050570,,,5.555555555555555,,,
13135050571,,,94.44444444444444,,,
13135050572,,,72.72727272727273,,,
13135050573,,,0,,,
13135050574,,,51.955307262569825,,,
13135050575,,,34.78260869565217,,,
13135050576,,,22.727272727272727,,,
13135050577,,,28.767123287671232,,,
13135050578,,,0,,,
13135050579,,,57.692307692307686,,,
13135050580,,,3.100775194,,,
13135050581,,,11.11111111111111,,,
13135050582,,,----------------------------------------------------------------------------------------------------,,,
13135050583,,,72.22222222222221,,,
13135050584,,,0,,,
13135050585,,,0,,,
13135050586,,,100,,,
13135050587,,,100,,,
13135050588,,,100,,,
13135050589,,,80.95238095238095,,,
13135050590,,,35.13513513513514,,,
13135050591,,,0,,,
13135050611,,,0,,,
13135050612,,,46.15384615384615,,,
13135050613,,,52.94117647058824,,,
13135050614,,,100,,,
13135050615,,,0,,,
13135050616,,,0,,,
13135050617,,,28.000000000000004,,,
13135050618,,,----------------------------------------------------------------------------------------------------,,,
13135050619,,,53.84615384615385,,,
13135050620,,,100,,,
13135050621,,,100,,,
13135050622,,,35,,,
13135050623,,,----------------------------------------------------------------------------------------------------,,,
13135050624,,,100,,,
13135050625,,,100,,,
13135050626,,,0,,,
13135050627,,,55.88235294117647,,,
13135050628,,,0,,,
13135050629,,,----------------------------------------------------------------------------------------------------,,,
13135050630,,,70,,,
13135050631,,,0,,,
13135050632,,,----------------------------------------------------------------------------------------------------,,,
13135050633,,,39.603960396039604,,,
13135050634,,,26.027397260273972,,,
13135050635,,,0,,,
13135050636,,,----------------------------------------------------------------------------------------------------,,,
13135050715,,,44,,,
13135050719,,,36.36363636363637,,,
13135050722,,,12.698412698412698,,,
13135050725,,,20,,,
13135050729,,,42.64705882352941,,,
13135050732,,,41.53846153846154,,,
13135050733,,,39.5,,,
13135050734,,,48.64864864864865,,,
13135050735,,,35,,,
13135050736,,,0,,,
13135050737,,,100,,,
13135050738,,,----------------------------------------------------------------------------------------------------,,,
13135050739,,,0,,,
13135050740,,,0,,,
13135050741,,,46.15384615384615,,,
13135050742,,,93.22033898305084,,,
13135050743,,,80,,,
13135050744,,,0,,,
13135050745,,,0,,,
13135050746,,,0,,,
13135050747,,,36.36363636363637,,,
13135050748,,,100,,,
13135050749,,,66.66666666666666,,,
13135050750,,,100,,,
13135050751,,,26.41509433962264,,,
13135050752,,,52.63157894736842,,,
13135050753,,,28.000000000000004,,,
13135050754,,,62.16216216216216,,,
13135050755,,,100,,,
13135050756,,,100,,,
13135050757,,,0,,,
13135050758,,,88.23529411764706,,,
13135050759,,,100,,,
13135050760,,,84.61538461538461,,,
13135050761,,,100,,,
13135050762,,,0,,,
13135050763,,,0,,,
13135050764,,,8.75,,,
13135050765,,,10.256410256410255,,,
13137000100,,,10.526315789473683,,,
13137000201,,,31.03448275862069,,,
13137000203,,,25,,,
13137000204,,,----------------------------------------------------------------------------------------------------,,,
13137000300,,,15.714285714285714,,,
13137000400,,,4.255319149,,,
13137000501,,,100,,,
13137000502,,,25,,,
13137000601,,,52.5,,,
13137000603,,,75.60975609756098,,,
13137000604,,,25.37313432835821,,,
13139000101,,,12.631578947368421,,,
13139000102,,,0,,,
13139000203,,,62.96296296296296,,,
13139000204,,,55.55555555555556,,,
13139000205,,,25,,,
13139000206,,,40,,,
13139000303,,,61.29032258064516,,,
13139000304,,,81.81818181818183,,,
13139000305,,,35.483870967741936,,,
13139000306,,,40,,,
13139000307,,,6.521739130434782,,,
13139000401,,,32.20338983050847,,,
13139000402,,,50,,,
13139000501,,,25.31645569620253,,,
13139000502,,,69.47368421052632,,,
13139000601,,,47.25274725274725,,,
13139000602,,,52.54237288135594,,,
13139000702,,,21.052631578947366,,,
13139000703,,,63.716814159292035,,,
13139000704,,,68.18181818181817,,,
13139000800,,,55.072463768115945,,,
13139000901,,,48,,,
13139000902,,,41.52542372881356,,,
13139001004,,,31.76470588235294,,,
13139001005,,,0,,,
13139001006,,,21.27659574468085,,,
13139001007,,,40.18691588785047,,,
13139001008,,,32.70440251572327,,,
13139001101,,,50.955414012738856,,,
13139001102,,,69.49152542372882,,,
13139001202,,,70.47619047619048,,,
13139001203,,,30,,,
13139001204,,,36.17021276595745,,,
13139001302,,,19.047619047619047,,,
13139001303,,,56.666666666666664,,,
13139001304,,,56.60377358490566,,,
13139001402,,,23.333333333333332,,,
13139001404,,,33.33333333333333,,,
13139001405,,,32.093023255813954,,,
13139001406,,,66.66666666666666,,,
13139001501,,,8.695652173913043,,,
13139001502,,,51.42857142857142,,,
13139001603,,,52.38095238095239,,,
13139001605,,,73.33333333333333,,,
13139001606,,,59.25925925925925,,,
13139001607,,,59.183673469387756,,,
13139001609,,,----------------------------------------------------------------------------------------------------,,,
13139001610,,,66.66666666666666,,,
13139001611,,,0,,,
13139001612,,,----------------------------------------------------------------------------------------------------,,,
13141480300,,,54.6875,,,
13141480400,,,18.852459016393443,,,
13143010100,,,55.10204081632652,,,
13143010201,,,2.4390243902439024,,,
13143010202,,,91.83673469387756,,,
13143010301,,,38.88888888888889,,,
13143010303,,,54.83870967741935,,,
13143010304,,,29.09090909090909,,,
13143010401,,,39.39393939393939,,,
13143010402,,,44.61538461538462,,,
13145120198,,,23.599999999999998,,,
13145120200,,,33.33333333333333,,,
13145120301,,,12.307692307692308,,,
13145120302,,,47.368421052631575,,,
13145120401,,,100,,,
13145120403,,,----------------------------------------------------------------------------------------------------,,,
13145120404,,,18.75,,,
13147960101,,,100,,,
13147960102,,,0,,,
13147960103,,,25,,,
13147960200,,,21.428571428571427,,,
13147960300,,,26.229508196721312,,,
13147960401,,,13.333333333333334,,,
13147960402,,,55.38461538461539,,,
13147960501,,,17.857142857142858,,,
13147960502,,,0,,,
13147960503,,,56.00000000000001,,,
13149970100,,,26.77165354330709,,,
13149970200,,,42.285714285714285,,,
13149970300,,,13.20754716981132,,,
13151070109,,,17.5,,,
13151070113,,,19.791666666666664,,,
13151070114,,,26.848249027237355,,,
13151070115,,,83.33333333333334,,,
13151070116,,,0,,,
13151070117,,,0,,,
13151070118,,,20,,,
13151070119,,,47.51381215469613,,,
13151070120,,,75.75757575757575,,,
13151070121,,,13.793103448275861,,,
13151070122,,,35.714285714285715,,,
13151070123,,,22.772277227722775,,,
13151070124,,,----------------------------------------------------------------------------------------------------,,,
13151070125,,,0,,,
13151070126,,,62.66666666666667,,,
13151070127,,,33.61344537815126,,,
13151070128,,,18.867924528301888,,,
13151070204,,,0,,,
13151070206,,,100,,,
13151070207,,,0,,,
13151070208,,,61.53846153846154,,,
13151070209,,,0,,,
13151070210,,,0,,,
13151070211,,,17.857142857142858,,,
13151070212,,,16.417910447761194,,,
13151070213,,,----------------------------------------------------------------------------------------------------,,,
13151070214,,,----------------------------------------------------------------------------------------------------,,,
13151070215,,,0,,,
13151070216,,,0,,,
13151070307,,,40,,,
13151070310,,,77.27272727272727,,,
13151070312,,,34.375,,,
13151070313,,,56.25,,,
13151070314,,,0,,,
13151070315,,,46.42857142857143,,,
13151070316,,,25,,,
13151070317,,,48.57142857142857,,,
13151070318,,,48.78048780487805,,,
13151070319,,,44.44444444444444,,,
13151070320,,,0,,,
13151070321,,,----------------------------------------------------------------------------------------------------,,,
13151070322,,,32.743362831858406,,,
13151070323,,,23.61111111111111,,,
13151070324,,,55.85585585585585,,,
13151070325,,,72.54901960784314,,,
13151070405,,,26.666666666666668,,,
13151070406,,,45.16129032258064,,,
13151070407,,,0,,,
13151070408,,,----------------------------------------------------------------------------------------------------,,,
13151070409,,,100,,,
13151070410,,,48.24561403508772,,,
13151070411,,,28.37837837837838,,,
13151070412,,,31.57894736842105,,,
13151070503,,,36.666666666666664,,,
13151070504,,,23.809523809523807,,,
13151070505,,,69.56521739130434,,,
13151070506,,,40.476190476190474,,,
13151070507,,,0,,,
13151070508,,,----------------------------------------------------------------------------------------------------,,,
13153020106,,,28.235294117647058,,,
13153020108,,,41.59292035,,,
13153020110,,,31.67701863354037,,,
13153020111,,,23.91304347826087,,,
13153020112,,,38.88888888888889,,,
13153020113,,,62.65060240963856,,,
13153020200,,,40.18691588785047,,,
13153020301,,,30.76923076923077,,,
13153020302,,,31.32530120481928,,,
13153020400,,,52.459016393442624,,,
13153020600,,,51.42857142857142,,,
13153020700,,,43.609022556390975,,,
13153020800,,,41.81818181818181,,,
13153020900,,,61.016949152542374,,,
13153021001,,,15.068493150684931,,,
13153021002,,,50,,,
13153021108,,,21.21212121212121,,,
13153021114,,,100,,,
13153021115,,,46.42857142857143,,,
13153021116,,,43.02325581395349,,,
13153021117,,,21.73913043478261,,,
13153021118,,,29.7029703,,,
13153021119,,,28.125,,,
13153021120,,,35.38461538461539,,,
13153021121,,,0,,,
13153021122,,,----------------------------------------------------------------------------------------------------,,,
13153021123,,,32.78688524590164,,,
13153021124,,,0,,,
13153021125,,,70,,,
13153021203,,,0,,,
13153021204,,,13.88888888888889,,,
13153021205,,,40,,,
13153021206,,,7.2727272727272725,,,
13153021300,,,35.36585365853659,,,
13153021401,,,38.55421686746988,,,
13153021402,,,88.88888888888889,,,
13153021501,,,0,,,
13153021502,,,6.201550388,,,
13155950100,,,4,,,
13155950201,,,27.586206896551722,,,
13155950202,,,24.242424242424242,,,
13157010104,,,40.97560975609756,,,
13157010105,,,0,,,
13157010106,,,35.8974359,,,
13157010107,,,0,,,
13157010108,,,17.073170731707318,,,
13157010109,,,----------------------------------------------------------------------------------------------------,,,
13157010200,,,21.73913043478261,,,
13157010300,,,27.956989247311824,,,
13157010400,,,18.75,,,
13157010500,,,20.28985507246377,,,
13157010601,,,56.666666666666664,,,
13157010602,,,58.82352941176471,,,
13157010701,,,53.84615384615385,,,
13157010703,,,41.17647058823529,,,
13157010704,,,0,,,
13157010705,,,13.636363636363635,,,
13157010706,,,47.69230769230769,,,
13159010100,,,25,,,
13159010200,,,34.48275862068966,,,
13159010501,,,39.0625,,,
13159010502,,,22.950819672131146,,,
13159010503,,,0,,,
13161960101,,,31.372549019607842,,,
13161960102,,,30.303030303030305,,,
13161960201,,,18.157894736842106,,,
13161960202,,,0,,,
13161960300,,,22.727272727272727,,,
13163960100,,,32.30769230769231,,,
13163960200,,,10,,,
13163960300,,,43.08943089430895,,,
13163960400,,,23.636363636363637,,,
13165960100,,,50.98039215686274,,,
13165960200,,,55.2,,,
13167960100,,,33.33333333333333,,,
13167960201,,,39.130434782608695,,,
13167960202,,,50,,,
13167960300,,,3.4782608695652173,,,
13169030101,,,71.42857142857143,,,
13169030103,,,20.408163265306122,,,
13169030105,,,5.882352941,,,
13169030106,,,18.60465116,,,
13169030200,,,23.076923076923077,,,
13169030303,,,0,,,
13169030304,,,79.41176470588235,,,
13169030305,,,69.84126984126983,,,
13169030306,,,22.727272727272727,,,
13171970100,,,32.25806451612903,,,
13171970201,,,49.056603773584904,,,
13171970202,,,24,,,
13171970300,,,13.559322033898304,,,
13173950100,,,34.61538461538461,,,
13173950201,,,41.66666666666667,,,
13173950202,,,15.981735159817351,,,
13175950100,,,14.814814814814813,,,
13175950201,,,25,,,
13175950202,,,35.483870967741936,,,
13175950300,,,39.33333333333333,,,
13175950400,,,41.02564102564102,,,
13175950500,,,40,,,
13175950600,,,36.92307692307693,,,
13175950700,,,57.41935483870968,,,
13175950800,,,33.78378378378378,,,
13175950900,,,20.121951219512198,,,
13175951001,,,0,,,
13175951002,,,34.48275862068966,,,
13175951100,,,50.90909090909091,,,
13175951400,,,37.142857142857146,,,
13177020101,,,85.71428571428571,,,
13177020102,,,30.76923076923077,,,
13177020200,,,33.91304347826087,,,
13177020301,,,25.161290322580644,,,
13177020302,,,13.513513513513514,,,
13177020403,,,48.97959183673469,,,
13177020404,,,51.78571428571429,,,
13177020405,,,78.37837837837837,,,
13179010101,,,23.497267759562842,,,
13179010102,,,31.25,,,
13179010103,,,36.07305936073059,,,
13179010202,,,35.77981651376147,,,
13179010204,,,59.036144578313255,,,
13179010205,,,36.36363636363637,,,
13179010206,,,35.76642335766424,,,
13179010207,,,50.37593984962406,,,
13179010208,,,44.047619047619044,,,
13179010301,,,75,,,
13179010302,,,52.348993288590606,,,
13179010401,,,30.20408163265306,,,
13179010402,,,70.58823529411765,,,
13179010501,,,30.76923076923077,,,
13179010503,,,55.55555555555556,,,
13179010504,,,14.000000000000002,,,
13179010600,,,24.324324324324326,,,
13179990000,,,----------------------------------------------------------------------------------------------------,,,
