2020 Census Tract,geoid_,County Name,% of rental units occupied by 80% AMI and below with Severe Housing Problems,Average: YoY Growth 2018-2021,Is 2021 greater than 2011?,Average change: 2020-2022
13063040635,,,11.363636363636363,,,
13063040636,,,100,,,
13063040637,,,35.8974359,,,
13063040638,,,15.625,,,
13063040639,,,0,,,
13063980000,,,----------------------------------------------------------------------------------------------------,,,
13065970100,,,33.87096774193548,,,
13065970200,,,50.847457627118644,,,
13067030104,,,39.795918367346935,,,
13067030107,,,28.57142857142857,,,
13067030108,,,3.076923076923077,,,
13067030109,,,4.285714285714286,,,
13067030110,,,37.5,,,
13067030111,,,89.47368421052632,,,
13067030112,,,41.86046511627907,,,
13067030113,,,16.666666666666664,,,
13067030220,,,16.666666666666664,,,
13067030233,,,25,,,
13067030235,,,14.285714285714285,,,
13067030236,,,0,,,
13067030240,,,65.11627906976744,,,
13067030241,,,0,,,
13067030242,,,33.33333333333333,,,
13067030243,,,73.33333333333333,,,
13067030244,,,0,,,
13067030245,,,----------------------------------------------------------------------------------------------------,,,
13067030246,,,25,,,
13067030247,,,42.675159235668794,,,
13067030248,,,70.58823529411765,,,
13067030249,,,69.23076923076923,,,
13067030250,,,0,,,
13067030251,,,0,,,
13067030252,,,100,,,
13067030253,,,22.857142857142858,,,
13067030254,,,0,,,
13067030255,,,41.17647058823529,,,
13067030256,,,----------------------------------------------------------------------------------------------------,,,
13067030257,,,55.55555555555556,,,
13067030258,,,32.25806451612903,,,
13067030259,,,15.686274509803921,,,
13067030260,,,80.55555555555556,,,
13067030261,,,0,,,
13067030262,,,----------------------------------------------------------------------------------------------------,,,
13067030263,,,53.57142857142857,,,
13067030264,,,0,,,
13067030265,,,0,,,
13067030266,,,----------------------------------------------------------------------------------------------------,,,
13067030267,,,100,,,
13067030268,,,----------------------------------------------------------------------------------------------------,,,
13067030269,,,0,,,
13067030270,,,----------------------------------------------------------------------------------------------------,,,
13067030271,,,100,,,
13067030272,,,13.559322033898304,,,
13067030273,,,0,,,
13067030274,,,61.904761904761905,,,
13067030275,,,55.00000000000001,,,
13067030276,,,100,,,
13067030277,,,----------------------------------------------------------------------------------------------------,,,
13067030278,,,43.42105263157895,,,
13067030319,,,33.33333333333333,,,
13067030322,,,50,,,
13067030324,,,0,,,
13067030326,,,0,,,
13067030327,,,10.980392156862745,,,
13067030329,,,50,,,
13067030331,,,0,,,
13067030332,,,66.66666666666666,,,
13067030334,,,50,,,
13067030335,,,0,,,
13067030337,,,100,,,
13067030340,,,0,,,
13067030341,,,0,,,
13067030342,,,----------------------------------------------------------------------------------------------------,,,
13067030343,,,----------------------------------------------------------------------------------------------------,,,
13067030344,,,45.77114427860697,,,
13067030345,,,45.22292993630573,,,
13067030346,,,43.47826086956522,,,
13067030347,,,2.5,,,
13067030348,,,50,,,
13067030349,,,35.97560975609756,,,
13067030350,,,0,,,
13067030351,,,----------------------------------------------------------------------------------------------------,,,
13067030352,,,100,,,
13067030353,,,23.25581395348837,,,
13067030354,,,16.666666666666664,,,
13067030355,,,55.223880597014926,,,
13067030356,,,35.77235772357724,,,
13067030357,,,----------------------------------------------------------------------------------------------------,,,
13067030358,,,66.66666666666666,,,
13067030359,,,50,,,
13067030360,,,----------------------------------------------------------------------------------------------------,,,
13067030361,,,88.88888888888889,,,
13067030362,,,----------------------------------------------------------------------------------------------------,,,
13067030363,,,0,,,
13067030364,,,100,,,
13067030365,,,0,,,
13067030366,,,100,,,
13067030367,,,70,,,
13067030368,,,44.44444444444444,,,
13067030369,,,----------------------------------------------------------------------------------------------------,,,
13067030370,,,0,,,
13067030405,,,33.33333333333333,,,
13067030407,,,34.32835820895522,,,
13067030408,,,42.42424242424242,,,
13067030409,,,75,,,
13067030410,,,26.543209876543212,,,
13067030411,,,36.45833333333333,,,
13067030412,,,36.95652173913043,,,
13067030413,,,43.95161290322581,,,
13067030414,,,33.86243386243386,,,
13067030505,,,38.26086956521739,,,
13067030506,,,57.03125,,,
13067030507,,,44.54545454545455,,,
13067030508,,,23.91304347826087,,,
13067030509,,,----------------------------------------------------------------------------------------------------,,,
13067030510,,,4.255319149,,,
13067030511,,,26.41509433962264,,,
13067030602,,,62.637362637362635,,,
13067030603,,,31.788079470198678,,,
13067030604,,,60.46511627906976,,,
13067030700,,,32.142857142857146,,,
13067030800,,,41.269841269841265,,,
13067030906,,,54.83870967741935,,,
13067030907,,,24.050632911392405,,,
13067030908,,,32,,,
13067030909,,,100,,,
13067030910,,,47,,,
13067030911,,,46.76258992805755,,,
13067030912,,,45.12195122,,,
13067031001,,,38.79781420765027,,,
13067031004,,,27.835051546391753,,,
13067031005,,,38.23529411764706,,,
13067031006,,,57.446808510638306,,,
13067031007,,,43.388429752066116,,,
13067031101,,,42.45283018867924,,,
13067031110,,,58.139534883720934,,,
13067031111,,,32.72727272727273,,,
13067031112,,,70.11494252873564,,,
13067031113,,,31.57894736842105,,,
13067031114,,,43.36917562724014,,,
13067031115,,,28.57142857142857,,,
13067031116,,,43.80952380952381,,,
13067031117,,,7.8431372549019605,,,
13067031118,,,73.41772151898735,,,
13067031119,,,23.52941176470588,,,
13067031120,,,7.142857142857142,,,
13067031121,,,7.8125,,,
13067031122,,,35.13513513513514,,,
13067031207,,,50.602409638554214,,,
13067031209,,,0,,,
13067031212,,,----------------------------------------------------------------------------------------------------,,,
13067031213,,,26.984126984126984,,,
13067031214,,,39.24050632911392,,,
13067031215,,,41.86046511627907,,,
13067031216,,,79.16666666666666,,,
13067031217,,,63.63636363636363,,,
13067031218,,,23.52941176470588,,,
13067031219,,,62.06896551724138,,,
13067031220,,,6.0606060606060606,,,
13067031221,,,62.5,,,
13067031306,,,44.59459459,,,
13067031308,,,23.684210526315788,,,
13067031314,,,41.02564102564102,,,
13067031315,,,42.857142857142854,,,
13067031316,,,48.148148148148145,,,
13067031317,,,12.068965517241379,,,
13067031318,,,59.44954128440367,,,
13067031319,,,42.56410256410256,,,
13067031320,,,22.321428571428573,,,
13067031321,,,26.31578947368421,,,
13067031322,,,28.57142857142857,,,
13067031323,,,46.666666666666664,,,
13067031324,,,88.23529411764706,,,
13067031325,,,----------------------------------------------------------------------------------------------------,,,
13067031409,,,26.53061224489796,,,
13067031410,,,73.46938775510205,,,
13067031411,,,48.214285714285715,,,
13067031412,,,38.26086956521739,,,
13067031413,,,19.565217391304348,,,
13067031414,,,0,,,
13067031415,,,82.85714285714286,,,
13067031416,,,17.24137931034483,,,
13067031417,,,19.565217391304348,,,
13067031506,,,46.15384615384615,,,
13067031507,,,17.02127659574468,,,
13067031510,,,21.62162162162162,,,
13067031511,,,32.55813953488372,,,
13067031512,,,12.82051282051282,,,
13067031513,,,41.37931034482759,,,
13067031514,,,36.84210526315789,,,
13067031515,,,16.666666666666664,,,
13067031516,,,15.384615384615385,,,
13067031517,,,82.14285714285714,,,
13067031518,,,100,,,
13069010100,,,20.930232558139537,,,
13069010200,,,4.166666666666666,,,
13069010301,,,27.027027027027028,,,
13069010302,,,32,,,
13069010401,,,37.93103448275862,,,
13069010402,,,47.5,,,
13069010500,,,37.83783783783784,,,
13069010600,,,3.404255319148936,,,
13069010701,,,34.78260869565217,,,
13069010702,,,72.41379310344827,,,
13069010801,,,32.91139240506329,,,
13069010802,,,17.880794701986755,,,
13071970101,,,24.545454545454547,,,
13071970102,,,0,,,
13071970200,,,19.565217391304348,,,
13071970301,,,23.333333333333332,,,
13071970302,,,0,,,
13071970400,,,19.393939393939394,,,
13071970500,,,38.26086956521739,,,
13071970601,,,41.46341463414634,,,
13071970602,,,32.65306122,,,
13071970702,,,53.48837209302325,,,
13071970703,,,29.20353982300885,,,
13071970704,,,18.96551724137931,,,
13071970800,,,17.857142857142858,,,
13071970901,,,33.33333333333333,,,
13071970902,,,19.134396355353076,,,
13073030103,,,57.99999999999999,,,
13073030105,,,50.967741935483865,,,
13073030106,,,31.57894736842105,,,
13073030107,,,0,,,
13073030108,,,66.66666666666666,,,
13073030201,,,50.943396226415096,,,
13073030202,,,42.5,,,
13073030203,,,51.21951219512195,,,
13073030304,,,14.285714285714285,,,
13073030306,,,40,,,
13073030307,,,25,,,
13073030308,,,63.63636363636363,,,
13073030310,,,8.888888889,,,
13073030311,,,0,,,
13073030312,,,33.33333333333333,,,
13073030313,,,8.928571428571429,,,
13073030401,,,0,,,
13073030403,,,58.108108108108105,,,
13073030404,,,14.814814814814813,,,
13073030503,,,17.073170731707318,,,
13073030504,,,68.96551724137932,,,
13073030505,,,36.45833333333333,,,
13073030507,,,50,,,
13073030508,,,50,,,
13073030603,,,50,,,
13075960100,,,32,,,
13075960200,,,26.865671641791046,,,
13075960301,,,19.48717948717949,,,
13075960302,,,63.51351351351351,,,
13075960400,,,25.287356321839084,,,
13077170101,,,64.28571428571429,,,
13077170102,,,29.03225806451613,,,
13077170200,,,15.2,,,
13077170303,,,10,,,
13077170304,,,33.33333333333333,,,
13077170307,,,21.710526315789476,,,
13077170308,,,29.310344827586203,,,
13077170309,,,53.40909090909091,,,
13077170310,,,56.09756097560976,,,
13077170403,,,0,,,
13077170404,,,0,,,
13077170405,,,37.83783783783784,,,
13077170406,,,40,,,
13077170407,,,57.14285714285714,,,
13077170408,,,36,,,
13077170501,,,30.612244897959183,,,
13077170502,,,15.625,,,
13077170503,,,15,,,
13077170603,,,13.636363636363635,,,
13077170604,,,35.23809523809524,,,
13077170605,,,38.28125,,,
13077170606,,,36.206896551724135,,,
13077170607,,,0,,,
13077170701,,,19.565217391304348,,,
13077170702,,,63.63636363636363,,,
13077170801,,,26.53061224489796,,,
13077170802,,,23.448275862068964,,,
13079070100,,,22.46153846153846,,,
13079070201,,,22.22222222222222,,,
13079070202,,,25.64102564102564,,,
13081010100,,,53.90070921985816,,,
13081010201,,,46.55172413793103,,,
13081010202,,,33.33333333333333,,,
13081010300,,,50.877192982456144,,,
13081010400,,,59.34959349593496,,,
13081010500,,,4.494382022,,,
13083040102,,,18.91891891891892,,,
13083040103,,,14.545454545454545,,,
13083040104,,,10.606060606060606,,,
13083040200,,,35.8974359,,,
13083040300,,,28.57142857142857,,,
13085970101,,,----------------------------------------------------------------------------------------------------,,,
13085970102,,,43.07692307692308,,,
13085970103,,,0,,,
13085970203,,,0,,,
13085970204,,,12.5,,,
13085970205,,,92.85714285714286,,,
13085970206,,,32.88590604026846,,,
13087970100,,,49.411764705882355,,,
13087970200,,,39.02439024390244,,,
13087970301,,,38,,,
13087970302,,,36.666666666666664,,,
13087970400,,,44.85294117647059,,,
13087970600,,,33.33333333333333,,,
13087970700,,,23.4375,,,
13087970800,,,61.76470588235294,,,
13089020100,,,62.5,,,
13089020200,,,33.33333333333333,,,
13089020300,,,35.714285714285715,,,
13089020400,,,20.833333333333336,,,
13089020500,,,24.637681159420293,,,
13089020600,,,46,,,
13089020700,,,62.272727272727266,,,
13089020801,,,68.75,,,
13089020802,,,19.35483870967742,,,
13089020901,,,5.454545454545454,,,
13089020902,,,52.17391304347826,,,
13089021101,,,20.28985507246377,,,
13089021103,,,58.490566037735846,,,
13089021104,,,0,,,
13089021204,,,66.66666666666666,,,
13089021208,,,50.66666666666667,,,
13089021210,,,----------------------------------------------------------------------------------------------------,,,
13089021211,,,100,,,
13089021213,,,----------------------------------------------------------------------------------------------------,,,
13089021217,,,45.714285714285715,,,
13089021219,,,100,,,
13089021220,,,69.56521739130434,,,
13089021221,,,18.181818181818183,,,
13089021222,,,30.303030303030305,,,
13089021223,,,100,,,
13089021224,,,72.38095238095238,,,
13089021225,,,21.69811320754717,,,
13089021226,,,30.851063829787233,,,
13089021227,,,61.855670103092784,,,
13089021228,,,----------------------------------------------------------------------------------------------------,,,
13089021229,,,----------------------------------------------------------------------------------------------------,,,
13089021230,,,88.67924528301887,,,
13089021301,,,56.57894736842105,,,
13089021305,,,47.286821705426355,,,
13089021306,,,39.86666666666667,,,
13089021307,,,49.09090909090909,,,
13089021308,,,45.714285714285715,,,
13089021309,,,66.15384615384615,,,
13089021310,,,32.527472527472526,,,
13089021405,,,40.625,,,
13089021409,,,40.33613445378151,,,
13089021410,,,33.56643356643357,,,
13089021411,,,54.285714285714285,,,
13089021412,,,58.82352941176471,,,
13089021415,,,63.15789474,,,
13089021416,,,56.41025641025641,,,
13089021417,,,38.94736842105263,,,
13089021418,,,63.63636363636363,,,
13089021419,,,71.01449275362319,,,
13089021420,,,30,,,
13089021421,,,38.23529411764706,,,
13089021502,,,37.03703703703704,,,
13089021503,,,59.48275862068966,,,
13089021505,,,65.59139784946237,,,
13089021506,,,51.515151515151516,,,
13089021602,,,21.73913043478261,,,
13089021604,,,0,,,
13089021606,,,48.91304347826087,,,
13089021607,,,5.511811023622047,,,
13089021608,,,32.67326732673268,,,
13089021609,,,52.17391304347826,,,
13089021703,,,47.05882352941176,,,
13089021707,,,100,,,
13089021708,,,35.6,,,
13089021709,,,61.76470588235294,,,
13089021710,,,80,,,
13089021711,,,62.22222222222222,,,
13089021712,,,44.44444444444444,,,
13089021808,,,70.58823529411765,,,
13089021812,,,50.638297872340424,,,
13089021813,,,30.405405405405407,,,
13089021815,,,53.02325581395348,,,
13089021816,,,40,,,
13089021817,,,0,,,
13089021818,,,48.837209302325576,,,
13089021819,,,0,,,
13089021820,,,17.105263157894736,,,
13089021821,,,0,,,
13089021822,,,31.25,,,
13089021823,,,23.333333333333332,,,
13089021824,,,45.90163934426229,,,
13089021906,,,32.45614035087719,,,
13089021908,,,20.72072072072072,,,
13089021910,,,39.18128655,,,
13089021911,,,37.34939759036144,,,
13089021912,,,0,,,
13089021913,,,43.790849673202615,,,
13089021914,,,59.23566878980891,,,
13089021915,,,0,,,
13089021916,,,31.756756756756754,,,
13089021917,,,44.966442953020135,,,
13089022001,,,50.79365079365079,,,
13089022005,,,43.63636363636363,,,
13089022007,,,43.83561643835616,,,
13089022010,,,65.625,,,
13089022011,,,57.674418604651166,,,
13089022012,,,38.983050847457626,,,
13089022013,,,34.93150684931507,,,
13089022014,,,34.57943925233645,,,
13089022015,,,76.77419354838709,,,
13089022016,,,40,,,
13089022100,,,27.27272727272727,,,
13089022203,,,70.58823529411765,,,
13089022205,,,31.76470588235294,,,
13089022206,,,40,,,
13089022302,,,33.33333333333333,,,
13089022303,,,27.77777777777778,,,
13089022304,,,55.78947368421052,,,
13089022401,,,74.60317460317461,,,
13089022403,,,100,,,
13089022404,,,50.43478260869565,,,
13089022405,,,66,,,
13089022501,,,32.69230769230769,,,
13089022502,,,50,,,
13089022601,,,28.78787878787879,,,
13089022602,,,83.33333333333334,,,
13089022700,,,38.88888888888889,,,
13089022800,,,47.82608695652174,,,
13089022900,,,23.25581395348837,,,
13089023000,,,32,,,
13089023101,,,56.52173913043478,,,
13089023102,,,34.645669291338585,,,
13089023107,,,52.56410256410257,,,
13089023108,,,40.340909090909086,,,
13089023111,,,67.56756756756756,,,
13089023112,,,27.89115646258503,,,
13089023113,,,51.515151515151516,,,
13089023114,,,64.78873239,,,
13089023115,,,----------------------------------------------------------------------------------------------------,,,
13089023209,,,42.857142857142854,,,
13089023211,,,9.677419355,,,
13089023212,,,27.27272727272727,,,
13089023213,,,46.90721649484536,,,
13089023214,,,44.69273743,,,
13089023215,,,37.5,,,
13089023216,,,19.387755102040817,,,
13089023217,,,18.96551724137931,,,
13089023218,,,42.857142857142854,,,
13089023219,,,64.51612903225806,,,
13089023220,,,37.5,,,
13089023221,,,39.743589743589745,,,
13089023222,,,32.31707317073171,,,
13089023311,,,37.5,,,
13089023313,,,37.704918032786885,,,
13089023315,,,46.875,,,
13089023317,,,34.50704225352113,,,
13089023318,,,31.25,,,
13089023319,,,56.52173913043478,,,
13089023320,,,68.75,,,
13089023321,,,26.973684210526315,,,
13089023322,,,48.837209302325576,,,
13089023323,,,46.2962963,,,
13089023324,,,0,,,
13089023325,,,0,,,
13089023326,,,15,,,
13089023327,,,31.914893617021278,,,
13089023328,,,34.234234234234236,,,
13089023329,,,0,,,
13089023330,,,0,,,
13089023331,,,6.25,,,
13089023332,,,6.896551724137931,,,
13089023410,,,32.35294117647059,,,
13089023411,,,35,,,
13089023413,,,0,,,
13089023422,,,61.29032258064516,,,
13089023424,,,54.761904761904766,,,
13089023425,,,43.859649122807014,,,
13089023426,,,32.758620689655174,,,
13089023427,,,78.57142857142857,,,
13089023429,,,28.313253012048197,,,
13089023430,,,61.49732620320856,,,
13089023431,,,43.47826086956522,,,
13089023432,,,0,,,
13089023433,,,37.80487804878049,,,
13089023434,,,0,,,
13089023435,,,40.60150376,,,
13089023436,,,0,,,
13089023437,,,40.909090909090914,,,
13089023438,,,29.896907216494846,,,
13089023439,,,33.88429752066116,,,
13089023440,,,56.58914728682171,,,
13089023441,,,17.77777777777778,,,
13089023442,,,6.896551724137931,,,
13089023443,,,0,,,
13089023444,,,61.76470588235294,,,
13089023445,,,15.151515151515152,,,
13089023446,,,8.620689655172415,,,
13089023447,,,100,,,
13089023448,,,16.43835616438356,,,
13089023501,,,48.84615384615385,,,
13089023504,,,41.66666666666667,,,
13089023505,,,55.35714285714286,,,
13089023506,,,54.700854700854705,,,
13089023507,,,23.333333333333332,,,
13089023601,,,32.608695652173914,,,
13089023602,,,57.14285714285714,,,
13089023603,,,32,,,
13089023701,,,45.45454545454545,,,
13089023702,,,44.59459459,,,
13089023801,,,15.789473684210526,,,
13089023802,,,46.808510638297875,,,
13089023803,,,54.22222222222223,,,
13089980000,,,----------------------------------------------------------------------------------------------------,,,
13091960100,,,14.545454545454545,,,
13091960200,,,69.23076923076923,,,
13091960301,,,34.78260869565217,,,
13091960302,,,25.806451612903224,,,
13091960400,,,9.263157894736842,,,
13091960500,,,36.25,,,
13091960600,,,32.25806451612903,,,
13093970100,,,25.423728813559322,,,
13093970200,,,34.61538461538461,,,
13093970300,,,42.857142857142854,,,
13095000101,,,37.83783783783784,,,
13095000102,,,40.963855421686745,,,
13095000200,,,51.87969925,,,
13095000400,,,74.43609022556392,,,
13095000501,,,20.689655172413794,,,
13095000502,,,60.97560975609756,,,
13095000600,,,45.370370370370374,,,
13095000700,,,67.44186046511628,,,
13095000800,,,38.57142857142858,,,
13095000900,,,47.05882352941176,,,
13095001000,,,52.43902439,,,
13095001100,,,48.529411764705884,,,
13095001403,,,39.58333333333333,,,
13095001500,,,65.13761467889908,,,
13095010302,,,63.23529411764706,,,
13095010401,,,80.43478260869566,,,
13095010402,,,26.47058823529412,,,
13095010403,,,10.526315789473683,,,
13095010500,,,23.809523809523807,,,
13095010601,,,56.12244897959183,,,
13095010602,,,50.66666666666667,,,
13095010701,,,42.018348623853214,,,
13095010702,,,54.347826086956516,,,
13095010900,,,77.39130434782608,,,
13095011000,,,73.07692307692307,,,
13095011200,,,40.625,,,
13095011300,,,32.83582089552239,,,
13095011400,,,38.64406779661017,,,
13095011600,,,20,,,
13097080104,,,54.958677685950406,,,
13097080105,,,57.57575757575758,,,
13097080106,,,31.958762886597935,,,
13097080107,,,11.406844106463879,,,
13097080201,,,55.24691358024691,,,
13097080203,,,36.03603603603604,,,
13097080204,,,36,,,
13097080303,,,39.603960396039604,,,
13097080304,,,24.18032786885246,,,
13097080305,,,27.142857142857142,,,
13097080306,,,23.958333333333336,,,
13097080307,,,15.873015873015872,,,
13097080403,,,51.578947368421055,,,
13097080405,,,0,,,
13097080406,,,0,,,
13097080407,,,51.61290322580645,,,
13097080408,,,30.18867924528302,,,
13097080505,,,28.205128205128204,,,
13097080506,,,43.859649122807014,,,
13097080507,,,15.789473684210526,,,
13097080508,,,52.093023255813954,,,
13097080509,,,45,,,
13097080512,,,61.904761904761905,,,
13097080513,,,100,,,
13097080514,,,0,,,
13097080515,,,85.71428571428571,,,
13097080602,,,26.436781609195403,,,
13097080605,,,56.75675675675676,,,
13097080606,,,38.84892086330935,,,
13097080607,,,0,,,
13097080608,,,92.30769231,,,
13099090100,,,38.88888888888889,,,
13099090200,,,56.470588235294116,,,
13099090300,,,13.333333333333334,,,
13099090400,,,23.333333333333332,,,
13099090500,,,23.333333333333332,,,
13101880100,,,40,,,
13101880200,,,17.073170731707318,,,
13103030100,,,0,,,
13103030204,,,39.21568627450981,,,
13103030205,,,21.568627450980394,,,
13103030206,,,0,,,
13103030207,,,28.57142857142857,,,
13103030208,,,0,,,
13103030209,,,15,,,
13103030301,,,44,,,
13103030303,,,66.10169491525424,,,
13103030306,,,27.659574468085108,,,
13103030307,,,4.109589041,,,
13103030308,,,24.561403508771928,,,
13103030309,,,41.02564102564102,,,
13103030401,,,45.16129032258064,,,
13103030403,,,8.695652173913043,,,
13103030404,,,----------------------------------------------------------------------------------------------------,,,
13105000100,,,60.46511627906976,,,
13105000200,,,11.76470588235294,,,
13105000300,,,14.285714285714285,,,
13105000400,,,46.31578947368421,,,
13105000501,,,0,,,
13105000502,,,37.96296296296296,,,
13107970101,,,10.344827586206897,,,
13107970102,,,71.2,,,
13107970200,,,24.03846153846154,,,
13107970300,,,37.27272727272727,,,
13107970401,,,33.391915641476274,,,
13107970402,,,33.33333333333333,,,
13107970500,,,10.526315789473683,,,
13107970601,,,43.63636363636363,,,
13107970602,,,13.333333333333334,,,
13109970100,,,29.10447761,,,
13109970200,,,66.66666666666666,,,
13109970300,,,26.190476190476193,,,
13111050100,,,20.833333333333336,,,
13111050200,,,25.555555555555554,,,
13111050300,,,0,,,
13111050400,,,19.480519480519483,,,
13111050500,,,0,,,
13113140102,,,10.344827586206897,,,
13113140103,,,0,,,
13113140104,,,----------------------------------------------------------------------------------------------------,,,
13113140203,,,12,,,
13113140204,,,38.983050847457626,,,
13113140206,,,65.71428571428571,,,
13113140207,,,49.29577464788733,,,
13113140209,,,100,,,
13113140210,,,0,,,
13113140303,,,21.875,,,
13113140304,,,78.26086956521739,,,
13113140305,,,34.48275862068966,,,
13113140307,,,----------------------------------------------------------------------------------------------------,,,
13113140308,,,50,,,
13113140309,,,47.706422018348626,,,
13113140403,,,34.54545454545455,,,
13113140404,,,64.93506493506493,,,
13113140405,,,71.42857142857143,,,
13113140406,,,29.82456140350877,,,
13113140408,,,100,,,
13113140409,,,0,,,
13113140410,,,40.59405941,,,
13113140501,,,100,,,
13113140502,,,5.405405405405405,,,
13115000100,,,42.42424242424242,,,
13115000202,,,19.444444444444446,,,
13115000203,,,17.02127659574468,,,
13115000204,,,7.462686567164178,,,
13115000300,,,22.22222222222222,,,
13115000401,,,43.47826086956522,,,
13115000402,,,0,,,
13115000403,,,60.71428571428571,,,
13115000500,,,38.16793893129771,,,
13115000600,,,36.95652173913043,,,
13115000700,,,19.35483870967742,,,
13115000800,,,39.130434782608695,,,
13115000900,,,23.728813559322035,,,
13115001100,,,25.657894736842106,,,
13115001200,,,33.90243902439025,,,
13115001301,,,82.67716535433071,,,
13115001302,,,21.53846153846154,,,
13115001400,,,40.909090909090914,,,
13115001600,,,41.964285714285715,,,
13115001703,,,27.27272727272727,,,
13115001704,,,33.33333333333333,,,
13115001705,,,42.857142857142854,,,
13115001706,,,0,,,
13115001800,,,43.90243902439025,,,
13115002000,,,25.454545454545453,,,
13115002100,,,28.78787878787879,,,
13117130101,,,66.66666666666666,,,
13117130102,,,35.714285714285715,,,
13117130103,,,10.526315789473683,,,
13117130104,,,0,,,
13117130105,,,20.454545454545457,,,
13117130201,,,29.166666666666668,,,
13117130202,,,18.181818181818183,,,
13117130203,,,23.333333333333332,,,
13117130204,,,2.9850746268656714,,,
13117130205,,,62.66666666666667,,,
13117130301,,,18.181818181818183,,,
13117130302,,,0,,,
13117130303,,,0,,,
13117130304,,,0,,,
13117130305,,,100,,,
13117130306,,,42.857142857142854,,,
13117130307,,,71.875,,,
13117130406,,,24.65753424657534,,,
13117130409,,,54.572271386430685,,,
13117130410,,,40.94488188976378,,,
13117130411,,,6.779661016949152,,,
13117130412,,,52,,,
13117130413,,,42.47191011235955,,,
13117130414,,,100,,,
13117130415,,,79.54545454545455,,,
13117130503,,,45.33333333333333,,,
13117130504,,,24.137931034482758,,,
13117130505,,,45.3125,,,
13117130506,,,15.625,,,
13117130507,,,18.181818181818183,,,
13117130508,,,0,,,
13117130509,,,5.555555555555555,,,
13117130511,,,23.214285714285715,,,
13117130512,,,----------------------------------------------------------------------------------------------------,,,
13117130601,,,58.333333333333336,,,
13117130602,,,74.39024390243902,,,
13117130603,,,73.41772151898735,,,
13117130604,,,0,,,
13117130605,,,10,,,
13117130606,,,48.78048780487805,,,
13117130607,,,46.15384615384615,,,
13117130608,,,11.76470588235294,,,
13117130609,,,31.57894736842105,,,
13117130610,,,28.57142857142857,,,
13117130611,,,66.66666666666666,,,
13117130613,,,50.79365079365079,,,
13117130614,,,74.13793103448276,,,
13117130615,,,0,,,
13119890101,,,16.32653061,,,
13119890103,,,13.333333333333334,,,
13119890104,,,50,,,
13119890201,,,16.666666666666664,,,
13119890202,,,26.923076923076923,,,
13119890300,,,0,,,
13119890401,,,10.526315789473683,,,
13119890402,,,35.26881720430107,,,
13121000100,,,95.91836734693877,,,
13121000201,,,----------------------------------------------------------------------------------------------------,,,
13121000202,,,38.095238095238095,,,
13121000400,,,15.789473684210526,,,
13121000501,,,40.21739130434783,,,
13121000502,,,33.33333333333333,,,
13121000601,,,46.400000000000006,,,
13121000602,,,73.41772151898735,,,
13121000700,,,42.55319149,,,
13121001001,,,61.111111111111114,,,
13121001002,,,57.14285714285714,,,
13121001101,,,50,,,
13121001102,,,87.5,,,
13121001203,,,20.382165605095544,,,
13121001204,,,40,,,
13121001205,,,79.24528301886792,,,
13121001206,,,84.74576271,,,
13121001301,,,90.17857142857143,,,
13121001302,,,26.41509433962264,,,
13121001400,,,33.33333333333333,,,
13121001501,,,69.47368421052632,,,
13121001502,,,56.060606060606055,,,
13121001600,,,37.142857142857146,,,
13121001701,,,28.81355932,,,
13121001702,,,43.47826086956522,,,
13121001801,,,22.388059701492537,,,
13121001802,,,22.47191011235955,,,
13121001901,,,0,,,
13121001902,,,45.83333333333333,,,
13121002100,,,44.44444444444444,,,
13121002300,,,43.93939393939394,,,
13121002400,,,51.908396946564885,,,
13121002500,,,38.95348837209303,,,
13121002600,,,57.14285714285714,,,
13121002801,,,53.62318840579711,,,
13121002802,,,45.26315789473684,,,
13121002900,,,41.17647058823529,,,
13121003000,,,85.29411764705883,,,
13121003100,,,35.13513513513514,,,
13121003200,,,69.23076923076923,,,
13121003500,,,39.189189189189186,,,
13121003600,,,36.67953667953668,,,
13121003700,,,13.793103448275861,,,
13121003800,,,56.81818181818182,,,
13121003900,,,34,,,
13121004000,,,39.45945945945946,,,
13121004100,,,27.659574468085108,,,
13121004200,,,20.689655172413794,,,
13121004300,,,25.454545454545453,,,
13121004400,,,31.62393162393162,,,
13121004800,,,28.034188034188034,,,
13121004900,,,72.69230769,,,
13121005000,,,33.52112676056338,,,
13121005200,,,60,,,
13121005300,,,48.717948717948715,,,
13121005501,,,24.786324786324787,,,
13121005503,,,57.57575757575758,,,
13121005504,,,47.5,,,
13121005700,,,35.22727272727273,,,
13121005800,,,30.625000000000004,,,
13121006000,,,36.885245901639344,,,
13121006100,,,52.88461538461539,,,
13121006200,,,13.877551020408163,,,
13121006300,,,37.014925373134325,,,
13121006400,,,39.473684210526315,,,
13121006500,,,52.52525252525253,,,
13121006601,,,56.41025641025641,,,
13121006602,,,35.294117647058826,,,
13121006701,,,50.37593984962406,,,
13121006702,,,50.70422535211267,,,
13121006801,,,----------------------------------------------------------------------------------------------------,,,
13121006802,,,50,,,
13121006900,,,35.36585365853659,,,
13121007001,,,41.139240506329116,,,
13121007002,,,41.74757281553398,,,
13121007100,,,51.578947368421055,,,
13121007200,,,44.44444444444444,,,
13121007301,,,46.391752577319586,,,
13121007302,,,20.253164556962027,,,
13121007400,,,37,,,
13121007500,,,52,,,
13121007602,,,46.93877551020408,,,
13121007603,,,55.81395348837209,,,
13121007604,,,26.368159203980102,,,
