System ID,System Name,School ID,School Name,Grade Cluster,2015,2016.0,2017.0,2018.0,2019.0,15 to 16,16 to 17,18 to 19,YoY Average,Average is positive?,Average score,CCRPI Score Data Availability (years),Applicable 25th Percentile,Average Score is in Top 75%?,CCRPI Scores Qualify Under Option C?
631,Clayton County,197,Kendrick Middle School,M,67.9,65.3,71.2,73.1,57.0,-0.0382916053019147,0.0903522205206739,-0.2202462380300960,-0.05606187427044550,No,66.9,2015-2019,65.54000000000000,Yes,No
631,Clayton County,199,Hawthorne Elementary School,E,69.2,61.1,71.8,75.8,63.8,-0.1170520231213870,0.17512274959083500,-0.158311345646438,-0.033413539725663600,No,68.34,2015-2019,66.04000000000000,Yes,No
631,Clayton County,200,Roberta T. Smith Elementary School,E,65.7,65.7,72.3,81.8,69.2,0,0.10045662100456600,-0.1540342298288510,-0.01785920294142820,No,70.94,2015-2019,66.04000000000000,Yes,No
631,Clayton County,203,Harper Elementary School,E,58.3,60.6,75.2,65.4,71.9,0.03945111492281310,0.24092409240924100,0.09938837920489300,0.12658786217898200,Yes,66.28,2015-2019,66.04000000000000,Yes,Yes
631,Clayton County,204,"Martin Luther King, Jr. Elementary School",E,44.6,50.5,65.1,64.2,64.6,0.13228699551569500,0.289108910891089,0.0062305295950154400,0.14254214533393300,Yes,57.8,2015-2019,66.04000000000000,No,No
631,Clayton County,205,Kemp Primary,E,,,,46.9,71.8,,,0.5309168443496800,0.5309168443496800,Yes,59.350000000000000,2018-2019,65.75,No,No
631,Clayton County,207,Rex Mill Middle School,M,68.1,64.7,68.6,64.1,56.2,-0.049926578560939700,0.060278207109737100,-0.12324492979719200,-0.03763110041613140,No,64.34,2015-2019,65.54000000000000,No,No
631,Clayton County,215,Martha Ellen Stilwell School for the Performing Arts,H,93.1,100.5,98.2,82.9,91.4,0.07948442534908710,-0.022885572139303500,0.1025331724969840,0.05304400856892260,Yes,93.22,2015-2019,67.97,Yes,Yes
631,Clayton County,276,Oliver Elementary School,E,63.5,57.8,63.0,66.8,71.6,-0.0897637795275591,0.08996539792387550,0.07185628742514970,0.024019301940488700,Yes,64.54,2015-2019,66.04000000000000,No,No
631,Clayton County,277,Pointe South Middle School,M,55.9,59.6,59.9,54.6,59.6,0.06618962432915930,0.005033557046979820,0.09157509157509160,0.054266090983743600,Yes,57.92,2015-2019,65.54000000000000,No,No
631,Clayton County,290,Mount Zion High School,H,66.7,61.7,58.8,63.6,65.9,-0.07496251874062970,-0.04700162074554300,0.036163522012578700,-0.02860020582453140,No,63.340000000000000,2015-2019,67.97,No,No
631,Clayton County,295,Lake Ridge Elementary School,E,51.7,59.3,60.6,69.8,64.7,0.14700193423597700,0.02192242833052280,-0.07306590257879650,0.03195281999590100,Yes,61.22000000000000,2015-2019,66.04000000000000,No,No
631,Clayton County,304,James Jackson Elementary School,E,68.4,69.0,74.4,60.7,54.7,0.00877192982456132,0.07826086956521750,-0.09884678747940690,-0.003937996029876040,No,65.44,2015-2019,66.04000000000000,No,No
631,Clayton County,305,Kemp Elem School,E,62.6,68.5,75.9,65.8,64.9,0.09424920127795530,0.10802919708029200,-0.013677811550151800,0.06286686226936520,Yes,67.54,2015-2019,66.04000000000000,Yes,Yes
631,Clayton County,307,Unidos Dual Language School,E,55.2,55.5,71.2,84.2,70.6,0.0054347826086956,0.28288288288288300,-0.16152019002375300,0.04226582515594180,Yes,67.34,2015-2019,66.04000000000000,Yes,Yes
631,Clayton County,307,Unidos Dual Language School,M,65.5,59.8,68.5,,,-0.08702290076335880,0.14548494983277600,,0.02923102453470860,Yes,64.60000000000000,2015-2017,64.66666666666670,No,No
631,Clayton County,377,Riverdale High School,H,72.2,76.3,71.7,71.1,65.9,0.05678670360110800,-0.06028833551769320,-0.07313642756680720,-0.025546019827797500,No,71.44000000000000,2015-2019,67.97,Yes,No
631,Clayton County,378,Perry Career Academy - Eula Wilburn Ponds Perry Center for Learning,H,,,,29.9,33.2,,,0.11036789297658900,0.11036789297658900,Yes,31.55,2018-2019,65.975,No,No
631,Clayton County,378,Perry Career Academy - Eula Wilburn Ponds Perry Center for Learning,M,,,,,,,,,,,,,,No,
631,Clayton County,379,Eddie White Elementary School,E,,,,,69.3,,,,,,,,,No,
631,Clayton County,380,Kay R Pace Elementary School of the Arts,E,,,,,79.2,,,,,,,,,No,
631,Clayton County,1050,Anderson Elementary School,E,70.3,60.5,55.2,63.8,64.4,-0.139402560455192,-0.08760330578512390,0.009404388714733680,-0.07253382584186080,No,62.84000000000000,2015-2019,66.04000000000000,No,No
631,Clayton County,1052,East Clayton Elementary School,E,67.8,72.3,72.2,59.5,70.3,0.06637168141592920,-0.0013831258644535900,0.18151260504201700,0.08216705353116410,Yes,68.42,2015-2019,66.04000000000000,Yes,Yes
631,Clayton County,1054,Forest Park High School,H,62.9,59.6,60.7,61.6,61.3,-0.05246422893481710,0.018456375838926200,-0.004870129870129940,-0.01295932765534030,No,61.22000000000000,2015-2019,67.97,No,No
631,Clayton County,1056,Jonesboro High School,H,68.4,70.7,68.8,68.3,66.2,0.033625730994152,-0.026874115983027000,-0.030746705710102400,-0.007998363566325790,No,68.48,2015-2019,67.97,Yes,No
631,Clayton County,1058,Lee Street Elementary School,E,56.9,49.4,60.5,65.3,50.6,-0.13181019332161700,0.22469635627530400,-0.22511485451761100,-0.044076230521308000,No,56.540000000000000,2015-2019,66.04000000000000,No,No
631,Clayton County,1060,Northcutt Elementary School,E,60.2,56.8,61.4,52.9,44.3,-0.05647840531561470,0.08098591549295780,-0.1625708884688090,-0.04602112609715530,No,55.120000000000000,2015-2019,66.04000000000000,No,No
631,Clayton County,1062,Tara Elementary School,E,68,53.8,67.6,64.7,65.4,-0.20882352941176500,0.2565055762081780,0.010819165378670800,0.019500404058361500,Yes,63.9,2015-2019,66.04000000000000,No,No
631,Clayton County,1550,Arnold Elementary School,E,78.3,82.6,82.9,83.7,67.1,0.054916985951468700,0.0036319612590800400,-0.1983273596176820,-0.0465928041357112,No,78.92,2015-2019,66.04000000000000,Yes,No
631,Clayton County,2052,North Clayton High School,H,61.5,58.8,53.6,58.3,61.2,-0.04390243902439030,-0.0884353741496598,0.04974271012006870,-0.027531701017993800,No,58.68000000000000,2015-2019,67.97,No,No
631,Clayton County,2054,Forest Park Middle School,M,57.6,56.9,59.4,64.5,53.1,-0.012152777777777800,0.043936731107205600,-0.1767441860465120,-0.048320077572361300,No,58.3,2015-2019,65.54000000000000,No,No
631,Clayton County,2058,Morrow Elementary School,E,77.5,75.6,80.5,73.5,67.8,-0.024516129032258100,0.0648148148148149,-0.07755102040816330,-0.012417444875202200,No,74.98,2015-2019,66.04000000000000,Yes,No
631,Clayton County,2060,Riverdale Elementary School,E,66.5,67.9,66.0,65.0,60.4,0.021052631578947500,-0.027982326951399200,-0.07076923076923080,-0.02589964204722750,No,65.16,2015-2019,66.04000000000000,No,No
631,Clayton County,2062,West Clayton Elementary School,E,51.4,49.6,69.0,54.6,62.3,-0.03501945525291820,0.3911290322580650,0.14102564102564100,0.16571173934359600,Yes,57.380000000000000,2015-2019,66.04000000000000,No,No
631,Clayton County,2554,Fountain Elementary School,E,60.9,64.1,75.5,70.3,54.5,0.052545155993431800,0.17784711388455500,-0.22475106685633000,0.0018804010072191000,Yes,65.06,2015-2019,66.04000000000000,No,No
631,Clayton County,3050,Babb Middle School,M,70.5,73.6,76.3,68.4,64.9,0.04397163120567370,0.03668478260869570,-0.05116959064327490,0.009828941057031500,Yes,70.74000000000000,2015-2019,65.54000000000000,Yes,Yes
631,Clayton County,3052,North Clayton Middle School,M,63.9,68.6,68.7,65.0,63.6,0.07355242566510170,0.0014577259475219900,-0.021538461538461500,0.017823896691387400,Yes,65.96000000000000,2015-2019,65.54000000000000,Yes,Yes
631,Clayton County,3054,Haynie Elementary School,E,63.5,64.6,73.6,74.9,54.9,0.0173228346456692,0.1393188854489160,-0.2670226969292390,-0.03679365894488450,No,66.3,2015-2019,66.04000000000000,Yes,No
631,Clayton County,3060,Riverdale Middle School,M,65.6,60.2,69.4,63.1,57.5,-0.08231707317073160,0.15282392026578100,-0.08874801901743270,-0.006080390640794500,No,63.160000000000000,2015-2019,65.54000000000000,No,No
631,Clayton County,4050,Church Street Elementary School,E,60.5,68.6,72.3,76.5,57.1,0.13388429752066100,0.05393586005830910,-0.25359477124183000,-0.021924871220953300,No,67,2015-2019,66.04000000000000,Yes,No
631,Clayton County,4056,Lake City Elementary School,E,73.6,78.9,72.4,83.9,74.3,0.07201086956521750,-0.082382762991128,-0.11442193087008400,-0.04159794143199800,No,76.62,2015-2019,66.04000000000000,Yes,No
631,Clayton County,4058,Morrow High School,H,72.1,66.0,72.0,67.7,62.9,-0.08460471567267680,0.09090909090909090,-0.07090103397341220,-0.021532219578999300,No,68.14,2015-2019,67.97,Yes,No
631,Clayton County,4060,Suder Elementary School,E,72.3,58.9,69.2,53.3,72.4,-0.18533886583679100,0.17487266553480500,0.35834896810506600,0.11596092260102700,Yes,65.22,2015-2019,66.04000000000000,No,No
631,Clayton County,5052,Edmonds Elementary School,E,58.1,51.1,70.8,68.3,70.7,-0.12048192771084300,0.385518590998043,0.035139092240117200,0.10005858517577200,Yes,63.8,2015-2019,66.04000000000000,No,No
631,Clayton County,5054,Huie Elementary School,E,71.2,54.2,63.7,60.2,45.1,-0.23876404494382000,0.17527675276752800,-0.2508305647840530,-0.10477261898678200,No,58.88000000000000,2015-2019,66.04000000000000,No,No
631,Clayton County,5056,William M. McGarrah Elementary School,E,76.2,76.6,71.9,76.5,70.4,0.005249343832020890,-0.06135770234986930,-0.07973856209150320,-0.04528230686978390,No,74.32000000000000,2015-2019,66.04000000000000,Yes,No
631,Clayton County,5060,Swint Elementary School,E,66.7,64.2,69.8,70.5,74.1,-0.037481259370314800,0.08722741433021800,0.051063829787234000,0.033603328249045700,Yes,69.06000000000000,2015-2019,66.04000000000000,Yes,Yes
631,Clayton County,ALL,All Schools,E,62.6,62.7,68.2,68.0,63.5,0.0015974440894568900,0.08771929824561400,-0.0661764705882353,0.007713423915611880,Yes,65,2015-2019,66.04000000000000,No,No
631,Clayton County,ALL,All Schools,H,68,65.0,64.3,62.3,60.9,-0.04411764705882350,-0.010769230769230800,-0.02247191011235950,-0.025786262646804600,No,64.1,2015-2019,67.97,No,No
631,Clayton County,ALL,All Schools,M,62,63.5,67.3,62.3,61.9,0.024193548387096800,0.05984251968503930,-0.00642054574638842,0.025871840775249200,Yes,63.4,2015-2019,65.54000000000000,No,No
632,Clinch County,101,Clinch County Elementary School,E,57.7,55.8,72.2,80.2,68.2,-0.03292894280762580,0.2939068100358420,-0.14962593516209500,0.03711731068870730,Yes,66.82,2015-2019,66.04000000000000,Yes,Yes
632,Clinch County,201,Clinch County Middle School,E,58.2,55.7,51.5,45.4,63.4,-0.0429553264604811,-0.07540394973070020,0.39647577092511000,0.09270549824464300,Yes,54.840000000000000,2015-2019,66.04000000000000,No,No
632,Clinch County,201,Clinch County Middle School,M,61.3,65.3,70.3,58.8,64.6,0.06525285481239810,0.0765696784073507,0.09863945578231290,0.08015399633402050,Yes,64.06000000000000,2015-2019,65.54000000000000,No,No
632,Clinch County,1050,Clinch County High School,H,77.1,75.7,79.1,62.7,81.0,-0.018158236057068600,0.04491413474240410,0.29186602870813400,0.10620730913115600,Yes,75.12,2015-2019,67.97,Yes,Yes
632,Clinch County,1050,Clinch County High School,M,58.8,57.8,63.1,70.8,78.4,-0.017006802721088400,0.09169550173010390,0.1073446327683620,0.06067777725912570,Yes,65.78,2015-2019,65.54000000000000,Yes,Yes
632,Clinch County,ALL,All Schools,E,57.1,54.0,59.0,65.0,66.3,-0.05429071803852890,0.09259259259259260,0.020000000000000000,0.019433958184687900,Yes,60.280000000000000,2015-2019,66.04000000000000,No,No
