sys_sch,System ID,System Name,School ID,School Name,2019 CCRPI Single Score,2019 BTO Designation
633294,633,Cobb County,294,Smitha Middle School,79.8,Beating the Odds
633214,633,Cobb County,214,Smyrna Elementary School,74.7,Within Expected Range
633478,633,Cobb County,478,Sope Creek Elementary School,94.5,Within Expected Range
6333056,633,Cobb County,3056,South Cobb High School,80.4,Beating the Odds
633373,633,Cobb County,373,Sprayberry High School,83,Within Expected Range
633180,633,Cobb County,180,Still Elementary School,80.5,Below Expected Range
633475,633,Cobb County,475,Tapp Middle School,78.5,Beating the Odds
6334068,633,Cobb County,4068,Teasley Elementary School,82.3,Below Expected Range
633491,633,Cobb County,491,Timber Ridge Elementary School,99.3,Beating the Odds
633181,633,Cobb County,181,Tritt Elementary School,90.2,Within Expected Range
633191,633,Cobb County,191,Varner Elementary School,74.7,Within Expected Range
633197,633,Cobb County,197,Vaughan Elementary School,89.2,Within Expected Range
633175,633,Cobb County,175,Walton High School,96.3,Beating the Odds
6331069,633,Cobb County,1069,Wheeler High School,88.8,Beating the Odds
634102,634,Coffee County,102,Ambrose Elementary School,84.4,Beating the Odds
634191,634,Coffee County,191,Broxton-Mary Hayes Elementary,72.3,Beating the Odds
634195,634,Coffee County,195,Coffee County High School,74.1,Within Expected Range
634108,634,Coffee County,108,Coffee Middle School,75.4,Beating the Odds
634282,634,Coffee County,282,Eastside Elementary School,75.3,Beating the Odds
634308,634,Coffee County,308,George Washington Carver Freshman Campus,78.6,Within Expected Range
634100,634,Coffee County,100,Indian Creek Elementary,79.9,Within Expected Range
634291,634,Coffee County,291,Nicholls Elementary School,85.8,Beating the Odds
634182,634,Coffee County,182,Satilla Elementary School,74.7,Beating the Odds
6343052,634,Coffee County,3052,West Green Elementary School,73.6,Within Expected Range
6345050,634,Coffee County,5050,Westside Elementary School,68.5,Within Expected Range
634114,634,Coffee County,114,Wiregrass Regional College and Career Academy,74.6,Within Expected Range
6353052,635,Colquitt County,3052,CA Gray Junior High School,77.6,Beating the Odds
635112,635,Colquitt County,112,Colquitt County Achievement Center,28.2,Below Expected Range
6351554,635,Colquitt County,1554,Colquitt County High School,64.5,Below Expected Range
6354050,635,Colquitt County,4050,Cox Elementary School,65.6,Beating the Odds
635178,635,Colquitt County,178,Doerun Elementary School,56.5,Below Expected Range
6352052,635,Colquitt County,2052,Funston Elementary School,73.4,Within Expected Range
6354052,635,Colquitt County,4052,Hamilton Elementary School,84.3,Within Expected Range
635278,635,Colquitt County,278,Norman Park Elementary School,71.5,Within Expected Range
635187,635,Colquitt County,187,Odom Elementary School,75.8,Beating the Odds
6353054,635,Colquitt County,3054,Okapilco Elementary School,56.5,Below Expected Range
6353050,635,Colquitt County,3050,Stringfellow Elementary School,64.4,Within Expected Range
6355054,635,Colquitt County,5054,Sunset Elementary School,68.9,Below Expected Range
635111,635,Colquitt County,111,Willie J. Williams Middle School,68.1,Below Expected Range
6352056,635,Colquitt County,2056,Wright Elementary School,71.4,Below Expected Range
636212,636,Columbia County,212,Baker Place Elementary,75.8,Below Expected Range
636188,636,Columbia County,188,Blue Ridge Elementary School,80,Below Expected Range
636190,636,Columbia County,190,Brookwood Elementary School,81.3,Within Expected Range
636208,636,Columbia County,208,Cedar Ridge Elementary School,79.3,Below Expected Range
6362050,636,Columbia County,2050,Columbia Middle School,71.2,Below Expected Range
636397,636,Columbia County,397,Euchee Creek Elementary School,80.3,Within Expected Range
636186,636,Columbia County,186,Evans Elementary School,87.4,Within Expected Range
6364050,636,Columbia County,4050,Evans High School,80.4,Below Expected Range
636107,636,Columbia County,107,Evans Middle School,75.7,Below Expected Range
636297,636,Columbia County,297,Greenbrier Elementary School,89.6,Within Expected Range
636197,636,Columbia County,197,Greenbrier High School,87.5,Below Expected Range
636101,636,Columbia County,101,Greenbrier Middle School,81.2,Below Expected Range
6365050,636,Columbia County,5050,Grovetown Elementary School,73.9,Within Expected Range
636112,636,Columbia County,112,Grovetown High School,76.9,Below Expected Range
636103,636,Columbia County,103,Grovetown Middle School,65.7,Below Expected Range
636183,636,Columbia County,183,Harlem High School,73.7,Below Expected Range
636283,636,Columbia County,283,Harlem Middle School,75.1,Below Expected Range
636189,636,Columbia County,189,Lakeside High School,83.3,Below Expected Range
636290,636,Columbia County,290,Lakeside Middle School,64.2,Below Expected Range
636102,636,Columbia County,102,Lewiston Elementary School,89.4,Within Expected Range
6362052,636,Columbia County,2052,Martinez Elementary School,78.5,Within Expected Range
6363052,636,Columbia County,3052,North Columbia Elementary School,84.3,Within Expected Range
6364052,636,Columbia County,4052,North Harlem Elementary School,75.9,Within Expected Range
636398,636,Columbia County,398,Parkway Elementary School,90.4,Within Expected Range
636106,636,Columbia County,106,River Ridge Elementary,97.7,Beating the Odds
636194,636,Columbia County,194,Riverside Elementary School,90.2,Within Expected Range
636193,636,Columbia County,193,Riverside Middle School,82.5,Below Expected Range
6365052,636,Columbia County,5052,South Columbia Elementary School,81.8,Within Expected Range
636108,636,Columbia County,108,Stallings Island Middle School,87.4,Below Expected Range
636192,636,Columbia County,192,Stevens Creek Elementary School,97,Beating the Odds
636173,636,Columbia County,173,Westmont Elementary School,87.8,Beating the Odds
7711050,771,Commerce City,1050,Commerce Elementary School,77.1,Within Expected Range
771112,771,Commerce City,112,Commerce High School,76.8,Within Expected Range
771105,771,Commerce City,105,Commerce Middle School,76.2,Within Expected Range
771104,771,Commerce City,104,Commerce Primary,62.8,Below Expected Range
7830410410,7830410,Commission Charter Schools- Atlanta Heights Charter School,410,Atlanta Heights Charter School,64.1,Beating the Odds
7830613613,7830613,Commission Charter Schools- Brookhaven Innovation Academy,613,Brookhaven Innovation Academy,79.6,Within Expected Range
7830103103,7830103,Commission Charter Schools- CCAT School,103,CCAT School,82,Beating the Odds
7830611611,7830611,Commission Charter Schools- Cirrus Charter Academy,611,Cirrus Charter Academy,56.3,Below Expected Range
7830610610,7830610,Commission Charter Schools- Coweta Charter Academy,610,Coweta Charter Academy,85.7,Beating the Odds
7830310310,7830310,Commission Charter Schools- Fulton Leadership Academy,310,Fulton Leadership Academy,58.6,Below Expected Range
7830614614,7830614,Commission Charter Schools- Liberty Tech Charter Academy,614,Liberty Tech Charter Academy,79.8,Within Expected Range
7830210210,7830210,Commission Charter Schools- Pataula Charter Academy,210,Pataula Charter Academy,70.6,Within Expected Range
7830612612,7830612,Commission Charter Schools- Southwest Georgia S.T.E.M. Charter Academy,612,Southwest Georgia S.T.E.M. Charter Academy,59.6,Below Expected Range
637101,637,Cook County,101,Cook County Middle School,79.8,Beating the Odds
637104,637,Cook County,104,Cook Elementary School,69.7,Within Expected Range
637111,637,Cook County,111,Cook High School,71.5,Within Expected Range
637196,637,Cook County,196,Cook Primary School,76.5,Beating the Odds
638101,638,Coweta County,101,Arbor Springs Elementary,92.1,Beating the Odds
638395,638,Coweta County,395,Arnall Middle School,89.8,Beating the Odds
6381050,638,Coweta County,1050,Arnco-Sargent Elementary School,70.7,Within Expected Range
6382050,638,Coweta County,2050,Atkinson Elementary School,65.6,Below Expected Range
638115,638,Coweta County,115,Brooks Elementary,95.1,Beating the Odds
638191,638,Coweta County,191,Canongate Elementary School,93.8,Beating the Odds
638389,638,Coweta County,389,East Coweta High School,82.2,Within Expected Range
638289,638,Coweta County,289,East Coweta Middle School,79.8,Within Expected Range
6382052,638,Coweta County,2052,Eastside Elementary School,80.4,Within Expected Range
6383052,638,Coweta County,3052,Elm Street Elementary School,91.9,Beating the Odds
6381056,638,Coweta County,1056,Evans Middle School,77.4,Within Expected Range
638203,638,Coweta County,203,Glanton Elementary,78.3,Within Expected Range
638195,638,Coweta County,195,Jefferson Parkway Elementary School,77.8,Beating the Odds
638106,638,Coweta County,106,Lee Middle School,91.7,Beating the Odds
638299,638,Coweta County,299,Madras Middle School,87.1,Within Expected Range
6383054,638,Coweta County,3054,Moreland Elementary School,82.6,Within Expected Range
638192,638,Coweta County,192,Newnan Crossing Elementary School,90.3,Beating the Odds
6385054,638,Coweta County,5054,Newnan High School,81.5,Beating the Odds
638196,638,Coweta County,196,Northgate High School,88.2,Within Expected Range
6382056,638,Coweta County,2056,Northside Elementary School,89.7,Beating the Odds
638199,638,Coweta County,199,Poplar Road Elementary School,70.3,Below Expected Range
6381054,638,Coweta County,1054,Ruth Hill Elementary School,83.9,Beating the Odds
638301,638,Coweta County,301,Smokey Road Middle School,71,Within Expected Range
638295,638,Coweta County,295,Thomas Crossroads Elementary School,83.1,Within Expected Range
638201,638,Coweta County,201,Welch Elementary School,76.2,Within Expected Range
6385056,638,Coweta County,5056,Western Elementary School,83.3,Beating the Odds
638189,638,Coweta County,189,White Oak Elementary School,80.8,Within Expected Range
638103,638,Coweta County,103,Willis Road Elementary,87.2,Beating the Odds
639192,639,Crawford County,192,Crawford County Elementary School,57.9,Below Expected Range
639193,639,Crawford County,193,Crawford County High School,65.3,Below Expected Range
639202,639,Crawford County,202,Crawford County Middle School,75,Within Expected Range
6402052,640,Crisp County,2052,Crisp County Elementary School,67.2,Within Expected Range
640196,640,Crisp County,196,Crisp County High School,69.2,Below Expected Range
640197,640,Crisp County,197,Crisp County Middle School,75.8,Beating the Odds
640115,640,Crisp County,115,Crisp County Primary School,69.6,Within Expected Range
641195,641,Dade County,195,Dade County High School,77,Within Expected Range
641101,641,Dade County,101,Dade Elementary School,83.6,Within Expected Range
641295,641,Dade County,295,Dade Middle School,72,Below Expected Range
641275,641,Dade County,275,Davis Elementary School,77.8,Within Expected Range
772105,772,Dalton Public Schools,105,Blue Ridge Elementary School,74.1,Within Expected Range
7721050,772,Dalton Public Schools,1050,Brookwood Elementary School,86.5,Within Expected Range
772301,772,Dalton Public Schools,301,City Park Elementary School,73.4,Within Expected Range
7724050,772,Dalton Public Schools,4050,Dalton High School,80.3,Beating the Odds
772201,772,Dalton Public Schools,201,Dalton Middle School,74,Within Expected Range
772110,772,Dalton Public Schools,110,Morris Innovative High School,54.6,Below Expected Range
772101,772,Dalton Public Schools,101,Park Creek Elementary School,80.9,Beating the Odds
7721052,772,Dalton Public Schools,1052,Roan Elementary School,81.3,Within Expected Range
772173,772,Dalton Public Schools,173,Westwood Elementary School,77.7,Within Expected Range
642199,642,Dawson County,199,Black's Mill Elementary School,81.8,Beating the Odds
642198,642,Dawson County,198,Dawson County High School,75.7,Within Expected Range
642109,642,Dawson County,109,Dawson County Junior High,68.6,Below Expected Range
642106,642,Dawson County,106,Dawson County Middle School,77.3,Within Expected Range
642103,642,Dawson County,103,Kilough Elementary School,79.9,Within Expected Range
642111,642,Dawson County,111,Riverview Elementary School,94.8,Beating the Odds
642189,642,Dawson County,189,Robinson Elementary School,77.6,Within Expected Range
773505,773,Decatur City,505,Clairemont Elementary School,94.1,Beating the Odds
7733050,773,Decatur City,3050,Decatur High School,91.9,Beating the Odds
773112,773,Decatur City,112,Fifth Avenue Elementary,90.2,Within Expected Range
773212,773,Decatur City,212,New Glennwood Elementary,95.5,Beating the Odds
773105,773,Decatur City,105,Oakhurst Elementary School,98.4,Beating the Odds
7731552,773,Decatur City,1552,Renfroe Middle School,77.7,Below Expected Range
773115,773,Decatur City,115,Westchester Elementary School,97.7,Beating the Odds
773405,773,Decatur City,405,Winnona Park Elementary School,94,Within Expected Range
6433050,643,Decatur County,3050,Bainbridge High School,74.2,Within Expected Range
6432050,643,Decatur County,2050,Bainbridge Middle School,65,Below Expected Range
6432052,643,Decatur County,2052,Hutto Middle School,55.9,Below Expected Range
6433052,643,Decatur County,3052,John Johnson Elementary School,72.5,Within Expected Range
6434052,643,Decatur County,4052,Jones-Wheat Elementary School,71.3,Beating the Odds
643116,643,Decatur County,116,New Beginning Learning Center,32.7,Within Expected Range
643191,643,Decatur County,191,Potter Street Elementary School,59,Below Expected Range
643105,643,Decatur County,105,West Bainbridge Elementary School,81.4,Beating the Odds
6442050,644,DeKalb County,2050,Allgood Elementary School,78.8,Beating the Odds
644610,644,DeKalb County,610,"Arabia Mountain High School - Academy of Engineering, Medicine and Environm",81.9,Within Expected Range
6443050,644,DeKalb County,3050,Ashford Park Elementary School,76.6,Below Expected Range
644175,644,DeKalb County,175,Austin Elementary School,99,Within Expected Range
6445050,644,DeKalb County,5050,Avondale Elementary School,73,Beating the Odds
6441103,644,DeKalb County,1103,Barack H. Obama Elementary Magnet School of Technology,61.4,Below Expected Range
644475,644,DeKalb County,475,Bob Mathis Elementary School,77.3,Beating the Odds
6444051,644,DeKalb County,4051,Briar Vista Elementary School,85.6,Within Expected Range
6443051,644,DeKalb County,3051,Briarlake Elementary School,88.6,Beating the Odds
6441052,644,DeKalb County,1052,Brockett Elementary School,80.3,Below Expected Range
644191,644,DeKalb County,191,Browns Mill Elementary School,71.3,Beating the Odds
6443052,644,DeKalb County,3052,Canby Lane Elementary School,71.5,Beating the Odds
6442065,644,DeKalb County,2065,Cary Reynolds Elementary School,69.9,Below Expected Range
644275,644,DeKalb County,275,Cedar Grove Elementary School,66.1,Within Expected Range
644172,644,DeKalb County,172,Cedar Grove High School,62.9,Below Expected Range
644200,644,DeKalb County,200,Cedar Grove Middle School,66,Below Expected Range
6445052,644,DeKalb County,5052,Chamblee Charter High School,84,Within Expected Range
644406,644,DeKalb County,406,Chamblee Middle School,92,Beating the Odds
6441053,644,DeKalb County,1053,Chapel Hill Elementary School,73.6,Beating the Odds
644193,644,DeKalb County,193,Chapel Hill Middle School,69.8,Within Expected Range
6443053,644,DeKalb County,3053,Chesnut Elementary School,94.9,Beating the Odds
6444053,644,DeKalb County,4053,Clarkston High School,67.7,Below Expected Range
6441054,644,DeKalb County,1054,Columbia Elementary School,62.5,Within Expected Range
6442054,644,DeKalb County,2054,Columbia High School,57,Below Expected Range
644301,644,DeKalb County,301,Columbia Middle School,70.4,Beating the Odds
6444054,644,DeKalb County,4054,Cross Keys High School,67.2,Within Expected Range
6441010,644,DeKalb County,1010,DeKalb Academy of Technology and the Environment Charter School,83.5,Beating the Odds
644500,644,DeKalb County,500,DeKalb Alternative School,32.6,Within Expected Range
644407,644,DeKalb County,407,Dekalb Early College Academy,97,Beating the Odds
6441050,644,DeKalb County,1050,DeKalb Elementary School of the Arts,83.9,Beating the Odds
644705,644,DeKalb County,705,DeKalb PATH Academy Charter School,80.7,Within Expected Range
644113,644,DeKalb County,113,DeKalb Preparatory Academy Charter,69.2,Within Expected Range
644410,644,DeKalb County,410,DeKalb School of the Arts,91.2,Within Expected Range
6441055,644,DeKalb County,1055,Dresden Elementary School,73.9,Within Expected Range
6442055,644,DeKalb County,2055,Druid Hills High School,74.7,Below Expected Range
644897,644,DeKalb County,897,Druid Hills Middle School,79,Within Expected Range
6443055,644,DeKalb County,3055,Dunaire Elementary School,74.3,Within Expected Range
644214,644,DeKalb County,214,Dunwoody Elementary School,90,Below Expected Range
6445055,644,DeKalb County,5055,Dunwoody High School,82.7,Within Expected Range
644297,644,DeKalb County,297,"Edward L. Bouie, Sr. Elementary School",85.8,Within Expected Range
644181,644,DeKalb County,181,Eldridge L. Miller Elementary School,74.5,Beating the Odds
644810,644,DeKalb County,810,Elizabeth Andrews High School,42.5,Below Expected Range
6441056,644,DeKalb County,1056,Evansdale Elementary School,74.3,Below Expected Range
644375,644,DeKalb County,375,Fairington Elementary School,58.8,Within Expected Range
6442056,644,DeKalb County,2056,Fernbank Elementary School,86.1,Beating the Odds
644107,644,DeKalb County,107,Flat Rock Elementary School,58.2,Below Expected Range
6443056,644,DeKalb County,3056,Flat Shoals Elementary School,52,Below Expected Range
644201,644,DeKalb County,201,Freedom Middle School,72.6,Beating the Odds
644314,644,DeKalb County,314,GLOBE Academy Charter School I,94.1,Beating the Odds
6443057,644,DeKalb County,3057,Hambrick Elementary School,80.1,Beating the Odds
6445057,644,DeKalb County,5057,Hawthorne Elementary School,73.5,Within Expected Range
644797,644,DeKalb County,797,Henderson Middle School,78.8,Within Expected Range
6442058,644,DeKalb County,2058,Henderson Mill Elementary School,73.7,Below Expected Range
6444058,644,DeKalb County,4058,Hightower Elementary School,69.6,Below Expected Range
6445058,644,DeKalb County,5058,Huntley Hills Elementary School,74.7,Below Expected Range
6441059,644,DeKalb County,1059,Idlewood Elementary School,80.2,Beating the Odds
6442059,644,DeKalb County,2059,Indian Creek Elementary School,80.8,Within Expected Range
644805,644,DeKalb County,805,International Community School,76.7,Within Expected Range
6441102,644,DeKalb County,1102,John Robert Lewis Elementary School,73.4,Beating the Odds
6443059,644,DeKalb County,3059,Jolly Elementary School,74.6,Within Expected Range
6444059,644,DeKalb County,4059,Kelley Lake Elementary School,74.4,Beating the Odds
6445059,644,DeKalb County,5059,Kingsley Elementary School,76.6,Within Expected Range
644288,644,DeKalb County,288,Kittredge Magnet School,98.9,Within Expected Range
6443060,644,DeKalb County,3060,Lakeside High School,78.1,Within Expected Range
6444060,644,DeKalb County,4060,Laurel Ridge Elementary School,84.7,Within Expected Range
644311,644,DeKalb County,311,Leadership Preparatory Academy,69.8,Below Expected Range
644202,644,DeKalb County,202,Lithonia High School,63.8,Within Expected Range
644203,644,DeKalb County,203,Lithonia Middle School,68.3,Beating the Odds
6441061,644,DeKalb County,1061,Livsey Elementary School,91.3,Beating the Odds
644197,644,DeKalb County,197,Marbut Elementary School,54,Below Expected Range
644510,644,DeKalb County,510,Margaret Harris Comprehensive School,54.2,Beating the Odds
644103,644,DeKalb County,103,"Martin Luther King, Jr. High School",67.5,Within Expected Range
644401,644,DeKalb County,401,Mary McLeod Bethune Middle School,60.8,Within Expected Range
6442061,644,DeKalb County,2061,McLendon Elementary School,75.7,Below Expected Range
6443070,644,DeKalb County,3070,McNair High School,60.9,Within Expected Range
6441057,644,DeKalb County,1057,McNair Middle School,56,Within Expected Range
6442062,644,DeKalb County,2062,Midvale Elementary School,74.8,Within Expected Range
644105,644,DeKalb County,105,Miller Grove High School,67.8,Beating the Odds
644597,644,DeKalb County,597,Miller Grove Middle School,56.6,Below Expected Range
6444062,644,DeKalb County,4062,Montclair Elementary School,60.1,Below Expected Range
6445062,644,DeKalb County,5062,Montgomery Elementary School,92.4,Within Expected Range
6444052,644,DeKalb County,4052,Murphy Candler Elementary School,63.4,Below Expected Range
644215,644,DeKalb County,215,Museum School Avondale Estates,78.9,Within Expected Range
644100,644,DeKalb County,100,Narvie Harris Elementary School,85.6,Within Expected Range
6443063,644,DeKalb County,3063,Oak Grove Elementary School,91.5,Within Expected Range
6444063,644,DeKalb County,4063,Oakcliff Elementary School,81.7,Within Expected Range
644305,644,DeKalb County,305,Oakview Elementary,58.8,Within Expected Range
644188,644,DeKalb County,188,Panola Way Elementary School,61.6,Within Expected Range
6441101,644,DeKalb County,1101,Peachcrest Elementary School,65.2,Beating the Odds
644189,644,DeKalb County,189,Peachtree Middle School,65.2,Below Expected Range
644190,644,DeKalb County,190,Pine Ridge Elementary School,77.8,Beating the Odds
6443064,644,DeKalb County,3064,Pleasantdale Elementary School,74.9,Within Expected Range
644108,644,DeKalb County,108,Princeton Elementary School,75.4,Beating the Odds
6444064,644,DeKalb County,4064,Rainbow Elementary School,73.1,Beating the Odds
6445064,644,DeKalb County,5064,Redan Elementary School,61.7,Within Expected Range
644176,644,DeKalb County,176,Redan High School,63.8,Within Expected Range
644205,644,DeKalb County,205,Redan Middle School,69.6,Beating the Odds
644399,644,DeKalb County,399,Robert Shaw Theme School,80.4,Within Expected Range
6443065,644,DeKalb County,3065,Rock Chapel Elementary School,75.8,Beating the Odds
644272,644,DeKalb County,272,Rockbridge Elementary School,75,Beating the Odds
644409,644,DeKalb County,409,Ronald E McNair Discover Learning Academy Elementary School,41.3,Below Expected Range
6444065,644,DeKalb County,4065,Rowland Elementary School,68.5,Beating the Odds
6445065,644,DeKalb County,5065,Sagamore Hills Elementary School,83.6,Within Expected Range
644291,644,DeKalb County,291,Salem Middle School,63.4,Beating the Odds
644290,644,DeKalb County,290,Sequoyah Middle School,60.8,Below Expected Range
644293,644,DeKalb County,293,Shadow Rock Elementary School,59.6,Below Expected Range
6443067,644,DeKalb County,3067,Smoke Rise Elementary School,89.2,Beating the Odds
6444067,644,DeKalb County,4067,Snapfinger Elementary School,46.9,Below Expected Range
6445067,644,DeKalb County,5067,Southwest DeKalb High School,67.8,Within Expected Range
644497,644,DeKalb County,497,Stephenson High School,68.4,Within Expected Range
644397,644,DeKalb County,397,Stephenson Middle School,68.3,Within Expected Range
644575,644,DeKalb County,575,Stone Mill Elementary School,66.9,Beating the Odds
6442068,644,DeKalb County,2068,Stone Mountain Elementary School,63.9,Within Expected Range
644276,644,DeKalb County,276,Stone Mountain High School,55.2,Below Expected Range
644506,644,DeKalb County,506,Stone Mountain Middle School,61.4,Within Expected Range
6444068,644,DeKalb County,4068,Stoneview Elementary School,65.2,Beating the Odds
644315,644,DeKalb County,315,Tapestry Public Charter School,67.3,Below Expected Range
644507,644,DeKalb County,507,The Champion Middle Theme School,81.4,Within Expected Range
6443069,644,DeKalb County,3069,Toney Elementary School,58.1,Below Expected Range
6444069,644,DeKalb County,4069,Towers High School,65.8,Within Expected Range
6441070,644,DeKalb County,1070,Tucker High School,68,Below Expected Range
644605,644,DeKalb County,605,Tucker Middle School,76.9,Beating the Odds
644173,644,DeKalb County,173,Vanderlyn Elementary School,97.6,Within Expected Range
644309,644,DeKalb County,309,Wadsworth Magnet School for High Achievers,98.3,Beating the Odds
644675,644,DeKalb County,675,Woodridge Elementary School,69.5,Beating the Odds
6441071,644,DeKalb County,1071,Woodward Elementary School,66.3,Within Expected Range
644102,644,DeKalb County,102,Wynbrooke Elementary School,86.2,Beating the Odds
645292,645,Dodge County,292,DAC (Dodge County Achievement Center),32.8,Below Expected Range
645103,645,Dodge County,103,Dodge County High School,75.8,Within Expected Range
645180,645,Dodge County,180,Dodge County Middle School,71.7,Within Expected Range
645291,645,Dodge County,291,North Dodge Elementary School,71.4,Within Expected Range
645191,645,Dodge County,191,South Dodge Elementary School,59.1,Below Expected Range
646104,646,Dooly County,104,Dooly County Elementary School,53.7,Below Expected Range
646182,646,Dooly County,182,Dooly County High School,50.3,Below Expected Range
646204,646,Dooly County,204,Dooly County Middle School,70.4,Within Expected Range
647101,647,Dougherty County,101,Albany Middle School,61,Within Expected Range
647299,647,Dougherty County,299,Alice Coachman Elementary School,57.7,Within Expected Range
6472052,647,Dougherty County,2052,Dougherty Comprehensive High School,62.2,Within Expected Range
6475056,647,Dougherty County,5056,International Studies Elementary Charter School,73.7,Within Expected Range
6474054,647,Dougherty County,4054,Lake Park Elementary School,76.2,Within Expected Range
647199,647,Dougherty County,199,Lamar Reese School of the Arts,66,Below Expected Range
647205,647,Dougherty County,205,Lincoln Elementary Magnet School,78.6,Below Expected Range
647102,647,Dougherty County,102,Live Oak Elementary School,67.8,Within Expected Range
647399,647,Dougherty County,399,"Martin Luther King, Jr. Elementary School",45.9,Below Expected Range
6474056,647,Dougherty County,4056,Merry Acres Middle School,64.6,Within Expected Range
6471058,647,Dougherty County,1058,Monroe High School,64.8,Within Expected Range
6472058,647,Dougherty County,2058,Morningside Elementary School,62.9,Within Expected Range
6473058,647,Dougherty County,3058,Northside Elementary School,63.8,Beating the Odds
6475058,647,Dougherty County,5058,Radium Springs Elementary School,70.6,Beating the Odds
647106,647,Dougherty County,106,Radium Springs Middle School,48.9,Below Expected Range
647103,647,Dougherty County,103,Robert A. Cross Middle Magnet,94.5,Beating the Odds
647105,647,Dougherty County,105,Robert H Harvey Elementary School,50.2,Below Expected Range
6474060,647,Dougherty County,4060,Sherwood Acres Elementary School,75.5,Beating the Odds
6473062,647,Dougherty County,3062,Turner Elementary School,64.2,Within Expected Range
6475062,647,Dougherty County,5062,West Town Elementary School,67.8,Beating the Odds
6474062,647,Dougherty County,4062,Westover High School,75.3,Within Expected Range
648187,648,Douglas County,187,Alexander High School,82.8,Within Expected Range
6485052,648,Douglas County,5052,Annette Winn Elementary School,63.6,Below Expected Range
648178,648,Douglas County,178,Arbor Station Elementary School,66.7,Below Expected Range
6482050,648,Douglas County,2050,Beulah Elementary School,84.5,Beating the Odds
648107,648,Douglas County,107,Bill Arp Elementary School,87.1,Beating the Odds
648198,648,Douglas County,198,Bright Star Elementary School,63.7,Below Expected Range
648407,648,Douglas County,407,Brighten Academy,71.7,Below Expected Range
648398,648,Douglas County,398,Burnett Elementary School,68.8,Within Expected Range
648208,648,Douglas County,208,Chapel Hill Elementary School,85.2,Beating the Odds
648100,648,Douglas County,100,Chapel Hill High School,82.8,Within Expected Range
6483550,648,Douglas County,3550,Chapel Hill Middle School,82.2,Beating the Odds
648188,648,Douglas County,188,Chestnut Log Middle School,76.9,Beating the Odds
648184,648,Douglas County,184,Dorsett Shoals Elementary School,74.8,Within Expected Range
6484050,648,Douglas County,4050,Douglas County High School,74.6,Within Expected Range
648498,648,Douglas County,498,Eastside Elementary School,74.9,Beating the Odds
648213,648,Douglas County,213,Factory Shoals Elementary School,77.9,Beating the Odds
648108,648,Douglas County,108,Factory Shoals Middle School,75.2,Within Expected Range
648180,648,Douglas County,180,Fairplay Middle School,77,Below Expected Range
648200,648,Douglas County,200,Holly Springs Elementary,87.9,Beating the Odds
648175,648,Douglas County,175,Lithia Springs Comprehensive High School,69.2,Within Expected Range
6483052,648,Douglas County,3052,Lithia Springs Elementary School,66.7,Below Expected Range
648112,648,Douglas County,112,Mason Creek Elementary School,72.3,Below Expected Range
648113,648,Douglas County,113,Mason Creek Middle School,77.8,Within Expected Range
648303,648,Douglas County,303,Mirror Lake Elementary School,76,Within Expected Range
6484052,648,Douglas County,4052,Mount Carmel Elementary School,71.3,Within Expected Range
648203,648,Douglas County,203,New Manchester Elementary School,69.4,Below Expected Range
648212,648,Douglas County,212,New Manchester High School,79.8,Beating the Odds
648104,648,Douglas County,104,North Douglas Elementary School,68.7,Within Expected Range
648193,648,Douglas County,193,South Douglas Elementary School,83.2,Within Expected Range
6485050,648,Douglas County,5050,Stewart Middle School,76.1,Beating the Odds
648298,648,Douglas County,298,Sweetwater Elementary School,74,Beating the Odds
6482054,648,Douglas County,2054,Turner Middle School,76.1,Beating the Odds
6481054,648,Douglas County,1054,Winston Elementary School,83.6,Beating the Odds
648103,648,Douglas County,103,Yeager Middle School,81.4,Beating the Odds
774211,774,Dublin City,211,Dublin High School,58.5,Below Expected Range
774102,774,Dublin City,102,Dublin Middle School,57.7,Within Expected Range
774112,774,Dublin City,112,Hillcrest Elementary,71.4,Within Expected Range
774412,774,Dublin City,412,Moore Street Facility,58.3,Beating the Odds
774312,774,Dublin City,312,Susie Dasher,80.7,Beating the Odds
649194,649,Early County,194,Early County Elementary School,60.8,Within Expected Range
6492050,649,Early County,2050,Early County High School,69.5,Within Expected Range
649197,649,Early County,197,Early County Middle School,59.3,Below Expected Range
650112,650,Echols County,112,Echols County Elementary/Middle School,81.3,Beating the Odds
6501050,650,Echols County,1050,Echols County High School,72.3,Within Expected Range
651107,651,Effingham County,107,Blandford Elementary School,88.8,Beating the Odds
651296,651,Effingham County,296,Ebenezer Elementary School,88.3,Beating the Odds
651203,651,Effingham County,203,Ebenezer Middle School,80.2,Within Expected Range
651390,651,Effingham County,390,Effingham County High School,79.7,Within Expected Range
651290,651,Effingham County,290,Effingham County Middle School,79.1,Within Expected Range
651190,651,Effingham County,190,Guyton Elementary School,80.6,Within Expected Range
651105,651,Effingham County,105,Marlow Elementary School,90.5,Beating the Odds
6514050,651,Effingham County,4050,Rincon Elementary School,87.5,Beating the Odds
651196,651,Effingham County,196,Sand Hill Elementary School,83.6,Beating the Odds
651186,651,Effingham County,186,South Effingham Elementary School,92.7,Beating the Odds
651197,651,Effingham County,197,South Effingham High School,80.8,Below Expected Range
651297,651,Effingham County,297,South Effingham Middle School,82.6,Within Expected Range
651103,651,Effingham County,103,Springfield Elementary School,69.8,Below Expected Range
652313,652,Elbert County,313,Elbert County Elementary School,67.3,Below Expected Range
