sys_sch,System ID,System Name,School ID,School Name,2019 CCRPI Single Score,2019 BTO Designation
7061066,706,Muscogee County,1066,Reese Road Leadership Academy,67.3,Below Expected Range
7062066,706,Muscogee County,2066,Richards Middle School,78.1,Beating the Odds
7063066,706,Muscogee County,3066,Rigdon Road Elementary School,55.1,Below Expected Range
7064066,706,Muscogee County,4066,River Road Elementary School,70.9,Within Expected Range
7062067,706,Muscogee County,2067,Rothschild Leadership Academy School,57.1,Within Expected Range
706278,706,Muscogee County,278,Shaw High School,69.3,Below Expected Range
7064067,706,Muscogee County,4067,South Columbus Elementary School,70.6,Beating the Odds
706378,706,Muscogee County,378,Spencer High School,62.6,Within Expected Range
7063068,706,Muscogee County,3068,St. Marys Video and Communication Technology,51.9,Below Expected Range
706204,706,Muscogee County,204,Veterans Memorial Middle School,80.8,Within Expected Range
7063069,706,Muscogee County,3069,Waddell Elementary School,73.9,Beating the Odds
7065069,706,Muscogee County,5069,Wesley Heights Elementary School,54,Below Expected Range
7064070,706,Muscogee County,4070,Wynnton Elementary School,76.9,Beating the Odds
707206,707,Newton County,206,Alcovy High School,69.1,Below Expected Range
707117,707,Newton County,117,Clements Middle School,60,Below Expected Range
707196,707,Newton County,196,Cousins Middle School,57.3,Below Expected Range
7071050,707,Newton County,1050,East Newton Elementary School,72.4,Below Expected Range
707295,707,Newton County,295,Eastside High School,78.9,Within Expected Range
707124,707,Newton County,124,Fairview Elementary,80.9,Beating the Odds
707122,707,Newton County,122,Flint Hill Elementary,58.9,Below Expected Range
7074550,707,Newton County,4550,Heard-Mixon Elementary School,64.6,Below Expected Range
707398,707,Newton County,398,Indian Creek Middle School,51.2,Below Expected Range
707114,707,Newton County,114,Liberty Middle School,64.6,Within Expected Range
707115,707,Newton County,115,Live Oak Elementary,59.7,Below Expected Range
7073050,707,Newton County,3050,Livingston Elementary School,64.1,Within Expected Range
7074050,707,Newton County,4050,Mansfield Elementary School,73.9,Within Expected Range
707198,707,Newton County,198,Middle Ridge Elementary School,52.6,Below Expected Range
707123,707,Newton County,123,Newton County Theme School at Ficquett,87.4,Within Expected Range
707173,707,Newton County,173,Newton High School,57.6,Below Expected Range
707102,707,Newton County,102,Oak Hill Elementary School,65.2,Below Expected Range
7075050,707,Newton County,5050,Porterdale Elementary School,52.2,Below Expected Range
707106,707,Newton County,106,Rocky Plains Elementary School,71.2,Within Expected Range
707111,707,Newton County,111,South Salem Elementary School,53.6,Below Expected Range
707101,707,Newton County,101,Veterans Memorial Middle School,70.1,Within Expected Range
707298,707,Newton County,298,West Newton Elementary School,77.2,Beating the Odds
7083050,708,Oconee County,3050,Colham Ferry Elementary School,90.7,Within Expected Range
708294,708,Oconee County,294,Dove Creek Elementary School,88.8,Within Expected Range
708110,708,Oconee County,110,High Shoals Elementary School,97.5,Beating the Odds
708197,708,Oconee County,197,Malcom Bridge Elementary School,98.4,Beating the Odds
708198,708,Oconee County,198,Malcom Bridge Middle School,92.4,Beating the Odds
708105,708,Oconee County,105,North Oconee High School,95.9,Beating the Odds
7081050,708,Oconee County,1050,Oconee County Elementary School,81.1,Below Expected Range
708293,708,Oconee County,293,Oconee County High School,90.6,Beating the Odds
708193,708,Oconee County,193,Oconee County Middle School,92.1,Beating the Odds
708188,708,Oconee County,188,Oconee County Primary School,88,Within Expected Range
708103,708,Oconee County,103,Rocky Branch Elementary School,94.1,Beating the Odds
709198,709,Oglethorpe County,198,Oglethorpe County Elementary School,83.7,Beating the Odds
7092050,709,Oglethorpe County,2050,Oglethorpe County High School,72.9,Below Expected Range
709112,709,Oglethorpe County,112,Oglethorpe County Middle School,82.5,Within Expected Range
709298,709,Oglethorpe County,298,Oglethorpe County Primary School,60.3,Below Expected Range
710299,710,Paulding County,299,Allgood Elementary School,70.5,Below Expected Range
710103,710,Paulding County,103,Bessie L. Baggett Elementary,68.6,Below Expected Range
710110,710,Paulding County,110,Burnt Hickory Elementary School,95.7,Beating the Odds
710199,710,Paulding County,199,C. A. Roberts Elementary School,77.3,Within Expected Range
710410,710,Paulding County,410,Carl Scoggins Sr. Middle school,81,Within Expected Range
710304,710,Paulding County,304,Connie Dugan Elementary School,82.9,Beating the Odds
7101050,710,Paulding County,1050,Dallas Elementary School,68.9,Within Expected Range
710292,710,Paulding County,292,East Paulding High School,77.8,Within Expected Range
710394,710,Paulding County,394,East Paulding Middle School,79.9,Within Expected Range
710194,710,Paulding County,194,Floyd L. Shelton Elementary School at Crossroad,89,Below Expected Range
710310,710,Paulding County,310,Hal Hutchens Elementary,74.8,Below Expected Range
7102352,710,Paulding County,2352,Herschel Jones Middle School,76.4,Within Expected Range
7105050,710,Paulding County,5050,Hiram Elementary School,73.1,Within Expected Range
710101,710,Paulding County,101,Hiram High School,78.4,Within Expected Range
710404,710,Paulding County,404,Irma C. Austin Middle School,78.7,Within Expected Range
710297,710,Paulding County,297,J. A. Dobbins Middle School,76.8,Within Expected Range
710201,710,Paulding County,201,Lena Mae Moses Middle School,80.9,Within Expected Range
710104,710,Paulding County,104,Lillian C. Poole Elementary School,79.3,Beating the Odds
710188,710,Paulding County,188,McGarity Elementary School,71.8,Below Expected Range
710198,710,Paulding County,198,Nebo Elementary School,64.7,Below Expected Range
7102052,710,Paulding County,2052,New Georgia Elementary School,83.2,Beating the Odds
710109,710,Paulding County,109,North Paulding High School,81.5,Below Expected Range
710294,710,Paulding County,294,Northside Elementary School,68.4,Below Expected Range
710213,710,Paulding County,213,P. B. Ritch Middle School,79.9,Beating the Odds
7102552,710,Paulding County,2552,Paulding County High School,80.9,Beating the Odds
710204,710,Paulding County,204,Roland W. Russom Elementary,82.1,Within Expected Range
710197,710,Paulding County,197,Sam D. Panter Elementary School,70.4,Below Expected Range
710108,710,Paulding County,108,Sammy McClure Sr. Middle School,88.6,Within Expected Range
710210,710,Paulding County,210,Sara M. Ragsdale Elementary,73.5,Below Expected Range
710106,710,Paulding County,106,South Paulding High School,73.7,Below Expected Range
710192,710,Paulding County,192,South Paulding Middle School,75.4,Within Expected Range
7104052,710,Paulding County,4052,Union Elementary School,65.8,Below Expected Range
710113,710,Paulding County,113,WC Abney Elementary,82.1,Below Expected Range
7111050,711,Peach County,1050,Byron Elementary School,73.7,Within Expected Range
711197,711,Peach County,197,Byron Middle School,88.3,Beating the Odds
711191,711,Peach County,191,Fort Valley Middle School,67.3,Within Expected Range
711210,711,Peach County,210,Hunt Elementary School,64.7,Within Expected Range
711110,711,Peach County,110,Kay Road Elementary,53.8,Below Expected Range
7112052,711,Peach County,2052,Peach County High School,76.4,Beating the Odds
784201,784,Pelham City,201,Pelham City Middle School,56.1,Below Expected Range
7843050,784,Pelham City,3050,Pelham Elementary School,71.1,Beating the Odds
784111,784,Pelham City,111,Pelham High School,82.3,Beating the Odds
712106,712,Pickens County,106,Harmony Elementary School,63.2,Below Expected Range
712103,712,Pickens County,103,Hill City Elementary School,88,Beating the Odds
712203,712,Pickens County,203,Jasper Middle School,71.6,Below Expected Range
712198,712,Pickens County,198,Pickens County High School,83,Beating the Odds
712189,712,Pickens County,189,Pickens County Junior High School,69,Below Expected Range
712303,712,Pickens County,303,Tate Elementary School,85.3,Beating the Odds
713297,713,Pierce County,297,Blackshear Elementary School,71.5,Within Expected Range
713112,713,Pierce County,112,Midway Elementary School,79.2,Within Expected Range
7134050,713,Pierce County,4050,Patterson Elementary School,92.5,Beating the Odds
713182,713,Pierce County,182,Pierce County High School,86.8,Beating the Odds
713197,713,Pierce County,197,Pierce County Middle School,80.4,Beating the Odds
714101,714,Pike County,101,Pike County Elementary School,80.1,Within Expected Range
714194,714,Pike County,194,Pike County High School,78.3,Below Expected Range
714195,714,Pike County,195,Pike County Middle School,67.3,Below Expected Range
714188,714,Pike County,188,Pike County Primary School,66.5,Below Expected Range
714296,714,Pike County,296,Zebulon High School,47.9,Below Expected Range
7155050,715,Polk County,5050,Cedartown High School,73.8,Within Expected Range
715103,715,Polk County,103,Cedartown Middle School,68.6,Within Expected Range
715183,715,Polk County,183,Cherokee Elementary School,70.5,Within Expected Range
715274,715,Polk County,274,Eastside Elementary School,54.1,Below Expected Range
715188,715,Polk County,188,Northside Elementary,61.8,Below Expected Range
715102,715,Polk County,102,Rockmart High School,74.6,Within Expected Range
715104,715,Polk County,104,Rockmart Middle School,62.4,Below Expected Range
715210,715,Polk County,210,Van Wert Elementary School,58.6,Below Expected Range
715174,715,Polk County,174,Westside Elementary School,60.1,Below Expected Range
715310,715,Polk County,310,Youngs Grove Elementary School,63.5,Below Expected Range
7162050,716,Pulaski County,2050,Hawkinsville High School,74.9,Within Expected Range
7163050,716,Pulaski County,3050,Pulaski County Elementary School,79.1,Beating the Odds
716195,716,Pulaski County,195,Pulaski County Middle School,68.3,Below Expected Range
717113,717,Putnam County,113,Putnam County Elementary School,58,Below Expected Range
717114,717,Putnam County,114,Putnam County High School,69.9,Below Expected Range
717111,717,Putnam County,111,Putnam County Middle School,54.2,Below Expected Range
717112,717,Putnam County,112,Putnam County Primary School,56.5,Below Expected Range
718199,718,Quitman County,199,Quitman County Elementary,70.4,Beating the Odds
718110,718,Quitman County,110,Quitman County High School,68.8,Within Expected Range
719105,719,Rabun County,105,Rabun County Elementary School,77.2,Beating the Odds
719177,719,Rabun County,177,Rabun County High School,92.2,Beating the Odds
719100,719,Rabun County,100,Rabun County Middle School,87.9,Beating the Odds
719114,719,Rabun County,114,Rabun County Primary School,66,Below Expected Range
720201,720,Randolph County,201,Randolph Clay High School,58.9,Below Expected Range
720101,720,Randolph County,101,Randolph Clay Middle School,59,Below Expected Range
7202050,720,Randolph County,2050,Randolph County Elementary School,67.7,Within Expected Range
7214060,721,Richmond County,4060,Academy of Richmond County High School,63.1,Below Expected Range
721391,721,Richmond County,391,Alternative Education Center at Lamar,18.6,Below Expected Range
7212050,721,Richmond County,2050,Barton Chapel Elementary School,50,Below Expected Range
7213050,721,Richmond County,3050,Bayvale Elementary School,66.1,Beating the Odds
721394,721,Richmond County,394,Belair K-8 School,66.6,Within Expected Range
7214050,721,Richmond County,4050,Blythe Elementary School,62.4,Below Expected Range
7211052,721,Richmond County,1052,Butler High School,53.7,Below Expected Range
7212052,721,Richmond County,2052,Copeland Elementary School,53.8,Below Expected Range
721100,721,Richmond County,100,Cross Creek High School,56.2,Below Expected Range
7214562,721,Richmond County,4562,Davidson Magnet School,95,Within Expected Range
721105,721,Richmond County,105,Deer Chase Elementary School,66.8,Within Expected Range
721205,721,Richmond County,205,Diamond Lakes Elementary School,60,Below Expected Range
7215054,721,Richmond County,5054,Dorothy Hains Elementary School,67.6,Beating the Odds
721103,721,Richmond County,103,Freedom Park Elementary,78.3,Within Expected Range
7211054,721,Richmond County,1054,Garrett Elementary School,60.6,Below Expected Range
7212054,721,Richmond County,2054,Glenn Hills Elementary School,57.8,Below Expected Range
7213054,721,Richmond County,3054,Glenn Hills High School,50.1,Below Expected Range
721197,721,Richmond County,197,Glenn Hills Middle School,47.1,Below Expected Range
721194,721,Richmond County,194,Goshen Elementary School,50.6,Below Expected Range
7214054,721,Richmond County,4054,Gracewood Elementary School,58.6,Below Expected Range
721102,721,Richmond County,102,Hephzibah Elementary School,63.9,Within Expected Range
7212056,721,Richmond County,2056,Hephzibah High School,56.6,Below Expected Range
7211156,721,Richmond County,1156,Hephzibah Middle School,61.3,Below Expected Range
721189,721,Richmond County,189,Jamestown Elementary School,75.3,Beating the Odds
7213556,721,Richmond County,3556,Johnson Magnet,84.8,Within Expected Range
7213756,721,Richmond County,3756,Josey High School,53.9,Below Expected Range
721300,721,Richmond County,300,Lake Forest Hills Elementary School,79.5,Beating the Odds
721116,721,Richmond County,116,Lamar - Milledge Elementary School,60.4,Within Expected Range
7215566,721,Richmond County,5566,Laney High School,62.8,Within Expected Range
7211058,721,Richmond County,1058,Langford Middle School,55.8,Below Expected Range
721297,721,Richmond County,297,McBean Elementary School,69.2,Within Expected Range
721177,721,Richmond County,177,Meadowbrook Elementary School,66.9,Beating the Odds
7212058,721,Richmond County,2058,Merry Elementary School,68.6,Beating the Odds
7214058,721,Richmond County,4058,Monte Sano Elementary School,59.7,Within Expected Range
721184,721,Richmond County,184,Morgan Road Middle School,57.1,Within Expected Range
7215058,721,Richmond County,5058,Murphey Middle School,41.2,Below Expected Range
721114,721,Richmond County,114,Pine Hill Middle School,55.9,Below Expected Range
721213,721,Richmond County,213,Richmond County Technical Career Magnet School,80.9,Within Expected Range
7211062,721,Richmond County,1062,Rollins Elementary School,63.2,Within Expected Range
7214062,721,Richmond County,4062,Southside Elementary School,53.1,Below Expected Range
721390,721,Richmond County,390,Spirit Creek Middle School,57.2,Below Expected Range
721201,721,Richmond County,201,Sue Reynolds Elementary School,64.2,Within Expected Range
7214762,721,Richmond County,4762,Terrace Manor Elementary School,52.9,Below Expected Range
721294,721,Richmond County,294,Tobacco Road Elementary School,62.8,Below Expected Range
7215564,721,Richmond County,5564,Tutt Middle School,58.9,Below Expected Range
721393,721,Richmond County,393,W.S. Hornsby Elementary School,33.1,Below Expected Range
721115,721,Richmond County,115,W.S. Hornsby Middle School,49.7,Within Expected Range
7211064,721,Richmond County,1064,Walker Traditional Elementary School,85,Within Expected Range
7212064,721,Richmond County,2064,Warren Road Elementary School,60.2,Below Expected Range
7212574,721,Richmond County,2574,Westside High School,65.6,Below Expected Range
721104,721,Richmond County,104,Wilkinson Gardens Elementary School,48.6,Below Expected Range
721290,721,Richmond County,290,Willis Foreman Elementary School,56.3,Below Expected Range
7211065,721,Richmond County,1065,Windsor Spring Road Elementary School,45.1,Below Expected Range
722178,722,Rockdale County,178,Barksdale Elementary School,77.5,Beating the Odds
722278,722,Rockdale County,278,Conyers Middle School,71.9,Beating the Odds
722378,722,Rockdale County,378,Edwards Middle School,74.4,Beating the Odds
7222050,722,Rockdale County,2050,Flat Shoals Elementary School,64.4,Below Expected Range
722107,722,Rockdale County,107,General Ray Davis Middle School,86.7,Beating the Odds
722176,722,Rockdale County,176,Heritage High School,66.7,Below Expected Range
722110,722,Rockdale County,110,Hicks Elementary School,65.7,Within Expected Range
722289,722,Rockdale County,289,Hightower Trail Elementary School,73.4,Beating the Odds
722174,722,Rockdale County,174,Honey Creek Elementary School,63,Below Expected Range
7225050,722,Rockdale County,5050,House Elementary School,75.6,Within Expected Range
722197,722,Rockdale County,197,Lorraine Elementary School,65.1,Below Expected Range
722294,722,Rockdale County,294,Memorial Middle School,73.5,Beating the Odds
722102,722,Rockdale County,102,Peek's Chapel Elementary,56.8,Below Expected Range
7222052,722,Rockdale County,2052,Pine Street Elementary School,65.2,Within Expected Range
7223052,722,Rockdale County,3052,Rockdale County High School,70.6,Within Expected Range
722192,722,Rockdale County,192,Salem High School,61.1,Below Expected Range
722194,722,Rockdale County,194,Shoal Creek Elementary School,67.3,Within Expected Range
722189,722,Rockdale County,189,Sims Elementary School,63.4,Below Expected Range
785376,785,Rome City,376,Anna K. Davie Elementary,58.3,Within Expected Range
785275,785,Rome City,275,East Central Elementary School,77.7,Beating the Odds
785105,785,Rome City,105,Elm Street Elementary,75.2,Beating the Odds
7854052,785,Rome City,4052,North Heights Elementary School,56.2,Within Expected Range
785193,785,Rome City,193,Rome High School,72.2,Within Expected Range
785293,785,Rome City,293,Rome Middle School,70.1,Within Expected Range
785173,785,Rome City,173,West Central Elementary School,76,Beating the Odds
7852054,785,Rome City,2054,West End Elementary School,78.8,Beating the Odds
6252068,625,Savannah-Chatham County,2068,Andrea B Williams Elementary School,49.6,Below Expected Range
6252052,625,Savannah-Chatham County,2052,Beach High School,66.4,Within Expected Range
6254052,625,Savannah-Chatham County,4052,Bloomingdale Elementary School,57.9,Below Expected Range
6255052,625,Savannah-Chatham County,5052,Butler Elementary School,58.7,Below Expected Range
625109,625,Savannah-Chatham County,109,Coastal Empire Montessori Charter School,59.2,Below Expected Range
625311,625,Savannah-Chatham County,311,Coastal Middle School,86,Beating the Odds
625201,625,Savannah-Chatham County,201,DeRenne Middle School,55.6,Below Expected Range
625191,625,Savannah-Chatham County,191,East Broad Street School,45.8,Below Expected Range
6254054,625,Savannah-Chatham County,4054,Ellis Elementary School,77.7,Within Expected Range
625192,625,Savannah-Chatham County,192,Esther F. Garrison School for the Arts,79.3,Within Expected Range
6251056,625,Savannah-Chatham County,1056,Gadsden Elementary School,62.3,Within Expected Range
625197,625,Savannah-Chatham County,197,Garden City Elementary School,78.1,Beating the Odds
625194,625,Savannah-Chatham County,194,Georgetown School,65.4,Below Expected Range
625211,625,Savannah-Chatham County,211,Godley Station School,79,Within Expected Range
6252056,625,Savannah-Chatham County,2056,Gould Elementary School,70.8,Within Expected Range
6253056,625,Savannah-Chatham County,3056,Groves High School,64.4,Within Expected Range
6254056,625,Savannah-Chatham County,4056,Haven Elementary School,57.3,Below Expected Range
6251058,625,Savannah-Chatham County,1058,Heard Elementary School,69.1,Below Expected Range
6254058,625,Savannah-Chatham County,4058,Hesse School,72.7,Within Expected Range
6255058,625,Savannah-Chatham County,5058,Hodge Elementary School,66.5,Beating the Odds
6251060,625,Savannah-Chatham County,1060,Howard Elementary School,71.2,Below Expected Range
6252060,625,Savannah-Chatham County,2060,Hubert Middle School,69,Beating the Odds
625411,625,Savannah-Chatham County,411,Islands High School,71.4,Below Expected Range
6253060,625,Savannah-Chatham County,3060,Isle of Hope School,65,Within Expected Range
6255066,625,Savannah-Chatham County,5066,Jacob G. Smith Elementary School,68.7,Below Expected Range
6255060,625,Savannah-Chatham County,5060,Jenkins High School,72,Within Expected Range
625101,625,Savannah-Chatham County,101,Johnson High School,73.5,Beating the Odds
6252062,625,Savannah-Chatham County,2062,Largo-Tibet Elementary School,66.1,Within Expected Range
625298,625,Savannah-Chatham County,298,Marshpoint Elementary School,72.2,Below Expected Range
6255062,625,Savannah-Chatham County,5062,Mercer Middle School,60.2,Within Expected Range
625301,625,Savannah-Chatham County,301,Myers Middle School,63.2,Beating the Odds
625117,625,Savannah-Chatham County,117,New Hampstead High School,75.6,Within Expected Range
625118,625,Savannah-Chatham County,118,Oglethorpe Charter School,73.8,Within Expected Range
6251052,625,Savannah-Chatham County,1052,Otis J Brock III Elementary School,70.2,Beating the Odds
6253064,625,Savannah-Chatham County,3064,Pooler Elementary School,68.8,Within Expected Range
6254068,625,Savannah-Chatham County,4068,Port Wentworth Elementary School,65.6,Within Expected Range
625116,625,Savannah-Chatham County,116,Pulaski Elementary SChool,68.5,Within Expected Range
625512,625,Savannah-Chatham County,512,Rice Creek School,61.9,Below Expected Range
625499,625,Savannah-Chatham County,499,Savannah Arts Academy,97.2,Within Expected Range
625516,625,Savannah-Chatham County,516,Savannah Classical Academy Charter High School,74.9,Within Expected Range
625128,625,Savannah-Chatham County,128,Savannah Classical Academy Charter School,66.6,Below Expected Range
625513,625,Savannah-Chatham County,513,Savannah Early College High School,94.3,Beating the Odds
625514,625,Savannah-Chatham County,514,School of Humanities at Juliette Gordon Low,60.3,Below Expected Range
625511,625,Savannah-Chatham County,511,Shuman Elementary School,54.3,Below Expected Range
625300,625,Savannah-Chatham County,300,Southwest Elementary School,65.6,Within Expected Range
625299,625,Savannah-Chatham County,299,Southwest Middle School,66.1,Within Expected Range
625515,625,Savannah-Chatham County,515,Susie King Taylor Community School,49.4,Below Expected Range
625210,625,Savannah-Chatham County,210,The School of Liberal Studies at Savannah High,63.6,Within Expected Range
625124,625,Savannah-Chatham County,124,The STEM Academy at Bartlett,87.1,Beating the Odds
625125,625,Savannah-Chatham County,125,Tybee Island Maritime Academy School,63.7,Below Expected Range
625200,625,Savannah-Chatham County,200,West Chatham Elementary School,60.4,Below Expected Range
625199,625,Savannah-Chatham County,199,West Chatham Middle School,71.3,Within Expected Range
6251070,625,Savannah-Chatham County,1070,White Bluff Elementary School,77.6,Beating the Odds
6254070,625,Savannah-Chatham County,4070,Windsor Forest Elementary School,59.9,Below Expected Range
6255070,625,Savannah-Chatham County,5070,Windsor Forest High School,73.3,Beating the Odds
625115,625,Savannah-Chatham County,115,Woodville-Tompkins Technical and Career High School,88.8,Beating the Odds
723198,723,Schley County,198,Schley County Elementary School,85.9,Beating the Odds
723101,723,Schley County,101,Schley Middle High School,76.9,Within Expected Range
724191,724,Screven County,191,Screven County Elementary School,80.4,Beating the Odds
7244052,724,Screven County,4052,Screven County High School,84.8,Beating the Odds
724197,724,Screven County,197,Screven County Middle School,78.5,Beating the Odds
725296,725,Seminole County,296,Seminole County Elementary School,53.8,Below Expected Range
725196,725,Seminole County,196,Seminole County Middle/High School,70.7,Within Expected Range
786200,786,Social Circle City,200,Social Circle Elementary School,68.6,Below Expected Range
786300,786,Social Circle City,300,Social Circle High School,80.1,Within Expected Range
786103,786,Social Circle City,103,Social Circle Middle School,66,Below Expected Range
786100,786,Social Circle City,100,Social Circle Primary School,54.1,Below Expected Range
7820212212,7820212,State Charter Schools- Cherokee Charter Academy,212,Cherokee Charter Academy,69.9,Below Expected Range
7820618618,7820618,State Charter Schools- Coastal Plains Charter High School - Candler Campus,618,Coastal Plains Charter High School - Candler Campus,57.6,Within Expected Range
7820617617,7820617,State Charter Schools- Dubois Integrity Academy I,617,Dubois Integrity Academy I,74.3,Within Expected Range
7820613613,7820613,State Charter Schools- Foothills Charter High School (Madison Campus),613,Foothills Charter High School (Madison Campus),55.7,Within Expected Range
7820412412,7820412,State Charter Schools- Georgia Connections Academy,412,Georgia Connections Academy,69.2,Within Expected Range
7820120120,7820120,State Charter Schools- Georgia Cyber Academy,120,Georgia Cyber Academy,68.1,Within Expected Range
7820616616,7820616,State Charter Schools- Georgia School for Innovation and the Classics,616,Georgia School for Innovation and the Classics,74.8,Within Expected Range
7830615615,7830615,State Charter Schools II- Genesis Innovation Academy for Boys,615,Genesis Innovation Academy for Boys,77.8,Within Expected Range
7830616616,7830616,State Charter Schools II- Genesis Innovation Academy for Girls,616,Genesis Innovation Academy for Girls,81.7,Within Expected Range
7830619619,7830619,State Charter Schools II- International Academy of Smyrna,619,International Academy of Smyrna,62.1,Below Expected Range
7830620620,7830620,State Charter Schools II- International Charter Academy of Georgia,620,International Charter Academy of Georgia,78.6,Within Expected Range
7830617617,7830617,State Charter Schools II- Resurgence Hall Charter School,617,Resurgence Hall Charter School,93.4,Beating the Odds
7830618618,7830618,State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning,618,SAIL Charter Academy - School for Arts-Infused Learning,73.3,Below Expected Range
7830621621,7830621,State Charter Schools II- SLAM Academy of Atlanta,621,SLAM Academy of Atlanta,55.8,Beating the Odds
7820614614,7820614,State Charter Schools- International Charter School of Atlanta,614,International Charter School of Atlanta,88.5,Within Expected Range
7820612612,7820612,State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School,612,Ivy Prep Academy at Kirkwood for Girls School,55.3,Within Expected Range
7820108108,7820108,State Charter Schools- Mountain Education Center School,108,Mountain Education Center School,51.6,Within Expected Range
7820110110,7820110,State Charter Schools- Odyssey School,110,Odyssey School,77.7,Within Expected Range
7820615615,7820615,State Charter Schools- Scintilla Charter Academy,615,Scintilla Charter Academy,59.7,Below Expected Range
7820121121,7820121,State Charter Schools- Utopian Academy for the Arts Charter School,121,Utopian Academy for the Arts Charter School,69.1,Within Expected Range
79918931893,7991893,State Schools- Atlanta Area School for the Deaf,1893,Atlanta Area School for the Deaf,27.6,Below Expected Range
79918941894,7991894,State Schools- Georgia Academy for the Blind,1894,Georgia Academy for the Blind,42.7,Within Expected Range
79918951895,7991895,State Schools- Georgia School for the Deaf,1895,Georgia School for the Deaf,48.7,Within Expected Range
727187,727,Stephens County,187,Liberty Elementary School,82.3,Beating the Odds
727296,727,Stephens County,296,Stephens County Fifth Grade Academy,63.1,Below Expected Range
7275050,727,Stephens County,5050,Stephens County High School,76.9,Beating the Odds
727104,727,Stephens County,104,Stephens County Middle School,69.5,Below Expected Range
727197,727,Stephens County,197,Toccoa Elementary School,74.4,Within Expected Range
728192,728,Stewart County,192,Stewart County Elementary School,72.6,Beating the Odds
728201,728,Stewart County,201,Stewart County High School,79.9,Beating the Odds
728101,728,Stewart County,101,Stewart County Middle School,81.9,Beating the Odds
729205,729,Sumter County,205,Americus Sumter 9th Grade Academy,68.2,Beating the Odds
729105,729,Sumter County,105,Americus Sumter High School (Old Americus-Sumter HS S),67.1,Beating the Odds
729396,729,Sumter County,396,Furlow Charter School,64.9,Within Expected Range
729188,729,Sumter County,188,Sumter County Elementary School,51.1,Below Expected Range
729595,729,Sumter County,595,Sumter County Intermediate School,64,Beating the Odds
729190,729,Sumter County,190,Sumter County Middle School,70.3,Beating the Odds
729100,729,Sumter County,100,Sumter County Primary School,57.3,Within Expected Range
730190,730,Talbot County,190,Central Elementary/High School,58.9,Within Expected Range
731102,731,Taliaferro County,102,Taliaferro County School,66.1,Within Expected Range
732301,732,Tattnall County,301,Collins Elementary School,80.3,Beating the Odds
732501,732,Tattnall County,501,Glennville Elementary School,71.7,Within Expected Range
732201,732,Tattnall County,201,Glennville Middle School,82.2,Beating the Odds
732601,732,Tattnall County,601,Reidsville Elementary School,61.7,Below Expected Range
732101,732,Tattnall County,101,Reidsville Middle School,66.7,Below Expected Range
732194,732,Tattnall County,194,Tattnall County High School,66,Below Expected Range
733201,733,Taylor County,201,Taylor County High School,69.3,Within Expected Range
733205,733,Taylor County,205,Taylor County Middle School,79.8,Within Expected Range
733104,733,Taylor County,104,Taylor County Primary School,59.6,Below Expected Range
733105,733,Taylor County,105,Taylor County Upper Elementary,59.4,Below Expected Range
734104,734,Telfair County,104,Telfair County Elementary,65,Below Expected Range
734201,734,Telfair County,201,Telfair County High School,74.2,Within Expected Range
734101,734,Telfair County,101,Telfair County Middle School,71.8,Within Expected Range
7351051,735,Terrell County,1051,Cooper-Carver Elementary School,69.3,Beating the Odds
735105,735,Terrell County,105,Terrell High School,75.6,Beating the Odds
735109,735,Terrell County,109,Terrell Middle School,64.3,Within Expected Range
736100,736,Thomas County,100,Bishop Hall Charter School,51.3,Within Expected Range
736194,736,Thomas County,194,Cross Creek Elementary School,80.7,Beating the Odds
7365050,736,Thomas County,5050,Garrison-Pilcher Elementary School,73.8,Within Expected Range
736191,736,Thomas County,191,Thomas County Central High School,76.9,Within Expected Range
736205,736,Thomas County,205,Thomas County Middle School,66.8,Below Expected Range
745295,745,Thomaston-Upson County,295,Upson-Lee Elementary School,76.5,Beating the Odds
745195,745,Thomaston-Upson County,195,Upson-Lee High School,73.9,Within Expected Range
745395,745,Thomaston-Upson County,395,Upson-Lee Middle School,72.5,Within Expected Range
745105,745,Thomaston-Upson County,105,Upson-Lee Primary School,53.5,Below Expected Range
7894050,789,Thomasville City,4050,Harper Elementary School,51.5,Below Expected Range
7895050,789,Thomasville City,5050,Jerger Elementary School,79.6,Below Expected Range
7893050,789,Thomasville City,3050,MacIntyre Park Middle School,61.8,Below Expected Range
7893052,789,Thomasville City,3052,Scott Elementary School,74.2,Beating the Odds
7894052,789,Thomasville City,4052,Thomasville High School,78,Beating the Odds
737104,737,Tift County,104,Annie Belle Clark Primary School,75.4,Beating the Odds
7375050,737,Tift County,5050,Charles Spencer Elementary School,61.3,Below Expected Range
737299,737,Tift County,299,Eighth Street Middle School,68.8,Within Expected Range
737173,737,Tift County,173,G. O. Bailey Primary School,68.8,Below Expected Range
7371052,737,Tift County,1052,J. T. Reddick School,68.2,Below Expected Range
7372050,737,Tift County,2050,Len Lastinger Primary School,78.7,Beating the Odds
7374052,737,Tift County,4052,Matt Wilson Elementary School,69,Within Expected Range
7373052,737,Tift County,3052,"Northeast Campus, Tift County High School",59.8,Below Expected Range
7373050,737,Tift County,3050,Northside Primary School,59.4,Below Expected Range
7374050,737,Tift County,4050,Omega Elementary School,78.5,Beating the Odds
737199,737,Tift County,199,Tift County High School,70,Below Expected Range
738104,738,Toombs County,104,Lyons Primary School,80.4,Beating the Odds
