lat,lon,desirable_score,total_deductions,overall_score,final_score
31.039999999999985,-81.5800000000008,0.0,0,0,0
31.039999999999985,-81.5600000000008,1.5,0,1.5,1.5
31.039999999999985,-81.5400000000008,2.0,0,2.0,2.0
31.039999999999985,-81.5200000000008,0.0,0,0,0
31.039999999999985,-81.50000000000081,0.0,0,0,0
31.039999999999985,-81.48000000000081,0.0,0,0,0
31.039999999999985,-81.46000000000082,0.0,0,0,0
31.039999999999985,-81.44000000000082,3.0,0,3.0,3.0
31.039999999999985,-81.42000000000083,12.5,0,12.5,12.5
31.039999999999985,-81.40000000000083,8.5,0,8.5,8.5
31.039999999999985,-81.38000000000083,0.0,0,0,0
31.039999999999985,-81.36000000000084,0.0,0,0,0
31.039999999999985,-81.34000000000084,0.0,0,0,0
31.039999999999985,-81.32000000000085,0.0,0,0,0
31.039999999999985,-81.30000000000085,0.0,0,0,0
31.039999999999985,-81.28000000000085,0.0,0,0,0
31.039999999999985,-81.26000000000086,0.0,0,0,0
31.039999999999985,-81.24000000000086,0.0,0,0,0
31.039999999999985,-81.22000000000087,0.0,0,0,0
31.039999999999985,-81.20000000000087,0.0,0,0,0
31.039999999999985,-81.18000000000087,0.0,0,0,0
31.039999999999985,-81.16000000000088,0.0,0,0,0
31.039999999999985,-81.14000000000088,0.0,0,0,0
31.039999999999985,-81.12000000000089,0.0,0,0,0
31.039999999999985,-81.10000000000089,0.0,0,0,0
31.039999999999985,-81.0800000000009,0.0,0,0,0
31.039999999999985,-81.0600000000009,0.0,0,0,0
31.039999999999985,-81.0400000000009,0.0,0,0,0
31.039999999999985,-81.0200000000009,0.0,0,0,0
31.039999999999985,-81.00000000000091,0.0,0,0,0
31.039999999999985,-80.98000000000091,0.0,0,0,0
31.039999999999985,-80.96000000000092,0.0,0,0,0
31.039999999999985,-80.94000000000092,0.0,0,0,0
31.039999999999985,-80.92000000000093,0.0,0,0,0
31.039999999999985,-80.90000000000093,0.0,0,0,0
31.039999999999985,-80.88000000000093,0.0,0,0,0
31.039999999999985,-80.86000000000094,0.0,0,0,0
31.039999999999985,-80.84000000000094,0.0,0,0,0
31.039999999999985,-80.82000000000095,0.0,0,0,0
31.059999999999985,-85.6,0.0,0,0,0
31.059999999999985,-85.58,0.0,0,0,0
31.059999999999985,-85.56,0.0,0,0,0
31.059999999999985,-85.54,2.5,0,2.5,2.5
31.059999999999985,-85.52000000000001,1.5,0,1.5,1.5
31.059999999999985,-85.50000000000001,0.0,0,0,0
31.059999999999985,-85.48000000000002,0.0,0,0,0
31.059999999999985,-85.46000000000002,0.0,0,0,0
31.059999999999985,-85.44000000000003,1.0,0,1.0,1.0
31.059999999999985,-85.42000000000003,4.0,0,4.0,4.0
31.059999999999985,-85.40000000000003,5.0,4,1.0,1.0
31.059999999999985,-85.38000000000004,1.0,0,1.0,1.0
31.059999999999985,-85.36000000000004,0.0,0,0,0
31.059999999999985,-85.34000000000005,3.0,0,3.0,3.0
31.059999999999985,-85.32000000000005,7.5,0,7.5,7.5
31.059999999999985,-85.30000000000005,11.5,0,11.5,11.5
31.059999999999985,-85.28000000000006,2.0,0,2.0,2.0
31.059999999999985,-85.26000000000006,1.0,0,1.0,1.0
31.059999999999985,-85.24000000000007,2.0,0,2.0,2.0
31.059999999999985,-85.22000000000007,0.0,0,0,0
31.059999999999985,-85.20000000000007,1.5,0,1.5,1.5
31.059999999999985,-85.18000000000008,1.5,0,1.5,1.5
31.059999999999985,-85.16000000000008,0.0,0,0,0
31.059999999999985,-85.14000000000009,0.0,0,0,0
31.059999999999985,-85.12000000000009,0.0,0,0,0
31.059999999999985,-85.1000000000001,0.0,0,0,0
31.059999999999985,-85.0800000000001,0.0,0,0,0
31.059999999999985,-85.0600000000001,1.5,0,1.5,1.5
31.059999999999985,-85.0400000000001,3.0,0,3.0,3.0
31.059999999999985,-85.02000000000011,0.0,0,0,0
31.059999999999985,-85.00000000000011,0.0,0,0,0
31.059999999999985,-84.98000000000012,0.0,0,0,0
31.059999999999985,-84.96000000000012,0.0,0,0,0
31.059999999999985,-84.94000000000013,0.0,0,0,0
31.059999999999985,-84.92000000000013,0.0,0,0,0
31.059999999999985,-84.90000000000013,0.0,0,0,0
31.059999999999985,-84.88000000000014,26.0,2,24.0,20
31.059999999999985,-84.86000000000014,11.5,2,9.5,9.5
31.059999999999985,-84.84000000000015,0.0,0,0,0
31.059999999999985,-84.82000000000015,0.0,0,0,0
31.059999999999985,-84.80000000000015,0.0,0,0,0
31.059999999999985,-84.78000000000016,1.5,0,1.5,1.5
31.059999999999985,-84.76000000000016,2.0,0,2.0,2.0
31.059999999999985,-84.74000000000017,1.0,0,1.0,1.0
31.059999999999985,-84.72000000000017,0.0,0,0,0
31.059999999999985,-84.70000000000017,1.0,0,1.0,1.0
31.059999999999985,-84.68000000000018,1.0,0,1.0,1.0
31.059999999999985,-84.66000000000018,1.5,0,1.5,1.5
31.059999999999985,-84.64000000000019,0.0,0,0,0
31.059999999999985,-84.62000000000019,0.0,0,0,0
31.059999999999985,-84.6000000000002,0.0,0,0,0
31.059999999999985,-84.5800000000002,0.0,0,0,0
31.059999999999985,-84.5600000000002,1.5,0,1.5,1.5
31.059999999999985,-84.5400000000002,2.0,0,2.0,2.0
31.059999999999985,-84.52000000000021,1.0,0,1.0,1.0
31.059999999999985,-84.50000000000021,1.5,2,0,0
31.059999999999985,-84.48000000000022,0.0,2,0,0
31.059999999999985,-84.46000000000022,0.0,2,0,0
31.059999999999985,-84.44000000000023,1.0,2,0,0
31.059999999999985,-84.42000000000023,3.0,2,1.0,1.0
31.059999999999985,-84.40000000000023,0.0,2,0,0
31.059999999999985,-84.38000000000024,0.0,2,0,0
31.059999999999985,-84.36000000000024,0.0,0,0,0
31.059999999999985,-84.34000000000024,1.5,0,1.5,1.5
31.059999999999985,-84.32000000000025,1.5,0,1.5,1.5
31.059999999999985,-84.30000000000025,0.0,0,0,0
31.059999999999985,-84.28000000000026,1.0,0,1.0,1.0
31.059999999999985,-84.26000000000026,2.0,0,2.0,2.0
31.059999999999985,-84.24000000000026,1.0,0,1.0,1.0
31.059999999999985,-84.22000000000027,0.0,0,0,0
31.059999999999985,-84.20000000000027,0.0,0,0,0
31.059999999999985,-84.18000000000028,1.0,0,1.0,1.0
31.059999999999985,-84.16000000000028,0.0,0,0,0
31.059999999999985,-84.14000000000028,0.0,0,0,0
31.059999999999985,-84.12000000000029,0.0,0,0,0
31.059999999999985,-84.10000000000029,6.5,0,6.5,6.5
31.059999999999985,-84.0800000000003,7.5,0,7.5,7.5
31.059999999999985,-84.0600000000003,1.0,0,1.0,1.0
31.059999999999985,-84.0400000000003,0.0,0,0,0
31.059999999999985,-84.02000000000031,2.0,0,2.0,2.0
31.059999999999985,-84.00000000000031,0.0,0,0,0
31.059999999999985,-83.98000000000032,0.0,0,0,0
31.059999999999985,-83.96000000000032,1.0,0,1.0,1.0
31.059999999999985,-83.94000000000032,1.0,0,1.0,1.0
31.059999999999985,-83.92000000000033,0.0,0,0,0
31.059999999999985,-83.90000000000033,2.0,0,2.0,2.0
31.059999999999985,-83.88000000000034,1.0,0,1.0,1.0
31.059999999999985,-83.86000000000034,0.0,0,0,0
31.059999999999985,-83.84000000000034,0.0,0,0,0
31.059999999999985,-83.82000000000035,1.5,0,1.5,1.5
31.059999999999985,-83.80000000000035,2.0,0,2.0,2.0
31.059999999999985,-83.78000000000036,4.0,0,4.0,4.0
31.059999999999985,-83.76000000000036,3.5,0,3.5,3.5
31.059999999999985,-83.74000000000036,0.0,0,0,0
31.059999999999985,-83.72000000000037,1.5,0,1.5,1.5
31.059999999999985,-83.70000000000037,1.5,0,1.5,1.5
31.059999999999985,-83.68000000000038,0.0,0,0,0
31.059999999999985,-83.66000000000038,0.0,0,0,0
31.059999999999985,-83.64000000000038,1.0,0,1.0,1.0
31.059999999999985,-83.62000000000039,9.5,0,9.5,9.5
31.059999999999985,-83.60000000000039,1.0,0,1.0,1.0
31.059999999999985,-83.5800000000004,0.0,0,0,0
31.059999999999985,-83.5600000000004,0.0,0,0,0
31.059999999999985,-83.5400000000004,3.5,0,3.5,3.5
31.059999999999985,-83.52000000000041,4.5,0,4.5,4.5
31.059999999999985,-83.50000000000041,1.0,0,1.0,1.0
31.059999999999985,-83.48000000000042,1.0,0,1.0,1.0
31.059999999999985,-83.46000000000042,0.0,0,0,0
31.059999999999985,-83.44000000000042,0.0,0,0,0
31.059999999999985,-83.42000000000043,0.0,0,0,0
31.059999999999985,-83.40000000000043,6.5,0,6.5,6.5
31.059999999999985,-83.38000000000044,1.0,0,1.0,1.0
31.059999999999985,-83.36000000000044,1.0,0,1.0,1.0
31.059999999999985,-83.34000000000044,0.0,0,0,0
31.059999999999985,-83.32000000000045,0.0,0,0,0
31.059999999999985,-83.30000000000045,1.5,0,1.5,1.5
31.059999999999985,-83.28000000000046,3.0,0,3.0,3.0
31.059999999999985,-83.26000000000046,2.0,0,2.0,2.0
31.059999999999985,-83.24000000000046,0.0,0,0,0
31.059999999999985,-83.22000000000047,3.5,0,3.5,3.5
31.059999999999985,-83.20000000000047,12.5,0,12.5,12.5
31.059999999999985,-83.18000000000048,15.0,0,15.0,15.0
31.059999999999985,-83.16000000000048,1.5,0,1.5,1.5
31.059999999999985,-83.14000000000048,1.0,0,1.0,1.0
31.059999999999985,-83.12000000000049,0.0,0,0,0
31.059999999999985,-83.10000000000049,3.5,0,3.5,3.5
31.059999999999985,-83.0800000000005,23.5,0,23.5,20
31.059999999999985,-83.0600000000005,18.5,0,18.5,18.5
31.059999999999985,-83.0400000000005,0.0,0,0,0
31.059999999999985,-83.02000000000051,0.0,0,0,0
31.059999999999985,-83.00000000000051,0.0,0,0,0
31.059999999999985,-82.98000000000052,0.0,0,0,0
31.059999999999985,-82.96000000000052,0.0,0,0,0
31.059999999999985,-82.94000000000052,0.0,0,0,0
31.059999999999985,-82.92000000000053,0.0,0,0,0
31.059999999999985,-82.90000000000053,0.0,0,0,0
31.059999999999985,-82.88000000000054,1.0,0,1.0,1.0
31.059999999999985,-82.86000000000054,0.0,0,0,0
31.059999999999985,-82.84000000000054,0.0,0,0,0
31.059999999999985,-82.82000000000055,0.0,0,0,0
31.059999999999985,-82.80000000000055,1.0,0,1.0,1.0
31.059999999999985,-82.78000000000056,7.5,0,7.5,7.5
31.059999999999985,-82.76000000000056,24.0,0,24.0,20
31.059999999999985,-82.74000000000056,21.0,0,21.0,20
31.059999999999985,-82.72000000000057,0.0,0,0,0
31.059999999999985,-82.70000000000057,0.0,0,0,0
31.059999999999985,-82.68000000000058,1.0,0,1.0,1.0
31.059999999999985,-82.66000000000058,2.0,0,2.0,2.0
31.059999999999985,-82.64000000000058,2.0,4,0,0
31.059999999999985,-82.62000000000059,2.5,0,2.5,2.5
31.059999999999985,-82.60000000000059,1.5,0,1.5,1.5
31.059999999999985,-82.5800000000006,0.0,0,0,0
31.059999999999985,-82.5600000000006,0.0,0,0,0
31.059999999999985,-82.5400000000006,0.0,0,0,0
31.059999999999985,-82.5200000000006,0.0,0,0,0
31.059999999999985,-82.50000000000061,0.0,0,0,0
31.059999999999985,-82.48000000000062,0.0,0,0,0
31.059999999999985,-82.46000000000062,0.0,0,0,0
31.059999999999985,-82.44000000000062,0.0,0,0,0
31.059999999999985,-82.42000000000063,0.0,0,0,0
31.059999999999985,-82.40000000000063,0.0,0,0,0
31.059999999999985,-82.38000000000063,0.0,0,0,0
31.059999999999985,-82.36000000000064,0.0,0,0,0
31.059999999999985,-82.34000000000064,0.0,0,0,0
31.059999999999985,-82.32000000000065,0.0,0,0,0
31.059999999999985,-82.30000000000065,1.5,0,1.5,1.5
31.059999999999985,-82.28000000000065,2.5,0,2.5,2.5
31.059999999999985,-82.26000000000066,2.0,0,2.0,2.0
31.059999999999985,-82.24000000000066,0.0,0,0,0
31.059999999999985,-82.22000000000067,0.0,0,0,0
31.059999999999985,-82.20000000000067,0.0,0,0,0
31.059999999999985,-82.18000000000067,0.0,0,0,0
31.059999999999985,-82.16000000000068,0.0,2,0,0
31.059999999999985,-82.14000000000068,0.0,2,0,0
31.059999999999985,-82.12000000000069,0.0,2,0,0
31.059999999999985,-82.10000000000069,0.0,2,0,0
31.059999999999985,-82.0800000000007,0.0,2,0,0
31.059999999999985,-82.0600000000007,0.0,0,0,0
31.059999999999985,-82.0400000000007,1.0,0,1.0,1.0
31.059999999999985,-82.0200000000007,2.0,0,2.0,2.0
31.059999999999985,-82.00000000000071,0.0,0,0,0
31.059999999999985,-81.98000000000071,0.0,0,0,0
31.059999999999985,-81.96000000000072,0.0,0,0,0
31.059999999999985,-81.94000000000072,1.0,0,1.0,1.0
31.059999999999985,-81.92000000000073,0.0,0,0,0
31.059999999999985,-81.90000000000073,0.0,0,0,0
31.059999999999985,-81.88000000000073,1.0,0,1.0,1.0
31.059999999999985,-81.86000000000074,1.5,0,1.5,1.5
31.059999999999985,-81.84000000000074,0.0,0,0,0
31.059999999999985,-81.82000000000075,1.5,0,1.5,1.5
31.059999999999985,-81.80000000000075,1.5,0,1.5,1.5
31.059999999999985,-81.78000000000075,0.0,0,0,0
31.059999999999985,-81.76000000000076,0.0,0,0,0
31.059999999999985,-81.74000000000076,0.0,0,0,0
31.059999999999985,-81.72000000000077,0.0,0,0,0
31.059999999999985,-81.70000000000077,0.0,0,0,0
31.059999999999985,-81.68000000000077,0.0,0,0,0
31.059999999999985,-81.66000000000078,1.5,0,1.5,1.5
31.059999999999985,-81.64000000000078,2.0,0,2.0,2.0
31.059999999999985,-81.62000000000079,0.0,0,0,0
31.059999999999985,-81.60000000000079,0.0,0,0,0
31.059999999999985,-81.5800000000008,1.5,0,1.5,1.5
31.059999999999985,-81.5600000000008,2.5,0,2.5,2.5
31.059999999999985,-81.5400000000008,2.0,0,2.0,2.0
31.059999999999985,-81.5200000000008,0.0,0,0,0
31.059999999999985,-81.50000000000081,0.0,0,0,0
31.059999999999985,-81.48000000000081,0.0,0,0,0
31.059999999999985,-81.46000000000082,1.5,0,1.5,1.5
31.059999999999985,-81.44000000000082,5.5,0,5.5,5.5
31.059999999999985,-81.42000000000083,14.0,0,14.0,14.0
31.059999999999985,-81.40000000000083,6.0,0,6.0,6.0
31.059999999999985,-81.38000000000083,0.0,0,0,0
31.059999999999985,-81.36000000000084,0.0,0,0,0
31.059999999999985,-81.34000000000084,0.0,0,0,0
31.059999999999985,-81.32000000000085,0.0,0,0,0
31.059999999999985,-81.30000000000085,0.0,0,0,0
31.059999999999985,-81.28000000000085,0.0,0,0,0
31.059999999999985,-81.26000000000086,0.0,0,0,0
31.059999999999985,-81.24000000000086,0.0,0,0,0
31.059999999999985,-81.22000000000087,0.0,0,0,0
31.059999999999985,-81.20000000000087,0.0,0,0,0
31.059999999999985,-81.18000000000087,0.0,0,0,0
31.059999999999985,-81.16000000000088,0.0,0,0,0
31.059999999999985,-81.14000000000088,0.0,0,0,0
31.059999999999985,-81.12000000000089,0.0,0,0,0
31.059999999999985,-81.10000000000089,0.0,0,0,0
31.059999999999985,-81.0800000000009,0.0,0,0,0
31.059999999999985,-81.0600000000009,0.0,0,0,0
31.059999999999985,-81.0400000000009,0.0,0,0,0
31.059999999999985,-81.0200000000009,0.0,0,0,0
31.059999999999985,-81.00000000000091,0.0,0,0,0
31.059999999999985,-80.98000000000091,0.0,0,0,0
31.059999999999985,-80.96000000000092,0.0,0,0,0
31.059999999999985,-80.94000000000092,0.0,0,0,0
31.059999999999985,-80.92000000000093,0.0,0,0,0
31.059999999999985,-80.90000000000093,0.0,0,0,0
31.059999999999985,-80.88000000000093,0.0,0,0,0
31.059999999999985,-80.86000000000094,0.0,0,0,0
31.059999999999985,-80.84000000000094,0.0,0,0,0
31.059999999999985,-80.82000000000095,0.0,0,0,0
31.079999999999984,-85.6,1.5,0,1.5,1.5
31.079999999999984,-85.58,0.0,0,0,0
31.079999999999984,-85.56,0.0,0,0,0
31.079999999999984,-85.54,1.5,0,1.5,1.5
31.079999999999984,-85.52000000000001,1.5,0,1.5,1.5
31.079999999999984,-85.50000000000001,1.5,0,1.5,1.5
31.079999999999984,-85.48000000000002,0.0,0,0,0
31.079999999999984,-85.46000000000002,0.0,0,0,0
31.079999999999984,-85.44000000000003,2.5,0,2.5,2.5
31.079999999999984,-85.42000000000003,3.0,0,3.0,3.0
31.079999999999984,-85.40000000000003,2.5,0,2.5,2.5
31.079999999999984,-85.38000000000004,1.5,0,1.5,1.5
31.079999999999984,-85.36000000000004,1.5,2,0,0
31.079999999999984,-85.34000000000005,0.0,0,0,0
31.079999999999984,-85.32000000000005,1.0,0,1.0,1.0
31.079999999999984,-85.30000000000005,1.0,0,1.0,1.0
31.079999999999984,-85.28000000000006,0.0,0,0,0
31.079999999999984,-85.26000000000006,2.5,0,2.5,2.5
31.079999999999984,-85.24000000000007,2.0,0,2.0,2.0
31.079999999999984,-85.22000000000007,0.0,0,0,0
31.079999999999984,-85.20000000000007,0.0,0,0,0
31.079999999999984,-85.18000000000008,0.0,0,0,0
31.079999999999984,-85.16000000000008,0.0,0,0,0
31.079999999999984,-85.14000000000009,0.0,0,0,0
31.079999999999984,-85.12000000000009,1.0,0,1.0,1.0
31.079999999999984,-85.1000000000001,0.0,0,0,0
31.079999999999984,-85.0800000000001,0.0,0,0,0
31.079999999999984,-85.0600000000001,0.0,0,0,0
31.079999999999984,-85.0400000000001,0.0,0,0,0
31.079999999999984,-85.02000000000011,0.0,0,0,0
31.079999999999984,-85.00000000000011,0.0,0,0,0
31.079999999999984,-84.98000000000012,7.0,0,7.0,7.0
31.079999999999984,-84.96000000000012,2.0,0,2.0,2.0
31.079999999999984,-84.94000000000013,0.0,0,0,0
31.079999999999984,-84.92000000000013,0.0,0,0,0
31.079999999999984,-84.90000000000013,0.0,0,0,0
31.079999999999984,-84.88000000000014,0.0,0,0,0
31.079999999999984,-84.86000000000014,0.0,0,0,0
31.079999999999984,-84.84000000000015,0.0,0,0,0
31.079999999999984,-84.82000000000015,1.5,0,1.5,1.5
31.079999999999984,-84.80000000000015,1.5,0,1.5,1.5
31.079999999999984,-84.78000000000016,0.0,0,0,0
31.079999999999984,-84.76000000000016,0.0,0,0,0
31.079999999999984,-84.74000000000017,0.0,0,0,0
31.079999999999984,-84.72000000000017,2.0,0,2.0,2.0
31.079999999999984,-84.70000000000017,1.5,0,1.5,1.5
31.079999999999984,-84.68000000000018,0.0,0,0,0
31.079999999999984,-84.66000000000018,0.0,0,0,0
31.079999999999984,-84.64000000000019,0.0,0,0,0
31.079999999999984,-84.62000000000019,1.0,0,1.0,1.0
31.079999999999984,-84.6000000000002,2.0,0,2.0,2.0
31.079999999999984,-84.5800000000002,1.5,0,1.5,1.5
31.079999999999984,-84.5600000000002,0.0,0,0,0
31.079999999999984,-84.5400000000002,1.0,2,0,0
31.079999999999984,-84.52000000000021,2.0,2,0,0
31.079999999999984,-84.50000000000021,1.0,0,1.0,1.0
31.079999999999984,-84.48000000000022,1.0,0,1.0,1.0
31.079999999999984,-84.46000000000022,1.0,0,1.0,1.0
31.079999999999984,-84.44000000000023,2.0,2,0,0
31.079999999999984,-84.42000000000023,3.0,0,3.0,3.0
31.079999999999984,-84.40000000000023,3.0,0,3.0,3.0
31.079999999999984,-84.38000000000024,0.0,0,0,0
31.079999999999984,-84.36000000000024,0.0,0,0,0
31.079999999999984,-84.34000000000024,1.0,0,1.0,1.0
31.079999999999984,-84.32000000000025,2.0,0,2.0,2.0
31.079999999999984,-84.30000000000025,2.5,0,2.5,2.5
31.079999999999984,-84.28000000000026,4.0,0,4.0,4.0
31.079999999999984,-84.26000000000026,6.0,0,6.0,6.0
31.079999999999984,-84.24000000000026,3.0,0,3.0,3.0
31.079999999999984,-84.22000000000027,1.0,0,1.0,1.0
31.079999999999984,-84.20000000000027,0.0,0,0,0
31.079999999999984,-84.18000000000028,2.5,0,2.5,2.5
31.079999999999984,-84.16000000000028,2.5,0,2.5,2.5
31.079999999999984,-84.14000000000028,2.5,0,2.5,2.5
31.079999999999984,-84.12000000000029,14.0,0,14.0,14.0
31.079999999999984,-84.10000000000029,14.5,0,14.5,14.5
31.079999999999984,-84.0800000000003,15.0,2,13.0,13.0
31.079999999999984,-84.0600000000003,13.5,0,13.5,13.5
31.079999999999984,-84.0400000000003,3.5,0,3.5,3.5
31.079999999999984,-84.02000000000031,1.5,0,1.5,1.5
31.079999999999984,-84.00000000000031,1.5,0,1.5,1.5
31.079999999999984,-83.98000000000032,2.0,0,2.0,2.0
31.079999999999984,-83.96000000000032,1.0,0,1.0,1.0
31.079999999999984,-83.94000000000032,0.0,0,0,0
31.079999999999984,-83.92000000000033,0.0,0,0,0
31.079999999999984,-83.90000000000033,1.0,0,1.0,1.0
31.079999999999984,-83.88000000000034,0.0,0,0,0
31.079999999999984,-83.86000000000034,0.0,0,0,0
31.079999999999984,-83.84000000000034,2.0,0,2.0,2.0
31.079999999999984,-83.82000000000035,3.5,0,3.5,3.5
31.079999999999984,-83.80000000000035,0.0,0,0,0
31.079999999999984,-83.78000000000036,1.0,0,1.0,1.0
31.079999999999984,-83.76000000000036,2.0,0,2.0,2.0
31.079999999999984,-83.74000000000036,0.0,0,0,0
31.079999999999984,-83.72000000000037,0.0,0,0,0
31.079999999999984,-83.70000000000037,0.0,0,0,0
31.079999999999984,-83.68000000000038,1.5,0,1.5,1.5
31.079999999999984,-83.66000000000038,0.0,0,0,0
31.079999999999984,-83.64000000000038,1.0,0,1.0,1.0
31.079999999999984,-83.62000000000039,10.0,0,10.0,10.0
31.079999999999984,-83.60000000000039,0.0,0,0,0
31.079999999999984,-83.5800000000004,0.0,0,0,0
31.079999999999984,-83.5600000000004,0.0,0,0,0
31.079999999999984,-83.5400000000004,0.0,0,0,0
31.079999999999984,-83.52000000000041,1.5,0,1.5,1.5
31.079999999999984,-83.50000000000041,1.0,0,1.0,1.0
31.079999999999984,-83.48000000000042,2.0,0,2.0,2.0
31.079999999999984,-83.46000000000042,1.0,0,1.0,1.0
31.079999999999984,-83.44000000000042,0.0,0,0,0
31.079999999999984,-83.42000000000043,0.0,0,0,0
31.079999999999984,-83.40000000000043,0.0,0,0,0
31.079999999999984,-83.38000000000044,0.0,0,0,0
31.079999999999984,-83.36000000000044,0.0,0,0,0
31.079999999999984,-83.34000000000044,0.0,0,0,0
31.079999999999984,-83.32000000000045,0.0,0,0,0
31.079999999999984,-83.30000000000045,1.0,0,1.0,1.0
31.079999999999984,-83.28000000000046,0.0,0,0,0
31.079999999999984,-83.26000000000046,0.0,0,0,0
31.079999999999984,-83.24000000000046,0.0,0,0,0
31.079999999999984,-83.22000000000047,3.0,0,3.0,3.0
31.079999999999984,-83.20000000000047,19.5,0,19.5,19.5
31.079999999999984,-83.18000000000048,7.5,0,7.5,7.5
31.079999999999984,-83.16000000000048,2.5,0,2.5,2.5
31.079999999999984,-83.14000000000048,1.0,0,1.0,1.0
31.079999999999984,-83.12000000000049,0.0,0,0,0
31.079999999999984,-83.10000000000049,0.0,0,0,0
31.079999999999984,-83.0800000000005,0.0,0,0,0
31.079999999999984,-83.0600000000005,0.0,0,0,0
31.079999999999984,-83.0400000000005,0.0,0,0,0
31.079999999999984,-83.02000000000051,0.0,0,0,0
31.079999999999984,-83.00000000000051,0.0,0,0,0
31.079999999999984,-82.98000000000052,0.0,0,0,0
31.079999999999984,-82.96000000000052,1.0,0,1.0,1.0
31.079999999999984,-82.94000000000052,1.0,0,1.0,1.0
31.079999999999984,-82.92000000000053,1.0,0,1.0,1.0
31.079999999999984,-82.90000000000053,0.0,0,0,0
31.079999999999984,-82.88000000000054,0.0,0,0,0
31.079999999999984,-82.86000000000054,0.0,0,0,0
31.079999999999984,-82.84000000000054,0.0,0,0,0
31.079999999999984,-82.82000000000055,1.0,0,1.0,1.0
31.079999999999984,-82.80000000000055,1.5,0,1.5,1.5
31.079999999999984,-82.78000000000056,1.5,0,1.5,1.5
31.079999999999984,-82.76000000000056,4.5,0,4.5,4.5
31.079999999999984,-82.74000000000056,0.0,0,0,0
31.079999999999984,-82.72000000000057,0.0,0,0,0
31.079999999999984,-82.70000000000057,1.0,0,1.0,1.0
31.079999999999984,-82.68000000000058,2.0,0,2.0,2.0
31.079999999999984,-82.66000000000058,3.0,0,3.0,3.0
31.079999999999984,-82.64000000000058,5.5,0,5.5,5.5
31.079999999999984,-82.62000000000059,1.5,0,1.5,1.5
31.079999999999984,-82.60000000000059,2.0,0,2.0,2.0
31.079999999999984,-82.5800000000006,1.0,0,1.0,1.0
31.079999999999984,-82.5600000000006,1.5,0,1.5,1.5
31.079999999999984,-82.5400000000006,0.0,0,0,0
31.079999999999984,-82.5200000000006,0.0,0,0,0
31.079999999999984,-82.50000000000061,0.0,0,0,0
31.079999999999984,-82.48000000000062,0.0,0,0,0
31.079999999999984,-82.46000000000062,0.0,0,0,0
31.079999999999984,-82.44000000000062,0.0,0,0,0
31.079999999999984,-82.42000000000063,0.0,0,0,0
31.079999999999984,-82.40000000000063,0.0,0,0,0
31.079999999999984,-82.38000000000063,0.0,0,0,0
31.079999999999984,-82.36000000000064,0.0,0,0,0
31.079999999999984,-82.34000000000064,0.0,0,0,0
31.079999999999984,-82.32000000000065,0.0,0,0,0
31.079999999999984,-82.30000000000065,0.0,0,0,0
31.079999999999984,-82.28000000000065,0.0,0,0,0
31.079999999999984,-82.26000000000066,2.0,0,2.0,2.0
31.079999999999984,-82.24000000000066,0.0,0,0,0
31.079999999999984,-82.22000000000067,0.0,0,0,0
31.079999999999984,-82.20000000000067,0.0,2,0,0
31.079999999999984,-82.18000000000067,0.0,2,0,0
31.079999999999984,-82.16000000000068,0.0,2,0,0
31.079999999999984,-82.14000000000068,0.0,2,0,0
31.079999999999984,-82.12000000000069,0.0,2,0,0
31.079999999999984,-82.10000000000069,0.0,2,0,0
31.079999999999984,-82.0800000000007,0.0,0,0,0
31.079999999999984,-82.0600000000007,0.0,0,0,0
31.079999999999984,-82.0400000000007,0.0,0,0,0
31.079999999999984,-82.0200000000007,0.0,0,0,0
31.079999999999984,-82.00000000000071,1.0,0,1.0,1.0
31.079999999999984,-81.98000000000071,0.0,0,0,0
31.079999999999984,-81.96000000000072,1.0,0,1.0,1.0
31.079999999999984,-81.94000000000072,2.0,0,2.0,2.0
31.079999999999984,-81.92000000000073,1.0,0,1.0,1.0
31.079999999999984,-81.90000000000073,1.0,0,1.0,1.0
31.079999999999984,-81.88000000000073,1.5,0,1.5,1.5
31.079999999999984,-81.86000000000074,0.0,0,0,0
31.079999999999984,-81.84000000000074,0.0,0,0,0
31.079999999999984,-81.82000000000075,0.0,0,0,0
31.079999999999984,-81.80000000000075,0.0,0,0,0
31.079999999999984,-81.78000000000075,0.0,0,0,0
31.079999999999984,-81.76000000000076,0.0,0,0,0
31.079999999999984,-81.74000000000076,0.0,0,0,0
31.079999999999984,-81.72000000000077,1.0,0,1.0,1.0
31.079999999999984,-81.70000000000077,0.0,0,0,0
31.079999999999984,-81.68000000000077,0.0,0,0,0
31.079999999999984,-81.66000000000078,0.0,0,0,0
31.079999999999984,-81.64000000000078,1.5,0,1.5,1.5
31.079999999999984,-81.62000000000079,5.0,0,5.0,5.0
31.079999999999984,-81.60000000000079,1.5,0,1.5,1.5
31.079999999999984,-81.5800000000008,0.0,0,0,0
31.079999999999984,-81.5600000000008,0.0,0,0,0
31.079999999999984,-81.5400000000008,0.0,0,0,0
31.079999999999984,-81.5200000000008,0.0,0,0,0
31.079999999999984,-81.50000000000081,0.0,0,0,0
31.079999999999984,-81.48000000000081,0.0,0,0,0
31.079999999999984,-81.46000000000082,0.0,0,0,0
31.079999999999984,-81.44000000000082,4.5,0,4.5,4.5
31.079999999999984,-81.42000000000083,8.5,0,8.5,8.5
31.079999999999984,-81.40000000000083,3.5,0,3.5,3.5
