state,county,stcnty,tract,tract_id_20,split_tr,qct_id,metro,Area_Pop,cbsa,cbsasub,VLIL_4_Person_19,VLIL_4_Person_20,VLIL_4_Person_21,P1,P5,H1,B17001est1_19,B17001est2_19,B19013est1_19,B17001est1_20,B17001me1_20,B17001est2_20,B17001me2_20,B19013est1_20,B19013me1_20,B17001est1_21,B17001me1_21,B17001est2_21,B17001me2_21,B19013est1_21,B19013me1_21,AvgHHSize,adj_inc_lim_19,adj_inc_lim_20,adj_inc_lim_21,inc_factor_19,inc_factor_20,inc_factor_21,pov_rate_19,pov_rate_20,pov_rate_21,qct
13,007,13007,960200,13007960200,0,130079602000,0,1801928,1300000,NCNTY13007N13007,29042,29400,30781,940.0000032,0,406.0000155,1143,79,41063,1073,230,126,81,34777,8796,1018,221,258,158,30583,12338,2.315270901,28979,29336,30714,0.705720484,0.843546033,1.004283428,,,,0
13,009,13009,970101,13009970101,0,130099701010,0,1801928,1300000,NCNTY13009N13009,29486,29850,31252,2386,0,927,6053,420,63948,2296,426,25,36,85938,21397,2255,475,41,51,89318,8796,2.573894262,30337,30712,32154,0.474401087,0.357373923,0.35999462,0.068999998,,,0
13,009,13009,970102,13009970102,0,130099701020,0,1801928,1300000,NCNTY13009N13009,29486,29850,31252,2772.999939,0,1184.000023,5971,417,63548,2987,435,410,210,56793,22817,3055,412,455,244,59502,19056,2.342060804,29517,29881,31285,0.464483529,0.526138783,0.525780618,0.07,,,0
13,009,13009,970201,13009970201,0,130099702010,0,1801928,1300000,NCNTY13009N13009,29486,29850,31252,3744,8.000000179,1552.000039,6333,1487,53360,3686,742,1214,734,31230,10814,3248,697,1081,562,31716,3756,2.407216549,29747,30115,31529,0.557477534,0.964297175,0.994103909,0.234999999,,,0
13,009,13009,970202,13009970202,0,130099702020,0,1801928,1300000,NCNTY13009N13009,29486,29850,31252,3161,0,1351,6333,1488,53349,3404,534,508,307,66121,11720,3480,536,428,457,70722,18034,2.339748383,29509,29873,31276,0.553131282,0.451792926,0.442238629,0.234999999,,,0
13,009,13009,970301,13009970301,0,130099703010,0,1801928,1300000,NCNTY13009N13009,29486,29850,31252,2659,0,1085,6015,196,71754,2276,369,192,195,80357,22573,2341,451,185,130,74286,12886,2.450691223,29901,30270,31692,0.416715443,0.376693994,0.426621437,,,,0
13,009,13009,970302,13009970302,0,130099703020,0,1801928,1300000,NCNTY13009N13009,29486,29850,31252,3684.999803,0,1557.999948,6015,196,71749,3444,595,182,129,61699,21563,3431,564,171,136,64457,25804,2.365211725,29599,29964,31372,0.412535369,0.485648066,0.486712068,,,,0
13,009,13009,970400,13009970400,0,130099704000,0,1801928,1300000,NCNTY13009N13009,29486,29850,31252,4119.999639,232.9999924,1789.999898,4323,1395,40679,4345,748,1043,367,47429,11481,3762,581,940,329,48856,7221,2.171508312,28913,29270,30645,0.710759878,0.617132962,0.627251506,0.323000014,0.239999995,0.25,0
13,009,13009,970501,13009970501,0,130099705010,0,1801928,1300000,NCNTY13009N13009,29486,29850,31252,3384,1120,1207,4831,2582,19408,2887,496,2335,583,13635,2127,2623,570,2099,584,14632,2837,1.875724912,27867,28211,29536,1.435851216,2.069013596,2.018589497,0.533999979,0.809000015,0.800000012,1
13,009,13009,970502,13009970502,0,130099705020,0,1801928,1300000,NCNTY13009N13009,29486,29850,31252,2650,933,732,4831,2582,19408,2021,347,142,123,75433,16095,1755,346,181,117,78040,21490,2.3456285,29530,29894,31298,1.521537542,0.396298707,0.401050746,0.533999979,,,0
13,009,13009,970600,13009970600,0,130099706000,0,1801928,1300000,NCNTY13009N13009,29486,29850,31252,3586,190,1474,3201,1044,25497,3069,532,814,286,35036,6532,3616,570,1074,348,31667,9581,2.303934813,29382,29745,31142,1.152370811,0.848983884,0.983421206,0.326000005,0.264999986,0.296999991,1
13,009,13009,970701,13009970701,0,130099707010,0,1801928,1300000,NCNTY13009N13009,29486,29850,31252,1889,260,680,2159,748,20912,1702,321,567,279,20147,9911,1708,420,593,376,21875,10697,2.39558816,29706,30073,31485,1.42052412,1.492678761,1.439314246,0.345999986,0.333000004,,1
13,009,13009,970702,13009970702,0,130099707020,0,1801928,1300000,NCNTY13009N13009,29486,29850,31252,1830,237,661,1886,546,41875,2045,529,655,291,37500,19951,2064,569,647,245,41034,13521,2.409984827,29757,30125,31539,0.71061492,,0.768606544,,0.319999993,0.312999994,0
13,009,13009,970801,13009970801,0,130099708010,0,1801928,1300000,NCNTY13009N13009,29486,29850,31252,2748,0,1134,6343,1306,42356,3300,692,221,176,65273,34865,3212,707,218,174,68487,24027,2.423280478,29804,30172,31589,0.703654706,,0.461240828,0.206,,,0
13,009,13009,970802,13009970802,0,130099708020,0,1801928,1300000,NCNTY13009N13009,29486,29850,31252,5184,2274,1176,6343,1306,42356,3338,516,1370,503,27399,5923,2842,701,774,465,44866,21786,2.474489689,29985,30356,31781,0.707928061,1.107923627,0.708353758,0.206,0.409999996,,0
13,011,13011,970100,13011970100,0,130119701000,0,1801928,1300000,NCNTY13011N13011,29486,29850,31252,4797.999868,0,1807.99997,5383,671,48232,5334,550,873,347,47348,6127,5097,395,964,364,52006,8428,2.653761148,30620,30998,32454,0.634848237,0.654684484,0.624043405,0.125,0.164000005,0.188999996,0
13,011,13011,970200,13011970200,0,130119702000,0,1801928,1300000,NCNTY13011N13011,29486,29850,31252,4932,0,1870,4526,626,48913,4840,468,565,208,53235,5461,4570,457,566,227,64044,15029,2.637433052,30562,30939,32392,0.624823689,0.581177771,0.505777299,0.137999997,0.116999999,0.123999998,0
13,011,13011,970300,13011970300,0,130119703000,0,1801928,1300000,NCNTY13011N13011,29486,29850,31252,4619.000091,0,1676.000055,4769,528,48430,4920,564,446,252,53031,3951,4497,451,392,201,59442,4700,2.755966663,30981,31364,32837,0.63970679,0.591427684,0.552420855,,,,0
13,011,13011,970400,13011970400,0,130119704000,0,1801928,1300000,NCNTY13011N13011,29486,29850,31252,3685.999893,0,1298.000045,4005,665,42026,3792,537,676,317,47083,21722,3858,459,449,207,60694,12906,2.839753389,31278,31664,33151,0.744253576,0.672514498,0.546198964,0.165999994,0.178000003,0.115999997,0
13,013,13013,180103,13013180103,0,130131801030,1,6089815,12060,METRO12060M12060,44946,45500,47638,5690.999853,0,1941.999976,5580,491,94716,5803,571,714,448,84620,19646,6116,556,496,373,100046,26957,2.930484056,48167,48760,51052,0.508541346,0.576223135,0.510285258,,,,0
13,013,13013,180104,13013180104,0,130131801040,1,6089815,12060,METRO12060M12060,44946,45500,47638,2205.999922,0,812.9999957,1870,346,56714,2252,318,325,176,63258,7300,2356,335,163,107,68911,5210,2.71340704,46996,47575,49811,0.828648984,0.752078772,0.722830892,,,,0
13,013,13013,180105,13013180105,0,130131801050,1,6089815,12060,METRO12060M12060,44946,45500,47638,2822.000104,19.00000006,927.0000135,2990,214,82745,3031,398,225,102,85238,16009,2789,369,139,86,78712,10731,3.023732424,48670,49270,51585,0.588192642,0.57802856,0.655363858,0.071999997,0.074000001,,0
13,013,13013,180106,13013180106,0,130131801060,1,6089815,12060,METRO12060M12060,44946,45500,47638,2856.999992,0,1015.000021,2717,313,51105,2497,306,195,104,44500,11404,2606,255,166,79,53072,10319,2.814778328,47543,48129,50390,0.930300355,1.081550598,0.949464858,0.115000002,,0.064000003,0
13,013,13013,180107,13013180107,0,130131801070,1,6089815,12060,METRO12060M12060,44946,45500,47638,4312,235,1401,4117,308,54958,4336,507,272,154,57656,16787,4103,497,261,131,64917,22764,2.91006422,48057,48649,50935,0.874431372,0.843780339,0.784617305,,,,0
13,013,13013,180108,13013180108,0,130131801080,1,6089815,12060,METRO12060M12060,44946,45500,47638,2987,0,1045,2788,349,56000,2872,362,193,105,62250,27454,2929,394,116,95,78636,19668,2.858373165,47778,48367,50639,0.853178561,0.776979923,0.643967152,,,,0
13,013,13013,180203,13013180203,0,130131802030,1,6089815,12060,METRO12060M12060,44946,45500,47638,3497,0,1212,3550,1228,30339,3641,685,695,295,44205,4333,3620,644,904,294,44081,9751,2.885313511,47923,48514,50793,1.579584002,1.097477674,1.152265191,0.345999986,0.191,0.25,1
13,013,13013,180204,13013180204,0,130131802040,1,6089815,12060,METRO12060M12060,44946,45500,47638,3191,183,1066,2630,404,56827,3050,516,480,232,60576,2491,3106,544,412,227,63825,6561,2.821763515,47580,48167,50430,0.837278068,0.795149922,0.790129244,0.153999999,0.157000005,,0
13,013,13013,180205,13013180205,0,130131802050,1,6089815,12060,METRO12060M12060,44946,45500,47638,5319,21,1980,4728,861,45549,4708,583,956,304,52276,4969,5004,528,835,328,55660,6428,2.675757647,46793,47370,49595,1.027311206,0.90615195,0.891034842,0.181999996,0.202999994,0.166999996,0
13,013,13013,180206,13013180206,0,130131802060,1,6089815,12060,METRO12060M12060,44946,45500,47638,3252,0,1174,2935,471,68661,3298,446,321,182,59063,13955,3339,494,268,194,60739,20850,2.770017147,47301,47884,50134,0.688906372,0.810727537,0.825400472,0.159999996,,,0
