state,county,stcnty,tract,tract_id_20,split_tr,qct_id,metro,Area_Pop,cbsa,cbsasub,VLIL_4_Person_19,VLIL_4_Person_20,VLIL_4_Person_21,P1,P5,H1,B17001est1_19,B17001est2_19,B19013est1_19,B17001est1_20,B17001me1_20,B17001est2_20,B17001me2_20,B19013est1_20,B19013me1_20,B17001est1_21,B17001me1_21,B17001est2_21,B17001me2_21,B19013est1_21,B19013me1_21,AvgHHSize,adj_inc_lim_19,adj_inc_lim_20,adj_inc_lim_21,inc_factor_19,inc_factor_20,inc_factor_21,pov_rate_19,pov_rate_20,pov_rate_21,qct
13,035,13035,150300,13035150300,0,130351503000,1,6089815,12060,METRO12060N13035,28597,28950,30310,8586,2500,2211,5245,1098,43511,5886,687,1282,473,54063,10830,6219,667,1265,573,58351,12144,2.75260067,30036,30407,31835,0.690308213,0.562436402,0.545577645,0.209000006,0.217999995,0.202999994,0
13,037,13037,950100,13037950100,0,130379501000,0,1801928,1300000,NCNTY13037N13037,28597,28950,30310,2760,1538,556,1351,205,43542,1385,197,184,86,46458,8957,1205,232,164,75,51875,15687,2.197841644,28132,28479,29817,0.646088839,0.61300528,0.574785531,0.151999995,0.133000001,0.136000007,0
13,037,13037,950200,13037950200,0,130379502000,0,1801928,1300000,NCNTY13037N13037,28597,28950,30310,2813,82,1115,3061,999,30303,3009,252,910,232,41094,8322,2640,259,840,204,42843,8814,2.449327469,28995,29353,30732,0.956835985,0.714289188,0.717316687,0.326000005,0.301999986,0.317999989,1
13,039,13039,010100,13039010100,0,130390101000,0,1801928,1300000,NCNTY13039N13039,32499,32900,34446,3234,0,1348,2618,394,53682,2765,439,326,175,59821,28325,2768,484,331,251,54569,13343,2.39910984,32756,33160,34718,0.610185921,0.554320395,0.636222005,0.150000006,,,0
13,039,13039,010201,13039010201,0,130390102010,0,1801928,1300000,NCNTY13039N13039,32499,32900,34446,2311,0,964,5098,645,70269,2439,416,368,169,38988,4367,2087,366,343,162,42045,9935,2.397302866,32748,33153,34710,0.466037661,0.850338578,0.825544059,0.127000004,0.150999993,0.164000005,0
13,039,13039,010202,13039010202,0,130390102020,0,1801928,1300000,NCNTY13039N13039,32499,32900,34446,2707,0,989,5098,645,70269,2624,333,178,102,78431,9633,2664,363,195,117,81473,10129,2.737108231,34074,34494,36115,0.484907985,0.43980059,0.44327569,0.127000004,,,0
13,039,13039,010302,13039010302,0,130390103020,0,1801928,1300000,NCNTY13039N13039,32499,32900,34446,4791,0,1784,5019,1126,48375,5062,531,1165,394,42875,6397,4745,507,1273,454,43829,3058,2.685538054,33873,34291,35902,0.700217068,0.799790084,0.81913799,0.224000007,0.230000004,0.268000007,0
13,039,13039,010303,13039010303,0,130390103030,0,1801928,1300000,NCNTY13039N13039,32499,32900,34446,3234,0,1263,7857,1407,44767,3463,424,389,247,42343,10167,3462,491,317,237,54758,13646,2.560570002,33385,33797,35385,0.745750189,0.798172057,0.646206975,0.179000005,,,0
13,039,13039,010304,13039010304,0,130390103040,0,1801928,1300000,NCNTY13039N13039,32499,32900,34446,2617,0,1007,7857,1407,44767,2860,510,618,362,53500,19362,2755,454,421,287,60520,19580,2.598808289,33534,33948,35543,0.749078572,0.634542048,0.587293446,0.179000005,,,0
13,039,13039,010305,13039010305,0,130390103050,0,1801928,1300000,NCNTY13039N13039,32499,32900,34446,1925.000057,0,766.0000356,7856,1407,44768,2122,424,288,174,64426,14450,2063,382,181,176,68764,22825,2.513054848,33200,33610,35189,0.741601169,0.521683812,0.511735797,0.179000005,,,0
13,039,13039,010403,13039010403,0,130390104030,0,1801928,1300000,NCNTY13039N13039,32499,32900,34446,4236,0,1662,3861,229,81970,3816,525,289,158,85294,10083,4293,429,312,198,93672,11760,2.548736572,33339,33750,35336,0.406721979,0.395690203,0.377231181,,,,0
13,039,13039,010404,13039010404,0,130390104040,0,1801928,1300000,NCNTY13039N13039,32499,32900,34446,5961,0,2093,12450,1839,62237,4606,501,866,343,53053,11730,5008,577,1339,528,55145,8336,2.848064899,34506,34932,36574,0.554429054,0.658435881,0.66323328,0.148000002,0.187999994,0.26699999,0
13,039,13039,010405,13039010405,0,130390104050,0,1801928,1300000,NCNTY13039N13039,32499,32900,34446,6146,0,2375,12450,1839,62237,7427,1026,878,345,70285,15288,7094,942,802,424,63451,18688,2.587789536,33491,33905,35498,0.538120389,0.482393116,0.559455335,0.148000002,0.118000001,,0
13,039,13039,010406,13039010406,0,130390104060,0,1801928,1300000,NCNTY13039N13039,32499,32900,34446,1994,0,717,5536,258,85662,2150,621,99,108,79514,19064,2155,429,97,113,87829,29288,2.781032085,34245,34668,36297,0.399768859,0.435998678,0.413268954,,,,0
13,039,13039,010407,13039010407,0,130390104070,0,1801928,1300000,NCNTY13039N13039,32499,32900,34446,4575,19,1735,5536,258,85662,3619,542,184,129,83677,14458,3945,547,152,102,80185,10227,2.625936508,33640,34055,35655,0.392706215,0.406981617,0.444659233,,,,0
13,039,13039,010500,13039010500,0,130390105000,0,1801928,1300000,NCNTY13039N13039,32499,32900,34446,3387,2081,480,1647,311,40913,1608,338,246,148,42132,15273,1577,339,218,130,50875,25885,2.720833302,34010,34430,36048,0.831276119,0.817193568,,,,,0
13,039,13039,010602,13039010602,0,130390106020,0,1801928,1300000,NCNTY13039N13039,32499,32900,34446,1214,0,470,1149,66,55556,1539,497,48,47,86563,30070,1413,430,57,51,86500,25761,2.582978725,33473,33886,35478,0.602509201,0.391460568,0.41015029,,,,0
13,039,13039,010603,13039010603,0,130390106030,0,1801928,1300000,NCNTY13039N13039,32499,32900,34446,2785,90,1194,6016,1686,38788,2427,309,721,355,71313,37510,2441,356,909,436,52798,36429,2.25711894,32202,32599,34131,0.830205202,,,0.280000001,0.296999991,0.372000009,1
13,039,13039,010604,13039010604,0,130390106040,0,1801928,1300000,NCNTY13039N13039,32499,32900,34446,3651,0,1527,6016,1686,38788,3434,667,1099,425,31332,9258,3541,710,1373,463,32095,9565,2.390962601,32724,33128,34684,0.843662977,1.057321548,1.08066678,0.280000001,0.319999993,0.388000011,1
13,039,13039,990000,13039990000,0,130399900000,0,1801928,1300000,NCNTY13039N13039,32499,32900,34446,0,0,0,0,0,0,0,14,0,14,0,0,0,14,0,14,,,,,,,,,,,,,0
13,043,13043,950100,13043950100,0,130439501000,0,1801928,1300000,NCNTY13043N13043,28597,28950,30310,4911,205,1870,4637,1541,28212,4753,461,1322,326,27212,5533,5143,485,1608,431,29693,6203,2.516577482,29226,29587,30976,1.035942197,1.087277651,1.043208838,0.331999987,0.277999997,0.312999994,1
13,043,13043,950200,13043950200,0,130439502000,0,1801928,1300000,NCNTY13043N13043,28597,28950,30310,3494,13,1349,3472,956,37792,3671,614,782,320,43526,9338,3156,521,282,209,51765,14376,2.580430031,29445,29808,31209,0.779133141,0.684832036,0.602897704,0.275000006,0.213,,0
13,043,13043,950300,13043950300,0,130439503000,0,1801928,1300000,NCNTY13043N13043,28597,28950,30310,2576,80,897,2417,744,45833,2152,416,553,190,46333,5633,2358,496,768,429,55069,14053,2.782608747,30139,30511,31944,0.657582939,0.658515513,0.580072284,0.307999998,0.256999999,,0
13,045,13045,910101,13045910101,0,130459101010,1,6089815,12060,METRO12060M12060,44946,45500,47638,6708,0,2480,5872,593,52500,5971,683,215,156,60625,6506,6194,472,375,314,62766,6407,2.704838753,46950,47528,49762,0.894285738,0.783967018,0.792817771,,,,0
13,045,13045,910103,13045910103,0,130459101030,1,6089815,12060,METRO12060M12060,44946,45500,47638,5546,0,1942,5088,483,70526,4879,561,552,271,71609,9720,5018,541,496,250,80245,9443,2.855818748,47764,48353,50625,0.677253783,0.675236344,0.630880415,0.094999999,0.112999998,,0
13,045,13045,910105,13045910105,0,130459101050,1,6089815,12060,METRO12060M12060,44946,45500,47638,4785,0,1681,10152,1519,61494,5058,667,273,281,63779,16981,4492,801,247,207,67378,18904,2.846519947,47714,48302,50572,0.775913119,0.757333934,0.75057143,0.150000006,,,0
13,045,13045,910106,13045910106,0,130459101060,1,6089815,12060,METRO12060M12060,44946,45500,47638,5080,0,1776,10152,1519,61494,5396,904,1566,634,48085,19183,5242,878,1522,718,48483,13123,2.860360384,47789,48378,50651,0.77713275,1.006093383,1.044716716,0.150000006,0.289999992,0.289999992,1
13,045,13045,910201,13045910201,0,130459102010,1,6089815,12060,METRO12060M12060,44946,45500,47638,3514,0,1212,12696,2042,58781,3466,528,357,390,77250,23373,3474,509,73,88,81947,11489,2.899339914,47999,48590,50874,0.816573381,0.628996789,0.620815873,,,,0
13,045,13045,910202,13045910202,0,130459102020,1,6089815,12060,METRO12060M12060,44946,45500,47638,5944,0,1968,12696,2042,58781,5078,1175,230,273,69719,18170,5827,1089,227,260,76891,4568,3.020325184,48651,49251,51565,0.827665389,0.706421494,0.670624673,,,,0
13,045,13045,910203,13045910203,0,130459102030,1,6089815,12060,METRO12060M12060,44946,45500,47638,3722,0,1329,12696,2042,58781,4319,823,786,536,66189,8394,4255,823,821,636,67901,15332,2.800601959,47466,48051,50309,0.807505846,0.725966573,0.740916908,,,,0
13,045,13045,910301,13045910301,0,130459103010,1,6089815,12060,METRO12060M12060,44946,45500,47638,3249,0,1171,6751,1359,48596,3151,436,875,426,46447,18345,3349,461,928,430,58221,11925,2.77455163,47326,47909,50160,0.973866165,1.031476736,0.861544788,0.201000005,0.277999997,0.27700001,1
13,045,13045,910302,13045910302,0,130459103020,1,6089815,12060,METRO12060M12060,44946,45500,47638,3332,0,1195,6751,1359,48596,3892,658,263,144,40508,12105,3928,706,367,150,46552,16572,2.78828454,47400,47984,50239,0.975388944,1.184556127,1.079201698,0.201000005,,0.093000002,1
13,045,13045,910400,13045910400,0,130459104000,1,6089815,12060,METRO12060M12060,44946,45500,47638,3708,0,1476,3234,545,44850,3454,625,301,206,47426,12901,3559,565,409,259,57416,12618,2.51219511,45911,46477,48660,1.023656607,0.979989886,0.847498953,0.169,,,0
13,045,13045,910502,13045910502,0,130459105020,1,6089815,12060,METRO12060M12060,44946,45500,47638,3290,216,1168,2963,1453,20167,3113,584,1718,566,22258,6852,3115,650,1885,590,23112,5743,2.631849289,46556,47130,49344,2.308523893,2.117440939,2.134994745,0.49000001,0.551999986,0.605000019,1
13,045,13045,910503,13045910503,0,130459105030,1,6089815,12060,METRO12060M12060,44946,45500,47638,4659,55,1762,6665,2599,38916,3959,747,1668,647,48693,15545,4042,824,1955,622,44182,15686,2.612939835,46454,47027,49236,1.193699241,0.965785623,1.114390492,0.389999986,0.421000004,0.483999997,1
13,045,13045,910504,13045910504,0,130459105040,1,6089815,12060,METRO12060M12060,44946,45500,47638,4683,2104,982,6665,2599,38916,1796,542,496,355,0,0,2101,701,738,499,,,2.626272917,46526,47099,49313,1.195549369,,,0.389999986,,,0
13,045,13045,910600,13045910600,0,130459106000,1,6089815,12060,METRO12060M12060,44946,45500,47638,6061,113,2263,5886,556,62132,6173,926,728,418,58611,19761,5754,845,882,550,54911,23015,2.628369331,46537,47111,49325,0.749002099,0.803791106,0.898271739,0.093999997,,,0
13,045,13045,910704,13045910704,0,130459107040,1,6089815,12060,METRO12060M12060,44946,45500,47638,4166,344.999996,1353.999937,8828,1336,52348,3110,347,343,284,95526,55632,3257,364,345,263,102273,23383,2.822009087,47582,48168,50432,0.908955455,,0.493111581,0.150999993,,,0
13,045,13045,910705,13045910705,0,130459107050,1,6089815,12060,METRO12060M12060,44946,45500,47638,5332,245,1848,8840,1337,52351,5015,760,1263,543,40021,4382,4699,665,919,505,42643,6073,2.752705574,47208,47790,50035,0.901759267,1.19412303,1.173346162,0.150999993,0.252000004,,1
13,045,13045,910706,13045910706,0,130459107060,1,6089815,12060,METRO12060M12060,44946,45500,47638,4318,0,1659,8198,501,76841,5171,1096,129,132,86599,12722,5103,914,171,137,95201,15258,2.602772713,46399,46971,49178,0.603831291,0.542396545,0.51657021,,,,0
13,045,13045,910707,13045910707,0,130459107070,1,6089815,12060,METRO12060M12060,44946,45500,47638,4349.999986,0,1581.000023,8198,501,76841,4629,795,1010,790,73359,20516,4735,858,915,745,77098,20608,2.75142312,47201,47783,50028,0.614268422,0.651358366,0.648888409,,,,0
13,045,13045,910708,13045910708,0,130459107080,1,6089815,12060,METRO12060M12060,44946,45500,47638,3845,99,1598,8567,1277,48595,3904,638,671,403,51655,10023,3890,585,816,474,50607,9051,2.344180107,45005,45559,47700,0.926124096,0.88198626,0.942557335,0.149000004,,,0
13,045,13045,910709,13045910709,0,130459107090,1,6089815,12060,METRO12060M12060,44946,45500,47638,4741,0,1635,8567,1277,48595,3636,657,429,316,53213,6046,3711,612,206,147,55989,16784,2.899694204,48001,48592,50876,0.987776518,0.913160324,0.908678472,0.149000004,,,0
13,045,13045,910800,13045910800,0,130459108000,1,6089815,12060,METRO12060M12060,44946,45500,47638,4131,0,1535.999976,4305,984,51066,4251,646,899,463,50273,12712,3901,686,901,468,52941,12956,2.689453125,46867,47444,49674,0.917773068,0.943727255,0.938289821,0.229000002,,,0
13,045,13045,910900,13045910900,0,130459109000,1,6089815,12060,METRO12060M12060,44946,45500,47638,3929,0,1443,4131,895,58707,4437,599,678,321,66471,9674,4043,605,727,323,69798,16025,2.722799778,47047,47626,49864,0.801386535,0.716492891,0.714404404,0.216999993,0.152999997,0.180000007,0
13,045,13045,911001,13045911001,0,130459110010,1,6089815,12060,METRO12060M12060,44946,45500,47638,3394,0,1298,6548,795,68179,3607,664,145,109,79786,12434,3554,566,293,157,75508,7515,2.61479187,46464,47037,49247,0.681500196,0.589539528,0.652209044,0.120999999,,,0
13,045,13045,911002,13045911002,0,130459110020,1,6089815,12060,METRO12060M12060,44946,45500,47638,3210,8,1162,6548,795,68179,3097,755,366,281,63839,32147,3305,852,341,228,65915,21526,2.755593777,47223,47806,50052,0.692632616,,0.759341598,0.120999999,,,0
13,045,13045,911101,13045911101,0,130459111010,1,6089815,12060,METRO12060M12060,44946,45500,47638,4186,69,1838,7453,1698,55677,4970,879,1490,707,53596,17152,5147,893,1669,643,46503,8121,2.239934683,44442,44990,47104,0.798211098,0.839428306,1.012923956,0.228,0.300000012,0.324000001,1
13,045,13045,911102,13045911102,0,130459111020,1,6089815,12060,METRO12060M12060,44946,45500,47638,3279,81,1191,7453,1698,55677,3002,468,279,254,78832,8272,2950,441,367,325,88679,11458,2.685138464,46843,47421,49649,0.84133482,0.601545036,0.559873223,0.228,,,0
13,045,13045,911201,13045911201,0,130459112010,1,6089815,12060,METRO12060M12060,44946,45500,47638,2840,5,1089,6034,982,48029,3017,415,604,329,58654,17863,2887,467,927,414,46023,29920,2.603305817,46402,46974,49181,0.966124654,0.800866067,,0.163000003,,0.32100001,0
13,045,13045,911202,13045911202,0,130459112020,1,6089815,12060,METRO12060M12060,44946,45500,47638,3146,0,1222,6034,982,48029,3326,985,339,202,51382,26393,2966,913,263,148,47206,33417,2.574468136,46247,46817,49016,0.96289742,,,0.163000003,,,0
13,047,13047,030100,13047030100,0,130470301000,1,562647,16860,METRO16860M16860,35067,35500,37168,7465,13,2732,6614,1167,51455,6409,770,802,396,53139,18212,6678,777,772,489,61793,8596,2.7276721,36726,37180,38927,0.713749886,0.699674428,0.629958093,0.175999999,0.125,,0
13,047,13047,030201,13047030201,0,130470302010,1,562647,16860,METRO16860M16860,35067,35500,37168,5195.999807,141.9999955,2045.000016,5010,609,52180,5337,583,608,224,61591,11128,5135,621,279,165,69100,6333,2.471393585,35648,36088,37784,0.683173656,0.585929751,0.546801746,0.122000001,0.114,,0
13,047,13047,030202,13047030202,0,130470302020,1,562647,16860,METRO16860M16860,35067,35500,37168,6444.000008,0,2453,7045,488,67568,6782,919,944,704,64722,21932,6415,873,859,704,70833,10192,2.626987457,36303,36751,38478,0.537280977,0.567828536,0.543221354,,,,0
13,047,13047,030303,13047030303,0,130470303030,1,562647,16860,METRO16860M16860,35067,35500,37168,3168.000174,0,1182.000027,3028,193,64967,3865,744,117,129,91224,922,3618,742,181,157,93658,1368,2.680203199,36527,36978,38715,0.562239289,0.405353844,0.413365662,,,,0
13,047,13047,030304,13047030304,0,130470303040,1,562647,16860,METRO16860M16860,35067,35500,37168,3683,0,1304,3439,88,70333,3884,604,71,48,70041,9611,4015,555,121,97,74571,8741,2.824386597,37133,37592,39358,0.527959824,0.536714196,0.527792335,,,,0
13,047,13047,030305,13047030305,0,130470303050,1,562647,16860,METRO16860M16860,35067,35500,37168,1998,0,743,8018,498,67318,1982,213,139,116,65804,8947,1959,246,88,79,77857,17174,2.689098358,36564,37016,38755,0.543153405,0.562519014,0.497771561,,,,0
13,047,13047,030306,13047030306,0,130470303060,1,562647,16860,METRO16860M16860,35067,35500,37168,5747,0,2085,8018,498,67318,5450,824,342,281,70945,11659,5547,683,353,286,69022,13033,2.756354809,36847,37302,39055,0.547357321,0.525787592,0.565834105,,,,0
13,047,13047,030402,13047030402,0,130470304020,1,562647,16860,METRO16860M16860,35067,35500,37168,6667,0,2526,6431,433,59625,6429,969,431,298,82708,18151,5837,821,296,198,68807,17253,2.639350653,36355,36804,38533,0.609727442,0.444987178,0.560015678,,,,0
13,047,13047,030403,13047030403,0,130470304030,1,562647,16860,METRO16860M16860,35067,35500,37168,5302,9,1922,7080,215,72078,4879,571,10,21,84712,15197,5181,852,24,28,89464,15369,2.753902197,36837,37292,39044,0.511071324,0.440220982,0.436421365,,,,0
13,047,13047,030404,13047030404,0,130470304040,1,562647,16860,METRO16860M16860,35067,35500,37168,2400,0,921,7080,215,72078,2281,540,159,164,60086,13884,2738,550,132,153,64192,8872,2.605863094,36214,36661,38384,0.502427936,0.610142112,0.597956121,,,,0
13,047,13047,030501,13047030501,0,130470305010,1,562647,16860,METRO16860M16860,35067,35500,37168,3022,0,1189,6163,985,40594,2780,401,443,223,44257,14663,2846,449,556,288,42218,17261,2.541631699,35944,36387,38097,0.885451078,0.822175026,0.902387619,0.159999996,,,0
13,047,13047,030502,13047030502,0,130470305020,1,562647,16860,METRO16860M16860,35067,35500,37168,3638,0,1772,6163,985,40594,3564,862,460,278,39767,11945,3767,795,509,237,46366,8894,2.053047419,33888,34306,35918,0.834803164,0.862675071,0.774662495,0.159999996,,0.135000005,0
13,047,13047,030600,13047030600,0,130470306000,1,562647,16860,METRO16860M16860,35067,35500,37168,4990,0,2005,5817,590,55694,5820,836,589,322,58646,8703,5573,839,661,302,61322,13479,2.488778114,35721,36162,37861,0.641379654,0.616614938,0.617412984,,,0.119000003,0
13,047,13047,030701,13047030701,0,130470307010,1,562647,16860,METRO16860M16860,35067,35500,37168,3739,109,1565,7334,1250,39254,2715,454,330,244,45123,8327,2959,529,267,235,47998,10572,2.319488764,35009,35441,37106,0.89185816,0.785430908,0.773073852,0.170000002,,,0
13,047,13047,030702,13047030702,0,130470307020,1,562647,16860,METRO16860M16860,35067,35500,37168,4413,118,1856,7334,1250,39254,4345,635,524,368,38377,2342,4607,590,721,476,40490,3168,2.314116478,34986,35418,37082,0.891272247,0.922896504,0.915831089,0.170000002,,,0
13,049,13049,010101,13049010101,0,130490101010,0,1801928,1300000,NCNTY13049N13049,28597,28950,30310,6051,2325,1439,8591,2421,39746,3914,470,605,237,47760,10972,3866,585,456,201,50503,9921,2.58929801,29475,29839,31241,0.741584063,0.624769688,0.618596911,0.282000005,0.155000001,0.118000001,0
13,049,13049,010102,13049010102,0,130490101020,0,1801928,1300000,NCNTY13049N13049,28597,28950,30310,3429,80,1361,8591,2421,39746,4658,511,1504,441,33641,12042,4168,562,1376,501,32092,20514,2.460690737,29034,29392,30773,0.730488598,0.873695791,,0.282000005,0.323000014,0.330000013,1
13,049,13049,010200,13049010200,0,130490102000,0,1801928,1300000,NCNTY13049N13049,28597,28950,30310,3038,0,1193.000038,3253,563,58266,3288,422,647,346,49053,16040,3319,411,589,259,52935,19527,2.546521187,29329,29691,31085,0.503363907,0.605284095,0.587229609,0.172999993,,0.177000001,0
13,051,13051,000601,13051000601,0,130510006010,1,404798,42340,METRO42340M42340,38870,39350,41199,4791,1357,1442,3484,1235,22222,3795,901,1242,544,25103,2975,3282,669,930,383,25382,3927,2.381414652,39094,39577,41437,1.759247541,1.576584458,1.632534862,0.354000002,0.326999992,0.282999992,1
13,051,13051,001100,13051001100,0,130510011000,1,404798,42340,METRO42340M42340,38870,39350,41199,1818,0,866,1836,488,37277,1705,265,436,140,40174,8026,1713,291,469,152,41294,2619,2.09930706,37778,38245,40042,1.013439894,0.951983869,0.969680846,0.266000003,0.256000012,0.273999989,1
13,051,13051,001200,13051001200,0,130510012000,1,404798,42340,METRO42340M42340,38870,39350,41199,2013,5,728,2494,1536,15357,2719,578,1774,547,14091,3175,2795,539,1697,468,18438,6945,2.758241653,40852,41356,43300,2.660155058,2.934922934,2.348410845,0.615999997,0.65200001,0.606999993,1
13,051,13051,002000,13051002000,0,130510020000,1,404798,42340,METRO42340M42340,38870,39350,41199,1770,38,821,1426,612,27813,1408,279,721,257,20385,13840,1295,303,534,259,31354,16548,2.109622478,37827,38294,40093,,,,0.42899999,0.512000024,0.412,1
13,051,13051,002100,13051002100,0,130510021000,1,404798,42340,METRO42340M42340,38870,39350,41199,2192,0,971,2142,587,39450,2409,504,573,228,45993,14068,2215,540,474,156,52647,13519,2.257466555,38516,38992,40824,0.976324439,0.847781181,0.775428772,0.273999989,0.238000005,0.214000002,0
13,051,13051,002200,13051002200,0,130510022000,1,404798,42340,METRO42340M42340,38870,39350,41199,3979,15,1754,4307,749,38295,4376,604,732,360,44693,8621,4435,694,954,470,50000,9917,2.259977102,38528,39004,40836,1.006084323,0.872709394,0.816720009,0.173999995,0.166999996,0.215000004,0
13,051,13051,002300,13051002300,0,130510023000,1,404798,42340,METRO42340M42340,38870,39350,41199,1940,0,793,1607,418,26885,1692,313,490,238,30554,5268,1774,331,386,207,32697,3679,2.446406126,39397,39884,41758,1.465389609,1.305361032,1.277120233,0.25999999,0.289999992,,1
13,051,13051,002600,13051002600,0,130510026000,1,404798,42340,METRO42340M42340,38870,39350,41199,1505,11,725,1727,284,47853,1771,310,306,94,46017,4018,1815,334,302,105,49802,8386,2.060689688,37598,38063,39851,0.785697877,0.827150822,0.80018872,0.164000005,0.172999993,0.165999994,0
13,051,13051,002700,13051002700,0,130510027000,1,404798,42340,METRO42340M42340,38870,39350,41199,2729,0,1214,3146,511,32166,3047,495,547,337,39537,23468,3256,547,651,381,40658,21626,2.247940779,38472,38947,40777,1.196045518,,,0.162,,,0
13,051,13051,002800,13051002800,0,130510028000,1,404798,42340,METRO42340M42340,38870,39350,41199,3389,1041,1047,2467,924,32008,2833,689,980,295,30070,6361,2850,674,788,272,34519,11723,2.242597818,38447,38922,40750,1.201168418,1.29437983,1.180509329,0.375,0.345999986,0.275999993,1
13,051,13051,002900,13051002900,0,130510029000,1,404798,42340,METRO42340M42340,38870,39350,41199,2906,0,1368,2842,195,94375,2704,329,186,120,105781,32737,2904,310,139,88,104507,35655,2.124269009,37895,38363,40165,0.401536435,0.362664372,0.384328336,,,,0
13,051,13051,003000,13051003000,0,130510030000,1,404798,42340,METRO42340M42340,38870,39350,41199,1954,0,943,1778,163,72670,1720,315,169,94,77813,32726,1843,332,102,69,91369,26316,2.072110176,37652,38117,39908,0.518123031,0.489853889,0.436778337,,,,0
13,051,13051,003301,13051003301,0,130510033010,1,404798,42340,METRO42340M42340,38870,39350,41199,1734,0,719,1797,313,34102,1750,269,361,226,37792,10403,1538,273,367,253,31831,3831,2.411682844,39235,39720,41586,1.150519013,1.051016092,1.306462288,,,,1
13,051,13051,003302,13051003302,0,130510033020,1,404798,42340,METRO42340M42340,38870,39350,41199,1581,0,618,1871,395,40536,1996,740,219,131,49236,12861,1974,624,170,125,52188,11534,2.558252335,39919,40412,42311,0.984778941,0.820781529,0.810741961,,,,0
13,051,13051,003400,13051003400,0,130510034000,1,404798,42340,METRO42340M42340,38870,39350,41199,4066,202,1719,4081,499,56063,3986,492,497,224,61154,15729,4388,559,532,260,54924,10004,2.24781847,38471,38946,40776,0.686210155,0.636851251,0.74240768,0.122000001,0.125,0.120999999,0
13,051,13051,003501,13051003501,0,130510035010,1,404798,42340,METRO42340M42340,38870,39350,41199,2662,4,1194,2754,1018,25570,2484,408,792,250,29648,6994,2501,440,892,277,27813,15149,2.226130724,38370,38844,40669,1.500586629,1.310172677,,0.370000005,0.319000006,0.356999993,1
13,051,13051,003502,13051003502,0,130510035020,1,404798,42340,METRO42340M42340,38870,39350,41199,3562,15,1431,3569,863,40160,3502,659,669,376,37020,5652,3828,582,988,362,38197,4629,2.478686333,39548,40036,41918,0.98476094,1.081469417,1.097416043,0.241999999,,0.257999986,1
13,051,13051,003601,13051003601,0,130510036010,1,404798,42340,METRO42340M42340,38870,39350,41199,3349.999968,0,1279.000039,3732,1079,27205,3986,761,1072,342,40101,13722,4063,652,1182,432,40705,13174,2.619233608,40204,40700,42612,1.477816582,1.014937282,1.046849251,0.289000005,0.268999994,0.291000009,1
13,051,13051,003602,13051003602,0,130510036020,1,404798,42340,METRO42340M42340,38870,39350,41199,4557,0,1866,5061,1818,34141,5042,794,1294,350,38171,6398,5332,713,1296,523,40968,7057,2.442122221,39377,39864,41737,1.153363943,1.044353008,1.018770695,0.358999997,0.256999999,0.243000001,1
13,051,13051,003700,13051003700,0,130510037000,1,404798,42340,METRO42340M42340,38870,39350,41199,1835,21,743,2070,474,45870,2185,329,439,192,43322,8098,2163,369,362,214,46136,8897,2.441453457,39374,39861,41734,0.858382404,0.920109868,0.904586434,0.229000002,0.201000005,,0
13,051,13051,003800,13051003800,0,130510038000,1,404798,42340,METRO42340M42340,38870,39350,41199,3002,1108,704,2268,416,43993,2418,491,390,233,55174,11185,2236,482,377,228,58125,18519,2.690340996,40535,41036,42964,0.921396613,0.743756115,0.739165604,,,,0
13,051,13051,003900,13051003900,0,130510039000,1,404798,42340,METRO42340M42340,38870,39350,41199,3495,71,1332,3296,399,48712,3594,868,470,288,49990,11623,3703,640,313,249,55313,11380,2.570570469,39977,40470,42372,0.820680737,0.809561908,0.766040504,,,,0
13,051,13051,004001,13051004001,0,130510040010,1,404798,42340,METRO42340M42340,38870,39350,41199,4218,115,1946,4413,338,53494,4189,496,341,157,54671,7310,4397,509,485,264,57319,6377,2.108427525,37821,38288,40087,0.707013845,0.700334728,0.699366689,0.077,0.081,,0
13,051,13051,004002,13051004002,0,130510040020,1,404798,42340,METRO42340M42340,38870,39350,41199,3681,160,1741,3073,588,42768,3097,801,441,170,50341,9366,2999,706,547,196,49517,18774,2.022400856,37420,37882,39662,0.87495321,0.752507925,0.800977468,0.191,0.142000005,0.181999996,0
13,051,13051,004100,13051004100,0,130510041000,1,404798,42340,METRO42340M42340,38870,39350,41199,1893,35,734,2032,205,63967,2210,412,220,129,70380,16405,2084,367,275,143,74167,28001,2.531335115,39794,40285,42178,0.622102022,0.572392702,0.568689585,,,,0
13,051,13051,004207,13051004207,0,130510042070,1,404798,42340,METRO42340M42340,38870,39350,41199,3833,194,1633,3278,632,41314,3037,442,767,398,42214,5833,2965,446,552,371,46711,6311,2.228414059,38381,38855,40680,0.929007113,0.92042923,0.870886922,0.193000004,,,0
13,051,13051,004208,13051004208,0,130510042080,1,404798,42340,METRO42340M42340,38870,39350,41199,5123,106,2139,4775,935,42593,4487,608,753,328,51397,6289,4329,461,662,315,51161,7128,2.345488548,38927,39407,41259,0.913929522,0.766717911,0.806454122,0.195999995,0.167999998,0.152999997,0
13,051,13051,004209,13051004209,0,130510042090,1,404798,42340,METRO42340M42340,38870,39350,41199,3223,26,1529,3374,588,41411,3641,608,628,239,44863,11480,3550,625,491,186,52912,8603,2.090909004,37739,38205,40000,0.911327899,0.8515926,0.755972207,0.173999995,0.172000006,0.137999997,0
