lat,lon,use_nearby_tract,use_only_actual_tract,best_score
30.45,-84.15000000000008,0.0,0.0,0.0
30.45,-84.10000000000008,0.0,0.0,0.0
30.45,-84.05000000000008,0.0,0.0,0.0
30.45,-84.00000000000009,0.0,0.0,0.0
30.45,-83.95000000000009,0.0,0.0,0.0
30.45,-83.90000000000009,0.0,0.0,0.0
30.45,-83.8500000000001,0.0,0.0,0.0
30.45,-83.8000000000001,0.0,0.0,0.0
30.45,-83.7500000000001,0.0,0.0,0.0
30.45,-83.7000000000001,0.0,0.0,0.0
30.45,-83.6500000000001,0.0,0.0,0.0
30.45,-83.60000000000011,0.0,0.0,0.0
30.45,-83.55000000000011,0.0,0.0,0.0
30.45,-83.50000000000011,0.0,0.0,0.0
30.45,-83.45000000000012,0.0,0.0,0.0
30.45,-83.40000000000012,0.0,0.0,0.0
30.45,-83.35000000000012,0.0,0.0,0.0
30.45,-83.30000000000013,0.0,0.0,0.0
30.45,-83.25000000000013,0.0,0.0,0.0
30.45,-83.20000000000013,0.0,0.0,0.0
30.45,-83.15000000000013,0.0,0.0,0.0
30.45,-83.10000000000014,0.0,0.0,0.0
30.45,-83.05000000000014,0.0,0.0,0.0
30.45,-83.00000000000014,0.0,0.0,0.0
30.45,-82.95000000000014,0.0,0.0,0.0
30.45,-82.90000000000015,0.0,0.0,0.0
30.45,-82.85000000000015,0.0,0.0,0.0
30.45,-82.80000000000015,0.0,0.0,0.0
30.45,-82.75000000000016,0.0,0.0,0.0
30.45,-82.70000000000016,0.0,0.0,0.0
30.45,-82.65000000000016,0.0,0.0,0.0
30.45,-82.60000000000016,0.0,0.0,0.0
30.45,-82.55000000000017,0.0,0.0,0.0
30.45,-82.50000000000017,0.0,0.0,0.0
30.45,-82.45000000000017,0.0,0.0,0.0
30.45,-82.40000000000018,0.0,0.0,0.0
30.45,-82.35000000000018,0.0,0.0,0.0
30.45,-82.30000000000018,0.0,0.0,0.0
30.45,-82.25000000000018,0.0,0.0,0.0
30.45,-82.20000000000019,0.0,6.0,6.0
30.45,-82.15000000000019,0.0,6.0,6.0
30.45,-82.1000000000002,0.0,6.0,6.0
30.45,-82.0500000000002,0.0,6.0,6.0
30.45,-82.0000000000002,0.0,0.0,0.0
30.45,-81.9500000000002,0.0,0.0,0.0
30.45,-81.9000000000002,0.0,0.0,0.0
30.45,-81.85000000000021,0.0,0.0,0.0
30.45,-81.80000000000021,0.0,0.0,0.0
30.45,-81.75000000000021,0.0,0.0,0.0
30.45,-81.70000000000022,0.0,0.0,0.0
30.45,-81.65000000000022,0.0,0.0,0.0
30.45,-81.60000000000022,0.0,0.0,0.0
30.45,-81.55000000000022,0.0,0.0,0.0
30.45,-81.50000000000023,0.0,0.0,0.0
30.45,-81.45000000000023,0.0,0.0,0.0
30.45,-81.40000000000023,0.0,0.0,0.0
30.45,-81.35000000000024,0.0,0.0,0.0
30.45,-81.30000000000024,0.0,0.0,0.0
30.45,-81.25000000000024,0.0,0.0,0.0
30.45,-81.20000000000024,0.0,0.0,0.0
30.45,-81.15000000000025,0.0,0.0,0.0
30.45,-81.10000000000025,0.0,0.0,0.0
30.45,-81.05000000000025,0.0,0.0,0.0
30.45,-81.00000000000026,0.0,0.0,0.0
30.45,-80.95000000000026,0.0,0.0,0.0
30.45,-80.90000000000026,0.0,0.0,0.0
30.45,-80.85000000000026,0.0,0.0,0.0
30.5,-85.6,0.0,0.0,0.0
30.5,-85.55,0.0,0.0,0.0
30.5,-85.5,0.0,0.0,0.0
30.5,-85.45,0.0,0.0,0.0
30.5,-85.4,0.0,0.0,0.0
30.5,-85.35000000000001,0.0,0.0,0.0
30.5,-85.30000000000001,0.0,0.0,0.0
30.5,-85.25000000000001,0.0,0.0,0.0
30.5,-85.20000000000002,0.0,0.0,0.0
30.5,-85.15000000000002,0.0,0.0,0.0
30.5,-85.10000000000002,0.0,0.0,0.0
30.5,-85.05000000000003,0.0,0.0,0.0
30.5,-85.00000000000003,0.0,0.0,0.0
30.5,-84.95000000000003,0.0,0.0,0.0
30.5,-84.90000000000003,0.0,0.0,0.0
30.5,-84.85000000000004,0.0,0.0,0.0
30.5,-84.80000000000004,0.0,0.0,0.0
30.5,-84.75000000000004,0.0,0.0,0.0
30.5,-84.70000000000005,0.0,0.0,0.0
30.5,-84.65000000000005,0.0,0.0,0.0
30.5,-84.60000000000005,0.0,0.0,0.0
30.5,-84.55000000000005,0.0,0.0,0.0
30.5,-84.50000000000006,0.0,0.0,0.0
30.5,-84.45000000000006,0.0,0.0,0.0
30.5,-84.40000000000006,0.0,0.0,0.0
30.5,-84.35000000000007,0.0,0.0,0.0
30.5,-84.30000000000007,0.0,0.0,0.0
30.5,-84.25000000000007,0.0,0.0,0.0
30.5,-84.20000000000007,0.0,0.0,0.0
30.5,-84.15000000000008,0.0,0.0,0.0
30.5,-84.10000000000008,0.0,0.0,0.0
30.5,-84.05000000000008,0.0,0.0,0.0
30.5,-84.00000000000009,0.0,0.0,0.0
30.5,-83.95000000000009,0.0,0.0,0.0
30.5,-83.90000000000009,0.0,0.0,0.0
30.5,-83.8500000000001,0.0,0.0,0.0
30.5,-83.8000000000001,0.0,0.0,0.0
30.5,-83.7500000000001,0.0,0.0,0.0
30.5,-83.7000000000001,0.0,0.0,0.0
30.5,-83.6500000000001,0.0,0.0,0.0
30.5,-83.60000000000011,0.0,0.0,0.0
30.5,-83.55000000000011,0.0,0.0,0.0
30.5,-83.50000000000011,0.0,0.0,0.0
30.5,-83.45000000000012,0.0,0.0,0.0
30.5,-83.40000000000012,0.0,0.0,0.0
30.5,-83.35000000000012,0.0,0.0,0.0
30.5,-83.30000000000013,0.0,0.0,0.0
30.5,-83.25000000000013,0.0,0.0,0.0
30.5,-83.20000000000013,0.0,0.0,0.0
30.5,-83.15000000000013,0.0,0.0,0.0
30.5,-83.10000000000014,0.0,0.0,0.0
30.5,-83.05000000000014,0.0,0.0,0.0
30.5,-83.00000000000014,0.0,0.0,0.0
30.5,-82.95000000000014,0.0,0.0,0.0
30.5,-82.90000000000015,0.0,0.0,0.0
30.5,-82.85000000000015,0.0,0.0,0.0
30.5,-82.80000000000015,0.0,0.0,0.0
30.5,-82.75000000000016,0.0,0.0,0.0
30.5,-82.70000000000016,0.0,0.0,0.0
30.5,-82.65000000000016,0.0,0.0,0.0
30.5,-82.60000000000016,0.0,0.0,0.0
30.5,-82.55000000000017,0.0,0.0,0.0
30.5,-82.50000000000017,0.0,0.0,0.0
30.5,-82.45000000000017,0.0,0.0,0.0
30.5,-82.40000000000018,0.0,0.0,0.0
30.5,-82.35000000000018,0.0,0.0,0.0
30.5,-82.30000000000018,0.0,0.0,0.0
30.5,-82.25000000000018,0.0,0.0,0.0
30.5,-82.20000000000019,0.0,6.0,6.0
30.5,-82.15000000000019,0.0,6.0,6.0
30.5,-82.1000000000002,0.0,6.0,6.0
30.5,-82.0500000000002,0.0,6.0,6.0
30.5,-82.0000000000002,0.0,0.0,0.0
30.5,-81.9500000000002,0.0,0.0,0.0
30.5,-81.9000000000002,0.0,0.0,0.0
30.5,-81.85000000000021,0.0,0.0,0.0
30.5,-81.80000000000021,0.0,0.0,0.0
30.5,-81.75000000000021,0.0,0.0,0.0
30.5,-81.70000000000022,0.0,0.0,0.0
30.5,-81.65000000000022,0.0,0.0,0.0
30.5,-81.60000000000022,0.0,0.0,0.0
30.5,-81.55000000000022,0.0,0.0,0.0
30.5,-81.50000000000023,0.0,0.0,0.0
30.5,-81.45000000000023,0.0,0.0,0.0
30.5,-81.40000000000023,0.0,0.0,0.0
30.5,-81.35000000000024,0.0,0.0,0.0
30.5,-81.30000000000024,0.0,0.0,0.0
30.5,-81.25000000000024,0.0,0.0,0.0
30.5,-81.20000000000024,0.0,0.0,0.0
30.5,-81.15000000000025,0.0,0.0,0.0
30.5,-81.10000000000025,0.0,0.0,0.0
30.5,-81.05000000000025,0.0,0.0,0.0
30.5,-81.00000000000026,0.0,0.0,0.0
30.5,-80.95000000000026,0.0,0.0,0.0
30.5,-80.90000000000026,0.0,0.0,0.0
30.5,-80.85000000000026,0.0,0.0,0.0
30.55,-85.6,0.0,0.0,0.0
30.55,-85.55,0.0,0.0,0.0
30.55,-85.5,0.0,0.0,0.0
30.55,-85.45,0.0,0.0,0.0
30.55,-85.4,0.0,0.0,0.0
30.55,-85.35000000000001,0.0,0.0,0.0
30.55,-85.30000000000001,0.0,0.0,0.0
30.55,-85.25000000000001,0.0,0.0,0.0
30.55,-85.20000000000002,0.0,0.0,0.0
30.55,-85.15000000000002,0.0,0.0,0.0
30.55,-85.10000000000002,0.0,0.0,0.0
30.55,-85.05000000000003,0.0,0.0,0.0
30.55,-85.00000000000003,0.0,0.0,0.0
30.55,-84.95000000000003,0.0,0.0,0.0
30.55,-84.90000000000003,0.0,0.0,0.0
30.55,-84.85000000000004,0.0,0.0,0.0
30.55,-84.80000000000004,0.0,0.0,0.0
30.55,-84.75000000000004,0.0,0.0,0.0
30.55,-84.70000000000005,0.0,0.0,0.0
30.55,-84.65000000000005,0.0,0.0,0.0
30.55,-84.60000000000005,0.0,0.0,0.0
30.55,-84.55000000000005,0.0,0.0,0.0
30.55,-84.50000000000006,0.0,0.0,0.0
30.55,-84.45000000000006,0.0,0.0,0.0
30.55,-84.40000000000006,0.0,0.0,0.0
30.55,-84.35000000000007,0.0,0.0,0.0
30.55,-84.30000000000007,0.0,0.0,0.0
30.55,-84.25000000000007,0.0,0.0,0.0
30.55,-84.20000000000007,0.0,0.0,0.0
30.55,-84.15000000000008,0.0,0.0,0.0
30.55,-84.10000000000008,0.0,0.0,0.0
30.55,-84.05000000000008,0.0,0.0,0.0
30.55,-84.00000000000009,0.0,0.0,0.0
30.55,-83.95000000000009,0.0,0.0,0.0
30.55,-83.90000000000009,0.0,0.0,0.0
30.55,-83.8500000000001,0.0,0.0,0.0
30.55,-83.8000000000001,0.0,0.0,0.0
30.55,-83.7500000000001,0.0,0.0,0.0
30.55,-83.7000000000001,0.0,0.0,0.0
30.55,-83.6500000000001,0.0,0.0,0.0
30.55,-83.60000000000011,0.0,0.0,0.0
30.55,-83.55000000000011,0.0,0.0,0.0
30.55,-83.50000000000011,0.0,0.0,0.0
30.55,-83.45000000000012,0.0,0.0,0.0
30.55,-83.40000000000012,0.0,0.0,0.0
30.55,-83.35000000000012,0.0,0.0,0.0
30.55,-83.30000000000013,0.0,0.0,0.0
30.55,-83.25000000000013,0.0,0.0,0.0
30.55,-83.20000000000013,0.0,0.0,0.0
30.55,-83.15000000000013,0.0,0.0,0.0
30.55,-83.10000000000014,0.0,0.0,0.0
30.55,-83.05000000000014,0.0,0.0,0.0
30.55,-83.00000000000014,0.0,0.0,0.0
30.55,-82.95000000000014,0.0,0.0,0.0
30.55,-82.90000000000015,0.0,0.0,0.0
30.55,-82.85000000000015,0.0,0.0,0.0
30.55,-82.80000000000015,0.0,0.0,0.0
30.55,-82.75000000000016,0.0,0.0,0.0
30.55,-82.70000000000016,0.0,0.0,0.0
30.55,-82.65000000000016,0.0,0.0,0.0
30.55,-82.60000000000016,0.0,0.0,0.0
30.55,-82.55000000000017,0.0,0.0,0.0
30.55,-82.50000000000017,0.0,0.0,0.0
30.55,-82.45000000000017,0.0,0.0,0.0
30.55,-82.40000000000018,0.0,0.0,0.0
30.55,-82.35000000000018,0.0,0.0,0.0
30.55,-82.30000000000018,0.0,0.0,0.0
30.55,-82.25000000000018,0.0,0.0,0.0
30.55,-82.20000000000019,0.0,6.0,6.0
30.55,-82.15000000000019,0.0,6.0,6.0
30.55,-82.1000000000002,0.0,6.0,6.0
30.55,-82.0500000000002,0.0,6.0,6.0
30.55,-82.0000000000002,0.0,0.0,0.0
30.55,-81.9500000000002,0.0,0.0,0.0
30.55,-81.9000000000002,0.0,0.0,0.0
30.55,-81.85000000000021,0.0,0.0,0.0
30.55,-81.80000000000021,0.0,0.0,0.0
30.55,-81.75000000000021,0.0,0.0,0.0
30.55,-81.70000000000022,0.0,0.0,0.0
30.55,-81.65000000000022,0.0,0.0,0.0
30.55,-81.60000000000022,0.0,0.0,0.0
30.55,-81.55000000000022,0.0,0.0,0.0
30.55,-81.50000000000023,0.0,0.0,0.0
30.55,-81.45000000000023,0.0,0.0,0.0
30.55,-81.40000000000023,0.0,0.0,0.0
30.55,-81.35000000000024,0.0,0.0,0.0
30.55,-81.30000000000024,0.0,0.0,0.0
30.55,-81.25000000000024,0.0,0.0,0.0
30.55,-81.20000000000024,0.0,0.0,0.0
30.55,-81.15000000000025,0.0,0.0,0.0
30.55,-81.10000000000025,0.0,0.0,0.0
30.55,-81.05000000000025,0.0,0.0,0.0
30.55,-81.00000000000026,0.0,0.0,0.0
30.55,-80.95000000000026,0.0,0.0,0.0
30.55,-80.90000000000026,0.0,0.0,0.0
30.55,-80.85000000000026,0.0,0.0,0.0
30.6,-85.6,0.0,0.0,0.0
30.6,-85.55,0.0,0.0,0.0
30.6,-85.5,0.0,0.0,0.0
30.6,-85.45,0.0,0.0,0.0
30.6,-85.4,0.0,0.0,0.0
30.6,-85.35000000000001,0.0,0.0,0.0
30.6,-85.30000000000001,0.0,0.0,0.0
30.6,-85.25000000000001,0.0,0.0,0.0
30.6,-85.20000000000002,0.0,0.0,0.0
30.6,-85.15000000000002,0.0,0.0,0.0
30.6,-85.10000000000002,0.0,0.0,0.0
30.6,-85.05000000000003,0.0,0.0,0.0
30.6,-85.00000000000003,0.0,0.0,0.0
30.6,-84.95000000000003,0.0,0.0,0.0
30.6,-84.90000000000003,0.0,0.0,0.0
30.6,-84.85000000000004,0.0,0.0,0.0
30.6,-84.80000000000004,0.0,0.0,0.0
30.6,-84.75000000000004,0.0,0.0,0.0
30.6,-84.70000000000005,0.0,0.0,0.0
30.6,-84.65000000000005,0.0,0.0,0.0
30.6,-84.60000000000005,0.0,0.0,0.0
30.6,-84.55000000000005,0.0,0.0,0.0
30.6,-84.50000000000006,0.0,0.0,0.0
30.6,-84.45000000000006,0.0,0.0,0.0
30.6,-84.40000000000006,0.0,0.0,0.0
30.6,-84.35000000000007,0.0,0.0,0.0
30.6,-84.30000000000007,0.0,0.0,0.0
30.6,-84.25000000000007,0.0,0.0,0.0
30.6,-84.20000000000007,0.0,0.0,0.0
30.6,-84.15000000000008,0.0,0.0,0.0
30.6,-84.10000000000008,0.0,0.0,0.0
30.6,-84.05000000000008,0.0,0.0,0.0
30.6,-84.00000000000009,0.0,0.0,0.0
30.6,-83.95000000000009,0.0,0.0,0.0
30.6,-83.90000000000009,0.0,0.0,0.0
30.6,-83.8500000000001,0.0,0.0,0.0
30.6,-83.8000000000001,0.0,0.0,0.0
30.6,-83.7500000000001,0.0,0.0,0.0
30.6,-83.7000000000001,0.0,0.0,0.0
30.6,-83.6500000000001,0.0,0.0,0.0
30.6,-83.60000000000011,0.0,0.0,0.0
30.6,-83.55000000000011,0.0,0.0,0.0
30.6,-83.50000000000011,0.0,0.0,0.0
30.6,-83.45000000000012,0.0,0.0,0.0
30.6,-83.40000000000012,0.0,0.0,0.0
30.6,-83.35000000000012,0.0,0.0,0.0
30.6,-83.30000000000013,0.0,0.0,0.0
30.6,-83.25000000000013,0.0,0.0,0.0
30.6,-83.20000000000013,0.0,0.0,0.0
30.6,-83.15000000000013,0.0,0.0,0.0
30.6,-83.10000000000014,0.0,0.0,0.0
30.6,-83.05000000000014,0.0,0.0,0.0
30.6,-83.00000000000014,0.0,0.0,0.0
30.6,-82.95000000000014,0.0,0.0,0.0
30.6,-82.90000000000015,0.0,0.0,0.0
30.6,-82.85000000000015,0.0,0.0,0.0
30.6,-82.80000000000015,0.0,0.0,0.0
30.6,-82.75000000000016,5.0,0.0,5.0
30.6,-82.70000000000016,0.0,6.0,6.0
30.6,-82.65000000000016,0.0,6.0,6.0
30.6,-82.60000000000016,0.0,6.0,6.0
30.6,-82.55000000000017,0.0,0.0,0.0
30.6,-82.50000000000017,0.0,0.0,0.0
30.6,-82.45000000000017,0.0,0.0,0.0
30.6,-82.40000000000018,0.0,8.0,8.0
30.6,-82.35000000000018,0.0,8.0,8.0
30.6,-82.30000000000018,0.0,8.0,8.0
30.6,-82.25000000000018,0.0,8.0,8.0
30.6,-82.20000000000019,0.0,6.0,6.0
30.6,-82.15000000000019,0.0,6.0,6.0
30.6,-82.1000000000002,0.0,6.0,6.0
30.6,-82.0500000000002,0.0,6.0,6.0
30.6,-82.0000000000002,0.0,0.0,0.0
30.6,-81.9500000000002,0.0,0.0,0.0
30.6,-81.9000000000002,0.0,0.0,0.0
30.6,-81.85000000000021,0.0,0.0,0.0
30.6,-81.80000000000021,0.0,0.0,0.0
30.6,-81.75000000000021,0.0,0.0,0.0
30.6,-81.70000000000022,0.0,0.0,0.0
30.6,-81.65000000000022,0.0,0.0,0.0
30.6,-81.60000000000022,0.0,0.0,0.0
30.6,-81.55000000000022,0.0,0.0,0.0
30.6,-81.50000000000023,0.0,0.0,0.0
30.6,-81.45000000000023,0.0,0.0,0.0
30.6,-81.40000000000023,0.0,0.0,0.0
30.6,-81.35000000000024,0.0,0.0,0.0
30.6,-81.30000000000024,0.0,0.0,0.0
30.6,-81.25000000000024,0.0,0.0,0.0
30.6,-81.20000000000024,0.0,0.0,0.0
30.6,-81.15000000000025,0.0,0.0,0.0
30.6,-81.10000000000025,0.0,0.0,0.0
30.6,-81.05000000000025,0.0,0.0,0.0
30.6,-81.00000000000026,0.0,0.0,0.0
30.6,-80.95000000000026,0.0,0.0,0.0
30.6,-80.90000000000026,0.0,0.0,0.0
30.6,-80.85000000000026,0.0,0.0,0.0
30.650000000000002,-85.6,0.0,0.0,0.0
30.650000000000002,-85.55,0.0,0.0,0.0
30.650000000000002,-85.5,0.0,0.0,0.0
30.650000000000002,-85.45,0.0,0.0,0.0
30.650000000000002,-85.4,0.0,0.0,0.0
30.650000000000002,-85.35000000000001,0.0,0.0,0.0
30.650000000000002,-85.30000000000001,0.0,0.0,0.0
30.650000000000002,-85.25000000000001,0.0,0.0,0.0
30.650000000000002,-85.20000000000002,0.0,0.0,0.0
30.650000000000002,-85.15000000000002,0.0,0.0,0.0
30.650000000000002,-85.10000000000002,0.0,0.0,0.0
30.650000000000002,-85.05000000000003,0.0,0.0,0.0
30.650000000000002,-85.00000000000003,0.0,0.0,0.0
30.650000000000002,-84.95000000000003,0.0,0.0,0.0
30.650000000000002,-84.90000000000003,0.0,0.0,0.0
30.650000000000002,-84.85000000000004,0.0,0.0,0.0
30.650000000000002,-84.80000000000004,0.0,0.0,0.0
30.650000000000002,-84.75000000000004,0.0,0.0,0.0
30.650000000000002,-84.70000000000005,0.0,0.0,0.0
30.650000000000002,-84.65000000000005,0.0,0.0,0.0
30.650000000000002,-84.60000000000005,0.0,0.0,0.0
30.650000000000002,-84.55000000000005,0.0,0.0,0.0
30.650000000000002,-84.50000000000006,0.0,0.0,0.0
30.650000000000002,-84.45000000000006,0.0,0.0,0.0
30.650000000000002,-84.40000000000006,0.0,0.0,0.0
30.650000000000002,-84.35000000000007,0.0,0.0,0.0
30.650000000000002,-84.30000000000007,0.0,0.0,0.0
30.650000000000002,-84.25000000000007,0.0,0.0,0.0
30.650000000000002,-84.20000000000007,0.0,0.0,0.0
30.650000000000002,-84.15000000000008,0.0,0.0,0.0
30.650000000000002,-84.10000000000008,0.0,0.0,0.0
30.650000000000002,-84.05000000000008,0.0,0.0,0.0
30.650000000000002,-84.00000000000009,0.0,0.0,0.0
30.650000000000002,-83.95000000000009,0.0,0.0,0.0
30.650000000000002,-83.90000000000009,0.0,0.0,0.0
30.650000000000002,-83.8500000000001,0.0,0.0,0.0
30.650000000000002,-83.8000000000001,0.0,0.0,0.0
30.650000000000002,-83.7500000000001,0.0,0.0,0.0
30.650000000000002,-83.7000000000001,0.0,0.0,0.0
30.650000000000002,-83.6500000000001,0.0,0.0,0.0
30.650000000000002,-83.60000000000011,5.0,0.0,5.0
30.650000000000002,-83.55000000000011,0.0,6.0,6.0
30.650000000000002,-83.50000000000011,0.0,6.0,6.0
30.650000000000002,-83.45000000000012,0.0,6.0,6.0
30.650000000000002,-83.40000000000012,0.0,6.0,6.0
30.650000000000002,-83.35000000000012,0.0,8.0,8.0
30.650000000000002,-83.30000000000013,0.0,8.0,8.0
30.650000000000002,-83.25000000000013,0.0,8.0,8.0
30.650000000000002,-83.20000000000013,0.0,8.0,8.0
30.650000000000002,-83.15000000000013,0.0,8.0,8.0
30.650000000000002,-83.10000000000014,0.0,6.0,6.0
30.650000000000002,-83.05000000000014,5.0,6.0,6.0
30.650000000000002,-83.00000000000014,0.0,6.0,6.0
30.650000000000002,-82.95000000000014,0.0,6.0,6.0
30.650000000000002,-82.90000000000015,0.0,6.0,6.0
30.650000000000002,-82.85000000000015,0.0,6.0,6.0
30.650000000000002,-82.80000000000015,0.0,6.0,6.0
30.650000000000002,-82.75000000000016,0.0,6.0,6.0
30.650000000000002,-82.70000000000016,0.0,6.0,6.0
30.650000000000002,-82.65000000000016,0.0,6.0,6.0
30.650000000000002,-82.60000000000016,0.0,6.0,6.0
30.650000000000002,-82.55000000000017,0.0,0.0,0.0
30.650000000000002,-82.50000000000017,0.0,0.0,0.0
30.650000000000002,-82.45000000000017,0.0,0.0,0.0
30.650000000000002,-82.40000000000018,0.0,8.0,8.0
30.650000000000002,-82.35000000000018,0.0,8.0,8.0
30.650000000000002,-82.30000000000018,0.0,8.0,8.0
30.650000000000002,-82.25000000000018,0.0,8.0,8.0
30.650000000000002,-82.20000000000019,0.0,8.0,8.0
30.650000000000002,-82.15000000000019,0.0,6.0,6.0
30.650000000000002,-82.1000000000002,0.0,6.0,6.0
