lat,lon,google_type,,
31.210,-84.800,university
31.210,-84.800,primary_school
31.210,-84.800,secondary_school
31.210,-84.800,city_hall
31.210,-84.800,courthouse
31.210,-84.800,park
31.210,-84.800,library
31.210,-84.800,fire_station
31.210,-84.800,police
31.210,-84.800,bank
31.210,-84.800,place_of_worship
31.210,-84.800,post_office
31.210,-84.720,department_store
31.210,-84.720,clothing_store
31.210,-84.720,home_goods_store
31.210,-84.720,grocery_or_supermarket
31.210,-84.720,supermarket
31.210,-84.720,restaurant
31.210,-84.720,hospital
31.210,-84.720,doctor
31.210,-84.720,pharmacy
31.210,-84.720,university
31.210,-84.720,primary_school
31.210,-84.720,secondary_school
31.210,-84.720,city_hall
31.210,-84.720,courthouse
31.210,-84.720,park
31.210,-84.720,library
31.210,-84.720,fire_station
31.210,-84.720,police
31.210,-84.720,bank
31.210,-84.720,place_of_worship
31.210,-84.720,post_office
31.210,-84.640,department_store
31.210,-84.640,clothing_store
31.210,-84.640,home_goods_store
31.210,-84.640,grocery_or_supermarket
31.210,-84.640,supermarket
31.210,-84.640,restaurant
31.210,-84.640,hospital
31.210,-84.640,doctor
31.210,-84.640,pharmacy
31.210,-84.640,university
31.210,-84.640,primary_school
31.210,-84.640,secondary_school
31.210,-84.640,city_hall
31.210,-84.640,courthouse
31.210,-84.640,park
31.210,-84.640,library
31.210,-84.640,fire_station
31.210,-84.640,police
31.210,-84.640,bank
31.210,-84.640,place_of_worship
31.210,-84.640,post_office
31.210,-84.560,department_store
31.210,-84.560,clothing_store
31.210,-84.560,home_goods_store
31.210,-84.560,grocery_or_supermarket
31.210,-84.560,supermarket
31.210,-84.560,restaurant
31.210,-84.560,hospital
31.210,-84.560,doctor
31.210,-84.560,pharmacy
31.210,-84.560,university
31.210,-84.560,primary_school
31.210,-84.560,secondary_school
31.210,-84.560,city_hall
31.210,-84.560,courthouse
31.210,-84.560,park
31.210,-84.560,library
31.210,-84.560,fire_station
31.210,-84.560,police
31.210,-84.560,bank
31.210,-84.560,place_of_worship
31.210,-84.560,post_office
31.210,-84.480,department_store
31.210,-84.480,clothing_store
31.210,-84.480,home_goods_store
31.210,-84.480,grocery_or_supermarket
31.210,-84.480,supermarket
31.210,-84.480,restaurant
31.210,-84.480,hospital
31.210,-84.480,doctor
31.210,-84.480,pharmacy
31.210,-84.480,university
31.210,-84.480,primary_school
31.210,-84.480,secondary_school
31.210,-84.480,city_hall
31.210,-84.480,courthouse
31.210,-84.480,park
31.210,-84.480,library
31.210,-84.480,fire_station
31.210,-84.480,police
31.210,-84.480,bank
31.210,-84.480,place_of_worship
31.210,-84.480,post_office
31.210,-84.400,department_store
31.210,-84.400,clothing_store
31.210,-84.400,home_goods_store
31.210,-84.400,grocery_or_supermarket
31.210,-84.400,supermarket
31.210,-84.400,restaurant
31.210,-84.400,hospital
31.210,-84.400,doctor
31.210,-84.400,pharmacy
31.210,-84.400,university
31.210,-84.400,primary_school
31.210,-84.400,secondary_school
31.210,-84.400,city_hall
31.210,-84.400,courthouse
31.210,-84.400,park
31.210,-84.400,library
31.210,-84.400,fire_station
31.210,-84.400,police
31.210,-84.400,bank
31.210,-84.400,place_of_worship
31.210,-84.400,post_office
31.210,-84.320,department_store
31.210,-84.320,clothing_store
31.210,-84.320,home_goods_store
31.210,-84.320,grocery_or_supermarket
31.210,-84.320,supermarket
31.210,-84.320,restaurant
31.210,-84.320,hospital
31.210,-84.320,doctor
31.210,-84.320,pharmacy
31.210,-84.320,university
31.210,-84.320,primary_school
31.210,-84.320,secondary_school
31.210,-84.320,city_hall
31.210,-84.320,courthouse
31.210,-84.320,park
31.210,-84.320,library
31.210,-84.320,fire_station
31.210,-84.320,police
31.210,-84.320,bank
31.210,-84.320,place_of_worship
31.210,-84.320,post_office
31.210,-84.240,department_store
31.210,-84.240,clothing_store
31.210,-84.240,home_goods_store
31.210,-84.240,grocery_or_supermarket
31.210,-84.240,supermarket
31.210,-84.240,restaurant
31.210,-84.240,hospital
31.210,-84.240,doctor
31.210,-84.240,pharmacy
31.210,-84.240,university
31.210,-84.240,primary_school
31.210,-84.240,secondary_school
31.210,-84.240,city_hall
31.210,-84.240,courthouse
31.210,-84.240,park
31.210,-84.240,library
31.210,-84.240,fire_station
31.210,-84.240,police
31.210,-84.240,bank
31.210,-84.240,place_of_worship
31.210,-84.240,post_office
31.210,-84.160,department_store
31.210,-84.160,clothing_store
31.210,-84.160,home_goods_store
31.210,-84.160,grocery_or_supermarket
31.210,-84.160,supermarket
31.210,-84.160,restaurant
31.210,-84.160,hospital
31.210,-84.160,doctor
31.210,-84.160,pharmacy
31.210,-84.160,university
31.210,-84.160,primary_school
31.210,-84.160,secondary_school
31.210,-84.160,city_hall
31.210,-84.160,courthouse
31.210,-84.160,park
31.210,-84.160,library
31.210,-84.160,fire_station
31.210,-84.160,police
31.210,-84.160,bank
31.210,-84.160,place_of_worship
31.210,-84.160,post_office
31.210,-84.080,department_store
31.210,-84.080,clothing_store
31.210,-84.080,home_goods_store
31.210,-84.080,grocery_or_supermarket
31.210,-84.080,supermarket
31.210,-84.080,restaurant
31.210,-84.080,hospital
31.210,-84.080,doctor
31.210,-84.080,pharmacy
31.210,-84.080,university
31.210,-84.080,primary_school
31.210,-84.080,secondary_school
31.210,-84.080,city_hall
31.210,-84.080,courthouse
31.210,-84.080,park
31.210,-84.080,library
31.210,-84.080,fire_station
31.210,-84.080,police
31.210,-84.080,bank
31.210,-84.080,place_of_worship
31.210,-84.080,post_office
31.210,-84.000,department_store
31.210,-84.000,clothing_store
31.210,-84.000,home_goods_store
31.210,-84.000,grocery_or_supermarket
31.210,-84.000,supermarket
31.210,-84.000,restaurant
31.210,-84.000,hospital
31.210,-84.000,doctor
31.210,-84.000,pharmacy
31.210,-84.000,university
31.210,-84.000,primary_school
31.210,-84.000,secondary_school
31.210,-84.000,city_hall
31.210,-84.000,courthouse
31.210,-84.000,park
31.210,-84.000,library
31.210,-84.000,fire_station
31.210,-84.000,police
31.210,-84.000,bank
31.210,-84.000,place_of_worship
31.210,-84.000,post_office
31.210,-83.920,department_store
31.210,-83.920,clothing_store
31.210,-83.920,home_goods_store
31.210,-83.920,grocery_or_supermarket
31.210,-83.920,supermarket
31.210,-83.920,restaurant
31.210,-83.920,hospital
31.210,-83.920,doctor
31.210,-83.920,pharmacy
31.210,-83.920,university
31.210,-83.920,primary_school
31.210,-83.920,secondary_school
31.210,-83.920,city_hall
31.210,-83.920,courthouse
31.210,-83.920,park
31.210,-83.920,library
31.210,-83.920,fire_station
31.210,-83.920,police
31.210,-83.920,bank
31.210,-83.920,place_of_worship
31.210,-83.920,post_office
31.210,-83.840,department_store
31.210,-83.840,clothing_store
31.210,-83.840,home_goods_store
31.210,-83.840,grocery_or_supermarket
31.210,-83.840,supermarket
31.210,-83.840,restaurant
31.210,-83.840,hospital
31.210,-83.840,doctor
31.210,-83.840,pharmacy
31.210,-83.840,university
31.210,-83.840,primary_school
31.210,-83.840,secondary_school
31.210,-83.840,city_hall
31.210,-83.840,courthouse
31.210,-83.840,park
31.210,-83.840,library
31.210,-83.840,fire_station
31.210,-83.840,police
31.210,-83.840,bank
31.210,-83.840,place_of_worship
31.210,-83.840,post_office
31.210,-83.760,department_store
31.210,-83.760,clothing_store
31.210,-83.760,home_goods_store
31.210,-83.760,grocery_or_supermarket
31.210,-83.760,supermarket
31.210,-83.760,restaurant
31.210,-83.760,hospital
31.210,-83.760,doctor
31.210,-83.760,pharmacy
31.210,-83.760,university
31.210,-83.760,primary_school
31.210,-83.760,secondary_school
31.210,-83.760,city_hall
31.210,-83.760,courthouse
31.210,-83.760,park
31.210,-83.760,library
31.210,-83.760,fire_station
31.210,-83.760,police
31.210,-83.760,bank
31.210,-83.760,place_of_worship
31.210,-83.760,post_office
31.210,-83.680,department_store
31.210,-83.680,clothing_store
31.210,-83.680,home_goods_store
31.210,-83.680,grocery_or_supermarket
31.210,-83.680,supermarket
31.210,-83.680,restaurant
31.210,-83.680,hospital
31.210,-83.680,doctor
31.210,-83.680,pharmacy
31.210,-83.680,university
31.210,-83.680,primary_school
31.210,-83.680,secondary_school
31.210,-83.680,city_hall
31.210,-83.680,courthouse
31.210,-83.680,park
31.210,-83.680,library
31.210,-83.680,fire_station
31.210,-83.680,police
31.210,-83.680,bank
31.210,-83.680,place_of_worship
31.210,-83.680,post_office
31.210,-83.600,department_store
31.210,-83.600,clothing_store
31.210,-83.600,home_goods_store
31.210,-83.600,grocery_or_supermarket
31.210,-83.600,supermarket
31.210,-83.600,restaurant
31.210,-83.600,hospital
31.210,-83.600,doctor
31.210,-83.600,pharmacy
31.210,-83.600,university
31.210,-83.600,primary_school
31.210,-83.600,secondary_school
31.210,-83.600,city_hall
31.210,-83.600,courthouse
31.210,-83.600,park
31.210,-83.600,library
31.210,-83.600,fire_station
31.210,-83.600,police
31.210,-83.600,bank
31.210,-83.600,place_of_worship
31.210,-83.600,post_office
31.210,-83.520,department_store
31.210,-83.520,clothing_store
31.210,-83.520,home_goods_store
31.210,-83.520,grocery_or_supermarket
31.210,-83.520,supermarket
31.210,-83.520,restaurant
31.210,-83.520,hospital
31.210,-83.520,doctor
31.210,-83.520,pharmacy
31.210,-83.520,university
31.210,-83.520,primary_school
31.210,-83.520,secondary_school
31.210,-83.520,city_hall
31.210,-83.520,courthouse
31.210,-83.520,park
31.210,-83.520,library
31.210,-83.520,fire_station
31.210,-83.520,police
31.210,-83.520,bank
31.210,-83.520,place_of_worship
31.210,-83.520,post_office
31.210,-83.440,department_store
31.210,-83.440,clothing_store
31.210,-83.440,home_goods_store
31.210,-83.440,grocery_or_supermarket
31.210,-83.440,supermarket
31.210,-83.440,restaurant
31.210,-83.440,hospital
31.210,-83.440,doctor
31.210,-83.440,pharmacy
31.210,-83.440,university
31.210,-83.440,primary_school
31.210,-83.440,secondary_school
31.210,-83.440,city_hall
31.210,-83.440,courthouse
31.210,-83.440,park
31.210,-83.440,library
31.210,-83.440,fire_station
31.210,-83.440,police
31.210,-83.440,bank
31.210,-83.440,place_of_worship
31.210,-83.440,post_office
31.210,-83.360,department_store
31.210,-83.360,clothing_store
31.210,-83.360,home_goods_store
31.210,-83.360,grocery_or_supermarket
31.210,-83.360,supermarket
31.210,-83.360,doctor
31.210,-83.360,pharmacy
31.210,-83.360,university
31.210,-83.360,primary_school
31.210,-83.360,secondary_school
31.210,-83.360,city_hall
31.210,-83.360,courthouse
31.210,-83.360,park
31.210,-83.360,library
31.210,-83.360,fire_station
31.210,-83.360,police
31.210,-83.360,bank
31.210,-83.360,place_of_worship
31.210,-83.360,post_office
31.210,-83.280,department_store
31.210,-83.280,clothing_store
31.210,-83.280,home_goods_store
31.210,-83.280,grocery_or_supermarket
31.210,-83.280,supermarket
31.210,-83.280,restaurant
31.210,-83.280,hospital
31.210,-83.280,doctor
31.210,-83.280,pharmacy
31.210,-83.280,university
31.210,-83.280,primary_school
31.210,-83.280,secondary_school
31.210,-83.280,city_hall
31.210,-83.280,courthouse
31.210,-83.280,park
31.210,-83.280,library
31.210,-83.280,fire_station
31.210,-83.280,police
31.210,-83.280,bank
31.210,-83.280,place_of_worship
31.210,-83.280,post_office
31.210,-83.200,department_store
31.210,-83.200,clothing_store
31.210,-83.200,home_goods_store
31.210,-83.200,grocery_or_supermarket
31.210,-83.200,supermarket
31.210,-83.200,restaurant
31.210,-83.200,hospital
31.210,-83.200,doctor
31.210,-83.200,pharmacy
31.210,-83.200,university
31.210,-83.200,primary_school
31.210,-83.200,secondary_school
31.210,-83.200,city_hall
31.210,-83.200,courthouse
31.210,-83.200,park
31.210,-83.200,library
31.210,-83.200,fire_station
31.210,-83.200,police
31.210,-83.200,bank
31.210,-83.200,place_of_worship
31.210,-83.200,post_office
31.210,-83.120,department_store
31.210,-83.120,clothing_store
31.210,-83.120,home_goods_store
31.210,-83.120,grocery_or_supermarket
31.210,-83.120,supermarket
31.210,-83.120,restaurant
31.210,-83.120,hospital
31.210,-83.120,doctor
31.210,-83.120,pharmacy
31.210,-83.120,university
31.210,-83.120,primary_school
31.210,-83.120,secondary_school
31.210,-83.120,city_hall
31.210,-83.120,courthouse
31.210,-83.120,park
31.210,-83.120,library
31.210,-83.120,fire_station
31.210,-83.120,police
31.210,-83.120,bank
31.210,-83.120,place_of_worship
31.210,-83.120,post_office
31.210,-83.040,department_store
31.210,-83.040,clothing_store
31.210,-83.040,home_goods_store
31.210,-83.040,grocery_or_supermarket
31.210,-83.040,supermarket
31.210,-83.040,restaurant
31.210,-83.040,hospital
31.210,-83.040,doctor
31.210,-83.040,pharmacy
31.210,-83.040,university
31.210,-83.040,primary_school
31.210,-83.040,secondary_school
31.210,-83.040,city_hall
31.210,-83.040,courthouse
31.210,-83.040,park
31.210,-83.040,library
31.210,-83.040,fire_station
31.210,-83.040,police
31.210,-83.040,bank
31.210,-83.040,place_of_worship
31.210,-83.040,post_office
31.210,-82.960,department_store
31.210,-82.960,clothing_store
31.210,-82.960,home_goods_store
31.210,-82.960,grocery_or_supermarket
31.210,-82.960,supermarket
31.210,-82.960,restaurant
31.210,-82.960,hospital
31.210,-82.960,doctor
31.210,-82.960,pharmacy
31.210,-82.960,university
31.210,-82.960,primary_school
31.210,-82.960,secondary_school
31.210,-82.960,city_hall
31.210,-82.960,courthouse
31.210,-82.960,park
31.210,-82.960,library
31.210,-82.960,fire_station
31.210,-82.960,police
31.210,-82.960,bank
31.210,-82.960,place_of_worship
31.210,-82.960,post_office
31.210,-82.880,department_store
31.210,-82.880,clothing_store
31.210,-82.880,home_goods_store
31.210,-82.880,grocery_or_supermarket
31.210,-82.880,supermarket
31.210,-82.880,restaurant
31.210,-82.880,hospital
31.210,-82.880,doctor
31.210,-82.880,pharmacy
31.210,-82.880,university
31.210,-82.880,primary_school
31.210,-82.880,secondary_school
31.210,-82.880,city_hall
31.210,-82.880,courthouse
31.210,-82.880,park
31.210,-82.880,library
31.210,-82.880,fire_station
31.210,-82.880,police
31.210,-82.880,bank
31.210,-82.880,place_of_worship
31.210,-82.880,post_office
31.210,-82.800,department_store
31.210,-82.800,clothing_store
31.210,-82.800,home_goods_store
31.210,-82.800,grocery_or_supermarket
31.210,-82.800,supermarket
31.210,-82.800,restaurant
31.210,-82.800,hospital
31.210,-82.800,doctor
31.210,-82.800,pharmacy
31.210,-82.800,university
31.210,-82.800,primary_school
31.210,-82.800,secondary_school
31.210,-82.800,city_hall
31.210,-82.800,courthouse
31.210,-82.800,park
31.210,-82.800,library
31.210,-82.800,fire_station
31.210,-82.800,police
31.210,-82.800,bank
31.210,-82.800,place_of_worship
31.210,-82.800,post_office
31.210,-82.720,department_store
31.210,-82.720,clothing_store
31.210,-82.720,home_goods_store
31.210,-82.720,grocery_or_supermarket
31.210,-82.720,supermarket
31.210,-82.720,restaurant
31.210,-82.720,hospital
31.210,-82.720,doctor
31.210,-82.720,pharmacy
31.210,-82.720,university
31.210,-82.720,primary_school
31.210,-82.720,secondary_school
31.210,-82.720,city_hall
31.210,-82.720,courthouse
31.210,-82.720,park
31.210,-82.720,library
31.210,-82.720,fire_station
31.210,-82.720,police
31.210,-82.720,bank
31.210,-82.720,place_of_worship
31.210,-82.720,post_office
31.210,-82.640,department_store
31.210,-82.640,clothing_store
31.210,-82.640,home_goods_store
31.210,-82.640,grocery_or_supermarket
31.210,-82.640,supermarket
31.210,-82.640,restaurant
31.210,-82.640,hospital
31.210,-82.640,doctor
31.210,-82.640,pharmacy
31.210,-82.640,university
31.210,-82.640,primary_school
31.210,-82.640,secondary_school
31.210,-82.640,city_hall
31.210,-82.640,courthouse
31.210,-82.640,park
31.210,-82.640,library
31.210,-82.640,fire_station
31.210,-82.640,police
31.210,-82.640,bank
31.210,-82.640,place_of_worship
31.210,-82.640,post_office
31.210,-82.560,department_store
31.210,-82.560,clothing_store
31.210,-82.560,home_goods_store
31.210,-82.560,grocery_or_supermarket
31.210,-82.560,supermarket
31.210,-82.560,restaurant
31.210,-82.560,hospital
31.210,-82.560,doctor
31.210,-82.560,pharmacy
31.210,-82.560,university
31.210,-82.560,primary_school
31.210,-82.560,secondary_school
31.210,-82.560,city_hall
31.210,-82.560,courthouse
31.210,-82.560,park
31.210,-82.560,library
31.210,-82.560,fire_station
31.210,-82.560,police
31.210,-82.560,bank
31.210,-82.560,place_of_worship
31.210,-82.560,post_office
31.210,-82.480,department_store
31.210,-82.480,clothing_store
31.210,-82.480,home_goods_store
31.210,-82.480,grocery_or_supermarket
31.210,-82.480,supermarket
31.210,-82.480,restaurant
31.210,-82.480,hospital
31.210,-82.480,doctor
31.210,-82.480,pharmacy
31.210,-82.480,university
31.210,-82.480,primary_school
31.210,-82.480,secondary_school
31.210,-82.480,city_hall
31.210,-82.480,courthouse
31.210,-82.480,park
31.210,-82.480,library
31.210,-82.480,fire_station
31.210,-82.480,police
31.210,-82.480,bank
31.210,-82.480,place_of_worship
31.210,-82.480,post_office
31.210,-82.400,department_store
31.210,-82.400,clothing_store
31.210,-82.400,home_goods_store
31.210,-82.400,grocery_or_supermarket
31.210,-82.400,supermarket
31.210,-82.400,restaurant
31.210,-82.400,hospital
31.210,-82.400,doctor
31.210,-82.400,pharmacy
31.210,-82.400,university
31.210,-82.400,primary_school
31.210,-82.400,secondary_school
31.210,-82.400,city_hall
31.210,-82.400,courthouse
31.210,-82.400,park
31.210,-82.400,library
31.210,-82.400,fire_station
31.210,-82.400,police
31.210,-82.400,bank
31.210,-82.400,place_of_worship
31.210,-82.400,post_office
31.210,-82.320,department_store
31.210,-82.320,clothing_store
31.210,-82.320,home_goods_store
31.210,-82.320,grocery_or_supermarket
31.210,-82.320,supermarket
31.210,-82.320,restaurant
31.210,-82.320,hospital
31.210,-82.320,doctor
31.210,-82.320,pharmacy
31.210,-82.320,university
31.210,-82.320,primary_school
31.210,-82.320,secondary_school
31.210,-82.320,city_hall
31.210,-82.320,courthouse
31.210,-82.320,park
31.210,-82.320,library
31.210,-82.320,fire_station
31.210,-82.320,police
31.210,-82.320,bank
31.210,-82.320,place_of_worship
31.210,-82.320,post_office
31.210,-82.240,department_store
31.210,-82.240,clothing_store
31.210,-82.240,home_goods_store
31.210,-82.240,grocery_or_supermarket
31.210,-82.240,supermarket
31.210,-82.240,restaurant
31.210,-82.240,hospital
31.210,-82.240,doctor
31.210,-82.240,pharmacy
31.210,-82.240,university
31.210,-82.240,primary_school
31.210,-82.240,secondary_school
31.210,-82.240,city_hall
31.210,-82.240,courthouse
31.210,-82.240,park
31.210,-82.240,library
31.210,-82.240,fire_station
31.210,-82.240,police
31.210,-82.240,bank
31.210,-82.240,place_of_worship
31.210,-82.240,post_office
31.210,-82.160,department_store
31.210,-82.160,clothing_store
31.210,-82.160,home_goods_store
31.210,-82.160,grocery_or_supermarket
31.210,-82.160,supermarket
31.210,-82.160,restaurant
31.210,-82.160,hospital
31.210,-82.160,doctor
31.210,-82.160,pharmacy
31.210,-82.160,university
31.210,-82.160,primary_school
31.210,-82.160,secondary_school
31.210,-82.160,city_hall
31.210,-82.160,courthouse
31.210,-82.160,park
31.210,-82.160,library
31.210,-82.160,fire_station
31.210,-82.160,police
31.210,-82.160,bank
31.210,-82.160,place_of_worship
31.210,-82.160,post_office
31.210,-82.080,department_store
31.210,-82.080,clothing_store
31.210,-82.080,home_goods_store
31.210,-82.080,grocery_or_supermarket
31.210,-82.080,supermarket
31.210,-82.080,restaurant
31.210,-82.080,hospital
31.210,-82.080,doctor
31.210,-82.080,pharmacy
31.210,-82.080,university
31.210,-82.080,primary_school
31.210,-82.080,secondary_school
31.210,-82.080,city_hall
31.210,-82.080,courthouse
31.210,-82.080,park
31.210,-82.080,library
31.210,-82.080,fire_station
31.210,-82.080,police
31.210,-82.080,bank
31.210,-82.080,place_of_worship
31.210,-82.080,post_office
31.210,-82.000,department_store
31.210,-82.000,clothing_store
31.210,-82.000,home_goods_store
31.210,-82.000,grocery_or_supermarket
31.210,-82.000,supermarket
31.210,-82.000,restaurant
31.210,-82.000,hospital
31.210,-82.000,doctor
31.210,-82.000,pharmacy
31.210,-82.000,university
31.210,-82.000,primary_school
31.210,-82.000,secondary_school
31.210,-82.000,city_hall
31.210,-82.000,courthouse
31.210,-82.000,park
31.210,-82.000,library
31.210,-82.000,fire_station
31.210,-82.000,police
31.210,-82.000,bank
31.210,-82.000,place_of_worship
31.210,-82.000,post_office
31.210,-81.920,department_store
31.210,-81.920,clothing_store
31.210,-81.920,home_goods_store
31.210,-81.920,grocery_or_supermarket
31.210,-81.920,supermarket
31.210,-81.920,restaurant
31.210,-81.920,hospital
31.210,-81.920,doctor
31.210,-81.920,pharmacy
31.210,-81.920,university
31.210,-81.920,primary_school
31.210,-81.920,secondary_school
31.210,-81.920,city_hall
31.210,-81.920,courthouse
31.210,-81.920,park
31.210,-81.920,library
31.210,-81.920,fire_station
31.210,-81.920,police
31.210,-81.920,bank
31.210,-81.920,place_of_worship
31.210,-81.920,post_office
31.210,-81.840,department_store
31.210,-81.840,clothing_store
31.210,-81.840,home_goods_store
31.210,-81.840,grocery_or_supermarket
31.210,-81.840,supermarket
31.210,-81.840,restaurant
31.210,-81.840,hospital
31.210,-81.840,doctor
31.210,-81.840,pharmacy
31.210,-81.840,university
31.210,-81.840,primary_school
31.210,-81.840,secondary_school
31.210,-81.840,city_hall
31.210,-81.840,courthouse
31.210,-81.840,park
31.210,-81.840,library
31.210,-81.840,fire_station
31.210,-81.840,police
31.210,-81.840,bank
31.210,-81.840,place_of_worship
31.210,-81.840,post_office
31.210,-81.760,department_store
31.210,-81.760,clothing_store
31.210,-81.760,home_goods_store
31.210,-81.760,grocery_or_supermarket
31.210,-81.760,supermarket
31.210,-81.760,restaurant
31.210,-81.760,hospital
31.210,-81.760,doctor
31.210,-81.760,pharmacy
31.210,-81.760,university
31.210,-81.760,primary_school
31.210,-81.760,secondary_school
31.210,-81.760,city_hall
31.210,-81.760,courthouse
31.210,-81.760,park
31.210,-81.760,library
31.210,-81.760,fire_station
31.210,-81.760,police
31.210,-81.760,bank
31.210,-81.760,place_of_worship
31.210,-81.760,post_office
31.210,-81.680,department_store
31.210,-81.680,clothing_store
31.210,-81.680,home_goods_store
31.210,-81.680,grocery_or_supermarket
31.210,-81.680,supermarket
31.210,-81.680,restaurant
31.210,-81.680,hospital
31.210,-81.680,doctor
31.210,-81.680,pharmacy
31.210,-81.680,university
31.210,-81.680,primary_school
31.210,-81.680,secondary_school
31.210,-81.680,city_hall
31.210,-81.680,courthouse
31.210,-81.680,park
31.210,-81.680,library
31.210,-81.680,fire_station
31.210,-81.680,police
31.210,-81.680,bank
31.210,-81.680,place_of_worship
31.210,-81.680,post_office
31.210,-81.600,department_store
31.210,-81.600,clothing_store
31.210,-81.600,home_goods_store
31.210,-81.600,grocery_or_supermarket
31.210,-81.600,supermarket
31.210,-81.600,restaurant
31.210,-81.600,hospital
31.210,-81.600,doctor
31.210,-81.600,pharmacy
31.210,-81.600,university
31.210,-81.600,primary_school
31.210,-81.600,secondary_school
31.210,-81.600,city_hall
31.210,-81.600,courthouse
31.210,-81.600,park
31.210,-81.600,library
31.210,-81.600,fire_station
31.210,-81.600,police
31.210,-81.600,bank
31.210,-81.600,place_of_worship
31.210,-81.600,post_office
31.210,-81.520,department_store
31.210,-81.520,clothing_store
31.210,-81.520,home_goods_store
31.210,-81.520,grocery_or_supermarket
31.210,-81.520,supermarket
31.210,-81.520,restaurant
31.210,-81.520,hospital
31.210,-81.520,doctor
31.210,-81.520,pharmacy
31.210,-81.520,university
31.210,-81.520,primary_school
31.210,-81.520,secondary_school
31.210,-81.520,city_hall
31.210,-81.520,courthouse
31.210,-81.520,park
31.210,-81.520,library
31.210,-81.520,fire_station
31.210,-81.520,police
31.210,-81.520,bank
31.210,-81.520,place_of_worship
31.210,-81.520,post_office
31.210,-81.440,department_store
31.210,-81.440,clothing_store
31.210,-81.440,home_goods_store
31.210,-81.440,grocery_or_supermarket
31.210,-81.440,supermarket
31.210,-81.440,restaurant
31.210,-81.440,hospital
31.210,-81.440,doctor
31.210,-81.440,pharmacy
31.210,-81.440,university
31.210,-81.440,primary_school
31.210,-81.440,secondary_school
31.210,-81.440,city_hall
31.210,-81.440,courthouse
31.210,-81.440,park
31.210,-81.440,library
31.210,-81.440,fire_station
31.210,-81.440,police
31.210,-81.440,bank
31.210,-81.440,place_of_worship
31.210,-81.440,post_office
31.210,-81.360,department_store
31.210,-81.360,clothing_store
31.210,-81.360,home_goods_store
31.210,-81.360,grocery_or_supermarket
31.210,-81.360,supermarket
31.210,-81.360,restaurant
31.210,-81.360,hospital
31.210,-81.360,doctor
31.210,-81.360,pharmacy
31.210,-81.360,university
31.210,-81.360,primary_school
31.210,-81.360,secondary_school
31.210,-81.360,city_hall
31.210,-81.360,courthouse
31.210,-81.360,park
31.210,-81.360,library
31.210,-81.360,fire_station
31.210,-81.360,police
31.210,-81.360,bank
31.210,-81.360,place_of_worship
31.210,-81.360,post_office
31.210,-81.280,department_store
31.210,-81.280,clothing_store
31.210,-81.280,home_goods_store
31.210,-81.280,grocery_or_supermarket
31.210,-81.280,supermarket
31.210,-81.280,restaurant
31.210,-81.280,hospital
31.210,-81.280,doctor
31.210,-81.280,pharmacy
31.210,-81.280,university
31.210,-81.280,primary_school
31.210,-81.280,secondary_school
31.210,-81.280,city_hall
31.210,-81.280,courthouse
31.210,-81.280,park
31.210,-81.280,library
31.210,-81.280,fire_station
31.210,-81.280,police
31.210,-81.280,bank
31.210,-81.280,place_of_worship
31.210,-81.280,post_office
31.210,-81.200,department_store
31.210,-81.200,clothing_store
31.210,-81.200,home_goods_store
31.210,-81.200,grocery_or_supermarket
31.210,-81.200,supermarket
31.210,-81.200,restaurant
31.210,-81.200,hospital
31.210,-81.200,doctor
31.210,-81.200,pharmacy
31.210,-81.200,university
31.210,-81.200,primary_school
31.210,-81.200,secondary_school
31.210,-81.200,city_hall
31.210,-81.200,courthouse
31.210,-81.200,park
31.210,-81.200,library
31.210,-81.200,fire_station
31.210,-81.200,police
31.210,-81.200,bank
31.210,-81.200,place_of_worship
31.210,-81.200,post_office
31.210,-81.120,department_store
31.210,-81.120,clothing_store
31.210,-81.120,home_goods_store
31.210,-81.120,grocery_or_supermarket
31.210,-81.120,supermarket
31.210,-81.120,restaurant
31.210,-81.120,hospital
31.210,-81.120,doctor
31.210,-81.120,pharmacy
31.210,-81.120,university
31.210,-81.120,primary_school
31.210,-81.120,secondary_school
31.210,-81.120,city_hall
31.210,-81.120,courthouse
31.210,-81.120,park
31.210,-81.120,library
31.210,-81.120,fire_station
31.210,-81.120,police
31.210,-81.120,bank
31.210,-81.120,place_of_worship
31.210,-81.120,post_office
31.210,-81.040,department_store
31.210,-81.040,clothing_store
31.210,-81.040,home_goods_store
31.210,-81.040,grocery_or_supermarket
31.210,-81.040,supermarket
31.210,-81.040,restaurant
31.210,-81.040,hospital
31.210,-81.040,doctor
31.210,-81.040,pharmacy
31.210,-81.040,university
31.210,-81.040,primary_school
31.210,-81.040,secondary_school
31.210,-81.040,city_hall
31.210,-81.040,courthouse
31.210,-81.040,park
31.210,-81.040,library
31.210,-81.040,fire_station
31.210,-81.040,police
31.210,-81.040,bank
31.210,-81.040,place_of_worship
31.210,-81.040,post_office
31.210,-80.960,department_store
31.210,-80.960,clothing_store
31.210,-80.960,home_goods_store
31.210,-80.960,grocery_or_supermarket
31.210,-80.960,supermarket
31.210,-80.960,restaurant
31.210,-80.960,hospital
31.210,-80.960,doctor
31.210,-80.960,pharmacy
31.210,-80.960,university
31.210,-80.960,primary_school
31.210,-80.960,secondary_school
31.210,-80.960,city_hall
31.210,-80.960,courthouse
31.210,-80.960,park
31.210,-80.960,library
31.210,-80.960,fire_station
31.210,-80.960,police
31.210,-80.960,bank
31.210,-80.960,place_of_worship
