ID_NUMBER,FACILITY_NAME,FULL_ENFORCEMENT,HREPORT_UNIVERSE_RECORD,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,LONGITUDE83,FED_WASTE_GENERATOR,ACTIVE_SITE,OPERATING_TSDF,NAICS_CODE
GAD003277886,SPRINGS GLOBAL US  INC - GRIFFIN FINISHING PLNT,------,Other,349 RAILROAD AVE,GRIFFIN,GA,30223,,,N  ,-----,------         ,313311
GA0000194860,YRC  INC,------,Other,2042 AIRPORT CT,MARIETTA,GA,30062,33.906876,-84.49578,N  ,-----,------         ,484122
GAR000052274,GA POWER - COAL MOUNTAIN SUBSTATION,------,Other,3335 HWY 369,COAL MOUNTAIN,GA,30130,,,N  ,-----,------         ,23713
GAD981248115,ALADDIN MILLS - ANTIOCH RD PLANT,------,SQG,2001 ANTIOCH RD,DALTON,GA,30721,34.735717,-84.949882,2  ,H----,------         ,31411
GAR000042333,TIRE KINGDOM #6172,------,Other,101 KINGS BAY RD,KINGSLAND,GA,31548,30.779298,-81.623502,N  ,-----,------         ,811111
GAR000042036,TYONEK ENGINEERING & AGILE MFG LLC TC,------,Other,800 DUKE AVE,WARNER ROBINS,GA,31093,,,N  ,-----,------         ,23891
GAR000045682,SHAW INDUSTRIES GROUP INC - PLANT 15X,------,SQG,5225 HWY 411,CARTERSVILLE,GA,30120,34.200778,-84.799453,2  ,H----,------         ,31411
GAR000069146,WALGREENS 17952,------,VSQG,1232 SOUTH HWY 74,PEACHTREE CITY,GA,30269,33.363031,-84.562431,3  ,H----,------         ,44611
GAR000069948,WALGREENS 17923,------,VSQG,2065 EXPERIMENT STATION ROAD,WATKINSVILLE,GA,30677,33.870646,-83.42554,3  ,H----,------         ,44611
GAR000052746,USA OIL LLC,------,Other,210 EGG & BUTTER RD N,OCHLOCKNEE,GA,31773,30.986359,-83.98992,N  ,H----,------         ,49311
GAD981238215,CHAMBERS DRUM COMPANY INC,------,Other,71 ROBERTS ST,FAIRBURN,GA,30213,33.559317,-84.585745,N  ,-----,------         ,
GAR000056812,CUMMINS POWER SOUTH LLC,------,Other,5434 AUGUSTA RD,GARDEN CITY,GA,31408,,,N  ,-----,------         ,42383
GAD000828210,ATLAS ROOFING CORPORATION,------,VSQG,100 PINE VIEW DRIVE,HAMPTON,GA,30228,33.409259,-84.291393,3  ,H----,------         ,324122
GAR000031971,PRECISION ENGINE II,------,Other,155 BAZEMORE LOOP,SYLVANIA,GA,30467,32.775349,-81.705846,N  ,-----,------         ,811198
GAD991275660,KYLE 3 ,------,VSQG,1500 ORCHARD HILL ROAD,LAGRANGE,GA,30240,33.006215,-85.05704,3  ,H----,------         ,31411
GAR000084459,"LOWE'S OF S. DEKALB-LITHONIA, GA  #2232",------,SQG,5375 FAIRINGTON ROAD,LITHONIA,GA,30038,33.702831,-84.15806,2  ,H----,------         ,
GAR000083824,ELITE COMFORT SOLUTIONS - NORTH CHRISTOPHER CT,------,VSQG,105 N CHRISTOPHER CT,NEWNAN,GA,30265,33.408171,-84.747762,3  ,H----,------         ,
GAD046907689,PROPEX FURNISHING SOLUTIONS ,------,VSQG,95 EAST JEFFERSON STREET,HAZLEHURST,GA,31539,31.857701,-82.598816,3  ,H----,------         ,313110
GAD046907689,PROPEX FURNISHING SOLUTIONS ,------,VSQG,95 EAST JEFFERSON STREET,HAZLEHURST,GA,31539,31.857701,-82.598816,3  ,H----,------         ,31321
GAD046907689,PROPEX FURNISHING SOLUTIONS ,------,VSQG,95 EAST JEFFERSON STREET,HAZLEHURST,GA,31539,31.857701,-82.598816,3  ,H----,------         ,325220
GA0000297523,CIRCLE K #2008,------,Other,32 MURPHY HWY,BLAIRSVILLE,GA,30512,,,N  ,-----,------         ,44711
GAR000075275,BRENNTAG SPECIALTIES INC (DOING BUSINESS IN PUBLIC WHSE OWNED BY LOGITRANS LLC),------,Other,6077 FULTON INDUSTRIAL BLVD   SW,ATLANTA,GA,30336,33.691392,-84.612995,N  ,-----,------         ,
GAD981275936,SHAW INDUSTRIES INC.  PLANT 13,------,VSQG,1061 WEST AVE,CARTERSVILLE,GA,30120,34.151542,-84.824852,3  ,H----,------         ,31411
GAR000075887,HILTI DISTRIBUTION CENTER - ATLANTA,------,SQG,2933 AMWILER COURT SUITE C,ATLANTA,GA,30360,33.928561,-84.256758,2  ,H----,------         ,
GAD003315934,EVOQUA WATER TECHNOLOGIES LLC,------,SQG,1828 METCALF AVENUE,THOMASVILLE,GA,31792,30.83162,-83.948949,2  ,H----,------         ,33231
GAD003315934,EVOQUA WATER TECHNOLOGIES LLC,------,SQG,1828 METCALF AVENUE,THOMASVILLE,GA,31792,30.83162,-83.948949,2  ,H----,------         ,33331
GAD099626400,KOSWIRE,------,Other,4600 CANTRELL RD,FLOWERY BRANCH,GA,30542,34.190305,-83.910521,N  ,-----,------         ,331222
GAR000070433,BRIARCLIFF / PENDERGRAST PROPERTY,------,Other,1996 CHRYSLER DR,ATLANTA,GA,30345,,,N  ,-----,------         ,53139
GAD981262215,FISHERS PAINT-BODY & FRAME SHOP INC,------,Other,43 ELM AVE,RINGGOLD,GA,30736,,,N  ,-----,------         ,81111
GAR000074245,KROGER 011-0319,------,VSQG,7125 HIGHWAY 85,RIVERDALE,GA,30274,33.559654,-84.413992,3  ,H----,------         ,
GAD981261399,UNITED PARCEL SERVICE - DALTON CENTER,------,VSQG,3560 SOUTH DIXIE HWY,DALTON,GA,30720,,,3  ,H----,------         ,492110
GAD984321992,PRESTIGE AUTO PAINT INC,------,Other,1092 VAUGHN ST,CLARKSTON,GA,30021,,,N  ,-----,------         ,
GAD099301988,WASTE MANAGEMENT OF AUGUSTA,------,Other,208 PREP PHILLIPS RD,AUGUSTA,GA,30901,33.468226,-81.94211,N  ,-----,------         ,562111
GAR000054270,SALFORD BBI INC,------,SQG,470 SOUTH WAYSIDE ST,CORNELIA,GA,30531,,,2  ,H----,------         ,333111
GAR000085969,SOUTHEASTERN FREIGHT LINES,------,SQG,1717 OLD DEAN FOREST ROAD,POOLER,GA,31322,32.090345,-81.199588,2  ,H----,------         ,
GAD981254329,MOULTRIE MANUFACTURING COMPANY,------,VSQG,1403 GA HWY 133 SOUTH,MOULTRIE,GA,31788,31.103479,-83.666453,3  ,H----,------         ,33131
GAR000073486,TRACTOR SUPPLY COMPANY #1504,------,VSQG,2518 CLEVELAND HWY,DALTON,GA,30721,34.844917,-84.943188,3  ,H----,------         ,
GAR000072165,BEYOND SURPLUS LLC,------,Other,4400 BAKER GROVE RD NW,KENNESAW,GA,30101,34.069267,-84.649308,N  ,----S,------         ,
GAR000019034,FORSYTH READINESS CENTER AND LOGISTICS BASE,------,VSQG,100 QUITMAN GUARDS LANE,FORSYTH,GA,31029,33.03968,-83.959407,3  ,H----,------         ,92811
GAR000073684,TRACTOR SUPPLY COMPANY #124,------,VSQG,1000A NORTH ST AUGUSTINE RD,VALDOSTA,GA,31601,30.837046,-83.315812,3  ,H----,------         ,
GAD981224116,TIRES PLUS  #7099,------,Other,6081 FAIRBURN RD,DOUGLASVILLE,GA,30134,33.750946,-84.732565,N  ,-----,------         ,811111
GAR000073536,TRACTOR SUPPLY COMPANY #1611,------,VSQG,1246 SOUTH HARRIS ST,SANDERSVILLE,GA,31082,32.965271,-82.809171,3  ,H----,------         ,
GAD047940598,LAPP INSULATORS CO,------,Other,601 KAOLIN RD,SANDERSVILLE,GA,31082,,,N  ,-----,------         ,49311
GAR000075218,TRIMAC TRANSPORTATION ,------,SQG,605 SELIG DRIVE,ATLANTA,GA,30336,33.748543,-84.545791,2  ,H----,------         ,
GAR000072413,ALLNEX USA INC,------,SQG,9005 WESTSIDE PKWY,ALPHARETTA,GA,30009,34.072397,-84.274855,2  ,H----,------         ,
GAD069221554,TEXTILE RUBBER & CHEMICAL CO ,------,SQG,1300 TIARCO DR SW,DALTON,GA,30721,34.689538,-84.994834,2  ,H----,------         ,325212
GAD069221554,TEXTILE RUBBER & CHEMICAL CO ,------,SQG,1300 TIARCO DR SW,DALTON,GA,30721,34.689538,-84.994834,2  ,H----,------         ,325199
GAD002270239,BRUNSWICK CELLULOSE LLC,------,SQG,1400 WEST NINTH STREET,BRUNSWICK,GA,31520,31.181715,-81.51148,2  ,H----,------         ,32211
GAR000071969,JOHNSON BATTERY COMPANY - CORPORATE,------,SQG,6487 HIGHWAY 19 SOUTH,ZEBULON,GA,30295,33.076006,-84.345052,2  ,H----,------         ,
GAR000076240,O'REILLY AUTOMOTIVE STORES INC  #1393,------,VSQG,2341 PIO NONO AVE,MACON,GA,31206,32.807034,-83.663068,3  ,H----,------         ,
GAD003302064,E-Z GO DIVISION TEXTRON INC,------,SQG,1451 MARVIN GRIFFIN RD,AUGUSTA,GA,30906,33.394683,-81.992226,2  ,H----,------         ,336999
GAR000060640,"ARROWSTAR, LLC",------,Other,216 BROOKHOLLOW INDUSTRIAL BLVD,DALTON,GA,30721,,,N  ,-----,------         ,325613
GAR000064832,CVS PHARMACY #4535,------,VSQG,817 EAST SHOTWELL ST,BAINBRIDGE,GA,39819,30.902861,-84.537628,3  ,H----,------         ,446110
GAD981224587,AUGUSTA FMS AND READINESS CENTER,------,VSQG,88 MILLEDGE RD,AUGUSTA,GA,30904,33.484007,-82.009429,3  ,H----,------         ,928110
GAR000000158,DOUGLAS COUNTY DODGE,------,Other,1251 THORNTON RD,LITHIA SPRINGS,GA,30122,,,N  ,-----,------         ,
GAR000057653,TOCCOA FALLS COLLEGE,------,VSQG,107 KINCAID DR    MSC 866,TOCCOA FALLS,GA,30598,34.593569,-83.35905,3  ,H----,------         ,61131
GAR000070136,WALGREENS DRUG STORE 18205,------,VSQG,566 EAST MAIN STREET,DAHLONEGA,GA,30533,34.534247,-83.979638,3  ,H----,------         ,44611
GAR000019349,HARDGEN'S BODY SHOP,------,Other,RT 1 BOX 339,ALMA,GA,31510,,,N  ,-----,------         ,
GA0002390235,GARDNER DENVER INC,------,Other,100 GARDNER PARK,PEACHTREE CITY,GA,30269,,,N  ,-----,------         ,33341
GA0000551002,KROGER  011-0465,------,VSQG,3425 CASCADE RD SW,ATLANTA,GA,30311,33.722068,-84.46434,3  ,H----,------         ,445110
GAR000073148,KROGER 011-0645,------,VSQG,5720 OGEECHEE RD,SAVANNAH,GA,31405,32.047532,-81.168747,3  ,H----,------         ,
GAR000072918,KROGER  011-0247,------,VSQG,4550 JONESBORO RD,UNION CITY,GA,30291,33.568542,-84.539218,3  ,H----,------         ,
GAR000084285,"LOWE'S OF E. ELLIJAY, GA  #1793",------,SQG,380 HIGHLAND CROSSING,EAST ELLIJAY,GA,30540,34.660701,-84.488524,2  ,H----,------         ,
GAR000052068,TFORCE FREIGHT MACON ,------,Other,475 GUY PAINE RD,MACON,GA,31206,32.780252,-83.651254,N  ,-----,------         ,484122
GAR000073239,GENERAL MOTORS LLC,------,VSQG,2010 WARSAW ROAD,ROSWELL,GA,30076,34.036754,-84.330594,3  ,H----,------         ,
GAR000026344,GRAPHCOM INC,------,Other,2300 DE FOOR HILLS RD,ATLANTA,GA,30318,,,N  ,-----,------         ,323119
GAR000085035,POULTRY DISEASE AND RESEARCH CENTER,------,VSQG,953 COLLEGE STATION ROAD,ATHENS,GA,30602,33.930103,-83.357371,3  ,H----,------         ,
GAR000051995,WALMART SUPERCENTER #4283,------,VSQG,2801 AIRPORT THRUWAY,COLUMBUS,GA,31909,32.519175,-84.954332,3  ,H----,------         ,455211
GAR000026864,WALMART SUPERCENTER #4556,------,VSQG,14030 ABERCORN ST,SAVANNAH,GA,31405,31.994889,-81.236006,3  ,H----,------         ,455211
GAD981244460,FIRESTONE COMPLETE AUTO CARE  #7942,------,Other,2530 DAWSON RD,ALBANY,GA,31707,31.611717,-84.213391,N  ,-----,------         ,811111
GAR000072942,KROGER  #011-0346,------,VSQG,1715 HOWELL MILL RD,ATLANTA,GA,30318,33.802101,-84.415095,3  ,H----,------         ,
GAD984315929,NATIONAL BODY SHOP,------,Other,6442 BUFORD HIGHWAY,DORAVILLE,GA,30340,,,N  ,-----,------         ,
GAR000045385,PEP BOYS NORCROSS WAREHOUSE DIR,------,Other,6490 JIMMY CARTER BLVD,NORCROSS,GA,30071-1701,,,N  ,-----,------         ,49311
GAR000057661,UPS JEFFERSON FREIGHT,------,VSQG,5251 US HIGHWAY 129 N,JEFFERSON,GA,30549,34.094382,-83.586307,3  ,H----,------         ,48411
GAR000046771,HD SUPPLY ELECTRICAL LTD #HG002K,------,Other,6779 CRESCENT DR,NORCROSS,GA,30071,,,N  ,-----,------         ,42361
GAD070787619,NAYLOR INC,------,Other,350 GREAT SW PKWY,ATLANTA,GA,30336,33.74718,-84.564742,N  ,-----,------         ,323111
GA0000989038,SIEMENS HEALTHCARE DIAGNOSTICS,------,Other,600 TRADEPORT BLVD,ATLANTA,GA,30354-2916,33.651439,-84.395806,N  ,-----,------         ,49319
GA0000989038,SIEMENS HEALTHCARE DIAGNOSTICS,------,Other,600 TRADEPORT BLVD,ATLANTA,GA,30354-2916,33.651439,-84.395806,N  ,-----,------         ,339111
GA0000989038,SIEMENS HEALTHCARE DIAGNOSTICS,------,Other,600 TRADEPORT BLVD,ATLANTA,GA,30354-2916,33.651439,-84.395806,N  ,-----,------         ,811219
GAR000021584,MJ WAREHOUSING LLC,------,Other,4505 NEWPOINT PLACE,LAWRENCEVILLE,GA,30043,33.969782,-84.08899,N  ,-----,------         ,49311
GAR000058008,NALCO WAREHOUSE,------,Other,3105 GATEWAY DR  STE E,NORCROSS,GA,30071,,,N  ,-----,------         ,49319
GAD981222052,CROSBY PONTIAC-CADILLAC GMC TRUCK INC,------,Other,447 STATE ST,WAYCROSS,GA,31501,31.217346,-82.357206,N  ,-----,------         ,44111
GAR000063941,PORT CITY LOGISTICS,------,VSQG,246 JIMMY DELOACH PARKWAY,SAVANNAH,GA,31407,32.162872,-81.241172,3  ,H----,------         ,49311
GAD030044416,KIMBERLY-CLARK CORP,------,SQG,1400 HOLCOMB BRIDGE RD,ROSWELL,GA,30076-2199,34.020618,-84.319643,2  ,H----,------         ,32229
GAR000073627,TRACTOR SUPPLY COMPANY #1709,------,VSQG,375 EAST PARKER ST,BAXLEY,GA,31513,31.774037,-82.33523,3  ,H----,------         ,
GAR000084343,"LOWE'S OF WAYCROSS, GA  #1617",------,SQG,2308 MEMORIAL DRIVE,WAYCROSS,GA,31501,31.205218,-82.336021,2  ,H----,------         ,
GAR000055822,DICON TECHNOLOGIES,------,Other,100 DICON DR,BLACK CREEK,GA,31308,,,N  ,-----,------         ,32615
GAR000034694,BARON INDUSTRIES,------,Other,1401 TUNNELL HILL VARNELL RD NW,DALTON,GA,30720,,,N  ,-----,------         ,325221
GAD075943225,SOUTH GEORGIA COLLEGE,------,VSQG,100 WEST COLLEGE PARK DR,DOUGLAS,GA,31533-5098,31.497323,-82.860219,3  ,H----,------         ,61131
GAR000073056,KROGER  011-0444,------,VSQG,5665 GA-9,ALPHARETTA,GA,30004,34.153523,-84.251129,3  ,H----,------         ,
GAR000072074,CK'S CLEANERS,------,VSQG,4047 CANTON HWY  STE B,MARIETTA,GA,30066,34.067257,-84.521286,3  ,H----,------         ,
GAD984321083,ALBANY AUTO SERVICE INC,------,VSQG,1305 WEST OGLETHORPE AVE,ALBANY,GA,31707,31.575687,-84.17999,3  ,H----,------         ,811118
GAD984321083,ALBANY AUTO SERVICE INC,------,VSQG,1305 WEST OGLETHORPE AVE,ALBANY,GA,31707,31.575687,-84.17999,3  ,H----,------         ,811111
GAR000050062,NAIBUN TRADING INTERNATIONAL LLC,------,Other,2980 C PACIFIC DR,NORCROSS,GA,30071,33.939751,-84.230314,N  ,----S,------         ,56292
GAR000050062,NAIBUN TRADING INTERNATIONAL LLC,------,Other,2980 C PACIFIC DR,NORCROSS,GA,30071,33.939751,-84.230314,N  ,----S,------         ,42393
GAR000072967,KROGER  011-0391,------,VSQG,8501 HOSPITAL DR,DOUGLASVILLE,GA,30134,33.743609,-84.731882,3  ,H----,------         ,
GAR000074757,KROGER  011-634,------,VSQG,8876 DALLAS ACWORTH HWY,DALLAS,GA,30132,33.982439,-84.77379,3  ,H----,------         ,
GAD981242662,ATLANTA COMMUNITY FOOD BANK,------,VSQG,732 JOSEPH E LOWERY BLVD,ATLANTA,GA,30318,33.776392,-84.41732,3  ,H----,------         ,44511
GAR000074054,ETRONIC EWASTE CORP,------,Other,3170 OAK CLIFF INDUSTRIAL STREET,DORAVILLE,GA,30340,33.902,-84.254637,N  ,----S,------         ,
GAR000007989,GEOTESTING OF GEORGIA,------,Other,2658 HOLCOMB BRIDGE RD,ALPHARETTA,GA,30201,,,N  ,-----,------         ,
GAD984318055,LEVI STRAUSS & CO,------,Other,2220 EAST HILL AVE,VALDOSTA,GA,31601,,,N  ,-----,------         ,
GAR000073767,TRACTOR SUPPLY COMPANY #548,------,VSQG,912 SOUTH PARK ST,CARROLLTON,GA,30117,33.578357,-85.078784,3  ,H----,------         ,
GAR000073437,TRACTOR SUPPLY COMPANY #1359,------,VSQG,6713 FLAT ROCK CT,COLUMBUS,GA,31820,32.544072,-84.871741,3  ,H----,------         ,
GAR000002923,FIRESTONE COMPLETE AUTO CARE  #07GH,------,Other,7780 SPAULDING DR,NORCROSS,GA,30092,,,N  ,-----,------         ,811111
GAR000047878,MILLER PROTECTIVE COATINGS,------,Other,491 INDUSTRIAL PARK,MIDWAY,GA,31320,,,N  ,-----,------         ,23521
GAR000041327,ALBANY HIGH SCHOOL,------,VSQG,801 RESIDENCE AVE,ALBANY,GA,31701,31.583072,-84.164362,3  ,H----,------         ,61111
GAR000016931,UNITED PARCEL SERVICE - ACWORTH CENTER,------,VSQG,4246 NEW MCEVER RD,ACWORTH,GA,30101,,,3  ,H----,------         ,492110
GAR000048876,UNITED PARCEL SERVICE - ALBANY GATEWAY,------,VSQG,3401 NEWTON RD,ALBANY,GA,31701,,,3  ,H----,------         ,492110
GAR000063321,HOME DEPOT USA  #HD5096,------,Other,125 DISTRIBUTION DR,POOLER,GA,31322,,,N  ,-----,------         ,44411
GAR000049411,HOME DEPOT USA HD6885,------,Other,2480 MEADOW CREST RD,GREENSBORO,GA,30642,,,N  ,-----,------         ,44411
GA2690308356,USCG STATION-TYBEE ISLAND,------,VSQG,"1 COCKSPUR RD, HWY 80 E",TYBEE ISLAND,GA,31328,32.017121,-80.865707,3  ,H----,------         ,92612
GAR000067876,SHAW INDUSTRIES GROUP INC  PLANT  L3,------,VSQG,947 UNION GROVE RD,ADAIRSVILLE,GA,30103,34.442141,-84.913762,3  ,H----,------         ,49319
GAR000068536,UNIVERSITY OF NORTH GEORGIA - CUMMING CAMPUS,------,VSQG,300 AQUATIC CIRCLE,CUMMING,GA,30040,34.224578,-84.110608,3  ,H----,------         ,61131
GAD981234230,WERFEN,------,VSQG,3130 GATEWAY DR,NORCROSS,GA,30071,33.931451,-84.256091,3  ,H----,------         ,325413
GA0000181529,CAMPBELL ROY CHEVROLET,------,Other,206 MOULTRIE RD,THOMASVILLE,GA,31792,30.860501,-83.947346,N  ,-----,------         ,44111
GAD980710495,"JET INFRASTRUCTURE HOLDING IA, LLC - MACON",------,VSQG,6225 HAWKINSVILLE ROAD,MACON,GA,31216,32.724728,-83.65417,3  ,H----,------         ,49319
GAR000085753,REFURB TECHNOLOGIES,------,Other,1007 UNION CENTER DR   STE C,ALPHARETTA,GA,30004,34.125579,-84.235811,N  ,----S,------         ,
GAR000057794,HD SUPPLY CONSTRUCTION SUPPLY LTD (WC0297),------,Other,3710 - F ATLANTA INDUSTRIAL PKWY NW,ATLANTA,GA,30331,,,N  ,-----,------         ,44419
GAD984292789,DIGITAL RIO INC,------,Other,1225 KENNESTONE CIRCLE,MARIETTA,GA,30066,33.98251,-84.550712,N  ,-----,------         ,32311
GAR000061655,THE THREE STOOGES / ATLANTA CIVIC CENTER,------,Other,395 PIEDMONT AVENUE NORTH EAST,ATLANTA,GA,30308,,,N  ,-----,------         ,51211
GA0000264226,UNIVERSITY OF NORTH GEORGIA - DAHLONEGA CAMPUS,------,VSQG,82 COLLEGE CIRCLE,DAHLONEGA,GA,30597,34.53044,-83.986676,3  ,H----,------         ,61131
GAR000053512,CSX TRANSPORTATION INC,------,Other,"110A CORPORATE PARK E CT, STE A",LAGRANGE,GA,30241,,,N  ,-----,------         ,482111
GAD984291906,EDWARDS MOTORS PONTIAC BUICK CADILLAC,------,Other,948 OGLETHORPE BLVD,ALBANY,GA,31702,,,N  ,-----,------         ,44111
GAD984291906,EDWARDS MOTORS PONTIAC BUICK CADILLAC,------,Other,948 OGLETHORPE BLVD,ALBANY,GA,31702,,,N  ,-----,------         ,81111
GAR000032524,ROHM PRODUCTS OF AMERICA,------,Other,5155 SUGARLOAF PKWY STE K,LAWRENCEVILLE,GA,30042,,,N  ,-----,------         ,333515
GAD000603266,PPG ARCHITECTURAL FINISHES INC,------,Other,3658 LAWRENCEVILLE HWY,TUCKER,GA,30084,33.845153,-84.23056,N  ,-----,------         ,44412
GAR000045245,HOME DEPOT STORE #1774,------,SQG,2150 W SPRING ST,MONROE,GA,30655,33.792745,-83.732176,2  ,H----,------         ,444110
GAR000001115,HOME DEPOT STORE #0122,------,SQG,11180 ABERCORN ST,SAVANNAH,GA,31419,31.994889,-81.236006,2  ,H----,------         ,444110
GAD000616490,GA POWER - PLANT RIVERSIDE,------,Other,MLK BLVD & RIVER ST,SAVANNAH,GA,31402,32.078333,-81.093333,N  ,-----,------         ,22112
GAD981469224,KYSOR WARREN SYSTEMS PLANT,------,VSQG,5201 TRANSPORT BLVD,COLUMBUS,GA,31907,32.515606,-84.87262,3  ,H----,------         ,333415
GAR000049783,OXFORD COLLEGE OF EMORY UNIVERSITY,------,Other,100 HAMMILL STREET,OXFORD,GA,30054,,,N  ,-----,------         ,61121
GAR000070409,CUSTOM TRUCK & BODY WORKS INC,------,SQG,13787 WHITE HOUSE ROAD,WOODBURY,GA,30293,32.991838,-84.575701,2  ,H----,------         ,336112
GAR000067801,BENNING CONSTRUCTION COMPANY-BELLMEADE SHOPPING CENTER,------,Other,1137 POWDER SPRINGS RD,MARIETTA,GA,30068,,,N  ,-----,------         ,23622
GAD981272305,ECOTEK LABORATORY SERVICES INC,------,Other,3342 INTERNATIONAL PARK DRIVE,ATLANTA,GA,30316,,,N  ,-----,------         ,
GAD000610378,WEYLCHEM CORPORATION,------,Other,3750 CLANTON ROAD,AUGUSTA,GA,30906,33.368526,-82.01429,N  ,-----,------         ,32521
GAD000610378,WEYLCHEM CORPORATION,------,Other,3750 CLANTON ROAD,AUGUSTA,GA,30906,33.368526,-82.01429,N  ,-----,------         ,32532
GAD000610378,WEYLCHEM CORPORATION,------,Other,3750 CLANTON ROAD,AUGUSTA,GA,30906,33.368526,-82.01429,N  ,-----,------         ,32519
GAR000050823,BJ'S WHOLESALE CLUB #150,------,SQG,1800 DOGWOOD DR  SE,CONYERS,GA,30013,33.637689,-83.980485,2  ,H----,------         ,452311
GAR000067975,NATIONAL ENVIRONMENTAL GROUP,------,Other,2530 GRIER CIR,EVANS,GA,30809,33.514224,-82.195645,N  ,H----,------         ,324191
GAR000050336,HOME DEPOT STORE #0165,------,SQG,13171 HWY 142 NW,COVINGTON,GA,30014,33.593395,-83.813031,2  ,H----,------         ,444110
GAR000032193,DOUGLAS COUNTY SHERIFF OFFICE,------,Other,6840 W CHURCH ST,DOUGLASVILLE,GA,30134,,,N  ,-----,------         ,
GAD981241623,MHI RJ AVIATION INC,------,Other,100 EAST DRIVE,MACON,GA,31216,32.702225,-83.644263,N  ,-----,------         ,48819
GAR000067447,ORKIN PEST CONTROL FACILITY (HSI 10486),------,LQG,3709 BUENA VISTA RD,COLUMBUS,GA,31906,32.458399,-84.950208,1  ,H----,------         ,56171
GAD000772244,"JET INFRASTRUCTURE HOLDING IA, LLC - BREMEN ",------,VSQG,870 ALABAMA AVE,BREMEN,GA,30110,33.709971,-85.141398,3  ,H----,------         ,49319
GAD981236789,USPS-NORCROSS VMF,------,VSQG,250 MITCHELL RD,NORCROSS,GA,30071-2596,33.941874,-84.209161,3  ,H----,------         ,49111
GAR000054411,LI - WAY TRANSFER & STORAGE INC,------,Other,55 CHAMISA ROAD,COVINGTON,GA,30016,,,N  ,-----,------         ,48839
GAR000006478,PENSKE TRUCK LEASING CO LP,------,VSQG,171 JORDAN RD,TIFTON,GA,31794,31.422187,-83.508765,3  ,H----,------         ,53212
GAR000017483,MBCI-ADEL,------,Other,1601 ROGERS RD,ADEL,GA,31620,,,N  ,-----,------         ,332311
GAR000004911,COLLEGE OF COASTAL GEORGIA,------,VSQG,ONE COLLEGE DRIVE,BRUNSWICK,GA,31520,31.185006,-81.486393,3  ,H----,------         ,611310
GAD984299818,YANCEY BROS CO VALDOSTA,------,VSQG,2966 US HWY 84 WEST,VALDOSTA,GA,31601,30.812005,-83.329687,3  ,H----,------         ,81131
GAR000071027,MIDDLE GEORGIA STATE UNIVERSITY - WARNER ROBINS ,------,VSQG,100 UNIVERSITY BLVD,WARNER ROBINS,GA,31093,32.617867,-83.609441,3  ,H----,------         ,
GAD984306993,CSX TRANSPORTATION INC,------,Other,US 92 & RAILROAD,UNION CITY,GA,30291,,,N  ,-----,------         ,482111
GAD981241870,MR TRANSMISSION,------,Other,5117 MONTGOMERY ST,SAVANNAH,GA,31405,32.048781,-81.107874,N  ,-----,------         ,811118
GAR000011973,WINGFOOT COMMERCIAL TIRE SYSTEM LLC,------,Other,3455 MORELAND AVE,CONLEY,GA,30288,,,N  ,-----,------         ,326212
GAD000772210,EPIC MACON TERMINAL,------,Other,6225 HAWKINSVILLE ROAD,MACON,GA,31216,32.731413,-83.655308,N  ,-----,------         ,49319
GAR000068403,BRANDON'S PRINTING INC,------,Other,120 TECHNOLOGY PKWY,NORCROSS,GA,30092,,,N  ,-----,------         ,32311
GAD981264658,NAKANISHI MFG CORP,------,Other,1225 VOYLES RD,WINTERVILLE,GA,30683-9754,33.993831,-83.317536,N  ,-----,------         ,332116
GAD981264658,NAKANISHI MFG CORP,------,Other,1225 VOYLES RD,WINTERVILLE,GA,30683-9754,33.993831,-83.317536,N  ,-----,------         ,326121
GAR000058057,GRADY HEALTH SYSTEM CORP - FLT MAINT FCLTY,------,Other,7805 BISHOP RD,FAIRBURN,GA,30213-1664,,,N  ,-----,------         ,81111
GAR000020958,"SMITH & NEPHEW, INC., LAWRENCEVILLE",------,SQG,2225 CEDARS RD STE A,LAWRENCEVILLE,GA,30043,34.000511,-83.95471,2  ,H----,------         ,423450
GAR000050724,ST FRANCIS HOSPITAL / EMORY HEALTHCARE,------,SQG,2122 MANCHESTER EXPWY,COLUMBUS,GA,31904,32.506913,-84.970958,2  ,H----,------         ,62211
GAD981216369,CALIBER COLLISION CENTER - ATLANTA - BUCKHEAD 2334,------,VSQG,3275 PEACHTREE RD  SUITE 180,ATLANTA,GA,30305,33.83754,-84.38118,3  ,H----,------         ,81112
GAR000068197,BULLDOG PAINT & BODY,------,Other,7160 DELTA CIRCLE,AUSTELL,GA,30168,33.77794,-84.542352,N  ,-----,------         ,811121
GAR000068114,GOLDEN PEANUT COMPANY - CAMILLA,------,VSQG,42 CHURCH STREET,CAMILLA,GA,31730,31.235547,-84.204214,3  ,H----,------         ,42451
GAD003299526,CHEMICAL RESEARCH TECHNOLOGY CO (CRT; FORMERLY ARIZONA CHEMICAL),---S--,"Legacy TSDF, SQG",1401 EAST HILL AVENUE,VALDOSTA,GA,31601,30.838238,-83.260528,2  ,HPA--,------         ,325211
GAD051011344,SIGNAL ENERGY HOLDINGS CORPORATION,------,Other,7982 HUEY ROAD,DOUGLASVILLE,GA,30134,33.756992,-84.736877,N  ,--A--,------         ,42471
