ID_NUMBER,FACILITY_NAME,FULL_ENFORCEMENT,HREPORT_UNIVERSE_RECORD,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,LONGITUDE83,FED_WASTE_GENERATOR,ACTIVE_SITE,OPERATING_TSDF,NAICS_CODE
GAD984316315,ARMECH CO INC,------,Other,845 MCFARLAND RD,ALPHARETTA,GA,30201,34.120825,-84.223,N  ,-----,------         ,
GAD984296251,YOUNG PETROLEUM PRODUCTS INC,------,Other,1156 MEREWETHER ST,GRIFFIN,GA,30223,33.237795,-84.282955,N  ,-----,------         ,
GAD984295527,GRIFFIN DISTRIBUTION,------,Other,410 E TAYLOR STREET,GRIFFIN,GA,30223,33.24701,-84.258431,N  ,-----,------         ,
GAD984295782,KANGAROO #5,------,Other,1724 ATLANTA HWY,GAINESVILLE,GA,30504,34.278004,-83.840576,N  ,-----,------         ,
GAD984295816,KANGAROO #8,------,Other,3471 MUNDY MILL ROAD,FLOWERY BRANCH,GA,30542,,,N  ,-----,------         ,
GAD984295832,KANGAROO #10,------,Other,1878 THOMPSON BRIDGE RD,GAINESVILLE,GA,30501,34.330262,-83.839357,N  ,-----,------         ,
GAD984295840,KANGAROO #11,------,Other,1667 BROWNS BRIDGE RD,GAINESVILLE,GA,30501,34.285716,-83.842949,N  ,-----,------         ,
GAD984295857,KANGAROO #12,------,Other,1680 PARK HILL DR,GAINESVILLE,GA,30501,34.326999,-83.814179,N  ,-----,------         ,
GAD984295865,KANGAROO #13,------,Other,ROUTE 1,ALTO,GA,30510,,,N  ,-----,------         ,
GAD984295287,TEXACO STATION,------,Other,1437 HWY 138,CONYERS,GA,30208,,,N  ,-----,------         ,
GAD050288463,YOKOGAWA CORP OF AMERICA,------,Other,2 DART ROAD,NEWNAN,GA,30265,33.405668,-84.750825,N  ,-----,------         ,334515
GAD050970946,TIMBER PRODUCTS INSPECTION,------,Other,884 SOUTH BLACKLAWN RD,CONYERS,GA,30207,,,N  ,-----,------         ,
GAD047957501,MARIETTA TOYOTA,------,Other,750 COBB PKWY,MARIETTA,GA,30061,33.933357,-84.5112,N  ,-----,------         ,44111
GAD047964291,CHEMRESOL INC,------,Other,CRISPEN BLVD,BRUNSWICK,GA,31521,31.15,-81.491667,N  ,-----,------         ,
GAD003281292,BORDEN DAIRY & SERVICES,------,Other,914 TELFAIR ST,AUGUSTA,GA,30901,33.472857,-81.969302,N  ,-----,------         ,311511
GAD003281300,BORDEN DAIRY & SERVICES,------,Other,4700 PIO NONO AVE,MACON,GA,31206,32.77385,-83.659901,N  ,-----,------         ,
GAR000022467,ENVIRONMENTAL RECOVERY INC,------,Other,449 WEST RD,CAIRO,GA,31728,,,N  ,-----,------         ,
GAR000022475,FOUR STAR OIL CO INC,------,Other,408 WEST RD STE 2,CAIRO,GA,31728,,,N  ,-----,------         ,
GAR000022483,COMPOSITE RESEARCH INC,------,VSQG,6131 SUNDANCE RD,BLACKSHEAR,GA,31516,31.268783,-82.273977,3  ,H----,------         ,336612
GAR000022491,A TO Z AUTO SALVAGE,------,Other,8165 GULLATT RD,PALMETTO,GA,30268,,,N  ,-----,------         ,
GAD981277767,SCHWARTZ L E & SON INC,------,VSQG,279 REID ST,MACON,GA,31208,32.816781,-83.637144,3  ,H----,------         ,
GAD984289603,LEND LEASE TRUCKS INC,------,Other,7290 DELTA CIRCLE,AUSTELL,GA,30001,33.777509,-84.543009,N  ,-----,------         ,
GAD984289611,LEND LEASE TRUCKS INC,------,Other,200 OLD LINDALE RD E,ROME,GA,30161,34.218843,-85.174058,N  ,-----,------         ,
GAD981277015,FLASH FOODS #01,------,Other,505 REYNOLDS ST,WAYCROSS,GA,31501,31.206517,-82.355842,N  ,-----,------         ,
GAD981277031,FLASH FOODS #11,------,Other,1200 BLACKSHEAR AVE,WAYCROSS,GA,31501,31.235844,-82.344277,N  ,-----,------         ,
GAD981277049,FLASH FOODS #127,------,Other,2307 PLANT AVE,WAYCROSS,GA,31501,31.225942,-82.338852,N  ,-----,------         ,
GAR000016170,CVS PHARMACY #3646,------,Other,1520 ATLANTA HIGHWAY NE,AUBURN,GA,30011,,,N  ,-----,------         ,
GAD981221575,PROFESSIONAL CLEANERS,------,Other,10800 ALPHARETTA ST SUITE 212,ROSWELL,GA,30076,34.046471,-84.340031,N  ,-----,------         ,
GAD981221237,ROYAL CLEANERS,------,Other,5119 JIMMY CARTER BLVD,NORCROSS,GA,30093,33.897834,-84.200571,N  ,-----,------         ,
GAD981221260,EVANS COMPANIES INC,------,Other,157 N SALEM RD,CONYERS,GA,30013-1554,33.640276,-83.976266,N  ,-----,------         ,
GAR000021824,COMMERCIAL PROPERTY,------,Other,157 SOUTH FAIRGROUND STREET,MARIETTA,GA,30060,,,N  ,-----,------         ,
GAR000021840,C & G PETROLEUM CO,------,Other,2191 INDUSTRIAL PARK DR,CAIRO,GA,31728,,,N  ,-----,------         ,
GAR000021337,SHIPLEY CO LLC,------,Other,3936 GREEN IND WAY,CHAMBLEE,GA,30341,,,N  ,-----,------         ,
GAR000021402,SOUTHEASTERN PETROLEUM,------,Other,6300 GRAND BAY ROAD,VALDOSTA,GA,31602,,,N  ,-----,------         ,
GAR000019687,ATHENS PAINT & BODY INC,------,VSQG,2425 LEXINGTON RD,ATHENS,GA,30605,33.943641,-83.334511,3  ,H----,------         ,
GAD984316687,GNB INCORPORATED (RESOURCE RECYCLING),------,Other,314 MANN RD,WAYNESBORO,GA,30830,33.100417,-82.05,N  ,-----,------         ,
GAD984316703,J & H STORES INC PUMP N SHOP #2,------,Other,2855 WASHINGTON RD,AUGUSTA,GA,30907,33.510904,-82.036041,N  ,-----,------         ,
GAD984304816,FARMERS WASTE OIL,------,Other,1485 FARMERS RD,CONYERS,GA,30207,33.693112,-84.042777,N  ,-----,------         ,
GAD984315440,EXXON CO USA #45198,------,Other,9416 ST RD 5,DOUGLASVILLE,GA,30135,,,N  ,-----,------         ,
GAD984315457,EXXON CO USA  46687,------,Other,2195 MONROE DR,ATLANTA,GA,30324,,,N  ,-----,------         ,
GAR000022863,FABRA CARE,------,Other,6900 BEAVER RUN ROAD,COLUMBUS,GA,30129,,,N  ,-----,------         ,
GAR000022889,FABRA CARE,------,Other,6101 BRADLEY PARK DRIVE,COLUMBUS,GA,31029,,,N  ,-----,------         ,
GAR000022897,FABRA CARE,------,Other,6101 BRADLEY PARK DRIVE,COLUMBUS,GA,31029,,,N  ,-----,------         ,
GAD981274483,CROWN GA-515,------,Other,418 JACKSON ST,THOMSON,GA,30824,33.45799,-82.498485,N  ,-----,------         ,
GAD981266273,ALTERMAN FOODS INC,------,Other,914 HOWELL MILL RD,ATLANTA,GA,30318,33.781798,-84.410852,N  ,-----,------         ,
GAD981265325,COUCH CONSTRUCTION LP #829,------,Other,ROCK QUARRY RD,STOCKBRIDGE,GA,30281,,,N  ,-----,------         ,
GAD981265747,SOUTHERN ROADBUILDERS,------,Other,2312 WALDEN DR,AUGUSTA,GA,30904,33.456934,-82.029045,N  ,-----,------         ,32732
GAD981242779,OHMEDA,------,Other,MILLS PLACE,ATLANTA,GA,30336,,,N  ,-----,------         ,
GAR000027334,WAL-MART STORE #836,------,Other,2603 CC OSBORNE RD,ST MARYS,GA,31558,,,N  ,-----,------         ,
GAR000030031,THE SOMMER COMPANY OFFICE,------,VSQG,1000 SOMMERS BLVD,RICHMOND HILL,GA,31324,31.924637,-81.333523,3  ,H----,------         ,42193
GA0000101469,SOUTHERN AUTO PARTS,------,Other,1700 HWY 155 SOUTH,MCDONOUGH,GA,30253,33.388016,-84.17431,N  ,-----,------         ,
GA0000101493,W B TOMLIN INC,------,Other,1245 BROWN TERRANCE RD,LOUISVILLE,GA,30434,33.020097,-82.451841,N  ,-----,------         ,
GA0000068478,HARRIS TEXACO,------,Other,HWY 32 E,OCILLA,GA,31774,,,N  ,-----,------         ,
GA0000075671,TIFTON GAZETTE THE,------,Other,211 TIFT AVE,TIFTON,GA,31794,31.454575,-83.507351,N  ,-----,------         ,
GAR000022996,WW PHARMACEUTICAL,------,Other,4779 FULTON INDUSTRIAL BLVD,ATLANTA,GA,30336,,,N  ,-----,------         ,
GAR000009753,IMS GEAR INC,------,SQG,1234 PALMOUR DR,GAINESVILLE,GA,30501,34.266939,-83.831768,2  ,H----,------         ,326199
GAD991275504,GENERAL ELECTRIC CO,------,Other,5096 PEACHTREE RD,CHAMBLEE,GA,30341,33.886238,-84.31016,N  ,-----,------         ,81149
GAD991275504,GENERAL ELECTRIC CO,------,Other,5096 PEACHTREE RD,CHAMBLEE,GA,30341,33.886238,-84.31016,N  ,-----,------         ,335313
GAD991275504,GENERAL ELECTRIC CO,------,Other,5096 PEACHTREE RD,CHAMBLEE,GA,30341,33.886238,-84.31016,N  ,-----,------         ,81131
GAD991275512,GEORGIA KRAFT,------,Other,ALT US HWY 27 NORTH,WHITESBURG,GA,30185,33.495,-84.914167,N  ,-----,------         ,321113
GAD991275538,SHERWIN WILLIAMS CO,------,Other,110 SOUTH SAGE ST,TOCCOA,GA,30577,34.577849,-83.329899,N  ,-----,------         ,44412
GAD984317735,PEACH AUTO PAINTING & COLLISION,------,Other,2953 HWY 5,DOUGLASVILLE,GA,30135,,,N  ,-----,------         ,
GAD984317826,METRO WATERPROOFING INC,------,VSQG,2935 ALCOVE DRIVE,SCOTTDALE,GA,30079,33.794829,-84.266323,3  ,H----,------         ,238390
GAD991275611,GENESCO INC S H KRESS & CO DIST CTR,------,Other,1529 MARVIN GRIFFIN RD,AUGUSTA,GA,30906,33.396009,-81.985529,N  ,-----,------         ,
GAD991275629,REACTOR PRODUCTS INC,------,Other,OLD SUMMERVILLE RD,ARMUCHEE,GA,30105,34.375,-85.168333,N  ,-----,------         ,32511
GAD991275678,MOULTRIE SPENCE FIELD WWTP,------,Other,SPENCE FIELD,MOULTRIE,GA,31768,,,N  ,-----,------         ,
GAD991275694,STANDARD COOSA THATCHER CO,------,Other,200 MAPLE ST,ROSSVILLE,GA,30741,34.978024,-85.292094,N  ,-----,------         ,313111
GAD991275751,UNION CAMP CORP,------,Other,793 ST JULIAN ST,SAVANNAH,GA,31402,,,N  ,-----,------         ,
GAD991275785,MACON-BIBB CNTY POPLAR ST WWTP,------,Other,LOWER POPLAR ST,MACON,GA,31298,32.810278,-83.599167,N  ,-----,------         ,48411
GAD991275785,MACON-BIBB CNTY POPLAR ST WWTP,------,Other,LOWER POPLAR ST,MACON,GA,31298,32.810278,-83.599167,N  ,-----,------         ,22132
GAD991274853,VACUUM SYSTEMS INC,------,Other,4029 ANDERSON FARM RD,AUSTELL,GA,30001,33.85321,-84.632749,N  ,-----,------         ,48411
GAD991274861,FORD OIL SPILL RECOVERIES INC,------,Other,4900 YOUNG ST,LILBURN,GA,30247,33.888091,-84.143078,N  ,-----,------         ,48411
GAR000009084,MSE ENVIRONMENTAL INC,------,Other,321 ROCKY FORD RD,SYLVANIA,GA,30467,32.75086,-81.647391,N  ,-----,------         ,
GAR000009142,ENGEMAN SR ROBERT,------,Other,TURNERS CHURCH RD,MCDONOUGH,GA,30252,,,N  ,-----,------         ,
GAR000009332,YELLOW FRIEGHT SYSTEM INC CBU,------,Other,310 FORTY FIFTH ST,COLUMBUS,GA,31904,,,N  ,-----,------         ,
GAR000008805,PROSPECT ROAD PROJECT,------,Other,1121 PROSPECT ROAD,MADISON,GA,30650,33.67274,-83.502992,N  ,-----,------         ,
GAR000008839,METER JOB,------,Other,HWY 46 I-16 EXIT 22,METER,GA,30439,,,N  ,-----,------         ,
GAR000008870,CSF DEVELOPMENT CORP,------,Other,6405 PEACHTREE IND BLVD STE B,NORCROSS,GA,30092,33.944053,-84.24239,N  ,-----,------         ,
GAR000008433,BEST CLEANERS,------,VSQG,5 BUFORD HWY,SUANEE,GA,30174,34.093244,-84.015838,3  ,H----,------         ,
GAR000003640,ATLANTA FEDERAL CENTER PROJECT,------,Other,45 BROAD ST,ATLANTA,GA,30303,33.75354,-84.391441,N  ,-----,------         ,
GAR000019729,OAKLAND VILLAGE SHOPPING CENTER,------,Other,HWY 78 & OAK RD,SNELLVILLE,GA,30078,,,N  ,-----,------         ,
GAR000019752,AMERICAN NIAGARA,------,Other,6750 JONES MILL COURT,NORCROSS,GA,30092,,,N  ,-----,------         ,
GAR000002774,UTILITY SERVICE,------,Other,HWY 84 @ BENNETT ST WATERTANK,THOMASVILLE,GA,31799,,,N  ,-----,------         ,
GAR000002782,YOUMANS CHEVORLET CO,------,Other,2020 RIVERSIDE DR,MACON,GA,31202-0276,,,N  ,-----,------         ,
GAR000002816,INX INTERNATIONAL INK CO,------,Other,1707A SHOREWOOD DR,LAGRANGE,GA,30240,33.000805,-85.056461,N  ,-----,------         ,
GAR000002832,FULGHUM INDUSTRIES INC,------,SQG,317 S MAIN ST,WADLEY,GA,30477,32.85627,-82.404268,2  ,H----,------         ,333243
GAR000002436,CIRCLE K STORES INC #7703,------,Other,4918 OGEECHEE RD,SAVANNAH,GA,31405,32.039064,-81.209568,N  ,-----,------         ,
GAR000002469,KANGAROO #42,------,Other,500 JONESBORO RD,MCDONOUGH,GA,30253,33.45743,-84.174282,N  ,-----,------         ,
GAR000002485,KANGAROO #65,------,Other,2275 STATE RD,BUFORD,GA,30518,,,N  ,-----,------         ,
GAD984322776,BUTLER CHEV OLDS GEO,------,Other,705 CHAPMAN RD,FT VALLEY,GA,31008,32.66645,-83.745898,N  ,-----,------         ,
GAD984315812,ROGER DEERING AUTO BODY,------,Other,120 ALABAMA AVE,BREMEN,GA,30110,,,N  ,-----,------         ,
GAD984322404,TURNER & COMPANY TANK & STORAGE,------,Other,380 EMPIRE BLVD,SYCAMORE,GA,31790,,,N  ,-----,------         ,
GAD984322412,GRAPHIC CRAFT CORP,------,Other,1150 HAMMOND DR,ATLANTA,GA,30328,,,N  ,-----,------         ,
GAR000019810,GOLD KEY BODY SHOP,------,Other,155 JACKSONVILLE AVE,WAYCROSS,GA,31501,,,N  ,-----,------         ,
GAR000014951,COPER LAKE AUTOMOTIVE INC,------,Other,4739 S COBB DR,SMYRNA,GA,30080,,,N  ,-----,------         ,
GAR000019877,GA EPD-WOLF SKIN IDW SITE,------,Other,1623 ATHENS RD,ARNOLDSVILLE,GA,30619,,,N  ,-----,------         ,
GAR000019885,THOMASVILLE HEIGHTS COMMUNITY,------,Other,1130 HENRY THOMAS DR SE,ATLANTA,GA,30315,,,N  ,-----,------         ,
GAR000019471,JACKIE GUNN'S PAINT BODY & UPHOLST,------,VSQG,HWY 441 SOUTH,MCRAE,GA,31055,32.05093,-82.909344,3  ,H----,------         ,
GAR000019505,HARRISON DWIGHT VOLKSWAGEN,------,VSQG,3500 HWY 78 EAST,SNELLVILLE,GA,30078,33.851346,-84.043922,3  ,H----,------         ,
GAR000014506,AVONDALE INDEPENDENT,------,VSQG,2808 E COLLEGE AVE,DECATUR,GA,30030,33.773704,-84.285061,3  ,H----,------         ,
GAR000014647,CUI OF GEORGIA INC,------,Other,401A BARFIELD,VALDOSTA,GA,31602,30.87455,-83.286401,N  ,-----,------         ,
GAR000014183,BURCH LOWE INC,------,Other,1819 W OAKRIDGE DR,ALBANY,GA,31707,31.54866,-84.195227,N  ,-----,------         ,
GAR000014217,LAKESIDE CLEANERS,------,Other,1215-B BULLSBORO DR,NEWNAN,GA,30265,33.398905,-84.734631,N  ,-----,------         ,
GAR000014225,GRAY COMMUNICATION SYSTEM S UST,------,Other,3905 NEWTON RD,ALBANY,GA,31707,31.50549,-84.209034,N  ,-----,------         ,
GAR000013680,MODERN WAREHOUSING,------,Other,3245 N BERKELEY LAKE RD,DULUTH,GA,30069,,,N  ,-----,------         ,
GAR000013748,SHERWIN WILLIAMS STORE #2124,------,VSQG,2868 CANTON HWY,MARIETTA,GA,30066-5470,34.067257,-84.521286,3  ,H----,------         ,444120
GAR000013342,FLEET MAINTENCE,------,Other,568 HUMPHRIES ST,ATLANTA,GA,30312,,,N  ,-----,------         ,
GAR000029694,SOUTHERN REFURB INC,------,Other,825 MARATHON PKWY,LAWRENCEVILLE,GA,30045-2857,,,N  ,-----,------         ,562920
GAR000029694,SOUTHERN REFURB INC,------,Other,825 MARATHON PKWY,LAWRENCEVILLE,GA,30045-2857,,,N  ,-----,------         ,423930
GAR000022194,RED STAR TRANSPORT LLC,------,Other,100 WYNONA ST,VIDALIA,GA,30476,,,N  ,-----,------         ,
GAR000019521,IFT HOLDING CO INC,------,Other,210 HICKORY SPRINGS INDUS DR,CANTON,GA,30115,,,N  ,-----,------         ,
GAR000019547,RHONE-POULENC RORER DIST CTR,------,Other,1737 INDUSTRIAL DR,ASHBURN,GA,31714,,,N  ,-----,------         ,
GAD981282403,BEADLES & BALFOUR LLC ,------,VSQG,800 WEST CLAY ST,THOMASVILLE,GA,31792,30.833776,-83.998088,3  ,H----,------         ,321113
GAD981282437,COMMERCE CITY SCHOOLS,------,Other,UNIVERSITY DR,COMMERCE,GA,30529,,,N  ,-----,------         ,
GAD981278583,MINIT-LUBE #1164,------,Other,577 CLAY ST,MARIETTA,GA,30060,33.943291,-84.536461,N  ,-----,------         ,
GAD981281462,"AAA ALTERNATOR REBUILDERS, INC.",------,Other,1724 KOPPER RD,CONLEY,GA,30027,33.664344,-84.322208,N  ,-----,------         ,
GAD981278161,SHADY VENT ALUMINUM PRODUCTS INC,------,Other,4370 SMITH LANE,POWDER SPRINGS,GA,30073,33.84742,-84.668603,N  ,-----,------         ,
GAD981278245,PETROLEUM PRODUCTS INC/DANFAIR OIL,------,Other,712 ADDERTON ST,AMERICUS,GA,31709,32.084766,-84.241513,N  ,-----,------         ,
GAD981277478,JIFFY LUBE STORE #907,------,Other,5559 PEACHTREE INDUS BLVD,CHAMBLEE,GA,30341,,,N  ,-----,------         ,
GAD981277486,JIFFY LUBE STORE #892,------,Other,4620 JONESBORO RD,UNION CITY,GA,30291,,,N  ,-----,------         ,
GAD981277494,JIFFY LUBE STORE #835,------,Other,2084 BEAVER RUIN RD,NORCROSS,GA,30071,,,N  ,-----,------         ,
GAD981277528,JIFFY LUBE STORE #816,------,Other,3367 LAWRENCEVILLE @ COOLEDGE,TUCKER,GA,30084,,,N  ,-----,------         ,
GAR000018143,MALLORY'S BODY SHOP INC,------,VSQG,5141 BEMISS RD,VALDOSTA,GA,31605,30.987469,-83.204033,3  ,H----,------         ,
GAR000018226,CSX TRANSPORTATION INC,------,Other,755 WHEATON STREET,SAVANNAH,GA,31401,,,N  ,-----,------         ,
GAR000012799,VULCAN MATERIALS LITHIA SPRINGS,------,Other,7620 COUNTY LINE RD,LITHIA SPRINGS,GA,30057,,,N  ,-----,------         ,
GAR000017715,TUXEDO FESTIVAL SHOPPING CTR,------,Other,3655 ROSWELL RD,ATLANTA,GA,30342,,,N  ,-----,------         ,
GAR000017749,HAZ TRANS INC,------,Other,1230 PEACHTREE ST STE 245,ATLANTA,GA,30309,,,N  ,-----,------         ,
GAD000613307,WEST POINT PEPPERELL C V RAILROAD CO,------,Other,3RD AVE/HWY 29,WEST POINT,GA,31833,32.875,-85.175,N  ,-----,------         ,31321
GAD030036628,"FORMER CHEM-AM (CHEMICAL COMPANY OF AMERICA, HSI# 10741)",------,Other,3562 HOGANSVILLE RD,LAGRANGE,GA,30241,33.065278,-84.966667,N  ,-----,------         ,424690
GAD000615740,AMOCO FERTILIZER PLANT,------,Other,HWY 29 S,DUBLIN,GA,31021,,,N  ,-----,------         ,
GAD000615765,AMOCO FERTILIZER PLANT,------,Other,BELL TELEPHONE RD,HAZLEHURST,GA,31539,,,N  ,-----,------         ,
GAD981219173,ONE HOUR MARTINIZING,------,Other,1048 GRAY HWY,MACON,GA,31211,32.85522,-83.617792,N  ,-----,------         ,81232
GAD981219215,GAINESVILLE HONDA,------,Other,2305 MURPHY AVE,GAINESVILLE,GA,30501,,,N  ,-----,------         ,
GAD980600399,DAVIS FARM,------,Other,EMMETT YOUNG RD,NEWNAN,GA,30263,33.306111,-84.810278,N  ,-----,------         ,
GAD980600589,GREAT SOUTHERN PAPER NURSERY,------,Other,GA HWY 363,CEDAR SPRINGS,GA,31732,31.185,-85.033333,N  ,-----,------         ,32212
GAD000612952,GA POWER CO STATESBORO OPERATING HQTRS,------,Other,STOCKYARD ROAD,STATESBORO,GA,30458,32.459722,-81.800833,N  ,-----,------         ,2211
GAD000612820,GA POWER CO MINOLA DRIVE OPER HQTRS,------,Other,5195 MINOLA DRIVE,LITHONIA,GA,30058,33.711667,-84.108333,N  ,-----,------         ,2211
GAD000612838,GA POWER CO LOUISVILLE LINE CREW HQ,------,Other,110 RAILROAD STREET,LOUISVILLE,GA,30434,32.994167,-82.411389,N  ,-----,------         ,2211
GA0000192187,DIA CHEM,------,Other,CARPENTER RD,TIFTON,GA,31794,,,N  ,-----,------         ,
GA0000263053,MCKENZIE TANK LINES,------,Other,1210 MCKENZIE RD,PUTNEY,GA,31782,,,N  ,-----,------         ,
GA0000263103,MCKENZIE TANK LINES INC,------,Other,DIXIE SCHOOL RD,ALMA,GA,31510,,,N  ,-----,------         ,
GAD003304805,WHEELERS MACH 01 PART,------,Other,2889 WATERVILLE RD,MACON,GA,31206,32.808167,-83.636693,N  ,-----,------         ,336399
GAD981217458,BOOMERSHINE SERVICE CENTER,------,Other,390 SPRING ST,ATLANTA,GA,30308,33.764947,-84.388437,N  ,-----,------         ,44111
GAD120938220,HARLEY COLLISION CENTER DBA DEKALB COLLISION CENTER INC,------,VSQG,103 N CLARENDON,AVONDALE ESTATES,GA,30002,33.778963,-84.265612,3  ,H----,------         ,811121
GAD980600647,GILMAN PAPER CO ST MARYS BAG,------,Other,SOUTH SIDE OF OSBORNE ST,ST MARYS,GA,31558,30.726667,-81.545,N  ,-----,------         ,
GAD980601637,HALOCARBON PRODUCTS CORP,------,Other,GLYNCO-MCBRIDE JET PARK,BRUNSWICK,GA,31520,31.2,-81.505,N  ,-----,------         ,
GAD980602171,"NORTON, LYNN CONTRACTOR",------,Other,ROUTE #1,BOGART,GA,30622,33.946667,-83.53,N  ,-----,------         ,48411
GAD980515753,CHEMLAWN CORP,------,Other,4625 STONEGATE IND BLVD,STONE MOUNTAIN,GA,30083,33.822218,-84.200237,N  ,-----,------         ,
GAD186112488,4D PRINTING INC,------,Other,1500 FARMER RD UNIT B1,CONYERS,GA,30207,33.693609,-84.042295,N  ,-----,------         ,
GAD065906455,PROKO INDUSTRIES INC,------,Other,3175 INDUSTRIAL BLVD,WAYCROSS,GA,31501,31.251264,-82.418146,N  ,-----,------         ,32551
GAD000610139,AM INTERNATIONAL,------,Other,5850 TULANE DR SW,ATLANTA,GA,30336,33.743377,-84.563651,N  ,-----,------         ,42299
GAD000612416,GA POWER CO NORTH FULTON OPER HQTRS,------,Other,11600 OLD ROSWELL ROAD,ALPHARETTA,GA,30201,34.073333,-84.293333,N  ,-----,------         ,2211
GAD000603654,REBEL AIR SERVICE INC,------,Other,RTE 1,DENTON,GA,31532,,,N  ,-----,------         ,
GAD000608166,BEKAERT CORP,------,Other,HWY 145 LIBERTY HILL RD,TOCCOA,GA,30577,34.563333,-83.315278,N  ,-----,------         ,332618
GAD000609610,AMOCO FERTILIZER PLANT,------,Other,SOUTH RAILROAD AVE,MIDVILLE,GA,30441,,,N  ,-----,------         ,
GAD000609636,AMOCO FERTILIZER PLANT,------,Other,GA HWY 296 N,STAPLETON,GA,30832,,,N  ,-----,------         ,
GAD120939376,H&S WHITING INC,------,Other,810 TINSLEY ST,DALTON,GA,30721,34.783902,-84.965341,N  ,-----,------         ,
GAD131320111,LITHONIA ASPHALT CO,------,Other,2250 STEPHENSON RD,LITHONIA,GA,30058,33.751441,-84.078482,N  ,-----,------         ,
GAD118541358,VOXCOM INC,------,Other,100 CLOVER GREEN,PEACHTREE CITY,GA,30269,33.39303,-84.586812,N  ,-----,------         ,
GAD106650591,EVANS CLAY CO,------,Other,107 OLD MACON RD,MCINTYRE,GA,31054,,,N  ,-----,------         ,
GAD106681612,MAJESTIC MARBLE CO INC,------,Other,808 DAMAR RD,MARIETTA,GA,30062,33.972152,-84.53773,N  ,-----,------         ,
GAD097798516,CHEMSCAPE,------,Other,5694 PEACHTREE CORNERS,NORCROSS,GA,30071,33.950497,-84.249108,N  ,-----,------         ,
GAD098579899,DICO CO INC,------,Other,8 RIVER DRIVE,CARTERSVILLE,GA,30120,34.149441,-84.796813,N  ,-----,------         ,
GAD097393698,AMERICAN INDUSTRIAL CLAY CO,------,Other,DEEPSTEP RD,SANDERSVILLE,GA,31082,,,N  ,-----,------         ,
GAD097397426,EXXON BULK PLANT,------,Other,1514 MURRAY AVE,DALTON,GA,30720,34.766159,-84.944434,N  ,-----,------         ,
GAD097793798,CHEMLAWN CORP,------,Other,SWEETWATER RD,DOUGLASVILLE,GA,30134,,,N  ,-----,------         ,
GAD984306464,MARTIN-ANSLEY CAD OLDS JEEP NISSAN,------,Other,811 S MAIN ST,STATESBORO,GA,30458,32.426805,-81.788301,N  ,-----,------         ,
GAD984298125,PREMIER AUTOMOTIVE INC,------,Other,316 MAYFIELD DR,MONROE,GA,30655,33.80325,-83.726408,N  ,-----,------         ,
GAD984297820,ANDERSON AUTO PARTS,------,Other,1131 EATONTON RD,MADISON,GA,30650,33.583637,-83.477706,N  ,-----,------         ,
GAD984297937,TURBINE SUPPORT,------,Other,208 INDUSTRIAL COURT,CARROLLTON,GA,30117,33.608376,-85.102323,N  ,-----,------         ,
GAD984297028,T & G AUTOMOTIVE,------,VSQG,5207 HIGHWAY 78,STONE MOUNTAIN,GA,30087,33.823828,-84.109012,3  ,H----,------         ,
GAD984304618,IMB CORP,------,Other,5165 KENNEDY ROAD SUITE 500,FOREST PARK,GA,30050,,,N  ,-----,------         ,
GAD984297150,TURBINE SUPPORT,------,Other,1800 BANKHEAD HWY,CARROLLTON,GA,30117,33.606014,-85.022742,N  ,-----,------         ,
GAD984296426,FAMILY WORLD STATION,------,Other,I-75 EXIT 8,CECIL,GA,31627,,,N  ,-----,------         ,
GAD984290783,BP FOOD MART,------,VSQG,4101 COVINGTON HIGHWAY,DECATUR,GA,30032,33.761568,-84.247455,3  ,H----,------         ,
GAD984290858,BP OIL CO,------,Other,6309 SOUTH MAIN STREET,MORROW,GA,30260,,,N  ,-----,------         ,
GAD984296624,OGLESBY OIL CO,------,Other,162 COMMERCE BLVD,ATHENS,GA,30603,,,N  ,-----,------         ,
GAD984290254,BP OIL CO,------,Other,2645 WESLEY CHAPEL ROAD,DECATUR,GA,30034,33.710321,-84.217701,N  ,-----,------         ,
GAD003291291,MCCRANIE BROTHER WOOD PRESERVING,------,Other,COFFEE ST,WILLACOOCHEE,GA,31650,,,N  ,-----,------         ,
GAD003292455,BRIDGEPORT PLUMBING PRODUCTS INC,------,Other,INDUSTRIAL PARK,MOULTRIE,GA,31776,31.187222,-83.74,N  ,-----,------         ,
GAR000002204,COBB MARIETTA WATER AUTH PINE MTN TANK,------,Other,1446 BEAUMONT DR NW,KENNESAW,GA,30144,33.992954,-84.644625,N  ,-----,------         ,
GAR000002295,EOA INDEPENDENCE CTR,------,Other,618 W ANDERSON ST,SAVANNAH,GA,31402,,,N  ,-----,------         ,
GAR000002311,SYNTHETIC INDUSTRIES LUMITE DIV,------,Other,2100A ATLANTA HWY,GAINESVILLE,GA,30503,,,N  ,-----,------         ,
GAD984290486,BP OIL CO,------,Other,744 GLYNN STREET,FAYETTEVILLE,GA,30214,,,N  ,-----,------         ,
GAD991274895,COBB CNTY KENNESAW WWTP,------,Other,BIG QUARRY RD,KENNESAW,GA,30144,34.023333,-84.615,N  ,-----,------         ,48411
GAD991274903,COBB CNTY WESTSIDE WWTP,------,Other,800 CHESTNUT HILL RD,MARIETTA,GA,30060,33.930803,-84.575454,N  ,-----,------         ,48411
