2020 Census Tract,T2_est77,T2_est84,T2_est91,Total Rental Units with Severe Housing Problems and Equal to or less than 80% AMI,T7_est109,T7_est130,T7_est151,Total Rental Units Equal to or less than 80% AMI,% of rental units occupied by 80% AMI and below with Severe Housing Problems
13145120403,0,0,0,0,0,0,0,0,-
13145120404,15,0,0,15,25,30,25,80,0.1875
13147960101,0,15,0,15,0,15,0,15,1
13147960102,0,0,0,0,35,0,20,55,0
13147960103,50,0,10,60,80,100,60,240,0.25
13147960200,20,10,0,30,20,40,80,140,0.21428571428571427
13147960300,55,0,25,80,130,50,125,305,0.26229508196721313
13147960401,15,25,0,40,90,55,155,300,0.13333333333333333
13147960402,30,150,0,180,30,150,145,325,0.5538461538461539
13147960501,0,15,0,15,0,80,4,84,0.17857142857142858
13147960502,0,0,0,0,0,0,20,20,0
13147960503,210,0,0,210,280,60,35,375,0.56
13149970100,170,0,0,170,450,70,115,635,0.2677165354330709
13149970200,70,4,0,74,90,40,45,175,0.4228571428571429
13149970300,0,35,0,35,125,75,65,265,0.1320754716981132
13151070109,25,10,0,35,85,40,75,200,0.175
13151070113,85,10,0,95,115,180,185,480,0.19791666666666666
13151070114,255,90,0,345,315,485,485,1285,0.26848249027237353
13151070115,200,0,0,200,200,0,40,240,0.8333333333333334
13151070116,0,0,0,0,25,35,85,145,0
13151070117,0,0,0,0,130,0,105,235,0
13151070118,10,0,0,10,30,20,0,50,0.2
13151070119,165,265,0,430,165,445,295,905,0.47513812154696133
13151070120,0,75,0,75,0,95,4,99,0.7575757575757576
13151070121,20,0,0,20,20,40,85,145,0.13793103448275862
13151070122,0,25,0,25,0,70,0,70,0.35714285714285715
13151070123,140,90,0,230,140,155,715,1010,0.22772277227722773
13151070124,0,0,0,0,0,0,0,0,-
13151070125,0,0,0,0,0,120,15,135,0
13151070126,65,4,25,94,65,15,70,150,0.6266666666666667
13151070127,40,0,0,40,75,4,40,119,0.33613445378151263
13151070128,50,0,0,50,85,10,170,265,0.18867924528301888
13151070204,0,0,0,0,10,55,55,120,0
13151070206,0,35,0,35,0,35,0,35,1
13151070207,0,0,0,0,0,55,25,80,0
13151070208,0,20,60,80,35,35,60,130,0.6153846153846154
13151070209,0,0,0,0,0,0,15,15,0
13151070210,0,0,0,0,0,0,20,20,0
13151070211,0,50,0,50,70,175,35,280,0.17857142857142858
13151070212,55,0,0,55,155,50,130,335,0.16417910447761194
13151070213,0,0,0,0,0,0,0,0,-
13151070214,0,0,0,0,0,0,0,0,-
13151070215,0,0,0,0,0,0,50,50,0
13151070216,0,0,0,0,0,0,85,85,0
13151070307,0,40,10,50,10,60,55,125,0.4
13151070310,20,20,45,85,20,40,50,110,0.7727272727272727
13151070312,0,0,55,55,15,20,125,160,0.34375
13151070313,45,0,0,45,45,0,35,80,0.5625
13151070314,0,0,0,0,0,0,25,25,0
13151070315,25,0,40,65,25,15,100,140,0.4642857142857143
13151070316,20,0,0,20,20,40,20,80,0.25
13151070317,240,80,20,340,240,125,335,700,0.4857142857142857
13151070318,75,25,0,100,75,55,75,205,0.4878048780487805
13151070319,45,15,0,60,45,15,75,135,0.4444444444444444
13151070320,0,0,0,0,90,0,95,185,0
13151070321,0,0,0,0,0,0,0,0,-
13151070322,185,0,0,185,255,130,180,565,0.3274336283185841
13151070323,170,0,0,170,195,120,405,720,0.2361111111111111
13151070324,260,50,0,310,295,175,85,555,0.5585585585585585
13151070325,165,20,0,185,185,40,30,255,0.7254901960784313
13151070405,25,35,0,60,40,125,60,225,0.26666666666666666
13151070406,45,0,25,70,45,10,100,155,0.45161290322580644
13151070407,0,0,0,0,0,35,0,35,0
13151070408,0,0,0,0,0,0,0,0,-
13151070409,0,0,15,15,0,0,15,15,1
13151070410,55,0,0,55,110,0,4,114,0.4824561403508772
13151070411,90,15,0,105,105,55,210,370,0.28378378378378377
13151070412,20,70,0,90,20,105,160,285,0.3157894736842105
13151070503,40,125,0,165,50,285,115,450,0.36666666666666664
13151070504,25,0,0,25,25,0,80,105,0.23809523809523808
13151070505,120,40,0,160,190,40,0,230,0.6956521739130435
13151070506,50,35,0,85,100,85,25,210,0.40476190476190477
13151070507,0,0,0,0,35,0,0,35,0
13151070508,0,0,0,0,0,0,0,0,-
13153020106,10,4,10,24,10,30,45,85,0.2823529411764706
13153020108,160,75,0,235,175,265,125,565,0.415929203539823
13153020110,150,0,105,255,150,215,440,805,0.3167701863354037
13153020111,55,0,0,55,105,50,75,230,0.2391304347826087
13153020112,30,40,0,70,30,40,110,180,0.3888888888888889
13153020113,150,110,0,260,150,110,155,415,0.6265060240963856
13153020200,310,25,95,430,325,420,325,1070,0.40186915887850466
13153020301,60,0,0,60,120,40,35,195,0.3076923076923077
13153020302,230,30,0,260,430,310,90,830,0.3132530120481928
13153020400,310,10,0,320,440,50,120,610,0.5245901639344263
13153020600,4,30,20,54,10,30,65,105,0.5142857142857142
13153020700,200,90,0,290,335,155,175,665,0.43609022556390975
13153020800,60,25,30,115,60,50,165,275,0.41818181818181815
13153020900,25,120,35,180,25,120,150,295,0.6101694915254238
13153021001,110,0,0,110,135,285,310,730,0.1506849315068493
13153021002,35,0,60,95,35,25,130,190,0.5
13153021108,15,20,0,35,35,50,80,165,0.21212121212121213
13153021114,70,0,0,70,70,0,0,70,1
13153021115,65,0,0,65,105,0,35,140,0.4642857142857143
13153021116,135,50,0,185,180,130,120,430,0.43023255813953487
13153021117,50,0,0,50,50,15,165,230,0.21739130434782608
13153021118,150,0,0,150,240,100,165,505,0.297029702970297
13153021119,75,15,0,90,75,40,205,320,0.28125
13153021120,50,65,0,115,65,150,110,325,0.35384615384615387
13153021121,0,0,0,0,0,0,20,20,0
13153021122,0,0,0,0,0,0,0,0,-
13153021123,0,100,0,100,40,175,90,305,0.32786885245901637
13153021124,0,0,0,0,0,0,40,40,0
13153021125,45,95,0,140,45,95,60,200,0.7
13153021203,0,0,0,0,0,15,0,15,0
13153021204,25,0,0,25,25,60,95,180,0.1388888888888889
13153021205,80,20,0,100,80,20,150,250,0.4
13153021206,40,0,0,40,210,305,35,550,0.07272727272727272
13153021300,125,20,0,145,230,100,80,410,0.35365853658536583
13153021401,115,45,0,160,150,215,50,415,0.3855421686746988
13153021402,80,0,40,120,80,0,55,135,0.8888888888888888
13153021501,0,0,0,0,0,0,25,25,0
13153021502,0,4,4,8,55,4,70,129,0.06201550387596899
13155950100,4,0,0,4,25,45,30,100,0.04
13155950201,15,25,40,80,90,110,90,290,0.27586206896551724
13155950202,80,0,0,80,110,150,70,330,0.24242424242424243
13157010104,50,30,4,84,65,120,20,205,0.4097560975609756
13157010105,0,0,0,0,0,0,15,15,0
13157010106,30,40,0,70,60,55,80,195,0.358974358974359
13157010107,0,0,0,0,0,15,0,15,0
13157010108,25,10,0,35,25,30,150,205,0.17073170731707318
13157010109,0,0,0,0,0,0,0,0,-
13157010200,25,25,0,50,50,135,45,230,0.21739130434782608
13157010300,90,0,40,130,140,170,155,465,0.27956989247311825
13157010400,90,0,0,90,225,115,140,480,0.1875
13157010500,70,0,0,70,140,35,170,345,0.2028985507246377
13157010601,50,35,0,85,50,35,65,150,0.5666666666666667
13157010602,40,10,0,50,40,15,30,85,0.5882352941176471
13157010701,85,10,10,105,85,55,55,195,0.5384615384615384
13157010703,0,35,0,35,0,35,50,85,0.4117647058823529
13157010704,0,0,0,0,30,30,45,105,0
13157010705,0,15,0,15,25,70,15,110,0.13636363636363635
13157010706,115,40,0,155,175,40,110,325,0.47692307692307695
13159010100,30,15,10,55,50,45,125,220,0.25
13159010200,50,0,0,50,60,55,30,145,0.3448275862068966
13159010501,25,0,0,25,35,25,4,64,0.390625
13159010502,70,0,0,70,170,85,50,305,0.22950819672131148
13159010503,0,0,0,0,0,0,85,85,0
13161960101,80,0,0,80,105,75,75,255,0.3137254901960784
13161960102,120,30,0,150,320,30,145,495,0.30303030303030304
13161960201,65,4,0,69,65,25,290,380,0.18157894736842106
13161960202,0,0,0,0,35,0,110,145,0
13161960300,10,0,0,10,20,20,4,44,0.22727272727272727
13163960100,160,4,4,168,245,80,195,520,0.3230769230769231
13163960200,4,4,0,8,30,10,40,80,0.1
13163960300,245,0,20,265,325,110,180,615,0.43089430894308944
13163960400,50,15,0,65,135,75,65,275,0.23636363636363636
13165960100,240,20,0,260,330,100,80,510,0.5098039215686274
13165960200,65,4,0,69,70,30,25,125,0.552
13167960100,50,0,15,65,100,60,35,195,0.3333333333333333
13167960201,45,0,0,45,55,60,0,115,0.391304347826087
13167960202,25,90,10,125,80,95,75,250,0.5
13167960300,0,4,0,4,50,25,40,115,0.034782608695652174
13169030101,50,0,0,50,50,0,20,70,0.7142857142857143
13169030103,10,0,0,10,20,25,4,49,0.20408163265306123
13169030105,10,0,0,10,25,0,145,170,0.058823529411764705
13169030106,40,0,0,40,135,40,40,215,0.18604651162790697
13169030200,15,0,0,15,15,10,40,65,0.23076923076923078
13169030303,0,0,0,0,0,145,25,170,0
13169030304,90,45,0,135,90,45,35,170,0.7941176470588235
13169030305,110,110,0,220,110,165,40,315,0.6984126984126984
13169030306,0,25,0,25,0,40,70,110,0.22727272727272727
13171970100,20,80,0,100,30,100,180,310,0.3225806451612903
13171970201,130,0,0,130,150,50,65,265,0.49056603773584906
13171970202,30,0,0,30,65,10,50,125,0.24
13171970300,55,0,25,80,290,135,165,590,0.13559322033898305
13173950100,45,0,0,45,60,25,45,130,0.34615384615384615
13173950201,160,115,25,300,260,220,240,720,0.4166666666666667
13173950202,0,0,35,35,45,4,170,219,0.1598173515981735
13175950100,20,0,0,20,20,30,85,135,0.14814814814814814
13175950201,70,25,0,95,90,60,230,380,0.25
13175950202,55,0,0,55,70,25,60,155,0.3548387096774194
13175950300,40,15,4,59,45,70,35,150,0.3933333333333333
13175950400,300,20,0,320,470,150,160,780,0.41025641025641024
13175950500,90,30,0,120,115,50,135,300,0.4
13175950600,20,4,0,24,20,20,25,65,0.36923076923076925
13175950700,85,4,0,89,85,15,55,155,0.5741935483870968
13175950800,125,0,0,125,175,50,145,370,0.33783783783783783
13175950900,155,10,0,165,365,300,155,820,0.20121951219512196
13175951001,0,0,0,0,60,45,50,155,0
13175951002,110,40,0,150,155,100,180,435,0.3448275862068966
13175951100,125,15,0,140,130,65,80,275,0.509090909090909
13175951400,25,4,10,39,45,25,35,105,0.37142857142857144
13177020101,50,0,10,60,50,10,10,70,0.8571428571428571
13177020102,20,0,0,20,20,0,45,65,0.3076923076923077
13177020200,4,0,35,39,15,40,60,115,0.3391304347826087
13177020301,35,4,0,39,40,40,75,155,0.25161290322580643
13177020302,25,0,0,25,90,25,70,185,0.13513513513513514
13177020403,4,20,0,24,4,20,25,49,0.4897959183673469
13177020404,0,145,0,145,35,160,85,280,0.5178571428571429
13177020405,95,50,0,145,95,50,40,185,0.7837837837837838
13179010101,70,90,55,215,280,100,535,915,0.23497267759562843
13179010102,15,0,10,25,15,25,40,80,0.3125
13179010103,4,40,35,79,4,60,155,219,0.3607305936073059
13179010202,15,150,30,195,100,170,275,545,0.3577981651376147
13179010204,215,10,20,245,245,50,120,415,0.5903614457831325
13179010205,30,120,30,180,60,155,280,495,0.36363636363636365
13179010206,35,140,70,245,90,295,300,685,0.35766423357664234
13179010207,125,180,30,335,150,210,305,665,0.5037593984962406
13179010208,105,0,80,185,105,80,235,420,0.44047619047619047
13179010301,45,0,75,120,55,0,105,160,0.75
13179010302,355,0,35,390,370,85,290,745,0.5234899328859061
13179010401,4,20,50,74,25,70,150,245,0.3020408163265306
13179010402,145,95,0,240,145,95,100,340,0.7058823529411765
13179010501,40,20,0,60,45,25,125,195,0.3076923076923077
13179010503,25,10,15,50,45,20,25,90,0.5555555555555556
13179010504,0,4,10,14,10,25,65,100,0.14
13179010600,35,10,0,45,45,15,125,185,0.24324324324324326
13179990000,0,0,0,0,0,0,0,0,-
13181970100,95,40,0,135,170,145,95,410,0.32926829268292684
13181970200,60,0,0,60,120,65,95,280,0.21428571428571427
13183970101,60,0,20,80,60,125,130,315,0.25396825396825395
13183970102,45,10,0,55,45,60,385,490,0.11224489795918367
13183970201,115,10,4,129,185,30,40,255,0.5058823529411764
13183970202,0,35,0,35,110,185,40,335,0.1044776119402985
13183980000,0,0,0,0,0,0,0,0,-
13185010101,205,20,10,235,245,25,180,450,0.5222222222222223
13185010102,80,55,0,135,145,75,140,360,0.375
13185010103,0,0,0,0,15,0,135,150,0
13185010201,20,0,0,20,35,10,60,105,0.19047619047619047
13185010203,70,0,0,70,95,4,80,179,0.39106145251396646
13185010204,0,0,0,0,0,0,75,75,0
13185010301,70,15,15,100,175,15,110,300,0.3333333333333333
13185010302,0,20,0,20,0,40,0,40,0.5
13185010401,35,15,10,60,65,45,95,205,0.2926829268292683
13185010403,70,0,20,90,165,15,115,295,0.3050847457627119
13185010404,115,100,45,260,245,305,395,945,0.2751322751322751
13185010500,305,100,20,425,485,205,195,885,0.480225988700565
13185010601,210,105,0,315,370,515,515,1400,0.225
13185010604,20,65,0,85,20,160,4,184,0.46195652173913043
13185010700,20,50,0,70,25,80,55,160,0.4375
13185010801,170,65,10,245,310,195,205,710,0.34507042253521125
13185010802,180,10,0,190,255,60,40,355,0.5352112676056338
13185010900,130,20,15,165,150,70,180,400,0.4125
13185011000,85,20,10,115,245,75,165,485,0.23711340206185566
13185011100,70,30,20,120,180,205,80,465,0.25806451612903225
13185011200,320,45,0,365,320,115,290,725,0.503448275862069
13185011301,450,230,4,684,725,400,260,1385,0.49386281588447656
13185011302,100,60,60,220,390,95,95,580,0.3793103448275862
13185011401,35,4,0,39,50,4,35,89,0.43820224719101125
13185011402,60,0,0,60,70,70,75,215,0.27906976744186046
13185011404,160,4,0,164,175,25,45,245,0.6693877551020408
13185011405,45,15,0,60,250,160,185,595,0.10084033613445378
13185011500,20,4,0,24,65,25,50,140,0.17142857142857143
13185011600,125,0,20,145,170,70,130,370,0.3918918918918919
13187960103,0,0,0,0,20,95,15,130,0
13187960104,0,0,0,0,0,135,20,155,0
13187960105,25,35,80,140,25,50,135,210,0.6666666666666666
13187960106,90,0,0,90,90,0,70,160,0.5625
13187960203,45,35,0,80,100,35,75,210,0.38095238095238093
13187960204,285,115,40,440,360,205,160,725,0.6068965517241379
13187960205,55,45,0,100,145,90,95,330,0.30303030303030304
13187960206,45,15,0,60,95,15,110,220,0.2727272727272727
13189950100,0,0,0,0,0,15,50,65,0
13189950200,65,70,0,135,420,165,70,655,0.20610687022900764
13189950300,85,0,0,85,120,110,80,310,0.27419354838709675
13189950401,0,20,15,35,0,20,75,95,0.3684210526315789
13189950402,80,35,0,115,80,200,110,390,0.2948717948717949
13189950500,35,4,15,54,130,45,45,220,0.24545454545454545
13191110101,0,0,0,0,0,0,10,10,0
13191110102,15,0,0,15,50,0,45,95,0.15789473684210525
13191110103,0,0,30,30,0,0,35,35,0.8571428571428571
13191110201,4,0,0,4,130,0,55,185,0.021621621621621623
13191110202,15,0,0,15,70,0,110,180,0.08333333333333333
13191110300,10,25,0,35,10,205,55,270,0.12962962962962962
13191980000,0,0,0,0,0,0,0,0,-
13191990000,0,0,0,0,0,0,0,0,-
13193000100,40,45,15,100,170,70,40,280,0.35714285714285715
13193000200,25,4,0,29,95,25,20,140,0.20714285714285716
13193000300,145,15,0,160,255,45,105,405,0.3950617283950617
13193000400,100,35,0,135,115,185,90,390,0.34615384615384615
13195020100,205,0,0,205,265,160,50,475,0.43157894736842106
13195020200,60,10,0,70,65,25,55,145,0.4827586206896552
13195020300,25,0,4,29,140,320,50,510,0.056862745098039215
13195020400,55,20,0,75,90,25,30,145,0.5172413793103449
13195020501,20,0,0,20,20,60,0,80,0.25
13195020502,90,45,35,170,90,275,180,545,0.3119266055045872
13195020600,25,0,0,25,30,45,35,110,0.22727272727272727
13197920100,50,0,0,50,90,20,10,120,0.4166666666666667
13197920200,40,15,0,55,195,175,70,440,0.125
13199970501,25,0,0,25,205,200,80,485,0.05154639175257732
13199970502,15,4,10,29,50,20,145,215,0.13488372093023257
13199970600,55,45,10,110,185,115,105,405,0.2716049382716049
13199970701,25,10,0,35,105,85,25,215,0.16279069767441862
13199970702,55,4,0,59,55,55,135,245,0.24081632653061225
13199970801,115,30,0,145,150,110,35,295,0.4915254237288136
13199970802,10,0,0,10,60,30,95,185,0.05405405405405406
13201950100,10,20,0,30,95,25,4,124,0.24193548387096775
13201950200,35,4,0,39,110,85,25,220,0.17727272727272728
13201950300,75,20,0,95,75,35,10,120,0.7916666666666666
13205090100,45,10,0,55,45,35,85,165,0.3333333333333333
13205090200,55,20,10,85,75,165,95,335,0.2537313432835821
13205090300,140,50,4,194,165,190,40,395,0.4911392405063291
13205090401,0,0,0,0,0,4,4,8,0
13205090402,265,0,0,265,280,45,15,340,0.7794117647058824
13205090501,95,30,60,185,160,190,150,500,0.37
13205090502,0,0,50,50,40,20,110,170,0.29411764705882354
13207050101,45,15,0,60,65,65,0,130,0.46153846153846156
13207050102,260,0,0,260,330,65,10,405,0.6419753086419753
13207050200,95,20,30,145,285,175,225,685,0.2116788321167883
13207050301,4,10,0,14,15,15,10,40,0.35
13207050302,0,0,0,0,0,85,85,170,0
13209950100,20,4,0,24,25,15,4,44,0.5454545454545454
13209950200,70,30,20,120,155,120,180,455,0.26373626373626374
13209950300,15,4,0,19,35,30,10,75,0.25333333333333335
13211010100,30,0,0,30,50,4,4,58,0.5172413793103449
13211010200,15,4,0,19,90,70,95,255,0.07450980392156863
13211010301,70,4,0,74,70,15,170,255,0.2901960784313726
13211010302,20,0,0,20,20,175,30,225,0.08888888888888889
13211010400,30,0,0,30,35,4,10,49,0.6122448979591837
13211010500,25,0,0,25,50,25,4,79,0.31645569620253167
13213010100,15,0,0,15,30,0,115,145,0.10344827586206896
13213010201,40,4,0,44,40,4,45,89,0.4943820224719101
13213010203,35,10,0,45,35,10,0,45,1
13213010204,10,35,45,90,10,45,140,195,0.46153846153846156
13213010300,105,15,30,150,135,65,85,285,0.5263157894736842
13213010401,80,60,10,150,125,100,155,380,0.39473684210526316
13213010402,20,0,0,20,75,80,40,195,0.10256410256410256
13213010500,10,15,0,25,30,55,80,165,0.15151515151515152
13213010600,4,20,0,24,50,250,55,355,0.0676056338028169
13213010700,30,130,0,160,30,255,370,655,0.24427480916030533
13215000200,10,0,4,14,40,10,75,125,0.112
13215000300,110,20,4,134,120,70,60,250,0.536
13215000400,50,30,40,120,50,55,120,225,0.5333333333333333
13215000800,145,70,0,215,170,90,165,425,0.5058823529411764
13215000900,85,0,10,95,105,100,215,420,0.2261904761904762
13215001000,85,20,0,105,90,25,150,265,0.39622641509433965
13215001100,0,60,0,60,0,60,0,60,1
13215001200,190,120,20,330,230,145,275,650,0.5076923076923077
13215001400,120,65,35,220,235,155,80,470,0.46808510638297873
13215001600,280,130,0,410,575,255,120,950,0.43157894736842106
13215001800,205,25,0,230,240,75,50,365,0.6301369863013698
13215002000,135,15,60,210,220,75,145,440,0.4772727272727273
13215002100,150,45,0,195,160,65,115,340,0.5735294117647058
13215002200,215,15,30,260,225,45,245,515,0.5048543689320388
13215002300,115,20,10,145,115,135,105,355,0.4084507042253521
13215002400,85,0,0,85,175,125,100,400,0.2125
13215002500,90,20,0,110,170,50,40,260,0.4230769230769231
13215002700,130,10,30,170,245,90,160,495,0.3434343434343434
13215002800,150,0,0,150,230,75,85,390,0.38461538461538464
13215002901,130,135,0,265,135,225,70,430,0.6162790697674418
13215002902,125,35,15,175,230,145,145,520,0.33653846153846156
13215003000,280,90,35,405,370,245,135,750,0.54
13215003200,200,90,0,290,265,180,200,645,0.4496124031007752
13215003301,30,10,0,40,30,50,20,100,0.4
13215003302,160,4,0,164,180,35,100,315,0.5206349206349207
13215003400,145,50,15,210,190,135,115,440,0.4772727272727273
13215010106,65,60,0,125,105,110,270,485,0.25773195876288657
13215010108,105,185,0,290,110,250,275,635,0.4566929133858268
13215010109,55,0,65,120,100,45,65,210,0.5714285714285714
13215010110,0,0,0,0,0,0,10,10,0
13215010111,0,0,0,0,15,0,20,35,0
13215010204,115,30,30,175,115,30,200,345,0.5072463768115942
13215010205,40,15,45,100,50,30,170,250,0.4
13215010206,70,0,0,70,85,0,25,110,0.6363636363636364
13215010207,15,15,0,30,15,15,0,30,1
13215010208,95,120,30,245,95,220,205,520,0.47115384615384615
13215010209,0,0,25,25,45,0,95,140,0.17857142857142858
13215010301,0,0,10,10,0,10,10,20,0.5
13215010303,15,15,25,55,15,75,50,140,0.39285714285714285
13215010304,15,0,60,75,15,40,100,155,0.4838709677419355
13215010401,80,0,20,100,80,20,215,315,0.31746031746031744
13215010402,40,115,0,155,240,145,240,625,0.248
13215010501,160,80,10,250,300,175,145,620,0.4032258064516129
13215010502,75,40,30,145,115,50,185,350,0.4142857142857143
13215010602,155,70,85,310,155,120,155,430,0.7209302325581395
13215010605,20,30,10,60,65,160,80,305,0.19672131147540983
13215010606,0,4,0,4,0,4,0,4,1
13215010607,145,80,4,229,150,140,230,520,0.4403846153846154
13215010608,155,0,0,155,165,75,35,275,0.5636363636363636
13215010701,65,100,25,190,120,195,110,425,0.4470588235294118
13215010702,50,65,30,145,50,100,130,280,0.5178571428571429
13215010704,50,15,0,65,70,155,115,340,0.19117647058823528
13215010705,30,40,10,80,30,95,75,200,0.4
13215010801,10,25,20,55,115,25,60,200,0.275
13215010802,55,50,75,180,80,50,260,390,0.46153846153846156
13215011100,180,55,15,250,195,120,85,400,0.625
13215011200,75,70,10,155,165,80,155,400,0.3875
13215011400,110,35,4,149,120,70,95,285,0.5228070175438596
13215011500,325,75,40,440,340,105,255,700,0.6285714285714286
13217100101,10,4,0,14,40,35,30,105,0.13333333333333333
13217100102,15,0,0,15,45,40,90,175,0.08571428571428572
13217100202,4,15,0,19,4,40,4,48,0.3958333333333333
13217100203,95,0,0,95,105,20,85,210,0.4523809523809524
13217100204,45,4,0,49,45,25,15,85,0.5764705882352941
13217100301,305,40,0,345,385,55,155,595,0.5798319327731093
13217100302,85,15,30,130,85,220,40,345,0.37681159420289856
13217100400,50,50,30,130,110,75,130,315,0.4126984126984127
13217100503,110,0,0,110,110,320,0,430,0.2558139534883721
13217100504,270,165,0,435,310,410,275,995,0.4371859296482412
13217100505,25,0,70,95,25,0,70,95,1
13217100506,125,20,0,145,125,240,155,520,0.27884615384615385
13217100507,0,0,0,0,0,100,45,145,0
13217100600,385,60,4,449,420,225,85,730,0.6150684931506849
13217100701,510,100,20,630,560,265,110,935,0.6737967914438503
13217100702,95,20,80,195,195,75,260,530,0.36792452830188677
13217100801,10,50,0,60,105,160,220,485,0.12371134020618557
13217100802,75,75,0,150,185,110,85,380,0.39473684210526316
13217100902,205,0,0,205,210,40,60,310,0.6612903225806451
13217100903,175,90,25,290,175,180,75,430,0.6744186046511628
13217100904,75,0,0,75,145,20,25,190,0.39473684210526316
13217100905,75,0,0,75,110,20,140,270,0.2777777777777778
13219030101,0,0,0,0,0,0,65,65,0
13219030102,0,0,0,0,0,50,0,50,0
13219030103,0,0,4,4,10,55,120,185,0.021621621621621623
13219030104,20,0,0,20,20,0,130,150,0.13333333333333333
13219030201,20,25,0,45,20,40,20,80,0.5625
13219030202,30,25,20,75,30,120,135,285,0.2631578947368421
13219030300,35,0,25,60,65,4,100,169,0.35502958579881655
13219030401,0,0,0,0,0,0,0,0,-
13219030402,30,10,0,40,30,15,175,220,0.18181818181818182
13219030500,15,0,0,15,45,0,0,45,0.3333333333333333
13219030600,0,0,0,0,4,15,35,54,0
13221960100,4,0,0,4,40,0,40,80,0.05
13221960203,125,20,0,145,225,90,10,325,0.4461538461538462
13221960204,50,0,0,50,50,15,20,85,0.5882352941176471
13221960205,10,4,0,14,45,35,40,120,0.11666666666666667
13221960206,40,25,4,69,75,135,40,250,0.276
13221960300,4,0,0,4,4,4,35,43,0.09302325581395349
13223120104,15,0,0,15,20,30,20,70,0.21428571428571427
13223120105,0,20,0,20,0,20,85,105,0.19047619047619047
13223120106,0,0,0,0,0,0,55,55,0
13223120107,0,35,0,35,0,120,340,460,0.07608695652173914
13223120108,30,0,0,30,50,40,250,340,0.08823529411764706
13223120109,25,0,0,25,25,4,35,64,0.390625
13223120110,0,0,0,0,0,40,35,75,0
13223120111,20,0,0,20,20,15,160,195,0.10256410256410256
13223120203,45,10,0,55,45,55,40,140,0.39285714285714285
13223120205,0,15,0,15,40,45,10,95,0.15789473684210525
13223120206,0,55,70,125,0,75,185,260,0.4807692307692308
13223120207,25,0,0,25,25,45,0,70,0.35714285714285715
13223120208,100,75,4,179,165,95,140,400,0.4475
13223120301,140,15,0,155,265,145,70,480,0.3229166666666667
13223120303,0,0,0,0,10,0,35,45,0
13223120304,0,0,0,0,0,0,0,0,-
13223120305,115,115,0,230,175,255,210,640,0.359375
13223120306,20,225,0,245,20,240,100,360,0.6805555555555556
13223120307,0,60,0,60,55,155,200,410,0.14634146341463414
13223120401,10,40,0,50,25,40,415,480,0.10416666666666667
13223120402,0,0,0,0,0,0,30,30,0
13223120403,255,0,0,255,255,75,265,595,0.42857142857142855
13223120503,40,0,0,40,40,40,55,135,0.2962962962962963
13223120504,0,0,0,0,0,0,40,40,0
13223120505,25,0,0,25,25,60,130,215,0.11627906976744186
13223120506,0,0,0,0,0,25,45,70,0
13223120507,95,0,60,155,95,25,150,270,0.5740740740740741
13223120601,55,0,0,55,55,100,130,285,0.19298245614035087
13223120603,20,20,0,40,30,120,180,330,0.12121212121212122
13223120604,0,0,0,0,0,4,25,29,0
13223120605,50,25,0,75,50,30,55,135,0.5555555555555556
13223120606,45,0,0,45,45,0,55,100,0.45
13223120607,0,0,0,0,0,35,95,130,0
13225040101,15,4,0,19,15,4,15,34,0.5588235294117647
13225040103,85,4,10,99,90,35,200,325,0.3046153846153846
13225040104,0,0,0,0,60,110,260,430,0
13225040105,0,0,0,0,0,0,195,195,0
13225040200,125,60,0,185,190,110,100,400,0.4625
13225040301,15,10,0,25,50,120,10,180,0.1388888888888889
13225040302,70,15,0,85,175,140,170,485,0.17525773195876287
13225040400,100,30,15,145,230,120,340,690,0.21014492753623187
13227050101,0,0,0,0,0,0,20,20,0
13227050102,30,0,0,30,30,0,0,30,1
13227050201,325,20,0,345,325,120,40,485,0.711340206185567
13227050202,15,0,0,15,55,195,15,265,0.05660377358490566
13227050300,65,0,10,75,105,65,80,250,0.3
13227050400,70,25,15,110,115,95,20,230,0.4782608695652174
13227050500,85,0,10,95,125,50,180,355,0.2676056338028169
13227050601,30,4,0,34,65,40,40,145,0.23448275862068965
13227050602,0,25,0,25,0,25,0,25,1
13229960100,40,10,0,50,55,60,30,145,0.3448275862068966
13229960200,0,0,0,0,4,30,0,34,0
13229960301,50,15,0,65,60,65,120,245,0.2653061224489796
13229960302,30,0,0,30,30,65,10,105,0.2857142857142857
13229960401,20,0,0,20,35,150,55,240,0.08333333333333333
13229960402,0,0,0,0,35,40,105,180,0
13231010101,35,10,0,45,75,15,15,105,0.42857142857142855
13231010102,15,15,0,30,75,35,50,160,0.1875
13231010200,30,0,0,30,50,50,15,115,0.2608695652173913
13231010300,25,15,0,40,30,70,50,150,0.26666666666666666
13231010400,10,20,4,34,20,75,40,135,0.2518518518518518
13233010100,40,45,55,140,50,115,320,485,0.28865979381443296
13233010201,145,25,0,170,185,70,85,340,0.5
13233010202,0,0,0,0,20,0,45,65,0
13233010300,85,65,0,150,110,140,65,315,0.47619047619047616
13233010400,55,140,0,195,135,350,185,670,0.291044776119403
13233010500,165,135,15,315,250,230,235,715,0.4405594405594406
13233010600,135,10,0,145,190,25,15,230,0.6304347826086957
13233010700,240,65,0,305,350,215,90,655,0.46564885496183206
13235950100,10,4,0,14,10,4,4,18,0.7777777777777778
13235950201,275,170,0,445,295,340,60,695,0.6402877697841727
13235950202,30,0,0,30,40,40,60,140,0.21428571428571427
