cbsa,statefp,cnty,stcnty,tract,splittr,qct_id,fips
15260,13,127,13127,0007.02,0,1.3127E+11,13127000702
15260,13,127,13127,0009.00,0,1.3127E+11,13127000900
15260,13,127,13127,0005.01,0,1.3127E+11,13127000501
15260,13,025,13025,9602.01,0,1.3026E+11,13025960201
16860,13,295,13295,0202.00,0,1.3295E+11,13295020200
16860,13,295,13295,0207.02,0,1.3295E+11,13295020702
17980,13,215,13215,0016.00,0,1.3215E+11,13215001600
17980,13,215,13215,0014.00,0,1.3215E+11,13215001400
17980,13,215,13215,0033.01,0,1.3215E+11,13215003301
17980,13,215,13215,0032.00,0,1.3215E+11,13215003200
17980,13,215,13215,0034.00,0,1.3215E+11,13215003400
17980,13,215,13215,0029.02,0,1.3215E+11,13215002902
17980,13,215,13215,0033.02,0,1.3215E+11,13215003302
17980,13,215,13215,0027.00,0,1.3215E+11,13215002700
17980,13,215,13215,0028.00,0,1.3215E+11,13215002800
17980,13,215,13215,0115.00,0,1.3215E+11,13215011500
17980,13,215,13215,0020.00,0,1.3215E+11,13215002000
17980,13,215,13215,0022.00,0,1.3215E+11,13215002200
17980,13,215,13215,0023.00,0,1.3215E+11,13215002300
17980,13,215,13215,0025.00,0,1.3215E+11,13215002500
17980,13,215,13215,0024.00,0,1.3215E+11,13215002400
17980,13,215,13215,0030.00,0,1.3215E+11,13215003000
17980,13,215,13215,0114.00,0,1.3215E+11,13215011400
17980,13,215,13215,0003.00,0,1.3215E+11,13215000300
17980,13,259,13259,9504,0,1.326E+11,13259950400
17980,13,053,13053,0201.00,0,1.3053E+11,13053020100
17980,13,215,13215,0029.01,0,1.3215E+11,13215002901
17980,13,215,13215,0018.00,0,1.3215E+11,13215001800
19140,13,313,13313,0005.02,0,1.3313E+11,13313000502
19140,13,313,13313,0004.01,0,1.3313E+11,13313000401
19140,13,313,13313,0003.01,0,1.3313E+11,13313000301
19140,13,213,13213,0106.00,0,1.3213E+11,13213010600
23580,13,139,13139,0010.08,0,1.3139E+11,13139001008
23580,13,139,13139,0010.07,0,1.3139E+11,13139001007
23580,13,139,13139,0011.01,0,1.3139E+11,13139001101
23580,13,139,13139,0008.00,0,1.3139E+11,13139000800
23580,13,139,13139,0012.02,0,1.3139E+11,13139001202
23580,13,139,13139,0007.03,0,1.3139E+11,13139000703
25980,13,179,13179,0102.04,0,1.3179E+11,13179010204
31420,13,021,13021,0105.00,0,1.3021E+11,13021010500
31420,13,021,13021,0111.00,0,1.3021E+11,13021011100
31420,13,021,13021,0101.00,0,1.3021E+11,13021010100
31420,13,021,13021,0128.00,0,1.3021E+11,13021012800
31420,13,021,13021,0138.00,0,1.3021E+11,13021013800
31420,13,021,13021,0127.00,0,1.3021E+11,13021012700
31420,13,021,13021,0124.00,0,1.3021E+11,13021012400
31420,13,021,13021,0140.00,0,1.3021E+11,13021014000
