cbsa,statefp,cnty,stcnty,tract,splittr,qct_id,fips
31420,13,021,13021,0132.02,0,1.3021E+11,13021013202
31420,13,021,13021,0129.00,0,1.3021E+11,13021012900
31420,13,021,13021,0131.01,0,1.3021E+11,13021013101
31420,13,021,13021,0104.00,0,1.3021E+11,13021010400
31420,13,021,13021,0110.01,0,1.3021E+11,13021011001
31420,13,021,13021,0108.00,0,1.3021E+11,13021010800
31420,13,021,13021,0132.01,0,1.3021E+11,13021013201
31420,13,021,13021,0115.00,0,1.3021E+11,13021011500
31420,13,021,13021,0137.02,0,1.3021E+11,13021013702
40660,13,115,13115,0016.00,0,1.3115E+11,13115001600
40660,13,115,13115,0005.00,0,1.3115E+11,13115000500
40660,13,115,13115,0011.00,0,1.3115E+11,13115001100
40660,13,115,13115,0006.00,0,1.3115E+11,13115000600
40660,13,115,13115,0013.01,0,1.3115E+11,13115001301
42340,13,051,13051,0012.00,0,1.3051E+11,13051001200
42340,13,051,13051,0035.01,0,1.3051E+11,13051003501
42340,13,051,13051,0044.00,0,1.3051E+11,13051004400
42340,13,051,13051,0006.01,0,1.3051E+11,13051000601
42340,13,051,13051,0114.00,0,1.3051E+11,13051011400
42340,13,051,13051,0028.00,0,1.3051E+11,13051002800
42340,13,051,13051,0109.01,0,1.3051E+11,13051010901
42340,13,051,13051,0023.00,0,1.3051E+11,13051002300
42340,13,051,13051,0036.01,0,1.3051E+11,13051003601
42340,13,051,13051,0036.02,0,1.3051E+11,13051003602
42340,13,051,13051,0113.00,0,1.3051E+11,13051011300
42340,13,051,13051,0117.00,0,1.3051E+11,13051011700
42340,13,051,13051,0105.04,0,1.3051E+11,13051010504
42340,13,051,13051,0105.03,0,1.3051E+11,13051010503
42340,13,051,13051,0045.00,0,1.3051E+11,13051004500
42340,13,051,13051,0035.02,0,1.3051E+11,13051003502
42340,13,051,13051,0011.00,0,1.3051E+11,13051001100
42340,13,051,13051,0119.00,0,1.3051E+11,13051011900
42340,13,051,13051,0101.02,0,1.3051E+11,13051010102
42340,13,051,13051,0033.01,0,1.3051E+11,13051003301
42340,13,051,13051,0105.02,0,1.3051E+11,13051010502
42340,13,051,13051,0116.00,0,1.3051E+11,13051011600
42340,13,051,13051,0020.00,0,1.3051E+11,13051002000
46660,13,185,13185,0113.01,0,1.3185E+11,13185011301
46660,13,185,13185,0108.02,0,1.3185E+11,13185010802
46660,13,185,13185,0110.00,0,1.3185E+11,13185011000
46660,13,185,13185,0113.02,0,1.3185E+11,13185011302
46660,13,185,13185,0109.00,0,1.3185E+11,13185010900
46660,13,185,13185,0105.00,0,1.3185E+11,13185010500
46660,13,185,13185,0114.02,0,1.3185E+11,13185011402
46660,13,185,13185,0108.01,0,1.3185E+11,13185010801
46660,13,173,13173,9502.01,0,1.3174E+11,13173950201
46660,13,173,13173,9501,0,1.3174E+11,13173950100
47580,13,153,13153,0204.00,0,1.3153E+11,13153020400
47580,13,153,13153,0203.02,0,1.3153E+11,13153020302
47580,13,225,13225,0403.02,0,1.3225E+11,13225040302
47580,13,153,13153,0207.00,0,1.3153E+11,13153020700
47580,13,225,13225,0404.00,0,1.3225E+11,13225040400
47580,13,153,13153,0202.00,0,1.3153E+11,13153020200
47580,13,225,13225,0402.00,0,1.3225E+11,13225040200
