data_source,site_name,site_address,site_city,site_county,site_latitude,site_longitude,undesirable_activity
google_places,C's Paint & Body,"1718 Hamilton Road, LaGrange",,,33.0078703,-85.01804109999999,auto_repair_station
google_places,"Moon's Mobile Mechanic Services and Roadside Assistance, LLC","1712 Hamilton Road, LaGrange",,,33.0083994,-85.0183314,auto_repair_station
google_places,Lagrange Automotive & Imports,"108 Old S Davis Road, LaGrange",,,33.0068571,-85.02885739999999,auto_repair_station
google_places,Ok Automotive,"1610 Hamilton Road, LaGrange",,,33.0134793,-85.020679,auto_repair_station
google_places,Best Deal Automotive,"222 Lukken Industrial Drive East, LaGrange",,,33.0133179,-85.02174219999999,auto_repair_station
google_places,Xay's Mobile Mechanic,"19 Old Chipley Road, Pine Mountain",,,32.9241505,-84.9052083,auto_repair_station
google_places,Troup County Soccer Complex,"299 Fort Drive, LaGrange",,,33.0090987,-85.0364602,excessive_light
google_places,All In Motor Sports & Automotive Repair,"113 Main Street, Pine Mountain",,,32.8674091,-84.85649169999999,auto_repair_station
google_places,Bumper to Bumper,"31822 U.S. 27, Pine Mountain",,,32.8669587,-84.8560249,auto_repair_station
google_places,Castleberry's Collision,"113 Cherokee Street, Pine Mountain",,,32.866921,-84.856388,auto_repair_station
google_places,L and A Tires,"10783 Chipley Highway, Pine Mountain",,,32.8815578,-84.8428459,auto_repair_station
google_places,Cook Auto Supply,"217 Main Street, Pine Mountain",,,32.866922,-84.856011,auto_repair_station
google_places,Chipley Auto Care (formally Pine Mt Auto Care),"202 State Street W, Pine Mountain",,,32.86112319999999,-84.85357599999999,auto_repair_station
google_places,Roosevelt Memorial Airport - 5A9,Woodbury,,,32.93646319999999,-84.6967519,excessive_noise
google_places,Thompson Financial Services,"1125 Warm Springs Highway, Manchester",,,32.8692615,-84.62997990000001,auto_repair_station
google_places,Middle Georgia Fleet Services,"425 Dromedary Street, Woodbury",,,32.9781033,-84.579745,auto_repair_station
google_places,Parts City Auto Parts - Quality Auto Parts,"11033 Millarden Road, Woodbury",,,32.9852834,-84.5746759,auto_repair_station
google_places,Chevron,"12341 Whitehouse Parkway, Woodbury",,,32.9823559,-84.5962394,auto_repair_station
google_places,Burgers Tire Center,"1106 Warm Springs Highway, Manchester",,,32.8670617,-84.63062699999999,auto_repair_station
google_places,Johnson's Automotive Inc.,"55 East Main Street, Manchester",,,32.8512991,-84.6114027,auto_repair_station
google_places,Jones Body Shop,"2168 Judson Bulloch Road, Manchester",,,32.8878693,-84.6515225,auto_repair_station
google_places,Bulloch’s Small Engines,"144 Melvin Harris Road, Manchester",,,32.9034302,-84.6296436,auto_repair_station
google_places,Z-Bad mobile service,"85waddell lane, Woodbury",,,32.95206340000001,-84.6385296,auto_repair_station
google_places,Woodbury Food Mart,"18608 Main Street, Woodbury",,,32.984091,-84.5742355,auto_repair_station
google_places,Dependable Auto Repair,"37 Date Lane, Woodbury",,,32.9800246,-84.5806193,auto_repair_station
google_places,Johnny's Auto & Body Repair,"7434 Whitehouse Parkway, Warm Springs",,,32.91685169999999,-84.66266139999999,auto_repair_station
google_places,KZ small engine repair,"18416 Main Street, Woodbury",,,32.9838374,-84.57746619999999,auto_repair_station
google_places,Down South Automotive,"Dogwood Lane, Woodbury",,,32.9851217,-84.5805606,auto_repair_station
google_places,"Custom Truck & Body Works, Inc.","13787 Whitehouse Parkway, Woodbury",,,32.9926033,-84.57633969999999,auto_repair_station
google_places,Bumper To Bumper,"57 East Main Street, Manchester",,,32.8510657,-84.6111201,auto_repair_station
google_places,Classic Pro Lube,"1106 Warm Springs Highway, Manchester",,,32.8676586,-84.63007209999999,auto_repair_station
google_places,Straight Lines paint and performance,"300 Delano Drive, Manchester",,,32.862718,-84.5975881,auto_repair_station
google_places,Discount Tire and Auto Repair,"236 Second Street, Manchester",,,32.8526626,-84.61655549999999,auto_repair_station
google_places,Advance Auto Parts,"404 North 5th Avenue, Manchester",,,32.8588973,-84.6201821,auto_repair_station
google_places,Magic City Collision,"120 Elm Street, Manchester",,,32.85255569999999,-84.5995452,auto_repair_station
google_places,King's Masterbend Muffler Shop,"206 West Main Street, Manchester",,,32.8528209,-84.6150778,auto_repair_station
google_places,stephens auto repair,"55 East Main Street, Manchester",,,32.8512991,-84.6114027,auto_repair_station
google_places,Crump's Auto Repair Service LLC,"70 East Main Street, Manchester",,,32.8507463,-84.61144759999999,auto_repair_station
google_places,Ricky's Auto Repair,"1103 Nebula Road, Manchester",,,32.8517606,-84.63759990000001,auto_repair_station
google_places,E H Hudson Airstrip,Manchester,,,32.916241,-84.6349259,excessive_noise
google_places,Crest Auto Machine Shop and Hydraulic Hoses,"30 Mallory Road, Thomaston",,,32.9623087,-84.4666103,auto_repair_station
google_places,Walmart Auto Care Centers,"855 North Church Street, Thomaston",,,32.91260649999999,-84.3339912,auto_repair_station
google_places,Mark's Automotive,"1530 U.S. 19, Thomaston",,,32.9360208,-84.3335297,auto_repair_station
google_places,Steve Hannahs Body Shop,"836 Hickman Fork Road, Thomaston",,,32.9046994,-84.4466758,auto_repair_station
google_places,Southern Ford of Thomaston Parts,"1011 U.S. 19, Thomaston",,,32.9194135,-84.3350596,auto_repair_station
google_places,JMF Towing and Recovery,"1409 East County Road, Thomaston",,,32.9228606,-84.3223211,auto_repair_station
google_places,Tire & Auto Master,"609 North Church Street, Thomaston",,,32.89828859999999,-84.3289367,auto_repair_station
google_places,5 Star Tire & Auto,"2122 U.S. 19, Thomaston",,,32.9520625,-84.3374518,auto_repair_station
google_places,Advance Auto Parts,"712 North Church Street, Thomaston",,,32.9040036,-84.32908789999999,auto_repair_station
google_places,O'Reilly Auto Parts,"1015 U.S. 19, Thomaston",,,32.92101299999999,-84.33452539999999,auto_repair_station
google_places,Joe Smith Automotive,"47 Skelton Road, Thomaston",,,32.93173050000001,-84.41627729999999,auto_repair_station
google_places,J & L Paint & Body Shop,"1067 North Old Alabama Road, Thomaston",,,32.9262483,-84.381847,auto_repair_station
google_places,"Railey's Rebuilding Service, Inc.","286 Shaw Road, Thomaston",,,32.9203532,-84.4278728,auto_repair_station
google_places,Sunoco,"424 Jeff Davis Road, Thomaston",,,32.9350642,-84.347428,auto_repair_station
google_places,Kenny's Collision Repair Inc,"341 Atwater Road, Thomaston",,,32.9509167,-84.3491056,auto_repair_station
google_places,Body Shop Office,"Atwater Road, Thomaston",,,32.9509553,-84.3490315,auto_repair_station
google_places,Strom's Mobile Auto,"Hannahs Mill Road, Thomaston",,,32.9064005,-84.3440481,auto_repair_station
google_places,The Shop Georgia,"123 Echols Circle, Thomaston",,,32.9428118,-84.3377988,auto_repair_station
google_places,Modern diesel llc,"115 Sanders Street, Thomaston",,,32.93892539999999,-84.3366621,auto_repair_station
google_places,Crystal Clear Auto Glass,"1311 U.S. 19, Thomaston",,,32.9298517,-84.3343687,auto_repair_station
google_places,G's Car Stereo,"1078 U.S. 19 Suite C, Thomaston",,,32.9247673,-84.333292,auto_repair_station
google_places,Northside Mufflers & Brakes,"1628 U.S. 19, Thomaston",,,32.9412,-84.3335908,auto_repair_station
google_places,R & R RV Sales & Services,"1628 U.S. 19, Thomaston",,,32.9412,-84.3335908,auto_repair_station
google_places,"AA Tires, LLC","1623 U.S. 19, Thomaston",,,32.943511,-84.3341935,auto_repair_station
google_places,Gary's Auto Services,"520 North Center Street, Thomaston",,,32.8955021,-84.3259424,auto_repair_station
google_places,Upson Automotive,"609 North Church Street suite c, Thomaston",,,32.89828859999999,-84.3289367,auto_repair_station
google_places,Davis Precision Auto Glass LLC,"511 Nelson Drive, Thomaston",,,32.8788838,-84.3470506,auto_repair_station
google_places,Dickey' s Auto,"Adams Street, Thomaston",,,32.8994171,-84.3278402,auto_repair_station
google_places,Holloway's Tire & Auto Service,"405 North Center Street, Thomaston",,,32.8933143,-84.32668300000002,auto_repair_station
google_places,Hand's Mobile Mechanic,"102 B Street Northeast, Thomaston",,,32.9063708,-84.32180629999999,auto_repair_station
google_places,Thomason Best Auto Detailing,"502 North Church Street, Thomaston",,,32.8953203,-84.3261489,auto_repair_station
google_places,Ivey's Auto Clinic,"705 North Bethel Street B, Thomaston",,,32.89811940000001,-84.32401639999999,auto_repair_station
google_places,Tire Mart,"402 North Church Street, Thomaston",,,32.8930515,-84.3269941,auto_repair_station
google_places,Speedi Lube,"219 North South Church Street, Thomaston",,,32.890284,-84.3273701,auto_repair_station
google_places,B,"312 North Hightower Street, Thomaston",,,32.8914957,-84.3243339,auto_repair_station
google_places,B&M Truck Repair,"312 North Hightower Street, Thomaston",,,32.8914957,-84.3243339,auto_repair_station
google_places,Tommy Dudley Paint & Body Shop,"212 North Bethel Street, Thomaston",,,32.88935,-84.32331169999999,auto_repair_station
google_places,Joe's cycle,"205 Barnesville Street, Thomaston",,,32.8891885,-84.3223996,auto_repair_station
google_places,No Problem Tire & Auto,"900 Barnesville Street, Thomaston",,,32.8942325,-84.3152973,auto_repair_station
google_places,Southern Auto Workz,"619 East Main Street, Thomaston",,,32.8882358,-84.3158967,auto_repair_station
google_places,Bus Doctor of Atlanta,"1385 Barnesville Street, Thomaston",,,32.90100359999999,-84.3073193,auto_repair_station
google_places,J M Paint & Body Shop,"1218 U.S. 19, Thomaston",,,32.8712264,-84.3234461,auto_repair_station
google_places,Glassmasters,"234 McCollum Road, Barnesville",,,32.9990666,-84.210763,auto_repair_station
google_places,Decatur Pro Auto Repair,United States,,,32.9277568,-84.2226307,auto_repair_station
google_places,Backwoods automotive and welding,"118 Midway Road, Barnesville",,,32.99688519999999,-84.1888749,auto_repair_station
google_places,Advanced auto & truck Repair llc,"1076 Highway 36 West, Barnesville",,,33.0001861,-84.1962357,auto_repair_station
google_places,Lee’s mobile service,"771 Michael Street, Thomaston",,,32.9073092,-84.2844205,auto_repair_station
google_places,Middle GA Mobile Tire,"551 East Oak Street, Thomaston",,,32.91784099999999,-84.2931936,auto_repair_station
google_places,M.R. Glass,"466 Bent Street, Thomaston",,,32.90692079999999,-84.29237479999999,auto_repair_station
google_places,Corley's Garage,"547 Trice Road, Thomaston",,,32.8926336,-84.2958209,auto_repair_station
google_places,Thistle Field,Yatesville,,,32.92790969999999,-84.14130329999999,excessive_noise
google_places,Thomaston Upson County Arprt-Opn,"2347 Delray Road, Thomaston",,,32.9515701,-84.2608027,excessive_noise
google_places,"Alternative Bike Werks, LLC","147 Fuller Road, Culloden",,,32.9189595,-84.030596,auto_repair_station
google_places,Pruiett Automotive,"133 Peebles Drive, Forsyth",,,32.96797280000001,-83.9807478,auto_repair_station
google_places,BMW of Macon,"4785 Riverside Drive, Macon",,,32.9236403,-83.7094971,auto_repair_station
google_places,Roberts Automotive,"7995 Rivoli Road, Bolingbroke",,,32.94878029999999,-83.800764,auto_repair_station
google_places,Walmart Auto Care Centers,"5955 Zebulon Road, Macon",,,32.8830632,-83.7609913,auto_repair_station
google_places,Southern Commercial Tire,"8523 Rivoli Road, Juliette",,,32.9541639,-83.81617779999999,auto_repair_station
google_places,Classic Overland,"7985 Rivoli Road, Bolingbroke",,,32.9487848,-83.80041159999999,auto_repair_station
google_places,Good Year,"7020 Peake Road North, Macon",,,32.8811201,-83.7647743,auto_repair_station
google_places,Georgia Transmission Corporation,"1077 Rumble Road, Forsyth",,,32.9884737,-83.84984779999999,auto_repair_station
google_places,Butler Toyota of Macon,"4580 Riverside Drive, Macon",,,32.91658200000001,-83.709104,auto_repair_station
google_places,Ag-Pro,"4951 Sheraton Drive, Macon",,,32.9246162,-83.7083838,auto_repair_station
google_places,Advance Auto Parts,"3975 Northside Drive, Macon",,,32.89962589999999,-83.7006967,auto_repair_station
google_places,Butler Lexus,"4550 Riverside Drive, Macon",,,32.91527779999999,-83.7077778,auto_repair_station
google_places,Express Oil Change & Tire Engineers,"1515 Forest Hill Road, Macon",,,32.8970358,-83.7019803,auto_repair_station
google_places,Butler Nissan,"4500 Riverside Drive, Macon",,,32.9146449,-83.7066785,auto_repair_station
google_places,Butler Nissan Service,"4500 Riverside Drive, Macon",,,32.91448510000001,-83.706712,auto_repair_station
google_places,Jackson Automotive Group,"4781 Riverside Drive, Macon",,,32.9220061,-83.7088358,auto_repair_station
google_places,AcuraPartsShopOnline,"4796 Riverside Drive, Macon",,,32.92341,-83.7123998,auto_repair_station
google_places,Sutton Acura,"4796 Riverside Drive, Macon",,,32.92341,-83.7123998,auto_repair_station
google_places,Advance Auto Parts,"6459 Zebulon Road, Macon",,,32.8811662,-83.77509979999999,auto_repair_station
google_places,Corvette Classics,"6221A U.S. 41, Macon",,,32.9353285,-83.7906254,auto_repair_station
google_places,tommy campbell's collision center inc,"6209 U.S. 41, Macon",,,32.945517,-83.7977243,auto_repair_station
google_places,"Justin’s Tire And Auto Service,LLC","60 Old Popes Ferry Road, Juliette",,,32.9470252,-83.7942581,auto_repair_station
google_places,The Trailer Tinkerers,"60 Old Popes Ferry Road, Juliette",,,32.94719499999999,-83.793589,auto_repair_station
google_places,BOUTHERN TIRE,United States,,,32.9541222,-83.8156446,auto_repair_station
google_places,Performance Center,"1195 Pea Ridge Road, Juliette",,,32.976913,-83.79682729999999,auto_repair_station
google_places,Mavis Tires & Brakes,"1510 Bass Road, Macon",,,32.9255629,-83.738422,auto_repair_station
google_places,Raffield Tire Master,"7020 Peake Road North, Macon",,,32.8811964,-83.7646038,auto_repair_station
google_places,Auto Service Center,United States,,,32.8806376,-83.7647178,auto_repair_station
google_places,AUTO GLASS EXPERIENCE,"5962 Zebulon Road, Macon",,,32.8781825,-83.7607888,auto_repair_station
google_places,Goat Quality Auto,"1900 Wesleyan Drive apt 303, Macon",,,32.9298208,-83.7206631,auto_repair_station
google_places,Aviator Tint Company LLC,"5400 Riverside Drive Suite 104, Macon",,,32.9373948,-83.71882339999999,auto_repair_station
google_places,culver's restoration,"7691 Partridge Lane, Macon",,,32.8623126,-83.81311980000001,auto_repair_station
google_places,Trey's Performance LLC.,"837 Will Scarlet Way, Macon",,,32.865114,-83.7733763,auto_repair_station
google_places,Volkswagen of Macon Parts Store,"4786 Riverside Drive, Macon",,,32.92227829999999,-83.711694,auto_repair_station
google_places,Volkswagen of Macon Service Center,"4786 Riverside Drive, Macon",,,32.92227829999999,-83.711694,auto_repair_station
google_places,Subaru of Macon Parts Store,"4775 Riverside Drive, Macon",,,32.921563,-83.709521,auto_repair_station
google_places,Subaru of Macon Service Center,"4775 Riverside Drive, Macon",,,32.921563,-83.709521,auto_repair_station
google_places,Volvo Cars of Macon Parts Store,"4781 Riverside Drive, Macon",,,32.9226792,-83.7092031,auto_repair_station
google_places,Mercedes-Benz of Macon Service Center,"4781 Riverside Drive, Macon",,,32.9226792,-83.7092031,auto_repair_station
google_places,Mercedes-Benz of Macon Parts Store,"4781 Riverside Drive, Macon",,,32.9226792,-83.7092031,auto_repair_station
google_places,Volvo Cars of Macon Service Center,"4781 Riverside Drive, Macon",,,32.9226792,-83.7092031,auto_repair_station
google_places,Butler Toyota of Macon Service Center,"4580 Riverside Drive, Macon",,,32.91674419999999,-83.70937339999999,auto_repair_station
google_places,AutoBuyers.com,"4580 Riverside Drive, Macon",,,32.9163343,-83.7094278,auto_repair_station
google_places,Butler Toyota of Macon Parts Center,"4580 Riverside Drive, Macon",,,32.9165483,-83.70936909999999,auto_repair_station
google_places,Grand INFINITI Service Center,"4763 Riverside Drive, Macon",,,32.9202236,-83.7074593,auto_repair_station
google_places,Butler Collision North,"1500 Hall Road, Macon",,,32.9122659,-83.70769779999999,auto_repair_station
google_places,Butler Nissan Parts,"4500 Riverside Drive, Macon",,,32.91448510000001,-83.706712,auto_repair_station
google_places,Tolbert Auto Spa,"4306 Sheraton Drive, Macon",,,32.9133006,-83.6975564,auto_repair_station
google_places,American Lube Fast,"3946 Northside Drive, Macon",,,32.898571,-83.6996952,auto_repair_station
google_places,Gryphon Stadium (Friends Field),"5665 New Forsyth Road, Macon",,,32.94021689999999,-83.7280785,excessive_light
google_places,Trojan Stadium,"111 Trojan Trail, Macon",,,32.8900075,-83.7226111,excessive_light
google_places,Five Star Hyundai of Macon,"3010 Riverside Drive, Macon",,,32.886337,-83.674544,auto_repair_station
google_places,H & H Body Shop,"2861 Gray Highway, Macon",,,32.9045695,-83.59129659999999,auto_repair_station
google_places,"Sheffield Automotive Repair, LLC","2806 Old Gray Highway, Macon",,,32.8999017,-83.5924687,auto_repair_station
google_places,"West Clinton Tire, LLC","4145 Gray Highway, Gray",,,32.9912395,-83.5665339,auto_repair_station
google_places,O'Reilly Auto Parts,"928 Gray Highway, Macon",,,32.852942,-83.6198517,auto_repair_station
google_places,Stan's Body Shop,"4250 Gray Highway, Gray",,,32.99551599999999,-83.559271,auto_repair_station
google_places,IAA Vehicle Donation,"2200 Trade Drive # C, Macon",,,32.848037,-83.584819,auto_repair_station
google_places,Hutchinson Auto Group,"3989 River Place Drive, Macon",,,32.9049713,-83.6841616,auto_repair_station
google_places,Five Star Mazda Service Department,"3056 Riverside Drive, Macon",,,32.888194,-83.67580799999999,auto_repair_station
google_places,Five Star Mazda Parts Department,"3056 Riverside Drive, Macon",,,32.888194,-83.67580799999999,auto_repair_station
google_places,Precision Tune Auto Care,"909 Gray Highway, Macon",,,32.8528564,-83.6188554,auto_repair_station
google_places,O'Reilly Auto Parts,"250 Tom Hill Sr Boulevard, Macon",,,32.8974757,-83.6903099,auto_repair_station
google_places,Batteries Plus,"265 Tom Hill Sr Boulevard Suite A, Macon",,,32.897006,-83.6893973,auto_repair_station
google_places,Emery Highway Auto Parts & Services,"523 Commerce Drive, Macon",,,32.8452148,-83.59076499999999,auto_repair_station
google_places,O'Reilly Auto Parts,"254 West Clinton Street, Gray",,,33.0058372,-83.54620179999999,auto_repair_station
google_places,AutoZone Auto Parts,"905 Shurling Drive, Macon",,,32.85917409999999,-83.6085994,auto_repair_station
google_places,Riverside Ford Parts,"2089 Riverside Drive, Macon",,,32.8582304,-83.64571389999999,auto_repair_station
google_places,Creative Coatingz,"950 Gray Highway, Macon",,,32.8532666,-83.6195212,auto_repair_station
google_places,Advance Auto Parts,"636 Shurling Drive, Macon",,,32.8609522,-83.61260419999999,auto_repair_station
google_places,Raffield Tire Master,"793 Shurling Drive, Macon",,,32.8592653,-83.6112342,auto_repair_station
google_places,Magic Mechanic Macon - a Main Street Auto shop,"1366 Gray Highway, Macon",,,32.8624899,-83.61390659999999,auto_repair_station
google_places,Five Star Collision Center,"1090 Riverside Drive, Macon",,,32.8451718,-83.63467709999999,auto_repair_station
google_places,Hwy 129 Auto Care,"3477 Gray Highway, Gray",,,32.9464185,-83.5801972,auto_repair_station
google_places,Mechanical Specialty,"3008 New Clinton Road, Macon",,,32.8804702,-83.5741271,auto_repair_station
google_places,Scotty's Muffler Brake & Cv,"1878 Shurling Drive, Macon",,,32.8614976,-83.5942127,auto_repair_station
google_places,Line X Of Macon,"2129 Riverside Drive, Macon",,,32.85956950000001,-83.6470794,auto_repair_station
google_places,Master Transmissions Inc.,"2221 Gray Highway, Macon",,,32.8784017,-83.6065493,auto_repair_station
google_places,Gray Commercial Tire and Auto,"121 Homer Roberts Road, Gray",,,32.9630787,-83.5791321,auto_repair_station
google_places,Southern Mechanical Solutions,"390 Chapman Road, Macon",,,32.9056765,-83.5507654,auto_repair_station
google_places,Shellback Diesel Performance,"246 Rebel Drive, Macon",,,32.89206239999999,-83.5595158,auto_repair_station
google_places,"Triple Cs Paint, Body & Detailing","1066 Lite-N-Tie Road, Macon",,,32.93284730000001,-83.5384382,auto_repair_station
google_places,Walmart Auto Care Centers,"1401 Gray Highway, Macon",,,32.8628002,-83.611626,auto_repair_station
google_places,Harrison's Body Shop,"900 Clinton Road, Macon",,,32.8529083,-83.6207622,auto_repair_station
google_places,Pryor's Automotive,"2055 Knightsbridge Road, Macon",,,32.8656906,-83.59082080000002,auto_repair_station
google_places,Old Clinton Auto Repair,"2923 Joycliff Road, Macon",,,32.8739027,-83.56024149999999,auto_repair_station
google_places,Reik Mobile,"1400 Gray Highway, Macon",,,32.865535,-83.61336,auto_repair_station
google_places,Gray Commercial Tire and Auto,"441 Georgia 49, Macon",,,32.8884122,-83.53856069999999,auto_repair_station
google_places,49 Custom Paint & Body Shop,"229 Old Garrison Road, Macon",,,32.8780861,-83.5508333,auto_repair_station
google_places,R & N Automotive.LLC,"123 Georgia 49 c4, Macon",,,32.8734316,-83.55771109999999,auto_repair_station
google_places,Wilcox Automotive,"218 Georgia 49, Macon",,,32.8771899,-83.5509261,auto_repair_station
google_places,Jiffy Lube,"1045 Gray Highway, Macon",,,32.8545846,-83.6175987,auto_repair_station
google_places,Georgia Fleet Maintenance & Repair,"4160 Gray Highway, Gray",,,32.9912596,-83.5652193,auto_repair_station
google_places,Lancaster Tire,United States,,,32.862488,-83.6138107,auto_repair_station
google_places,Haskins Diesel,"314 Garrison Road, Macon",,,32.91619899999999,-83.5179129,auto_repair_station
google_places,"Grant's Tire And Auto, LLC","2800 Riverside Drive, Macon",,,32.8793392,-83.6682469,auto_repair_station
google_places,Prudent Tire And Auto Care,"1230 Gray Highway, Macon",,,32.85748570000001,-83.6166952,auto_repair_station
google_places,Mocks Motors LLC,"4250 Gray Highway STE B, Gray",,,32.9955599,-83.5592708,auto_repair_station
google_places,Hutchinson GMC Service,"3989 River Place Drive, Macon",,,32.90497029999999,-83.6841501,auto_repair_station
google_places,Hutchinson Cadillac Parts,"3989 River Place Drive, Macon",,,32.90497029999999,-83.6841501,auto_repair_station
google_places,Hutchinson GMC Parts,"3989 River Place Drive, Macon",,,32.90497029999999,-83.6841501,auto_repair_station
google_places,Billy's Mobile Glass,"1073 Clinton Road, Macon",,,32.8553673,-83.6189938,auto_repair_station
google_places,Hutchinson Cadillac of Macon,"3989 River Place Drive, Macon",,,32.904793,-83.68424279999999,auto_repair_station
google_places,Hutchinson Cadillac Service,"3989 River Place Drive, Macon",,,32.9047524,-83.6842478,auto_repair_station
google_places,Hutchinson Kia of Macon Parts,"3931 River Place Drive, Macon",,,32.9054613,-83.68516,auto_repair_station
google_places,Hutchinson Kia of Macon Service,"3931 River Place Drive, Macon",,,32.9054613,-83.68516,auto_repair_station
google_places,Firestone Complete Auto Care,"2754 Riverside Drive, Macon",,,32.8776021,-83.66679959999999,auto_repair_station
google_places,Five Star Hyundai of Macon Parts Department,"3010 Riverside Drive, Macon",,,32.88621649999999,-83.6739644,auto_repair_station
google_places,Five Star Hyundai of Macon Service Department,"3010 Riverside Drive, Macon",,,32.88621649999999,-83.6739644,auto_repair_station
google_places,Five Star Chrysler Dodge Jeep Ram of Macon Service Dept,"3068 Riverside Drive, Macon",,,32.8881449,-83.6757727,auto_repair_station
google_places,Thompson Field,Macon,,,32.86065289999999,-83.6013862,excessive_light
google_places,Greyhound Field,Gray,,,32.9893711,-83.5298131,excessive_light
google_places,Mystique Lounge,"1715 Shurling Drive, Macon",,,32.8608247,-83.59464229999999,excessive_light
google_places,Kem's Restaurant and Lounge,"3953 River Place Drive, Macon",,,32.9042483,-83.6826011,excessive_light
google_places,Adams Lounge,"2732 Old Gray Highway, Macon",,,32.8961144,-83.5967122,excessive_light
google_places,Triple Crown Lounge,"1715 Shurling Drive, Macon",,,32.8602409,-83.5933074,excessive_light
google_places,Wolfsburg Tech,"1493 Georgia 49, Macon",,,32.9442437,-83.4788214,auto_repair_station
google_places,Chevron,"141 Georgia 243, Ivey",,,32.90738570000001,-83.29723589999999,auto_repair_station
google_places,Mobile Auto Care,"252 Bob Martin Road, Gordon",,,32.9126324,-83.3778553,auto_repair_station
google_places,Matts Compound,"150 Brown's Junction, Macon",,,32.9622784,-83.4220514,auto_repair_station
google_places,Dennard Body Shop,"154 Macon Road, Gordon",,,32.88150229999999,-83.33382809999999,auto_repair_station
google_places,Ivey Collision Center,"143 Macon Road, Gordon",,,32.8808153,-83.3344168,auto_repair_station
google_places,Casslake Offroad Powersports,"141 Macon Road, Gordon",,,32.8804467,-83.334413,auto_repair_station
google_places,Hamil's Automotive Inc,"1630 Fred Hall Road, Gordon",,,32.9364873,-83.3107615,auto_repair_station
google_places,Smallwoods Auto Service,"616 Kaolin Road, Ivey",,,32.8488617,-83.3541394,auto_repair_station
google_places,Parts City Auto Parts - B & B Auto - McIntyre,"110 Railroad Street, McIntyre",,,32.8456288,-83.19334339999999,auto_repair_station
google_places,Worm's used Auto parts,"2811 Irwinton Road, Milledgeville",,,33.0128903,-83.2265123,auto_repair_station
google_places,Cowart’s Automotive,"1950 Council Mc Cranie Road, Milledgeville",,,32.9607442,-83.1756284,auto_repair_station
google_places,McIntyre Collision Center,"19000 U.S. 441, McIntyre",,,32.87845049999999,-83.1870146,auto_repair_station
google_places,Mc Intyre Collision Center,United States,,,32.8571799,-83.1916732,auto_repair_station
google_places,Powersports & equipment,"122 North 8th Street, McIntyre",,,32.8480052,-83.20173439999999,auto_repair_station
google_places,L & L's Shop,"153 Vinson Road, McIntyre",,,32.8463757,-83.2023494,auto_repair_station
google_places,"Lee's Brake, Muffler, & Tire Service","108 Industrial Drive, Sandersville",,,32.965693,-82.807744,auto_repair_station
google_places,O'Reilly Auto Parts,"1167 South Harris Street, Sandersville",,,32.95712779999999,-82.8085557,auto_repair_station
google_places,Blanchard Equipment,"791 Georgia 15, Tennille",,,32.9273615,-82.8028796,auto_repair_station
google_places,Walmart Auto Care Centers,"1308 South Harris Street, Sandersville",,,32.9518126,-82.8122935,auto_repair_station
google_places,Garage Built Racing,"3690 New Tennille Road, Tennille",,,32.8535546,-82.7716481,auto_repair_station
google_places,Lovett's Speed Shop,"795 Mount Gilead Road, Tennille",,,32.8487732,-82.7860208,auto_repair_station
google_places,Meadows Paint & Body Shop,"128 Industrial Drive, Sandersville",,,32.9654644,-82.805749,auto_repair_station
google_places,Lovetts Automotive And Performance,"1045 Mount Gilead Road, Tennille",,,32.84582159999999,-82.7889979,auto_repair_station
google_places,Georgia Auto Air & Radiator,"206 Warthen Street, Sandersville",,,32.9846297,-82.81207719999999,auto_repair_station
google_places,Seals Car Shop,"322 East McCarty Street, Sandersville",,,32.9882949,-82.8060483,auto_repair_station
google_places,Advance Auto Parts,"830 South Harris Street, Sandersville",,,32.9667643,-82.80955620000002,auto_repair_station
google_places,K and S Customs,"213 South 4th Street, Tennille",,,32.9345574,-82.8085767,auto_repair_station
google_places,Waco Collision Repair,"127 Smith Street, Tennille",,,32.93712209999999,-82.8131459,auto_repair_station
google_places,E.J.Tire Shop,"137 Smith Street, Tennille",,,32.9378409,-82.8133701,auto_repair_station
google_places,Cecil's Body Shop,"994 Waco Mill Road, Tennille",,,32.94845319999999,-82.7988591,auto_repair_station
google_places,AutoZone Auto Parts,"102 Walmart Circle, Sandersville",,,32.9532114,-82.80965189999999,auto_repair_station
google_places,Mavis Tires & Brakes,"1248 South Harris Street, Sandersville",,,32.954106,-82.80963899999999,auto_repair_station
google_places,RJ's Tire Service,"341 Phillips Road, Tennille",,,32.9158538,-82.83491099999999,auto_repair_station
google_places,Wayne's Body Shop,"911 South Harris Street, Sandersville",,,32.9649219,-82.80896899999999,auto_repair_station
google_places,Castrol,"214 South Harris Street, Sandersville",,,32.98015979999999,-82.8114823,auto_repair_station
google_places,Strickland Brothers 10 Minute Oil Change,"214 South Harris Street, Sandersville",,,32.98016010000001,-82.81149239999999,auto_repair_station
google_places,Two Eighty Quik Lube,"214 South Harris Street, Sandersville",,,32.9802461,-82.8144123,auto_repair_station
google_places,NAPA Auto Parts - Twin City Auto Parts,"118 South Smith Street, Sandersville",,,32.98208900000001,-82.808724,auto_repair_station
google_places,Chris Lindsey Middle GA Car Dealer LLC,"125 East Church Street Suite L, Sandersville",,,32.9822815,-82.8097765,auto_repair_station
google_places,Diesel Depot,"227 North Hospital Road, Sandersville",,,32.9831752,-82.7985815,auto_repair_station
