data_source,site_name,site_address,site_city,site_county,site_latitude,site_longitude,undesirable_activity
google_places,United Egg Marketing Inc(Cal-maine foods Inc),"180 Church Street, Blackshear",,,31.3026167,-82.2365847,auto_repair_station
google_places,Mobley's Auto Center,"418 Gordon Street, Blackshear",,,31.3074176,-82.24182309999999,auto_repair_station
google_places,Ford Auto Parts,"304 Ware Street Suite B, Blackshear",,,31.3035401,-82.2460641,auto_repair_station
google_places,Jot Em Down Garage,"3425 U.S. 84, Blackshear",,,31.3021324,-82.2455878,auto_repair_station
google_places,Pierce Auto Parts,United States,,,31.3016246,-82.2465287,auto_repair_station
google_places,C&S Auto Repair,"125 Hendry Street, Blackshear",,,31.3024607,-82.2477328,auto_repair_station
google_places,Sodwin & Sons Auto Truck Tractor Repair,"Keller Street, Blackshear",,,31.29982559999999,-82.2470967,auto_repair_station
google_places,Average Joe's Window Tinting LLC.,"3348 U.S. 84, Blackshear",,,31.2996572,-82.24862929999999,auto_repair_station
google_places,Tanner Auto Repair Plus,"845 Southwest Central Avenue, Blackshear",,,31.29717080000001,-82.2469411,auto_repair_station
google_places,Georgia Truck & Equipment LLC,"5869 Trudie Road, Blackshear",,,31.30973629999999,-82.13593879999999,auto_repair_station
google_places,Pierce Industrial Tire LLC,"3159 U.S. 84, Blackshear",,,31.2938266,-82.25438290000001,auto_repair_station
google_places,Rolling Bear Tires,"3154 U.S. 84, Blackshear",,,31.2943356,-82.255046,auto_repair_station
google_places,Godwin & Sons,"3091 U.S. 84, Blackshear",,,31.291578,-82.25665300000001,auto_repair_station
google_places,Tuten & Son Trim Shop,"5163 Rush Creek Road, Blackshear",,,31.3088475,-82.27108120000001,auto_repair_station
google_places,NORRIS AUTO CARE,United States,,,31.3867267,-82.1409645,auto_repair_station
google_places,Russell Bell's Automatic Transmissions,"6080 Bowen Road, Blackshear",,,31.2760208,-82.27724219999999,auto_repair_station
google_places,Pierce County Stadium,"4850 County Farm Road, Blackshear",,,31.3461859,-82.2164792,excessive_light
google_places,Oak Plaza Lounges,"526 Gordon Street, Blackshear",,,31.3098936,-82.2419054,excessive_light
google_places,God & Country Equipment Repair,"1168 Ballfield Road, Hortense",,,31.3277561,-81.9329573,auto_repair_station
google_places,Americare Rv/ Eric Hall,"11499 Browntown Road, Hortense",,,31.31032069999999,-81.77940699999999,auto_repair_station
google_places,Domain Mobile Used Tires,"176 Sunrise Road, Hortense",,,31.2902241,-81.778065,auto_repair_station
google_places,Waynesville Automotive,"74 Cameron Road, Waynesville",,,31.2565663,-81.7604764,auto_repair_station
google_places,"Browning's Auto Body, Inc.","5048 Old Jesup Road, Brunswick",,,31.32107919999999,-81.5840759,auto_repair_station
google_places,Wooten's Transmission,"4273 Old Jesup Road, Brunswick",,,31.2988697,-81.5687528,auto_repair_station
google_places,Snyder Automotive,"3771 Old Jesup Road, Brunswick",,,31.28209,-81.564475,auto_repair_station
google_places,Medlock's Mobile Truck Repairs Inc,"135 Chris Road, Brunswick",,,31.2728856,-81.5594072,auto_repair_station
google_places,NanoPro Golden Isles,"167 Gallery Way, Brunswick",,,31.27979739999999,-81.51397419999999,auto_repair_station
google_places,O'Reilly Auto Parts,"800 North Way, Darien",,,31.374248,-81.43352110000001,auto_repair_station
google_places,Monumental Ford,"13452 Georgia 251, Darien",,,31.3929946,-81.4482701,auto_repair_station
google_places,Southern Certified LLC,"803 North Way, Darien",,,31.374229,-81.43422919999999,auto_repair_station
google_places,EJA Paint&Bodyshop,"1015 Franklin Street, Darien",,,31.3768211,-81.4292504,auto_repair_station
google_places,Bo's Tire & Auto Repair,"900 North Way, Darien",,,31.3750292,-81.4336482,auto_repair_station
google_places,Debo’s Auto Care and Detailing,"1220 North Way, Darien",,,31.3821215,-81.43294159999999,auto_repair_station
google_places,All Pro Automotive Repair,"1323 North Way, Darien",,,31.38482579999999,-81.4340486,auto_repair_station
google_places,Elton Barwick-Mechanic Shop,"1417 North Darien Street Southwest, Darien",,,31.3895176,-81.43515959999999,auto_repair_station
google_places,Ponsell's Tire & Auto,"5680 U.S. 17, Darien",,,31.39248569999999,-81.4321691,auto_repair_station
google_places,Todd's Truck & Tire Repair,"1065 Blounts Crossing, Darien",,,31.3935057,-81.4313408,auto_repair_station
google_places,Monumental Ford Service,"13452 Georgia 251, Darien",,,31.3929659,-81.448284,auto_repair_station
google_places,Dorsey Tire Co Inc,"13061 Georgia 251, Darien",,,31.4001115,-81.44925909999999,auto_repair_station
google_places,North Glynn Sports Complex,"656 Harry Driggers Boulevard, Brunswick",,,31.2735784,-81.4663667,excessive_light
google_places,Ozark Tire & Service,"178 West Roy Parker Road, Ozark",,,31.4702091,-85.6441421,auto_repair_station
google_places,Roy's Tires,"383 Troy Street, Ozark",,,31.4699882,-85.6473191,auto_repair_station
google_places,Texaco Ozark,"168 R. Parker Rd. E., Ozark",,,31.4692936,-85.6416587,auto_repair_station
google_places,"Motobilt, Inc.","323 Van Heusen Drive, Ozark",,,31.46760279999999,-85.6515532,auto_repair_station
google_places,Pete Hancock Racing,"226 Marley Mill Road, Ozark",,,31.47318319999999,-85.66303719999999,auto_repair_station
google_places,Ozark Collision Center,"315 West Reynolds Street, Ozark",,,31.4575381,-85.6437279,auto_repair_station
google_places,Jones Tires,"294 pr 1325, Skipperville",,,31.563384,-85.5388988,auto_repair_station
google_places,Logan's All Pro Tinting & Accs,"171 North Union Avenue, Ozark",,,31.459976,-85.6406882,auto_repair_station
google_places,Saw Shop Parts,"693 North Merrick Avenue, Ozark",,,31.4672779,-85.6430499,auto_repair_station
google_places,S & K Automotive,"1276 West Roy Parker Road, Ozark",,,31.4731004,-85.66219740000001,auto_repair_station
google_places,Carquest Auto Parts - PARTS and SERVICE,"301 East Avenue North, Ozark",,,31.4604492,-85.64116,auto_repair_station
google_places,Finish Line Tires,"142 North Union Avenue, Ozark",,,31.4597026,-85.64024069999999,auto_repair_station
google_places,Heart of Dixie Automotive,"174 Marley Mill Road, Ozark",,,31.4732999,-85.6639362,auto_repair_station
google_places,Kelly's Automotive,"271 Southeast Avenue, Ozark",,,31.45679489999999,-85.638645,auto_repair_station
google_places,Collins South Union Garage,"392 South Union Avenue, Ozark",,,31.4548782,-85.6392254,auto_repair_station
google_places,Kolors Paint and Body,"430 South Union Avenue, Ozark",,,31.4545551,-85.6387465,auto_repair_station
google_places,Southunion Restoration & Body Shop,"574 South Union Avenue, Ozark",,,31.4546712,-85.6390957,auto_repair_station
google_places,RoadMart Inc.,"482 South Union Avenue, Ozark",,,31.4536998,-85.6387849,auto_repair_station
google_places,Andrews Auto Salvage LLC,"492 Johntown Road, Ozark",,,31.4443214,-85.60294689999999,auto_repair_station
google_places,Transport Trailer Center,"8167 Alabama 53, Ozark",,,31.5058424,-85.6986112,auto_repair_station
google_places,Moates Auto Xchange,"828 North US Highway 231, Ozark",,,31.4676167,-85.6744884,auto_repair_station
google_places,Miller's Custom & Classic Cycles,"1039 North US Highway 231, Ozark",,,31.4698008,-85.6778008,auto_repair_station
google_places,Blackmon Body Shop,"646 U.S. 231, Ozark",,,31.4653752,-85.67329199999999,auto_repair_station
google_places,Eagle Stadium,"698 Martin Street, Ozark",,,31.45521170000001,-85.6347595,excessive_light
google_places,Happy Times,"124 West Court Square, Ozark",,,31.4584369,-85.641159,excessive_light
google_places,Dale Medical Center Heliport,"126 Hospital Avenue, Ozark",,,31.450917,-85.6322332,excessive_noise
google_places,Hidden Springs Airpark,"362 private road 1335, Ozark",,,31.4897896,-85.5286555,excessive_noise
google_places,John's Auto and Salvage,"5592 County Road 64, Skipperville",,,31.548222,-85.44409499999999,auto_repair_station
google_places,Riches and son garage,"1741 County Road 40, Abbeville",,,31.5545889,-85.3158727,auto_repair_station
google_places,True Gritt Customs Automotive Paint Shop,"154 County Road 427, Abbeville",,,31.554161,-85.31568899999999,auto_repair_station
google_places,Echo Tire,"466 County Road 83, Newville",,,31.4740018,-85.4630004,auto_repair_station
google_places,Parts City Auto Parts - Platt Auto Parts,"516 Kirkland Street, Abbeville",,,31.5613213,-85.253357,auto_repair_station
google_places,Eric Money's Garage,"243 East Washington Street, Abbeville",,,31.5707116,-85.2399444,auto_repair_station
google_places,"Money Ford, Inc.","408 Dothan Road, Abbeville",,,31.549218,-85.2524782,auto_repair_station
google_places,Murphy's Station Paint & Body Works,"1107 Alabama 27, Abbeville",,,31.5406369,-85.2933839,auto_repair_station
google_places,NAPA Auto Parts - BENNETT AUTO PARTS LLC,"536 Ozark Road, Abbeville",,,31.554855,-85.269052,auto_repair_station
google_places,37 Automotive and Agricultural Services,"1500 County Road 53, Abbeville",,,31.5261283,-85.2256433,auto_repair_station
google_places,Southeast Diesel Performance,"1128 County Road 36, Shorterville",,,31.53465979999999,-85.16061499999999,auto_repair_station
google_places,Sunsouth LLC,"809 Columbia Road, Abbeville",,,31.55166639999999,-85.23452230000001,auto_repair_station
google_places,"Money Ford, Inc. Parts","408 Dothan Road, Abbeville",,,31.549218,-85.2524782,auto_repair_station
google_places,"Money Ford, Inc. Service","408 Dothan Road, Abbeville",,,31.549218,-85.2524782,auto_repair_station
google_places,Bumper To Bumper Auto Parts/Crow-Burlingame,"516 Kirkland Street, Abbeville",,,31.5613213,-85.253357,auto_repair_station
google_places,C & A 24/7 Towing & Recovery,"207 Bradley Street, Abbeville",,,31.5700594,-85.2480308,auto_repair_station
google_places,Farmer's Tire Center,"124 Kirkland Street, Abbeville",,,31.56973969999999,-85.2506138,auto_repair_station
google_places,Super Chevrolet Service,"104 East Washington Street, Abbeville",,,31.5712404,-85.24902349999999,auto_repair_station
google_places,United Service Motors,United States,,,31.5700099,-85.2504493,auto_repair_station
google_places,AutoZone Auto Parts,"2714 U.S. 431, Abbeville",,,31.55046889999999,-85.28579540000001,auto_repair_station
google_places,Bradley’s Mechanicing Welding and Fabricating,"GPH5+7Q4, Abbeville",,,31.5281875,-85.2905625,auto_repair_station
google_places,Abbeville Municipal Airport,United States,,,31.6000706,-85.23828379999999,excessive_noise
google_places,Ft Gaines Foodmart ( Chevron ),"201 Hartford Road, Fort Gaines",,,31.6039605,-85.0482904,auto_repair_station
google_places,Tillman Scrap Tire Co,"1195 Sawyer Road, Blakely",,,31.4580852,-84.9733133,auto_repair_station
google_places,Ole Glory Garage Incorporated,"102 Jefferson Street, Fort Gaines",,,31.6072884,-85.0503565,auto_repair_station
google_places,Coates Flying Services,"10 Mount Calvary Road, Fort Gaines",,,31.49447789999999,-85.01764419999999,excessive_noise
google_places,NAPA Auto Parts - WHATLEY OIL & AUTO PARTS,"19244 Hartford Street East, Edison",,,31.558977,-84.734861,auto_repair_station
google_places,Worthy Auto Parts,"18434 Georgia 37, Edison",,,31.5629891,-84.72167549999999,auto_repair_station
google_places,Edison Body Works,"19357 Hartford Street East, Edison",,,31.5581369,-84.7366716,auto_repair_station
google_places,Enoch Automotives,"528 Enterprise Rd , Edison, GA 39846, Edison",,,31.5628,-84.7415,auto_repair_station
google_places,Ppg Collision Repair Center,United States,,,31.5582129,-84.7365239,auto_repair_station
google_places,Edison Tire Center,"19081 Hartford Street East, Edison",,,31.55924259999999,-84.7321072,auto_repair_station
google_places,Summit Tires,United States,,,31.5593269,-84.7320201,auto_repair_station
google_places,Edison Auto Repair,"16661 Georgia 216, Edison",,,31.573978,-84.73200530000001,auto_repair_station
google_places,Davis Automotive,"Georgia 37, Edison",,,31.5629756,-84.7213644,auto_repair_station
google_places,Eddie's Auto Services,"1196 Fountain Bridge Road, Morgan",,,31.57571119999999,-84.6126586,auto_repair_station
google_places,Tallassee Plantation Airport,Albany,,,31.5835058,-84.3904677,excessive_noise
google_places,Advance Auto Parts,"108 South Slappey Boulevard, Albany",,,31.57631430000001,-84.1756636,auto_repair_station
google_places,Advance Auto Parts,"1416 Radium Springs Road, Albany",,,31.5528956,-84.13651809999999,auto_repair_station
google_places,Mavis Tires & Brakes,"1018 Pine Avenue, Albany",,,31.5802334,-84.17491079999999,auto_repair_station
google_places,Phoenix Refinishing,"3925 Newton Road, Albany",,,31.5292253,-84.1886606,auto_repair_station
google_places,Aatco Automatic Trans Co,"708 West Broad Avenue, Albany",,,31.5765968,-84.1655119,auto_repair_station
google_places,NAPA Auto Parts,"1000 West Oakridge Drive, Albany",,,31.548641,-84.17569999999999,auto_repair_station
google_places,Yancey Bros. Co.,"1604 South Slappey Boulevard, Albany",,,31.5573497,-84.1746704,auto_repair_station
google_places,Charlotte Tire Services,"2405 West Gordon Avenue, Albany",,,31.5654754,-84.209329,auto_repair_station
google_places,Chase Automotives,"810 West Broad Avenue, Albany",,,31.5764171,-84.1687331,auto_repair_station
google_places,Albany Auto Solutions,"407 South Slappey Boulevard, Albany",,,31.5712769,-84.1767947,auto_repair_station
google_places,Albany Auto Glass,"404 West Roosevelt Avenue, Albany",,,31.58135589999999,-84.15661779999999,auto_repair_station
google_places,Single Source,"1023 West Broad Avenue, Albany",,,31.577194,-84.175247,auto_repair_station
google_places,Performance Motorsport,"213 Radium Springs Road, Albany",,,31.5745546,-84.1425074,auto_repair_station
google_places,The Parts House,"816 West Broad Avenue, Albany",,,31.5763668,-84.1690465,auto_repair_station
google_places,The Shop of Albany,"511 West Oglethorpe Boulevard, Albany",,,31.575833,-84.1602896,auto_repair_station
google_places,Super Glass Windshield Repair,Albany,,,31.5786582,-84.15572399999999,auto_repair_station
google_places,Performance Wheels and Tires,"213 Radium Springs Road, Albany",,,31.574555,-84.142454,auto_repair_station
google_places,"Albany Used Tires, Brakes & Alignment","1401 North Slappey Boulevard, Albany",,,31.5960357,-84.1762528,auto_repair_station
google_places,Peters Performance,"408 Sands Drive, Albany",,,31.57134559999999,-84.1316689,auto_repair_station
google_places,Lawson Industries Inc,"1536 Dougherty Avenue, Albany",,,31.5538172,-84.1160166,auto_repair_station
google_places,T & S Tire,"948 West Broad Avenue, Albany",,,31.57638359999999,-84.1733313,auto_repair_station
google_places,Five Star Hyundai of Albany,"711 East Oglethorpe Boulevard, Albany",,,31.5742556,-84.1330231,auto_repair_station
google_places,Five Star Hyundai of Albany Service Dept,"711 East Oglethorpe Boulevard, Albany",,,31.5742444,-84.1330004,auto_repair_station
google_places,Automotive Necessities,"2301 North Slappey Boulevard, Albany",,,31.607329,-84.17621749999999,auto_repair_station
google_places,Charlotte Trucking & Tire Services,"1700 Liberty Expressway, Albany",,,31.49796110000001,-84.1149049,auto_repair_station
google_places,American Lube Fast,"2311 North Slappey Boulevard, Albany",,,31.6082732,-84.176186,auto_repair_station
google_places,Precision Tune Auto Care,"2534 Dawson Road, Albany",,,31.61218479999999,-84.21475749999999,auto_repair_station
google_places,Advance Auto Parts,"2800 Old Dawson Road #19, Albany",,,31.6130246,-84.2187004,auto_repair_station
google_places,Cummins Sales and Service,"1915 West Oakridge Drive, Albany",,,31.54970579999999,-84.2162661,auto_repair_station
google_places,AutoZone Auto Parts,"209 South Slappey Boulevard, Albany",,,31.57451369999999,-84.1767552,auto_repair_station
google_places,O'Reilly Auto Parts,"1704 East Oglethorpe Boulevard, Albany",,,31.5702884,-84.1065436,auto_repair_station
google_places,Goodlife Tire Brake & Alignment,"501 West Oglethorpe Boulevard, Albany",,,31.5757065,-84.1593269,auto_repair_station
google_places,Goodyear Auto Service,"502 West Broad Avenue, Albany",,,31.57642929999999,-84.1593685,auto_repair_station
google_places,Clark's Service Center,"912 Moultrie Road, Albany",,,31.5536354,-84.1285582,auto_repair_station
google_places,Gieryic's Automotive Repair,"2401 Dawson Road, Albany",,,31.606447,-84.2070126,auto_repair_station
google_places,Transmission Crafters,"2208 Newton Road, Albany",,,31.5464747,-84.1759661,auto_repair_station
google_places,O'Reilly Auto Parts,"1501 North Slappey Boulevard, Albany",,,31.5974666,-84.17652439999999,auto_repair_station
google_places,Hale Battery Services,"1004 Flint Avenue, Albany",,,31.5796202,-84.1739861,auto_repair_station
google_places,RAW Wheels & Tires,"141 North Slappey Boulevard, Albany",,,31.5783661,-84.17699920000001,auto_repair_station
google_places,Joe Hudson's Collision Center,"926 Pine Avenue, Albany",,,31.5788489,-84.1723311,auto_repair_station
google_places,Southeastern Commercial Tire,"1116 Seminole Lane, Albany",,,31.5524686,-84.1788533,auto_repair_station
google_places,Albany General Tire Services Inc,"1006 West Broad Avenue #1002, Albany",,,31.57659370000001,-84.1739747,auto_repair_station
google_places,HardTimes Car audio,"721 West Oglethorpe Boulevard, Albany",,,31.5757734,-84.1669524,auto_repair_station
google_places,Beat the heat window tint,"3620 Newton Road, Albany",,,31.5342843,-84.18493769999999,auto_repair_station
google_places,Four Star Freightliner,"1803 West Oakridge Drive, Albany",,,31.5498006,-84.20952729999999,auto_repair_station
google_places,Road Ready Diesel Repair LLC,"1819 West Oakridge Drive, Albany",,,31.5497544,-84.2127905,auto_repair_station
google_places,SOS Mobile Services,"1015 Willie Pitts Junior Road, Albany",,,31.55153,-84.209724,auto_repair_station
google_places,Steedley's Transmission,"625 West Oglethorpe Boulevard, Albany",,,31.5756842,-84.16405519999999,auto_repair_station
google_places,DJ's Repair Service,"726 South Westover Boulevard, Albany",,,31.5549623,-84.2244434,auto_repair_station
google_places,Westside Service Center,"1402 Georgia 234, Albany",,,31.5605024,-84.1761003,auto_repair_station
google_places,Lee’s Paint & Body repair,"1402 South Slappey Boulevard, Albany",,,31.5606,-84.174995,auto_repair_station
google_places,Peterson Tire And Auto Center,"801 South Slappey Boulevard, Albany",,,31.5664866,-84.17670609999999,auto_repair_station
google_places,E,"2726 Lonesome Road, Albany",,,31.49401689999999,-84.22533949999999,auto_repair_station
google_places,Winchester Paint & Body,"510 South Slappey Boulevard, Albany",,,31.5697814,-84.1759101,auto_repair_station
google_places,Prime Auto Parts LLC,"3100 Leary Road, Albany",,,31.5036518,-84.2424915,auto_repair_station
google_places,.,"100 North Magnolia Street, Albany",,,31.5772161,-84.1901051,auto_repair_station
google_places,Singleton Auto Body Repair,"100 Baldwin Drive, Albany",,,31.5767622,-84.18674539999999,auto_repair_station
google_places,Freemanboy's Mobile Mechanic,"810 West Mercer Avenue, Albany",,,31.57038780000001,-84.16866399999999,auto_repair_station
google_places,Charles W Sizemore's Auto Rpr,"1400 West Broad Avenue, Albany",,,31.5766045,-84.1839985,auto_repair_station
google_places,Albany Auto Service,"1305 Oglethorpe Avenue, Albany",,,31.5760249,-84.1817557,auto_repair_station
google_places,Hugh Mills Stadium,"740 West Society Avenue, Albany",,,31.5855091,-84.1677189,excessive_light
google_places,ASU Soccer Complex,"2400 Gillionville Road, Albany",,,31.579531,-84.2141619,excessive_light
google_places,West Campus Baseball Field,"2400 Gillionville Road, Albany",,,31.5813774,-84.2133927,excessive_light
google_places,West Campus Softball Field,"106 Logan Ct, Albany",,,31.5837483,-84.2160932,excessive_light
google_places,ASU Coliseum,"ASU Coliseum, Albany",,,31.57303079999999,-84.13691039999999,excessive_light
google_places,Knights Stadium,"2500 Nottingham Way, Albany",,,31.6130413,-84.20156220000001,excessive_light
google_places,YMCA Sports Park,"Gillionville Road, Albany",,,31.5823589,-84.27594119999999,excessive_light
google_places,Big Daddy's Lounge & Club,"300 East Broad Avenue, Albany",,,31.5763832,-84.1420314,excessive_light
google_places,O'Ryan's Way - Herbal Restaurant & Bar,"200 East Oakridge Drive, Albany",,,31.550034,-84.142568,excessive_light
google_places,SandTrap Club & Lounge,"1412 Radium Springs Road, Albany",,,31.5543937,-84.1364212,excessive_light
google_places,Havana Lounge,"234 West Broad Avenue, Albany",,,31.57662039999999,-84.15291280000001,excessive_light
google_places,The Grille House Albany Inc.,"105 West Broad Avenue, Albany",,,31.5771179,-84.14965049999999,excessive_light
google_places,Lounge Eleven 20,"113 North Front Street, Albany",,,31.57757050000001,-84.14940829999999,excessive_light
google_places,Triple Diamond Lounge,"1009 Clark Avenue, Albany",,,31.58031649999999,-84.13141159999999,excessive_light
google_places,Henry's Fine Edibles LLC,"2516 Dawson Road, Albany",,,31.61,-84.21249999999999,excessive_light
google_places,The Vault 1738,"2238 Palmyra Road, Albany",,,31.60877549999999,-84.17369409999999,excessive_light
google_places,Cru lounge Albany,"2800 Old Dawson Road unit 5, Albany",,,31.6122373,-84.21717559999999,excessive_light
google_places,SmokeCity,"2800 Old Dawson Road # 8, Albany",,,31.6125684,-84.21728720000002,excessive_light
google_places,The Cool Place - Albany,"2601 Dawson Road D23, Albany",,,31.6166157,-84.2161804,excessive_light
google_places,Southwest Georgia Regional Airport,"3905 Newton Road #100, Albany",,,31.5326323,-84.1891021,excessive_noise
google_places,Eagles of America,"3905 Newton Road #111, Albany",,,31.53359509999999,-84.18793199999999,excessive_noise
google_places,Helipad Hospital,Albany,,,31.5913713,-84.15692899999999,excessive_noise
google_places,Palmyra Park Heliport,Albany,,,31.60684,-84.1701858,excessive_noise
google_places,Performance Engine & Chassis,"622 Old State Route 50, Sylvester",,,31.5498034,-83.91401599999999,auto_repair_station
google_places,T N T auto repair,"104 Lexington Drive, Albany",,,31.5746444,-84.0824676,auto_repair_station
google_places,NTW - National Tire Wholesale,"2203 Walter Brown Drive, Albany",,,31.5596728,-84.0979077,auto_repair_station
google_places,Sylcree Industrial Tire,"4605 Sylvester Road, Sylvester",,,31.555812,-83.983721,auto_repair_station
google_places,Iron Ranch Auto Parts LLC,"3015 Spring Flats Road, Albany",,,31.50879830000001,-84.03192949999999,auto_repair_station
google_places,Ivey's Used Auto Parts,"107 Johnny Aultman Road, Sylvester",,,31.5269289,-83.9535205,auto_repair_station
google_places,P&J Auto Salvage,"154-188 Johnny Aultman Road, Sylvester",,,31.5256687,-83.95309979999999,auto_repair_station
google_places,Auto skills center,"Building 5591, Albany",,,31.5522976,-84.0481915,auto_repair_station
google_places,Nomads Mobile RV and Trailer repair,"Gravel Hill Road, Albany",,,31.5034347,-84.0618619,auto_repair_station
google_places,York's Auto and Repair,"102 Gurr Drive, Albany",,,31.5654512,-84.07477569999999,auto_repair_station
google_places,EBAD,"3016 Sylvester Road, Albany",,,31.572768,-84.0701392,auto_repair_station
google_places,Ray's Auto Repair,"3026 War Eagle Avenue, Albany",,,31.5766044,-84.0684429,auto_repair_station
google_places,Westside Service Center,"1440 South Mock Road, Albany",,,31.544379,-84.09641640000001,auto_repair_station
google_places,Rick's Hydraulic & Supply,"367 Groveland Drive, Albany",,,31.4490007,-83.997312,auto_repair_station
google_places,FleetPride Service Center,"1517 Pecan Lane, Albany",,,31.5401133,-84.0952297,auto_repair_station
google_places,L & N Truck Service,"1517 Pecan Lane, Albany",,,31.5401133,-84.0952297,auto_repair_station
google_places,FleetPride,"1517 Pecan Lane, Albany",,,31.5400457,-84.095255,auto_repair_station
google_places,Harrys Glass Co Windshield and door glass,"2402 Short Street, Albany",,,31.54597089999999,-84.09584219999999,auto_repair_station
google_places,CARBBOYS LLC,"119 Duran Drive, Sylvester",,,31.6129826,-83.9910405,auto_repair_station
google_places,AAA Auto salvage parts,"1440 South Mock Road, Albany",,,31.5443833,-84.09629439999999,auto_repair_station
google_places,Albany Used Auto Parts,"1440 South Mock Road, Albany",,,31.54439949999999,-84.09636929999999,auto_repair_station
google_places,Economic Nicolas Tires,"2606 Sylvester Road, Albany",,,31.5743646,-84.08351019999999,auto_repair_station
google_places,"FleetWorx, LLC","1318 South Mock Road, Albany",,,31.554598,-84.0951439,auto_repair_station
google_places,Alpha Diesel LLC,"1534 South Mock Road, Albany",,,31.5387593,-84.09953480000001,auto_repair_station
google_places,Sowega Tire Service,"1219 South Mock Road, Albany",,,31.5576855,-84.0950086,auto_repair_station
google_places,Kenny's Truck & Trailer Repair,"1215 South Mock Road, Albany",,,31.5583281,-84.09528960000002,auto_repair_station
google_places,Jim Mcreynolds Truck & Trailer Inc.,"2505 Sylvester Road, Albany",,,31.5753718,-84.08773070000001,auto_repair_station
google_places,Real Deal Tires - Semi Tire Repair,"617 Cordele Road, Albany",,,31.5907752,-84.07454829999999,auto_repair_station
google_places,Albany Commercial Tire,"402 Cordele Road, Albany",,,31.5830084,-84.0840815,auto_repair_station
google_places,Southern Tire Mart at Pilot,"310 Cordele Road, Albany",,,31.5817505,-84.0853152,auto_repair_station
google_places,Cowboy Bills,"4502 Sylvester Road, Sylvester",,,31.5544896,-83.99153059999999,excessive_light
google_places,"Sunbelt Ford, Inc.","1002 West Franklin Street, Sylvester",,,31.5317865,-83.8503668,auto_repair_station
google_places,O'Reilly Auto Parts,"625 East Franklin Street, Sylvester",,,31.5306984,-83.825029,auto_repair_station
google_places,Griffin Chevrolet Parts,"1006 West Franklin Street, Sylvester",,,31.53236550000001,-83.85186949999999,auto_repair_station
google_places,New Holland Tire Inc,"2982 U.S. 82, Sumner",,,31.5054673,-83.732134,auto_repair_station
google_places,Park-Built Body Co,"2661 U.S. 82, Sylvester",,,31.5410579,-83.8772946,auto_repair_station
google_places,Worth County Wreckcreation,"303 U.S. 82, Poulan",,,31.5192925,-83.7873924,auto_repair_station
google_places,Highway 82 Pick And Pay,"455 U.S. 82, Poulan",,,31.52124659999999,-83.7896897,auto_repair_station
google_places,Deer Collision Specialist,United States,,,31.5193397,-83.7872629,auto_repair_station
google_places,Shanes Body Shop,"407 Hunton Street Northwest, Poulan",,,31.5181267,-83.78646839999999,auto_repair_station
google_places,Advance Auto Parts,"502 East Franklin Street, Sylvester",,,31.5298652,-83.83060010000001,auto_repair_station
google_places,Royce Powell Auto Services,"401 East Pope Street, Sylvester",,,31.5291468,-83.8318924,auto_repair_station
google_places,Bryan's Automotive Repair,"402 East Pope Street, Sylvester",,,31.5285345,-83.83190010000001,auto_repair_station
google_places,Ed's Tire,"202 East Franklin Street, Sylvester",,,31.5302378,-83.8351203,auto_repair_station
google_places,Eric’s Tire of Sylvester,"210 South Main Street, Sylvester",,,31.5244015,-83.8359961,auto_repair_station
google_places,Erio's Tire Shop,United States,,,31.5244126,-83.83601349999999,auto_repair_station
google_places,Martin Automotive Services,"314 South Main Street, Sylvester",,,31.5226039,-83.8361053,auto_repair_station
google_places,Jordan's Paint & Body,"610 South Main Street, Sylvester",,,31.5186869,-83.836636,auto_repair_station
google_places,Precision Diesel Repair LLC,"807 South Main Street, Sylvester",,,31.5152116,-83.8357662,auto_repair_station
google_places,Giddens Auto Parts,"301 West Franklin Street, Sylvester",,,31.53038549999999,-83.8406317,auto_repair_station
google_places,RV South,"401 West Franklin Street, Sylvester",,,31.5304799,-83.8418603,auto_repair_station
google_places,Carquest Auto Parts - Sylvester Auto Parts,"608 West Franklin Street, Sylvester",,,31.53136199999999,-83.8452302,auto_repair_station
google_places,Quick Lane at Sunbelt Ford,"1002 West Franklin Street, Sylvester",,,31.5317865,-83.8503668,auto_repair_station
google_places,"Sunbelt Ford, Inc. Parts","1002 West Franklin Street, Sylvester",,,31.5325326,-83.850636,auto_repair_station
google_places,"Sunbelt Ford, Inc. Service","1002 West Franklin Street, Sylvester",,,31.5325326,-83.850636,auto_repair_station
google_places,Southern Express Lube,"1001 West Franklin Street, Sylvester",,,31.5313441,-83.8520932,auto_repair_station
google_places,Napa Auto Autocare Center,United States,,,31.5395316,-83.86788709999999,auto_repair_station
google_places,Singletary & Son Tire Company,"2528 U.S. 82, Sylvester",,,31.53954719999999,-83.8678935,auto_repair_station
google_places,G & G Auto Electric Repair Services,"2569 U.S. 82, Sylvester",,,31.539701,-83.871351,auto_repair_station
google_places,"Kyle's Garage, LLC","2569 U.S. 82, Sylvester",,,31.5397027,-83.87146489999999,auto_repair_station
google_places,A & B Automotive,"2643 U.S. 82, Sylvester",,,31.5405727,-83.8755406,auto_repair_station
google_places,R & R Paint & Body,"2630 U.S. 82, Sylvester",,,31.5407731,-83.87583029999999,auto_repair_station
google_places,Bailey Powersports LLC.,"1490 Massey Airport Road, Sylvester",,,31.4945579,-83.87807889999999,auto_repair_station
